Freq [GHz],S11_HFSS,S21_HFSS,S31_HFSS,S41_HFSS
1.916,-12.99587541,-5.391296586,-2.502539309,-14.139764
1.917,-13.03008677,-5.380922091,-2.503010024,-14.16512593
1.918,-13.06434716,-5.37059538,-2.503498615,-14.1904966
1.919,-13.09865656,-5.360316228,-2.50400493,-14.21587597
1.92,-13.13301492,-5.350084414,-2.504528821,-14.24126401
1.921,-13.1674222,-5.339899715,-2.505070138,-14.26666068
1.922,-13.20187836,-5.32976191,-2.505628735,-14.29206595
1.923,-13.23638337,-5.319670779,-2.506204465,-14.31747978
1.924,-13.27093718,-5.309626103,-2.506797181,-14.34290215
1.925,-13.30553975,-5.299627663,-2.507406738,-14.36833302
1.926,-13.34019104,-5.289675243,-2.508032992,-14.39377236
1.927,-13.374891,-5.279768624,-2.508675799,-14.41922016
1.928,-13.4096396,-5.269907593,-2.509335017,-14.44467638
1.929,-13.44443678,-5.260091932,-2.510010504,-14.47014099
1.93,-13.4792825,-5.25032143,-2.510702118,-14.49561398
1.931,-13.51417672,-5.240595871,-2.511409719,-14.52109532
1.932,-13.54911939,-5.230915044,-2.512133168,-14.546585
1.933,-13.58411047,-5.221278739,-2.512872327,-14.57208298
1.934,-13.61914989,-5.211686743,-2.513627056,-14.59758926
1.935,-13.65423763,-5.202138847,-2.51439722,-14.62310381
1.936,-13.68937361,-5.192634843,-2.515182682,-14.64862663
1.937,-13.7245578,-5.183174523,-2.515983305,-14.67415769
1.938,-13.75979014,-5.173757679,-2.516798957,-14.69969699
1.939,-13.79507058,-5.164384107,-2.517629502,-14.72524451
1.94,-13.83039906,-5.155053599,-2.518474807,-14.75080024
1.941,-13.86577553,-5.145765953,-2.519334741,-14.77636417
1.942,-13.90119993,-5.136520964,-2.520209171,-14.80193629
1.943,-13.9366722,-5.12731843,-2.521097967,-14.8275166
1.944,-13.97219228,-5.118158149,-2.522000998,-14.8531051
1.945,-14.00776012,-5.109039921,-2.522918136,-14.87870177
1.946,-14.04337564,-5.099963546,-2.523849251,-14.90430661
1.947,-14.07903879,-5.090928824,-2.524794215,-14.92991963
1.948,-14.1147495,-5.081935558,-2.525752903,-14.95554082
1.949,-14.15050771,-5.072983551,-2.526725187,-14.98117019
1.95,-14.18631334,-5.064072605,-2.527710942,-15.00680773
1.951,-14.22216633,-5.055202525,-2.528710043,-15.03245345
1.952,-14.25806661,-5.046373118,-2.529722366,-15.05810735
1.953,-14.2940141,-5.037584188,-2.530747788,-15.08376945
1.954,-14.33000872,-5.028835545,-2.531786186,-15.10943974
1.955,-14.36605041,-5.020126994,-2.532837438,-15.13511824
1.956,-14.40213908,-5.011458346,-2.533901422,-15.16080496
1.957,-14.43827465,-5.002829411,-2.53497802,-15.1864999
1.958,-14.47445704,-4.994239998,-2.53606711,-15.21220308
1.959,-14.51068617,-4.985689921,-2.537168574,-15.23791452
1.96,-14.54696194,-4.97717899,-2.538282293,-15.26363422
1.961,-14.58328428,-4.96870702,-2.53940815,-15.28936221
1.962,-14.61965308,-4.960273824,-2.540546028,-15.3150985
1.963,-14.65606826,-4.951879219,-2.541695811,-15.34084311
1.964,-14.69252972,-4.943523019,-2.542857384,-15.36659606
1.965,-14.72903737,-4.935205042,-2.544030631,-15.39235738
1.966,-14.7655911,-4.926925106,-2.545215438,-15.41812708
1.967,-14.80219081,-4.918683029,-2.546411692,-15.44390519
1.968,-14.83883639,-4.91047863,-2.547619281,-15.46969173
1.969,-14.87552774,-4.90231173,-2.548838091,-15.49548673
1.97,-14.91226475,-4.894182151,-2.550068013,-15.52129022
1.971,-14.9490473,-4.886089713,-2.551308934,-15.54710223
1.972,-14.98587528,-4.878034241,-2.552560746,-15.57292279
1.973,-15.02274857,-4.870015557,-2.553823339,-15.59875192
1.974,-15.05966705,-4.862033488,-2.555096603,-15.62458966
1.975,-15.09663059,-4.854087857,-2.556380432,-15.65043605
1.976,-15.13363906,-4.846178491,-2.557674717,-15.67629112
1.977,-15.17069234,-4.838305218,-2.558979352,-15.70215491
1.978,-15.20779029,-4.830467866,-2.560294231,-15.72802744
1.979,-15.24493276,-4.822666264,-2.561619249,-15.75390878
1.98,-15.28211963,-4.81490024,-2.5629543,-15.77979894
1.981,-15.31935074,-4.807169627,-2.56429928,-15.80569799
1.982,-15.35662595,-4.799474254,-2.565654087,-15.83160595
1.983,-15.39394511,-4.791813956,-2.567018616,-15.85752287
1.984,-15.43130806,-4.784188563,-2.568392766,-15.8834488
1.985,-15.46871464,-4.776597912,-2.569776436,-15.90938378
1.986,-15.50616468,-4.769041835,-2.571169524,-15.93532787
1.987,-15.54365803,-4.76152017,-2.57257193,-15.9612811
1.988,-15.58119451,-4.754032752,-2.573983554,-15.98724354
1.989,-15.61877395,-4.746579418,-2.575404297,-16.01321523
1.99,-15.65639616,-4.739160007,-2.57683406,-16.03919622
1.991,-15.69406096,-4.731774357,-2.578272746,-16.06518658
1.992,-15.73176817,-4.724422308,-2.579720258,-16.09118634
1.993,-15.76951759,-4.717103701,-2.581176497,-16.11719559
1.994,-15.80730902,-4.709818376,-2.58264137,-16.14321436
1.995,-15.84514227,-4.702566176,-2.584114779,-16.16924272
1.996,-15.88301712,-4.695346945,-2.58559663,-16.19528072
1.997,-15.92093337,-4.688160524,-2.587086829,-16.22132844
1.998,-15.9588908,-4.68100676,-2.588585282,-16.24738594
1.999,-15.99688919,-4.673885497,-2.590091895,-16.27345327
2,-16.0349283,-4.666796581,-2.591606577,-16.2995305
2.001,-16.07300792,-4.65973986,-2.593129235,-16.3256177
2.002,-16.1111278,-4.652715181,-2.594659777,-16.35171495
2.003,-16.14928769,-4.645722391,-2.596198114,-16.3778223
2.004,-16.18748736,-4.638761342,-2.597744153,-16.40393982
2.005,-16.22572654,-4.631831882,-2.599297807,-16.4300676
2.006,-16.26400499,-4.624933862,-2.600858986,-16.4562057
2.007,-16.30232242,-4.618067135,-2.6024276,-16.4823542
2.008,-16.34067857,-4.611231551,-2.604003562,-16.50851317
2.009,-16.37907317,-4.604426965,-2.605586785,-16.53468268
2.01,-16.41750592,-4.597653229,-2.607177181,-16.56086283
2.011,-16.45597654,-4.5909102,-2.608774664,-16.58705368
2.012,-16.49448473,-4.584197732,-2.610379148,-16.61325532
2.013,-16.53303018,-4.57751568,-2.611990548,-16.63946783
2.014,-16.57161259,-4.570863903,-2.613608779,-16.66569129
2.015,-16.61023164,-4.564242258,-2.615233757,-16.69192578
2.016,-16.648887,-4.557650602,-2.616865398,-16.7181714
2.017,-16.68757835,-4.551088796,-2.618503618,-16.74442823
2.018,-16.72630534,-4.544556698,-2.620148335,-16.77069636
2.019,-16.76506762,-4.53805417,-2.621799468,-16.79697587
2.02,-16.80386485,-4.531581073,-2.623456933,-16.82326686
2.021,-16.84269666,-4.525137268,-2.625120651,-16.84956942
2.022,-16.88156269,-4.518722619,-2.62679054,-16.87588364
2.023,-16.92046255,-4.512336989,-2.628466521,-16.90220962
2.024,-16.95939586,-4.505980243,-2.630148513,-16.92854746
2.025,-16.99836223,-4.499652244,-2.631836437,-16.95489724
2.026,-17.03736126,-4.49335286,-2.633530216,-16.98125907
2.027,-17.07639253,-4.487081955,-2.635229771,-17.00763306
2.028,-17.11545563,-4.480839397,-2.636935024,-17.03401929
2.029,-17.15455012,-4.474625055,-2.638645898,-17.06041787
2.03,-17.19367558,-4.468438796,-2.640362316,-17.08682891
2.031,-17.23283155,-4.462280489,-2.642084203,-17.11325251
2.032,-17.27201758,-4.456150004,-2.643811482,-17.13968877
2.033,-17.31123321,-4.450047213,-2.645544079,-17.16613781
2.034,-17.35047796,-4.443971985,-2.647281919,-17.19259973
2.035,-17.38975134,-4.437924194,-2.649024927,-17.21907465
2.036,-17.42905287,-4.431903711,-2.65077303,-17.24556267
2.037,-17.46838204,-4.42591041,-2.652526154,-17.2720639
2.038,-17.50773834,-4.419944165,-2.654284228,-17.29857846
2.039,-17.54712123,-4.41400485,-2.656047177,-17.32510647
2.04,-17.58653019,-4.408092341,-2.65781493,-17.35164804
2.041,-17.62596467,-4.402206513,-2.659587417,-17.3782033
2.042,-17.66542411,-4.396347244,-2.661364566,-17.40477235
2.043,-17.70490795,-4.39051441,-2.663146305,-17.43135531
2.044,-17.7444156,-4.384707889,-2.664932566,-17.45795232
2.045,-17.78394648,-4.378927561,-2.666723279,-17.4845635
2.046,-17.82349998,-4.373173304,-2.668518374,-17.51118896
2.047,-17.86307548,-4.367444998,-2.670317783,-17.53782883
2.048,-17.90267237,-4.361742524,-2.672121437,-17.56448325
2.049,-17.94229001,-4.356065763,-2.673929269,-17.59115233
2.05,-17.98192773,-4.350414596,-2.675741211,-17.61783621
2.051,-18.02158489,-4.344788907,-2.677557196,-17.64453503
2.052,-18.0612608,-4.339188577,-2.679377157,-17.6712489
2.053,-18.10095477,-4.333613492,-2.681201028,-17.69797797
2.054,-18.14066611,-4.328063535,-2.683028744,-17.72472237
2.055,-18.1803941,-4.322538591,-2.684860239,-17.75148224
2.056,-18.22013801,-4.317038546,-2.686695449,-17.77825771
2.057,-18.25989709,-4.311563285,-2.688534308,-17.80504892
2.058,-18.2996706,-4.306112697,-2.690376753,-17.83185602
2.059,-18.33945776,-4.300686668,-2.69222272,-17.85867914
2.06,-18.37925778,-4.295285086,-2.694072146,-17.88551843
2.061,-18.41906987,-4.28990784,-2.695924969,-17.91237404
2.062,-18.45889322,-4.284554818,-2.697781124,-17.9392461
2.063,-18.49872699,-4.279225912,-2.699640551,-17.96613476
2.064,-18.53857035,-4.273921012,-2.701503188,-17.99304018
2.065,-18.57842242,-4.268640007,-2.703368974,-18.01996251
2.066,-18.61828235,-4.263382791,-2.705237848,-18.04690189
2.067,-18.65814924,-4.258149255,-2.707109749,-18.07385847
2.068,-18.69802218,-4.252939292,-2.708984617,-18.10083242
2.069,-18.73790026,-4.247752795,-2.710862393,-18.12782388
2.07,-18.77778253,-4.242589658,-2.712743017,-18.15483302
2.071,-18.81766804,-4.237449776,-2.71462643,-18.18185999
2.072,-18.85755582,-4.232333045,-2.716512575,-18.20890495
2.073,-18.89744488,-4.227239358,-2.718401392,-18.23596806
2.074,-18.93733422,-4.222168614,-2.720292824,-18.26304949
2.075,-18.97722281,-4.217120708,-2.722186813,-18.29014939
2.076,-19.01710962,-4.212095538,-2.724083303,-18.31726794
2.077,-19.05699359,-4.207093002,-2.725982237,-18.3444053
2.078,-19.09687364,-4.202112998,-2.727883558,-18.37156163
2.079,-19.13674868,-4.197155425,-2.72978721,-18.39873711
2.08,-19.1766176,-4.192220184,-2.731693139,-18.42593192
2.081,-19.21647927,-4.187307173,-2.733601288,-18.45314621
2.082,-19.25633254,-4.182416294,-2.735511604,-18.48038016
2.083,-19.29617624,-4.177547448,-2.73742403,-18.50763396
2.084,-19.33600919,-4.172700537,-2.739338514,-18.53490777
2.085,-19.37583018,-4.167875462,-2.741255001,-18.56220177
2.086,-19.41563799,-4.163072127,-2.743173438,-18.58951615
2.087,-19.45543138,-4.158290435,-2.745093772,-18.61685108
2.088,-19.49520907,-4.15353029,-2.74701595,-18.64420675
2.089,-19.53496979,-4.148791596,-2.748939919,-18.67158334
2.09,-19.57471223,-4.144074258,-2.750865628,-18.69898104
2.091,-19.61443506,-4.139378182,-2.752793024,-18.72640003
2.092,-19.65413695,-4.134703273,-2.754722057,-18.75384051
2.093,-19.69381653,-4.130049438,-2.756652676,-18.78130265
2.094,-19.73347241,-4.125416584,-2.758584828,-18.80878666
2.095,-19.77310318,-4.120804618,-2.760518465,-18.83629273
2.096,-19.81270742,-4.116213449,-2.762453535,-18.86382104
2.097,-19.85228367,-4.111642985,-2.76438999,-18.89137181
2.098,-19.89183047,-4.107093134,-2.76632778,-18.91894522
2.099,-19.93134633,-4.102563807,-2.768266855,-18.94654147
2.1,-19.97082973,-4.098054913,-2.770207167,-18.97416077
2.101,-20.01027913,-4.093566362,-2.772148667,-19.00180331
2.102,-20.04969298,-4.089098066,-2.774091307,-19.02946931
2.103,-20.0890697,-4.084649936,-2.776035039,-19.05715896
2.104,-20.12840768,-4.080221885,-2.777979816,-19.08487248
2.105,-20.16770531,-4.075813823,-2.779925591,-19.11261006
2.106,-20.20696094,-4.071425665,-2.781872316,-19.14037193
2.107,-20.24617289,-4.067057324,-2.783819944,-19.16815829
2.108,-20.28533949,-4.062708712,-2.78576843,-19.19596936
2.109,-20.324459,-4.058379746,-2.787717728,-19.22380535
2.11,-20.36352971,-4.054070339,-2.789667791,-19.25166647
2.111,-20.40254985,-4.049780407,-2.791618575,-19.27955296
2.112,-20.44151763,-4.045509865,-2.793570034,-19.30746502
2.113,-20.48043126,-4.04125863,-2.795522122,-19.33540288
2.114,-20.51928891,-4.037026618,-2.797474797,-19.36336675
2.115,-20.55808872,-4.032813747,-2.799428013,-19.39135688
2.116,-20.59682883,-4.028619933,-2.801381727,-19.41937347
2.117,-20.63550734,-4.024445095,-2.803335894,-19.44741677
2.118,-20.67412233,-4.020289151,-2.805290472,-19.475487
2.119,-20.71267186,-4.01615202,-2.807245416,-19.50358438
2.12,-20.75115397,-4.012033622,-2.809200686,-19.53170917
2.121,-20.78956666,-4.007933875,-2.811156237,-19.55986158
2.122,-20.82790794,-4.003852702,-2.813112027,-19.58804186
2.123,-20.86617577,-3.999790021,-2.815068015,-19.61625024
2.124,-20.90436809,-3.995745754,-2.817024159,-19.64448697
2.125,-20.94248283,-3.991719822,-2.818980417,-19.67275228
2.126,-20.98051789,-3.987712149,-2.820936748,-19.70104643
2.127,-21.01847115,-3.983722654,-2.822893111,-19.72936965
2.128,-21.05634047,-3.979751263,-2.824849465,-19.7577222
2.129,-21.09412368,-3.975797897,-2.826805771,-19.78610431
2.13,-21.1318186,-3.971862481,-2.828761988,-19.81451625
2.131,-21.16942302,-3.967944939,-2.830718075,-19.84295827
2.132,-21.2069347,-3.964045194,-2.832673994,-19.87143061
2.133,-21.24435141,-3.960163172,-2.834629705,-19.89993355
2.134,-21.28167087,-3.956298798,-2.836585169,-19.92846732
2.135,-21.31889078,-3.952451998,-2.838540348,-19.9570322
2.136,-21.35600884,-3.948622698,-2.840495201,-19.98562845
2.137,-21.39302272,-3.944810824,-2.842449692,-20.01425633
2.138,-21.42993006,-3.941016303,-2.844403782,-20.0429161
2.139,-21.4667285,-3.937239063,-2.846357433,-20.07160804
2.14,-21.50341565,-3.933479032,-2.848310608,-20.10033241
2.141,-21.53998909,-3.929736137,-2.850263269,-20.12908949
2.142,-21.57644641,-3.926010306,-2.852215379,-20.15787954
2.143,-21.61278515,-3.92230147,-2.854166902,-20.18670285
2.144,-21.64900287,-3.918609556,-2.8561178,-20.21555968
2.145,-21.68509708,-3.914934496,-2.858068037,-20.24445033
2.146,-21.72106528,-3.911276218,-2.860017578,-20.27337507
2.147,-21.75690498,-3.907634653,-2.861966386,-20.30233418
2.148,-21.79261364,-3.904009733,-2.863914425,-20.33132795
2.149,-21.82818872,-3.900401387,-2.865861661,-20.36035666
2.15,-21.86362767,-3.896809549,-2.867808057,-20.38942062
2.151,-21.89892792,-3.893234149,-2.869753579,-20.4185201
2.152,-21.9340869,-3.88967512,-2.871698192,-20.4476554
2.153,-21.969102,-3.886132395,-2.873641862,-20.47682682
2.154,-22.00397063,-3.882605907,-2.875584555,-20.50603465
2.155,-22.03869016,-3.879095589,-2.877526235,-20.53527919
2.156,-22.07325798,-3.875601375,-2.87946687,-20.56456076
2.157,-22.10767144,-3.872123199,-2.881406426,-20.59387964
2.158,-22.1419279,-3.868660996,-2.883344869,-20.62323614
2.159,-22.17602471,-3.8652147,-2.885282166,-20.65263059
2.16,-22.20995921,-3.861784247,-2.887218284,-20.68206327
2.161,-22.24372873,-3.858369573,-2.889153191,-20.71153452
2.162,-22.2773306,-3.854970613,-2.891086853,-20.74104464
2.163,-22.31076214,-3.851587303,-2.893019239,-20.77059395
2.164,-22.34402067,-3.848219581,-2.894950316,-20.80018277
2.165,-22.37710351,-3.844867383,-2.896880053,-20.82981142
2.166,-22.41000796,-3.841530647,-2.898808417,-20.85948022
2.167,-22.44273135,-3.83820931,-2.900735378,-20.88918951
2.168,-22.47527098,-3.83490331,-2.902660904,-20.91893961
2.169,-22.50762417,-3.831612585,-2.904584963,-20.94873085
2.17,-22.53978823,-3.828337075,-2.906507526,-20.97856357
2.171,-22.57176049,-3.825076719,-2.90842856,-21.0084381
2.172,-22.60353825,-3.821831455,-2.910348037,-21.03835477
2.173,-22.63511886,-3.818601224,-2.912265925,-21.06831394
2.174,-22.66649963,-3.815385964,-2.914182195,-21.09831594
2.175,-22.69767792,-3.812185618,-2.916096816,-21.12836112
2.176,-22.72865107,-3.809000126,-2.918009759,-21.15844982
2.177,-22.75941643,-3.805829427,-2.919920994,-21.18858241
2.178,-22.78997138,-3.802673465,-2.921830493,-21.21875922
2.179,-22.8203133,-3.79953218,-2.923738225,-21.24898062
2.18,-22.85043957,-3.796405515,-2.925644163,-21.27924696
2.181,-22.88034761,-3.793293411,-2.927548276,-21.3095586
2.182,-22.91003484,-3.790195812,-2.929450538,-21.33991592
2.183,-22.93949869,-3.78711266,-2.931350919,-21.37031926
2.184,-22.96873663,-3.784043899,-2.933249391,-21.40076901
2.185,-22.99774612,-3.780989472,-2.935145926,-21.43126553
2.186,-23.02652468,-3.777949323,-2.937040497,-21.4618092
2.187,-23.0550698,-3.774923396,-2.938933076,-21.49240039
2.188,-23.08337904,-3.771911635,-2.940823635,-21.52303948
2.189,-23.11144996,-3.768913987,-2.942712148,-21.55372685
2.19,-23.13928016,-3.765930394,-2.944598586,-21.5844629
2.191,-23.16686723,-3.762960804,-2.946482924,-21.615248
2.192,-23.19420884,-3.760005161,-2.948365134,-21.64608255
2.193,-23.22130266,-3.757063412,-2.95024519,-21.67696693
2.194,-23.24814639,-3.754135503,-2.952123065,-21.70790155
2.195,-23.27473777,-3.75122138,-2.953998734,-21.73888681
2.196,-23.30107456,-3.748320991,-2.95587217,-21.7699231
2.197,-23.32715458,-3.745434282,-2.957743347,-21.80101083
2.198,-23.35297566,-3.742561201,-2.959612241,-21.83215041
2.199,-23.37853569,-3.739701696,-2.961478824,-21.86334225
2.2,-23.40383257,-3.736855715,-2.963343073,-21.89458676
2.201,-23.42886426,-3.734023206,-2.965204961,-21.92588436
2.202,-23.45362876,-3.731204117,-2.967064464,-21.95723547
2.203,-23.4781241,-3.728398398,-2.968921556,-21.98864051
2.204,-23.50234837,-3.725605998,-2.970776214,-22.0200999
2.205,-23.52629969,-3.722826867,-2.972628412,-22.05161408
2.206,-23.54997624,-3.720060953,-2.974478127,-22.08318348
2.207,-23.57337622,-3.717308207,-2.976325334,-22.11480853
2.208,-23.59649792,-3.71456858,-2.978170009,-22.14648968
2.209,-23.61933963,-3.711842021,-2.980012127,-22.17822736
2.21,-23.64189972,-3.709128482,-2.981851667,-22.21002201
2.211,-23.66417662,-3.706427914,-2.983688603,-22.24187409
2.212,-23.68616879,-3.703740268,-2.985522912,-22.27378405
2.213,-23.70787475,-3.701065496,-2.987354572,-22.30575235
2.214,-23.72929307,-3.69840355,-2.989183559,-22.33777943
2.215,-23.75042239,-3.695754381,-2.991009849,-22.36986577
2.216,-23.7712614,-3.693117943,-2.992833421,-22.40201183
2.217,-23.79180883,-3.690494188,-2.994654252,-22.43421807
2.218,-23.81206349,-3.687883069,-2.996472319,-22.46648498
2.219,-23.83202424,-3.68528454,-2.998287599,-22.49881301
2.22,-23.85169,-3.682698553,-3.000100071,-22.53120267
2.221,-23.87105975,-3.680125062,-3.001909712,-22.56365442
2.222,-23.89013253,-3.677564022,-3.003716502,-22.59616875
2.223,-23.90890745,-3.675015387,-3.005520416,-22.62874615
2.224,-23.92738366,-3.672479111,-3.007321435,-22.66138713
2.225,-23.9455604,-3.66995515,-3.009119537,-22.69409217
2.226,-23.96343696,-3.667443457,-3.0109147,-22.72686177
2.227,-23.9810127,-3.664943988,-3.012706903,-22.75969645
2.228,-23.99828703,-3.6624567,-3.014496125,-22.79259671
2.229,-24.01525944,-3.659981547,-3.016282345,-22.82556306
2.23,-24.03192948,-3.657518486,-3.018065543,-22.85859602
2.231,-24.04829676,-3.655067472,-3.019845698,-22.89169611
2.232,-24.06436097,-3.652628463,-3.021622788,-22.92486385
2.233,-24.08012186,-3.650201415,-3.023396795,-22.95809978
2.234,-24.09557923,-3.647786285,-3.025167697,-22.99140442
2.235,-24.11073298,-3.64538303,-3.026935474,-23.02477832
2.236,-24.12558303,-3.642991608,-3.028700107,-23.05822201
2.237,-24.14012942,-3.640611977,-3.030461576,-23.09173604
2.238,-24.15437222,-3.638244094,-3.032219861,-23.12532096
2.239,-24.16831158,-3.635887917,-3.033974942,-23.15897732
2.24,-24.1819477,-3.633543406,-3.0357268,-23.19270567
2.241,-24.19528088,-3.631210517,-3.037475416,-23.22650659
2.242,-24.20831145,-3.628889212,-3.03922077,-23.26038064
2.243,-24.22103983,-3.626579448,-3.040962844,-23.29432838
2.244,-24.2334665,-3.624281184,-3.042701618,-23.32835039
2.245,-24.245592,-3.621994382,-3.044437074,-23.36244726
2.246,-24.25741693,-3.619718999,-3.046169193,-23.39661956
2.247,-24.26894197,-3.617454997,-3.047897956,-23.43086788
2.248,-24.28016785,-3.615202334,-3.049623345,-23.46519283
2.249,-24.29109539,-3.612960973,-3.051345342,-23.49959499
2.25,-24.30172543,-3.610730874,-3.053063928,-23.53407496
2.251,-24.3120589,-3.608511996,-3.054779086,-23.56863336
2.252,-24.3220968,-3.606304303,-3.056490798,-23.6032708
2.253,-24.33184018,-3.604107754,-3.058199045,-23.63798789
2.254,-24.34129013,-3.601922311,-3.05990381,-23.67278525
2.255,-24.35044783,-3.599747937,-3.061605075,-23.70766352
2.256,-24.35931452,-3.597584593,-3.063302823,-23.74262331
2.257,-24.36789146,-3.595432242,-3.064997037,-23.77766528
2.258,-24.37618002,-3.593290845,-3.066687699,-23.81279005
2.259,-24.38418158,-3.591160365,-3.068374792,-23.84799828
2.26,-24.39189761,-3.589040766,-3.0700583,-23.88329062
2.261,-24.39932961,-3.58693201,-3.071738205,-23.91866772
2.262,-24.40647915,-3.584834061,-3.07341449,-23.95413024
2.263,-24.41334784,-3.582746882,-3.075087139,-23.98967886
2.264,-24.41993736,-3.580670436,-3.076756136,-24.02531423
2.265,-24.42624941,-3.578604688,-3.078421463,-24.06103705
2.266,-24.43228577,-3.576549602,-3.080083105,-24.096848
2.267,-24.43804825,-3.574505142,-3.081741045,-24.13274776
2.268,-24.44353871,-3.572471272,-3.083395268,-24.16873702
2.269,-24.44875907,-3.570447957,-3.085045756,-24.20481649
2.27,-24.45371127,-3.568435162,-3.086692495,-24.24098686
2.271,-24.45839731,-3.566432852,-3.088335468,-24.27724886
2.272,-24.46281924,-3.564440993,-3.08997466,-24.3136032
2.273,-24.46697913,-3.56245955,-3.091610056,-24.35005059
2.274,-24.4708791,-3.560488488,-3.093241639,-24.38659176
2.275,-24.47452131,-3.558527774,-3.094869394,-24.42322746
2.276,-24.47790796,-3.556577373,-3.096493307,-24.45995841
2.277,-24.48104127,-3.554637253,-3.098113362,-24.49678537
2.278,-24.48392353,-3.552707378,-3.099729543,-24.53370908
2.279,-24.48655701,-3.550787717,-3.101341837,-24.57073029
2.28,-24.48894407,-3.548878235,-3.102950227,-24.60784979
2.281,-24.49108707,-3.546978901,-3.1045547,-24.64506832
2.282,-24.49298839,-3.54508968,-3.106155241,-24.68238667
2.283,-24.49465045,-3.543210542,-3.107751835,-24.71980562
2.284,-24.49607572,-3.541341452,-3.109344467,-24.75732596
2.285,-24.49726666,-3.539482379,-3.110933124,-24.79494847
2.286,-24.49822577,-3.537633292,-3.112517791,-24.83267397
2.287,-24.49895558,-3.535794157,-3.114098454,-24.87050325
2.288,-24.49945862,-3.533964944,-3.115675099,-24.90843713
2.289,-24.49973747,-3.532145621,-3.117247712,-24.94647643
2.29,-24.49979471,-3.530336157,-3.118816278,-24.98462197
2.291,-24.49963294,-3.528536521,-3.120380785,-25.02287459
2.292,-24.49925478,-3.526746682,-3.121941219,-25.06123512
2.293,-24.49866287,-3.524966609,-3.123497566,-25.09970442
2.294,-24.49785985,-3.523196271,-3.125049812,-25.13828333
2.295,-24.4968484,-3.521435638,-3.126597944,-25.17697272
2.296,-24.49563118,-3.519684681,-3.128141949,-25.21577344
2.297,-24.49421088,-3.517943368,-3.129681813,-25.25468637
2.298,-24.4925902,-3.516211671,-3.131217524,-25.2937124
2.299,-24.49077184,-3.514489559,-3.132749068,-25.3328524
2.3,-24.48875851,-3.512777003,-3.134276433,-25.37210728
2.301,-24.48655294,-3.511073974,-3.135799605,-25.41147793
2.302,-24.48415784,-3.509380443,-3.137318572,-25.45096525
2.303,-24.48157594,-3.50769638,-3.138833322,-25.49057018
2.304,-24.47880998,-3.506021757,-3.14034384,-25.53029361
2.305,-24.47586268,-3.504356545,-3.141850116,-25.5701365
2.306,-24.47273678,-3.502700716,-3.143352137,-25.61009976
2.307,-24.46943502,-3.501054242,-3.14484989,-25.65018435
2.308,-24.46596012,-3.499417094,-3.146343363,-25.69039121
2.309,-24.46231482,-3.497789244,-3.147832543,-25.73072131
2.31,-24.45850184,-3.496170665,-3.14931742,-25.77117561
2.311,-24.45452392,-3.494561329,-3.15079798,-25.81175508
2.312,-24.45038376,-3.492961209,-3.152274213,-25.8524607
2.313,-24.44608409,-3.491370277,-3.153746105,-25.89329346
2.314,-24.4416276,-3.489788507,-3.155213646,-25.93425436
2.315,-24.43701701,-3.488215871,-3.156676823,-25.97534439
2.316,-24.43225501,-3.486652342,-3.158135626,-26.01656457
2.317,-24.42734427,-3.485097894,-3.159590042,-26.05791591
2.318,-24.42228747,-3.483552501,-3.16104006,-26.09939945
2.319,-24.41708728,-3.482016135,-3.162485669,-26.14101621
2.32,-24.41174635,-3.480488772,-3.163926858,-26.18276723
2.321,-24.40626732,-3.478970385,-3.165363615,-26.22465356
2.322,-24.40065281,-3.477460948,-3.16679593,-26.26667626
2.323,-24.39490546,-3.475960436,-3.168223791,-26.30883639
2.324,-24.38902785,-3.474468822,-3.169647187,-26.35113501
2.325,-24.38302258,-3.472986083,-3.171066108,-26.39357322
2.326,-24.37689222,-3.471512192,-3.172480543,-26.43615209
2.327,-24.37063933,-3.470047124,-3.17389048,-26.47887272
2.328,-24.36426645,-3.468590855,-3.17529591,-26.5217362
2.329,-24.3577761,-3.46714336,-3.176696822,-26.56474366
2.33,-24.3511708,-3.465704614,-3.178093205,-26.6078962
2.331,-24.34445304,-3.464274594,-3.17948505,-26.65119494
2.332,-24.33762529,-3.462853273,-3.180872345,-26.69464102
2.333,-24.33069001,-3.46144063,-3.18225508,-26.73823558
2.334,-24.32364963,-3.460036639,-3.183633245,-26.78197976
2.335,-24.31650658,-3.458641276,-3.185006831,-26.82587472
2.336,-24.30926325,-3.457254519,-3.186375826,-26.86992161
2.337,-24.30192202,-3.455876343,-3.187740222,-26.91412161
2.338,-24.29448526,-3.454506726,-3.189100008,-26.95847588
2.339,-24.28695529,-3.453145643,-3.190455174,-27.00298562
2.34,-24.27933445,-3.451793073,-3.191805711,-27.047652
2.341,-24.27162502,-3.450448991,-3.193151609,-27.09247623
2.342,-24.26382928,-3.449113376,-3.194492858,-27.13745951
2.343,-24.2559495,-3.447786204,-3.195829449,-27.18260305
2.344,-24.24798789,-3.446467454,-3.197161373,-27.22790807
2.345,-24.23994668,-3.445157102,-3.198488619,-27.27337578
2.346,-24.23182806,-3.443855127,-3.199811179,-27.31900741
2.347,-24.22363418,-3.442561507,-3.201129044,-27.36480421
2.348,-24.21536721,-3.441276219,-3.202442204,-27.41076741
2.349,-24.20702925,-3.439999242,-3.203750649,-27.45689826
2.35,-24.19862241,-3.438730554,-3.205054372,-27.50319802
2.351,-24.19014878,-3.437470134,-3.206353363,-27.54966794
