"Freq [GHz]","re(S(1,1)) [] - patch_length='24mm' probe_feed_x='5.8mm'","im(S(1,1)) [] - patch_length='24mm' probe_feed_x='5.8mm'"
1.635,-0.971433944753483,0.213643632604924
1.636,-0.971339157284514,0.21405441519309
1.637,-0.971244182830336,0.21446514881351
1.638,-0.971149021279728,0.214875833915126
1.639,-0.971053672520345,0.215286470946763
1.64,-0.970958136438721,0.215697060357139
1.641,-0.970862412920262,0.216107602594869
1.642,-0.970766501849253,0.216518098108458
1.643,-0.970670403108846,0.216928547346315
1.644,-0.970574116581068,0.217338950756753
1.645,-0.970477642146811,0.217749308787986
1.646,-0.970380979685838,0.218159621888139
1.647,-0.970284129076777,0.21856989050525
1.648,-0.970187090197119,0.218980115087267
1.649,-0.970089862923218,0.219390296082058
1.65,-0.969992447130289,0.219800433937411
1.651,-0.969894842692405,0.220210529101039
1.652,-0.969797049482501,0.220620582020573
1.653,-0.96969906737236,0.221030593143583
1.654,-0.969600896232625,0.221440562917566
1.655,-0.969502535932788,0.221850491789953
1.656,-0.969403986341193,0.222260380208115
1.657,-0.96930524732503,0.222670228619363
1.658,-0.969206318750339,0.223080037470949
1.659,-0.969107200482001,0.223489807210076
1.66,-0.969007892383742,0.223899538283893
1.661,-0.968908394318129,0.224309231139504
1.662,-0.968808706146567,0.224718886223966
1.663,-0.968708827729298,0.225128503984294
1.664,-0.968608758925399,0.225538084867467
1.665,-0.968508499592782,0.225947629320426
1.666,-0.968408049588186,0.226357137790081
1.667,-0.968307408767185,0.226766610723307
1.668,-0.968206576984174,0.227176048566961
1.669,-0.968105554092376,0.227585451767865
1.67,-0.968004339943836,0.227994820772828
1.671,-0.967902934389421,0.228404156028638
1.672,-0.967801337278815,0.228813457982069
1.673,-0.967699548460519,0.229222727079879
1.674,-0.96759756778185,0.229631963768822
1.675,-0.967495395088932,0.230041168495641
1.676,-0.967393030226706,0.230450341707079
1.677,-0.967290473038916,0.230859483849874
1.678,-0.967187723368111,0.231268595370772
1.679,-0.967084781055647,0.231677676716521
1.68,-0.966981645941678,0.232086728333879
1.681,-0.966878317865156,0.232495750669612
1.682,-0.966774796663832,0.232904744170504
1.683,-0.966671082174249,0.233313709283358
1.684,-0.966567174231741,0.23372264645499
1.685,-0.966463072670433,0.234131556132243
1.686,-0.966358777323236,0.234540438761989
1.687,-0.966254288021844,0.234949294791127
1.688,-0.966149604596734,0.235358124666585
1.689,-0.966044726877164,0.235766928835331
1.69,-0.965939654691166,0.236175707744367
1.691,-0.965834387865546,0.23658446184074
1.692,-0.965728926225886,0.236993191571537
1.693,-0.965623269596532,0.237401897383894
1.694,-0.965517417800601,0.237810579724997
1.695,-0.965411370659972,0.238219239042084
1.696,-0.965305127995285,0.238627875782451
1.697,-0.965198689625941,0.23903649039345
1.698,-0.965092055370094,0.239445083322495
1.699,-0.964985225044653,0.23985365501707
1.7,-0.964878198465279,0.240262205924721
1.701,-0.964770975446378,0.240670736493065
1.702,-0.964663555801105,0.241079247169798
1.703,-0.964555939341353,0.241487738402688
1.704,-0.964448125877759,0.241896210639586
1.705,-0.964340115219693,0.242304664328423
1.706,-0.964231907175262,0.242713099917219
1.707,-0.964123501551302,0.24312151785408
1.708,-0.964014898153378,0.243529918587205
1.709,-0.96390609678578,0.243938302564889
1.71,-0.963797097251521,0.244346670235524
1.711,-0.963687899352333,0.244755022047604
1.712,-0.963578502888663,0.245163358449726
1.713,-0.963468907659673,0.245571679890595
1.714,-0.963359113463236,0.245979986819023
1.715,-0.96324912009593,0.246388279683939
1.716,-0.963138927353038,0.246796558934386
1.717,-0.963028535028545,0.247204825019528
1.718,-0.962917942915134,0.247613078388648
1.719,-0.96280715080418,0.24802131949116
1.72,-0.962696158485753,0.248429548776599
1.721,-0.96258496574861,0.248837766694637
1.722,-0.962473572380193,0.249245973695079
1.723,-0.962361978166627,0.249654170227866
1.724,-0.962250182892713,0.250062356743081
1.725,-0.962138186341931,0.250470533690951
1.726,-0.96202598829643,0.250878701521847
1.727,-0.96191358853703,0.251286860686294
1.728,-0.961800986843215,0.251695011634966
1.729,-0.961688182993131,0.252103154818696
1.73,-0.961575176763581,0.252511290688474
1.731,-0.961461967930027,0.252919419695451
1.732,-0.961348556266579,0.253327542290949
1.733,-0.961234941545997,0.25373565892645
1.734,-0.961121123539684,0.254143770053613
1.735,-0.961007102017685,0.25455187612427
1.736,-0.960892876748682,0.254959977590432
1.737,-0.960778447499992,0.255368074904287
1.738,-0.96066381403756,0.255776168518211
1.739,-0.96054897612596,0.256184258884763
1.74,-0.960433933528387,0.256592346456698
1.741,-0.960318686006655,0.257000431686957
1.742,-0.960203233321195,0.257408515028681
1.743,-0.960087575231048,0.25781659693521
1.744,-0.959971711493865,0.258224677860089
1.745,-0.959855641865898,0.258632758257064
1.746,-0.959739366102002,0.259040838580092
1.747,-0.959622883955627,0.259448919283345
1.748,-0.959506195178816,0.259857000821204
1.749,-0.959389299522199,0.260265083648274
1.75,-0.959272196734992,0.260673168219379
1.751,-0.959154886564993,0.261081254989565
1.752,-0.959037368758574,0.261489344414114
1.753,-0.958919643060679,0.261897436948529
1.754,-0.958801709214824,0.262305533048555
1.755,-0.958683566963087,0.262713633170169
1.756,-0.958565216046105,0.263121737769592
1.757,-0.958446656203076,0.263529847303288
1.758,-0.958327887171743,0.263937962227968
1.759,-0.958208908688403,0.264346083000589
1.76,-0.958089720487894,0.264754210078369
1.761,-0.957970322303593,0.265162343918778
1.762,-0.957850713867412,0.265570484979545
1.763,-0.957730894909794,0.265978633718663
1.764,-0.957610865159708,0.266386790594395
1.765,-0.957490624344646,0.266794956065266
1.766,-0.957370172190617,0.26720313059008
1.767,-0.957249508422143,0.267611314627915
1.768,-0.957128632762253,0.268019508638128
1.769,-0.957007544932482,0.268427713080359
1.77,-0.956886244652866,0.268835928414529
1.771,-0.956764731641933,0.269244155100858
1.772,-0.956643005616701,0.269652393599851
1.773,-0.956521066292679,0.270060644372307
1.774,-0.956398913383851,0.270468907879329
1.775,-0.956276546602681,0.270877184582322
1.776,-0.956153965660105,0.271285474942989
1.777,-0.956031170265524,0.271693779423352
1.778,-0.955908160126802,0.272102098485738
1.779,-0.955784934950262,0.272510432592789
1.78,-0.955661494440677,0.272918782207472
1.781,-0.95553783830127,0.273327147793069
1.782,-0.955413966233705,0.273735529813191
1.783,-0.955289877938087,0.274143928731776
1.784,-0.95516557311295,0.274552345013094
1.785,-0.955041051455258,0.274960779121754
1.786,-0.954916312660398,0.275369231522695
1.787,-0.954791356422175,0.275777702681208
1.788,-0.954666182432804,0.276186193062922
1.789,-0.954540790382913,0.27659470313382
1.79,-0.954415179961527,0.277003233360232
1.791,-0.954289350856072,0.277411784208846
1.792,-0.954163302752364,0.277820356146709
1.793,-0.954037035334605,0.27822894964123
1.794,-0.953910548285381,0.278637565160185
1.795,-0.953783841285653,0.279046203171716
1.796,-0.953656914014751,0.279454864144338
1.797,-0.953529766150374,0.279863548546943
1.798,-0.953402397368577,0.280272256848805
1.799,-0.953274807343772,0.280680989519574
1.8,-0.953146995748717,0.281089747029292
1.801,-0.953018962254518,0.281498529848388
1.802,-0.952890706530614,0.281907338447684
1.803,-0.95276222824478,0.282316173298399
1.804,-0.952633527063113,0.282725034872153
1.805,-0.952504602650036,0.283133923640968
1.806,-0.952375454668283,0.283542840077271
1.807,-0.952246082778899,0.283951784653904
1.808,-0.952116486641232,0.28436075784412
1.809,-0.951986665912929,0.284769760121588
1.81,-0.951856620249926,0.285178791960402
1.811,-0.951726349306446,0.285587853835077
1.812,-0.951595852734995,0.285996946220556
1.813,-0.951465130186348,0.286406069592215
1.814,-0.951334181309552,0.286815224425866
1.815,-0.951203005751912,0.287224411197753
1.816,-0.951071603158991,0.287633630384572
1.817,-0.950939973174602,0.288042882463457
1.818,-0.950808115440801,0.288452167911992
1.819,-0.950676029597878,0.288861487208217
1.82,-0.95054371528436,0.289270840830628
1.821,-0.950411172136993,0.289680229258176
1.822,-0.950278399790744,0.29008965297028
1.823,-0.950145397878791,0.290499112446826
1.824,-0.950012166032518,0.290908608168169
1.825,-0.949878703881508,0.291318140615139
1.826,-0.949745011053535,0.291727710269042
1.827,-0.949611087174562,0.292137317611669
1.828,-0.949476931868727,0.292546963125294
1.829,-0.949342544758344,0.292956647292681
1.83,-0.949207925463893,0.293366370597085
1.831,-0.949073073604011,0.293776133522258
1.832,-0.948937988795491,0.294185936552451
1.833,-0.948802670653268,0.294595780172421
1.834,-0.948667118790417,0.29500566486743
1.835,-0.948531332818147,0.295415591123249
1.836,-0.948395312345791,0.295825559426168
1.837,-0.9482590569808,0.296235570262992
1.838,-0.948122566328735,0.296645624121049
1.839,-0.947985839993263,0.297055721488193
1.84,-0.947848877576147,0.297465862852809
1.841,-0.94771167867724,0.297876048703811
1.842,-0.947574242894478,0.298286279530652
1.843,-0.94743656982387,0.298696555823327
1.844,-0.947298659059497,0.299106878072376
1.845,-0.947160510193499,0.299517246768884
1.846,-0.947022122816068,0.29992766240449
1.847,-0.946883496515444,0.300338125471388
1.848,-0.946744630877904,0.300748636462335
1.849,-0.946605525487759,0.301159195870646
1.85,-0.946466179927337,0.301569804190207
1.851,-0.946326593776991,0.301980461915474
1.852,-0.946186766615073,0.302391169541478
1.853,-0.946046698017943,0.302801927563829
1.854,-0.945906387559947,0.30321273647872
1.855,-0.945765834813423,0.303623596782929
1.856,-0.94562503934868,0.304034508973826
1.857,-0.945484000733999,0.304445473549375
1.858,-0.945342718535622,0.304856491008136
1.859,-0.945201192317744,0.305267561849275
1.86,-0.945059421642506,0.305678686572561
1.861,-0.944917406069984,0.306089865678374
1.862,-0.944775145158185,0.306501099667706
1.863,-0.944632638463037,0.306912389042172
1.864,-0.944489885538377,0.307323734304001
1.865,-0.944346885935951,0.307735135956055
1.866,-0.944203639205398,0.30814659450182
1.867,-0.944060144894244,0.308558110445419
1.868,-0.943916402547896,0.308969684291612
1.869,-0.94377241170963,0.3093813165458
1.87,-0.943628171920584,0.309793007714029
1.871,-0.943483682719751,0.310204758302997
1.872,-0.943338943643967,0.310616568820053
1.873,-0.943193954227902,0.311028439773204
1.874,-0.943048714004058,0.311440371671122
1.875,-0.94290322250275,0.311852365023141
1.876,-0.942757479252107,0.312264420339267
1.877,-0.942611483778056,0.312676538130179
1.878,-0.942465235604315,0.313088718907232
1.879,-0.942318734252386,0.313500963182469
1.88,-0.942171979241544,0.313913271468612
1.881,-0.942024970088826,0.314325644279081
1.882,-0.941877706309026,0.314738082127983
1.883,-0.941730187414685,0.315150585530129
1.884,-0.941582412916076,0.315563155001029
1.885,-0.941434382321204,0.315975791056904
1.886,-0.941286095135786,0.31638849421468
1.887,-0.941137550863251,0.316801264992007
1.888,-0.940988749004724,0.317214103907247
1.889,-0.940839689059021,0.317627011479487
1.89,-0.940690370522634,0.318039988228547
1.891,-0.940540792889727,0.318453034674971
1.892,-0.940390955652122,0.318866151340046
1.893,-0.94024085829929,0.319279338745796
1.894,-0.940090500318343,0.319692597414991
1.895,-0.939939881194022,0.320105927871151
1.896,-0.939789000408687,0.320519330638547
1.897,-0.939637857442308,0.320932806242211
1.898,-0.939486451772454,0.321346355207933
1.899,-0.939334782874283,0.321759978062272
1.9,-0.939182850220532,0.322173675332556
1.901,-0.939030653281506,0.322587447546892
1.902,-0.938878191525066,0.32300129523416
1.903,-0.938725464416625,0.323415218924025
1.904,-0.938572471419126,0.323829219146947
1.905,-0.938419211993045,0.324243296434169
1.906,-0.938265685596368,0.324657451317735
1.907,-0.938111891684589,0.325071684330492
1.908,-0.937957829710693,0.325485996006088
1.909,-0.937803499125151,0.325900386878984
1.91,-0.937648899375903,0.326314857484455
1.911,-0.93749402990835,0.326729408358596
1.912,-0.937338890165345,0.327144040038321
1.913,-0.937183479587177,0.327558753061378
1.914,-0.937027797611563,0.327973547966343
1.915,-0.936871843673638,0.328388425292628
1.916,-0.936715617205937,0.328803385580489
1.917,-0.936559117638391,0.329218429371028
1.918,-0.936402344398314,0.329633557206193
1.919,-0.936245296910386,0.330048769628794
1.92,-0.936087974596648,0.330464067182492
1.921,-0.935930376876485,0.330879450411819
1.922,-0.935772503166619,0.331294919862173
1.923,-0.935614352881094,0.331710476079823
1.924,-0.935455925431264,0.332126119611918
1.925,-0.935297220225781,0.332541851006488
1.926,-0.935138236670585,0.332957670812454
1.927,-0.934978974168891,0.333373579579623
1.928,-0.934819432121171,0.333789577858699
1.929,-0.934659609925154,0.334205666201291
1.93,-0.9344995069758,0.33462184515991
1.931,-0.934339122665295,0.335038115287979
1.932,-0.934178456383041,0.335454477139834
1.933,-0.934017507515633,0.335870931270731
1.934,-0.933856275446858,0.336287478236853
1.935,-0.933694759557674,0.336704118595311
1.936,-0.933532959226199,0.337120852904146
1.937,-0.933370873827702,0.337537681722343
1.938,-0.933208502734583,0.337954605609827
1.939,-0.933045845316367,0.338371625127471
1.94,-0.932882900939684,0.338788740837105
1.941,-0.932719668968262,0.339205953301512
1.942,-0.932556148762909,0.33962326308444
1.943,-0.932392339681499,0.340040670750605
1.944,-0.932228241078965,0.340458176865691
1.945,-0.932063852307277,0.340875781996365
1.946,-0.931899172715434,0.341293486710271
1.947,-0.931734201649446,0.341711291576046
1.948,-0.931568938452325,0.34212919716331
1.949,-0.931403382464065,0.342547204042687
1.95,-0.931237533021634,0.3429653127858
1.951,-0.931071389458956,0.343383523965279
1.952,-0.930904951106896,0.343801838154765
1.953,-0.930738217293248,0.344220255928914
1.954,-0.93057118734272,0.344638777863409
1.955,-0.93040386057692,0.345057404534951
1.956,-0.930236236314338,0.345476136521281
1.957,-0.930068313870336,0.34589497440117
1.958,-0.929900092557128,0.346313918754434
1.959,-0.929731571683772,0.346732970161932
1.96,-0.929562750556147,0.34715212920558
1.961,-0.929393628476944,0.347571396468346
1.962,-0.929224204745646,0.347990772534262
1.963,-0.929054478658519,0.348410257988425
1.964,-0.928884449508588,0.348829853417007
1.965,-0.92871411658563,0.349249559407254
1.966,-0.928543479176152,0.349669376547495
1.967,-0.92837253656338,0.350089305427145
1.968,-0.928201288027238,0.350509346636718
1.969,-0.928029732844338,0.350929500767816
1.97,-0.927857870287959,0.351349768413149
1.971,-0.927685699628034,0.351770150166537
1.972,-0.927513220131132,0.352190646622911
1.973,-0.927340431060442,0.352611258378318
1.974,-0.927167331675757,0.353031986029933
1.975,-0.926993921233458,0.353452830176057
1.976,-0.926820198986496,0.353873791416126
1.977,-0.926646164184375,0.354294870350719
1.978,-0.926471816073137,0.354716067581553
1.979,-0.926297153895344,0.355137383711501
1.98,-0.92612217689006,0.355558819344589
1.981,-0.925946884292836,0.355980375086004
1.982,-0.92577127533569,0.356402051542099
1.983,-0.925595349247091,0.356823849320401
1.984,-0.925419105251941,0.357245769029609
1.985,-0.925242542571561,0.357667811279609
1.986,-0.925065660423663,0.358089976681472
1.987,-0.924888458022347,0.358512265847463
1.988,-0.92471093457807,0.358934679391045
1.989,-0.924533089297634,0.359357217926885
1.99,-0.924354921384165,0.359779882070863
1.991,-0.924176430037102,0.360202672440068
1.992,-0.923997614452166,0.360625589652812
1.993,-0.923818473821352,0.361048634328635
1.994,-0.923639007332906,0.361471807088304
1.995,-0.923459214171306,0.361895108553828
1.996,-0.923279093517244,0.362318539348456
1.997,-0.923098644547607,0.362742100096684
1.998,-0.922917866435456,0.363165791424262
1.999,-0.922736758350011,0.363589613958201
2,-0.922555319456625,0.364013568326775
2.001,-0.92237354891677,0.364437655159529
2.002,-0.922191445888017,0.364861875087285
2.003,-0.92200900952401,0.365286228742145
2.004,-0.921826238974454,0.365710716757499
2.005,-0.921643133385092,0.36613533976803
2.006,-0.92145969189768,0.36656009840972
2.007,-0.921275913649974,0.366984993319855
2.008,-0.921091797775705,0.367410025137031
2.009,-0.920907343404563,0.367835194501158
2.01,-0.920722549662166,0.368260502053473
2.011,-0.920537415670053,0.368685948436533
2.012,-0.92035194054565,0.369111534294233
2.013,-0.920166123402259,0.369537260271806
2.014,-0.919979963349031,0.369963127015827
2.015,-0.919793459490943,0.370389135174224
2.016,-0.919606610928785,0.37081528539628
2.017,-0.919419416759128,0.37124157833264
2.018,-0.919231876074308,0.371668014635318
2.019,-0.919043987962402,0.3720945949577
2.02,-0.918855751507206,0.372521319954552
2.021,-0.918667165788215,0.372948190282026
2.022,-0.918478229880596,0.373375206597665
2.023,-0.918288942855171,0.373802369560409
2.024,-0.918099303778388,0.3742296798306
2.025,-0.917909311712302,0.374657138069992
2.026,-0.917718965714551,0.375084744941751
2.027,-0.917528264838334,0.375512501110466
2.028,-0.917337208132386,0.375940407242151
2.029,-0.917145794640953,0.376368464004255
2.03,-0.916954023403773,0.376796672065664
2.031,-0.916761893456046,0.377225032096709
2.032,-0.916569403828416,0.377653544769173
2.033,-0.916376553546943,0.378082210756297
2.034,-0.91618334163308,0.37851103073278
2.035,-0.915989767103647,0.378940005374797
2.036,-0.915795828970808,0.379369135359992
2.037,-0.915601526242046,0.379798421367493
2.038,-0.915406857920137,0.380227864077915
2.039,-0.915211823003127,0.380657464173367
2.04,-0.915016420484302,0.381087222337456
2.041,-0.914820649352169,0.381517139255296
2.042,-0.914624508590424,0.38194721561351
2.043,-0.91442799717793,0.382377452100243
2.044,-0.914231114088691,0.382807849405161
2.045,-0.914033858291822,0.383238408219461
2.046,-0.913836228751526,0.383669129235879
2.047,-0.913638224427072,0.384100013148687
2.048,-0.913439844272752,0.384531060653714
2.049,-0.913241087237877,0.384962272448337
2.05,-0.913041952266728,0.385393649231498
2.051,-0.912842438298545,0.385825191703708
2.052,-0.912642544267489,0.386256900567048
2.053,-0.912442269102623,0.38668877652518
2.054,-0.912241611727873,0.387120820283355
2.055,-0.912040571062013,0.387553032548414
2.056,-0.911839146018627,0.387985414028795
2.057,-0.911637335506081,0.388417965434545
2.058,-0.911435138427503,0.388850687477323
2.059,-0.911232553680743,0.389283580870403
2.06,-0.911029580158353,0.389716646328684
2.061,-0.910826216747552,0.390149884568696
2.062,-0.910622462330199,0.390583296308605
2.063,-0.910418315782764,0.391016882268221
2.064,-0.910213775976294,0.391450643169003
2.065,-0.910008841776389,0.39188457973407
2.066,-0.909803512043168,0.392318692688196
2.067,-0.909597785631241,0.392752982757829
2.068,-0.909391661389671,0.393187450671092
2.069,-0.909185138161956,0.393622097157787
2.07,-0.908978214785986,0.394056922949408
2.071,-0.908770890094017,0.394491928779139
2.072,-0.908563162912642,0.394927115381869
2.073,-0.908355032062752,0.395362483494192
2.074,-0.90814649635951,0.395798033854418
2.075,-0.907937554612318,0.396233767202574
2.076,-0.907728205624783,0.396669684280416
2.077,-0.907518448194682,0.397105785831434
2.078,-0.907308281113937,0.397542072600858
2.079,-0.907097703168573,0.397978545335662
2.08,-0.906886713138692,0.398415204784575
2.081,-0.906675309798433,0.398852051698083
2.082,-0.906463491915945,0.399289086828441
2.083,-0.906251258253344,0.399726310929675
2.084,-0.90603860756669,0.400163724757587
2.085,-0.905825538605944,0.400601329069771
2.086,-0.905612050114934,0.401039124625609
2.087,-0.905398140831324,0.401477112186279
2.088,-0.905183809486578,0.40191529251477
2.089,-0.90496905480592,0.402353666375878
2.09,-0.904753875508304,0.402792234536219
2.091,-0.904538270306374,0.403230997764234
2.092,-0.90432223790643,0.403669956830196
2.093,-0.904105777008391,0.404109112506214
2.094,-0.903888886305757,0.404548465566243
2.095,-0.903671564485574,0.40498801678609
2.096,-0.903453810228396,0.405427766943418
2.097,-0.903235622208247,0.405867716817754
2.098,-0.903016999092582,0.406307867190498
2.099,-0.902797939542253,0.406748218844927
2.1,-0.902578442211468,0.407188772566199
2.101,-0.902358505747749,0.407629529141367
2.102,-0.902138128791901,0.408070489359379
2.103,-0.901917309977966,0.408511654011089
2.104,-0.901696047933188,0.408953023889258
2.105,-0.901474341277969,0.409394599788566
2.106,-0.901252188625833,0.409836382505618
2.107,-0.901029588583383,0.410278372838948
2.108,-0.900806539750263,0.410720571589028
2.109,-0.900583040719116,0.411162979558269
2.11,-0.900359090075541,0.411605597551038
2.111,-0.900134686398053,0.412048426373658
2.112,-0.899909828258044,0.412491466834412
2.113,-0.899684514219735,0.412934719743556
2.114,-0.89945874284014,0.413378185913318
2.115,-0.899232512669018,0.413821866157916
2.116,-0.899005822248835,0.414265761293552
2.117,-0.898778670114717,0.414709872138426
2.118,-0.898551054794405,0.415154199512744
2.119,-0.898322974808221,0.415598744238715
2.12,-0.898094428669008,0.416043507140569
2.121,-0.8978654148821,0.416488489044558
2.122,-0.897635931945269,0.416933690778958
2.123,-0.897405978348682,0.417379113174091
2.124,-0.897175552574857,0.417824757062311
2.125,-0.896944653098614,0.418270623278024
2.126,-0.896713278387033,0.418716712657694
2.127,-0.896481426899402,0.419163026039845
2.128,-0.896249097087176,0.419609564265067
2.129,-0.896016287393926,0.420056328176027
2.13,-0.895782996255294,0.420503318617475
2.131,-0.895549222098941,0.420950536436244
2.132,-0.895314963344504,0.421397982481265
2.133,-0.895080218403545,0.421845657603569
2.134,-0.894844985679501,0.422293562656293
2.135,-0.894609263567636,0.422741698494689
2.136,-0.894373050454994,0.423190065976127
2.137,-0.894136344720342,0.423638665960105
2.138,-0.893899144734127,0.424087499308253
2.139,-0.89366144885842,0.42453656688434
2.14,-0.89342325544687,0.424985869554283
2.141,-0.893184562844647,0.425435408186145
2.142,-0.892945369388393,0.425885183650154
2.143,-0.892705673406172,0.426335196818697
2.144,-0.892465473217412,0.426785448566334
2.145,-0.892224767132856,0.427235939769804
2.146,-0.891983553454508,0.427686671308026
2.147,-0.891741830475577,0.42813764406211
2.148,-0.891499596480428,0.428588858915361
2.149,-0.891256849744519,0.429040316753287
2.15,-0.891013588534355,0.429492018463603
2.151,-0.890769811107427,0.429943964936238
2.152,-0.890525515712156,0.430396157063344
2.153,-0.890280700587842,0.430848595739295
2.154,-0.890035363964601,0.431301281860702
2.155,-0.88978950406331,0.431754216326412
2.156,-0.889543119095555,0.432207400037516
2.157,-0.889296207263561,0.432660833897358
2.158,-0.889048766760146,0.433114518811537
2.159,-0.888800795768656,0.433568455687914
2.16,-0.888552292462906,0.43402264543662
2.161,-0.888303255007122,0.434477088970057
2.162,-0.888053681555878,0.434931787202912
2.163,-0.88780357025404,0.435386741052155
2.164,-0.887552919236702,0.435841951437046
2.165,-0.887301726629121,0.436297419279146
2.166,-0.887049990546663,0.436753145502317
2.167,-0.886797709094736,0.43720913103273
2.168,-0.886544880368725,0.43766537679887
2.169,-0.886291502453932,0.438121883731544
2.17,-0.886037573425513,0.438578652763882
2.171,-0.885783091348411,0.439035684831347
2.172,-0.885528054277289,0.439492980871736
2.173,-0.885272460256472,0.439950541825191
2.174,-0.885016307319874,0.440408368634201
2.175,-0.884759593490936,0.440866462243605
2.176,-0.884502316782556,0.441324823600602
2.177,-0.884244475197026,0.441783453654756
2.178,-0.883986066725958,0.442242353357993
2.179,-0.88372708935022,0.442701523664622
2.18,-0.883467541039871,0.443160965531321
2.181,-0.883207419754079,0.443620679917159
2.182,-0.882946723441064,0.444080667783591
2.183,-0.88268545003802,0.444540930094463
2.184,-0.882423597471047,0.445001467816026
2.185,-0.882161163655078,0.445462281916927
2.186,-0.881898146493811,0.445923373368227
2.187,-0.881634543879626,0.446384743143397
2.188,-0.881370353693527,0.446846392218325
2.189,-0.881105573805051,0.447308321571323
2.19,-0.880840202072208,0.447770532183129
2.191,-0.8805742363414,0.44823302503691
2.192,-0.880307674447344,0.448695801118272
2.193,-0.880040514213,0.449158861415258
2.194,-0.879772753449489,0.449622206918356
2.195,-0.879504389956021,0.450085838620503
2.196,-0.879235421519815,0.450549757517086
2.197,-0.878965845916019,0.451013964605952
2.198,-0.878695660907633,0.451478460887404
2.199,-0.878424864245427,0.451943247364214
2.2,-0.878153453667865,0.452408325041616
2.201,-0.877881426901019,0.452873694927323
2.202,-0.877608781658488,0.453339358031518
2.203,-0.877335515641321,0.453805315366863
2.204,-0.877061626537927,0.454271567948506
2.205,-0.876787112023996,0.45473811679408
2.206,-0.876511969762415,0.455204962923703
2.207,-0.876236197403178,0.455672107359991
2.208,-0.875959792583307,0.456139551128051
2.209,-0.875682752926761,0.45660729525549
2.21,-0.875405076044354,0.457075340772419
2.211,-0.875126759533659,0.457543688711449
2.212,-0.874847800978932,0.4580123401077
2.213,-0.874568197951011,0.458481295998802
2.214,-0.874287948007233,0.458950557424896
2.215,-0.874007048691343,0.459420125428638
2.216,-0.8737254975334,0.459890001055201
2.217,-0.873443292049689,0.460360185352277
2.218,-0.873160429742625,0.460830679370079
2.219,-0.872876908100664,0.461301484161342
2.22,-0.872592724598203,0.461772600781328
2.221,-0.872307876695491,0.462244030287823
2.222,-0.872022361838529,0.462715773741144
2.223,-0.871736177458979,0.463187832204135
2.224,-0.871449320974058,0.463660206742175
2.225,-0.871161789786453,0.46413289842317
2.226,-0.870873581284208,0.464605908317562
2.227,-0.870584692840638,0.465079237498328
2.228,-0.870295121814216,0.46555288704098
2.229,-0.870004865548486,0.466026858023565
2.23,-0.869713921371946,0.466501151526666
2.231,-0.86942228659796,0.466975768633404
2.232,-0.869129958524643,0.467450710429437
2.233,-0.868836934434762,0.467925978002957
2.234,-0.868543211595632,0.468401572444698
2.235,-0.868248787259005,0.468877494847927
2.236,-0.867953658660968,0.469353746308448
2.237,-0.867657823021836,0.469830327924603
2.238,-0.867361277546034,0.470307240797267
2.239,-0.867064019422003,0.470784486029851
2.24,-0.866766045822074,0.471262064728297
2.241,-0.866467353902366,0.471739978001082
2.242,-0.866167940802674,0.47221822695921
2.243,-0.865867803646351,0.472696812716218
2.244,-0.865566939540195,0.473175736388169
2.245,-0.86526534557434,0.473654999093649
2.246,-0.864963018822133,0.474134601953772
2.247,-0.864659956340018,0.474614546092167
2.248,-0.864356155167424,0.475094832634987
2.249,-0.864051612326639,0.475575462710898
2.25,-0.863746324822696,0.476056437451077
2.251,-0.863440289643249,0.476537757989216
2.252,-0.86313350375845,0.477019425461508
2.253,-0.862825964120833,0.47750144100665
2.254,-0.862517667665181,0.477983805765839
2.255,-0.86220861130841,0.478466520882767
2.256,-0.861898791949436,0.478949587503615
2.257,-0.861588206469053,0.479433006777052
2.258,-0.861276851729804,0.479916779854229
2.259,-0.860964724575851,0.480400907888769
2.26,-0.860651821832845,0.480885392036771
2.261,-0.860338140307798,0.481370233456798
2.262,-0.860023676788945,0.481855433309875
2.263,-0.859708428045618,0.482340992759476
2.264,-0.859392390828104,0.48282691297153
2.265,-0.859075561867517,0.483313195114402
2.266,-0.858757937875656,0.483799840358895
2.267,-0.858439515544869,0.484286849878238
2.268,-0.858120291547914,0.484774224848081
2.269,-0.85780026253782,0.485261966446487
2.27,-0.857479425147745,0.485750075853923
2.271,-0.857157775990831,0.486238554253253
2.272,-0.856835311660066,0.48672740282973
2.273,-0.856512028728133,0.487216622770987
2.274,-0.856187923747271,0.487706215267023
2.275,-0.855862993249119,0.488196181510205
2.276,-0.855537233744575,0.488686522695245
2.277,-0.855210641723644,0.489177240019198
2.278,-0.854883213655284,0.48966833468145
2.279,-0.854554945987256,0.490159807883709
2.28,-0.854225835145975,0.490651660829988
2.281,-0.853895877536345,0.491143894726596
2.282,-0.853565069541611,0.491636510782136
2.283,-0.853233407523199,0.492129510207475
2.284,-0.852900887820555,0.492622894215747
2.285,-0.852567506750991,0.49311666402233
2.286,-0.852233260609514,0.49361082084484
2.287,-0.851898145668673,0.494105365903109
2.288,-0.851562158178384,0.494600300419182
2.289,-0.851225294365777,0.495095625617292
2.29,-0.850887550435017,0.495591342723854
2.291,-0.850548922567141,0.496087452967436
2.292,-0.85020940691989,0.496583957578763
2.293,-0.84986899962753,0.497080857790685
2.294,-0.849527696800688,0.497578154838166
2.295,-0.849185494526171,0.498075849958267
2.296,-0.848842388866794,0.498573944390128
