Freq [GHz],"Simul_cang_deg(S(2,1)) [deg]",Measure_S21 Phase(°)
2.541,-0.588815268,-0.38143882
2.542,-0.588865506,-0.50755584
2.543,-0.58891529,-0.49031159
2.544,-0.588964621,-0.48089123
2.545,-0.589013498,-0.71301728
2.546,-0.589061924,-0.4809857
2.547,-0.589109899,-0.37228611
2.548,-0.589157424,-0.42722604
2.549,-0.5892045,-0.4263325
2.55,-0.589251129,-0.42542779
2.551,-0.58929731,-0.38235822
2.552,-0.589343045,-0.54100037
2.553,-0.589388335,-0.38867602
2.554,-0.58943318,-0.43506384
2.555,-0.589477583,-0.41705248
2.556,-0.589521543,-0.40542459
2.557,-0.589565062,-0.54385406
2.558,-0.589608141,-0.32030866
2.559,-0.58965078,-0.51111901
2.56,-0.58969298,-0.36982679
2.561,-0.589734744,-0.46881559
2.562,-0.589776071,-0.4209426
2.563,-0.589816962,-0.46928838
2.564,-0.589857419,-0.53214127
2.565,-0.589897442,-0.39782807
2.566,-0.589937032,-0.47622454
2.567,-0.589976191,-0.18890524
2.568,-0.59001492,-0.48545992
2.569,-0.590053219,-0.34173042
2.57,-0.590091089,-0.3843714
2.571,-0.590128531,-0.49683672
2.572,-0.590165547,-0.61626297
2.573,-0.590202137,-0.33161816
2.574,-0.590238303,-0.45729771
2.575,-0.590274045,-0.49857542
2.576,-0.590309364,-0.44208443
2.577,-0.590344261,-0.32830456
2.578,-0.590378738,-0.3326315
2.579,-0.590412795,-0.43304396
2.58,-0.590446433,-0.5680728
2.581,-0.590479654,-0.52214897
2.582,-0.590512458,-0.52856374
2.583,-0.590544846,-0.46876624
2.584,-0.59057682,-0.27799082
2.585,-0.59060838,-0.47934166
2.586,-0.590639527,-0.51422602
2.587,-0.590670263,-0.76873606
2.588,-0.590700589,-0.14277184
2.589,-0.590730504,-0.40240586
2.59,-0.590760012,-0.34395188
2.591,-0.590789111,-0.27430257
2.592,-0.590817805,-0.38436198
2.593,-0.590846092,-0.36906669
2.594,-0.590873976,-0.32725549
2.595,-0.590901456,-0.41383374
2.596,-0.590928533,-0.55127841
2.597,-0.59095521,-0.31384099
2.598,-0.590981486,-0.3052932
2.599,-0.591007363,-0.41870782
2.6,-0.591032841,-0.54280376
2.601,-0.591057923,-0.25152892
2.602,-0.591082608,-0.46065372
2.603,-0.591106898,-0.32651225
2.604,-0.591130794,-0.39144751
2.605,-0.591154298,-0.36791986
2.606,-0.591177409,-0.41090524
2.607,-0.59120013,-0.25379369
2.608,-0.59122246,-0.258376
2.609,-0.591244402,-0.31556538
2.61,-0.591265956,-0.428756
2.611,-0.591287124,-0.51688218
2.612,-0.591307906,-0.41441023
2.613,-0.591328303,-0.33869147
2.614,-0.591348317,-0.47998068
2.615,-0.591367949,-0.39696813
2.616,-0.591387199,-0.48829925
2.617,-0.59140607,-0.36175683
2.618,-0.591424561,-0.49963981
2.619,-0.591442673,-0.33734599
2.62,-0.591460409,-0.397928
2.621,-0.591477769,-0.37437335
2.622,-0.591494754,-0.37476239
2.623,-0.591511365,-0.57139379
2.624,-0.591527603,-0.48929095
2.625,-0.59154347,-0.47927508
2.626,-0.591558966,-0.60216308
2.627,-0.591574093,-0.4665665
2.628,-0.591588852,-0.42492515
2.629,-0.591603243,-0.49258342
2.63,-0.591617268,-0.57154733
2.631,-0.591630927,-0.40739197
2.632,-0.591644223,-0.21477492
2.633,-0.591657156,-0.4166114
2.634,-0.591669727,-0.54987854
2.635,-0.591681937,-0.3074311
2.636,-0.591693788,-0.42757982
2.637,-0.59170528,-0.56538886
2.638,-0.591716415,-0.43753454
2.639,-0.591727193,-0.42049929
2.64,-0.591737616,-0.37220728
2.641,-0.591747685,-0.37416652
2.642,-0.591757401,-0.45907164
2.643,-0.591766765,-0.35482141
2.644,-0.591775778,-0.48185289
2.645,-0.591784442,-0.37527189
2.646,-0.591792757,-0.49821833
2.647,-0.591800724,-0.45159039
2.648,-0.591808346,-0.54509568
2.649,-0.591815622,-0.26967582
2.65,-0.591822554,-0.31224486
2.651,-0.591829142,-0.25639042
2.652,-0.591835389,-0.44671229
2.653,-0.591841296,-0.49993965
2.654,-0.591846862,-0.32362956
2.655,-0.591852091,-0.42001659
2.656,-0.591856982,-0.40209219
2.657,-0.591861536,-0.42385712
2.658,-0.591865756,-0.37536386
2.659,-0.591869641,-0.34093106
2.66,-0.591873194,-0.38415539
2.661,-0.591876415,-0.45757854
2.662,-0.591879305,-0.29491869
2.663,-0.591881866,-0.33620086
2.664,-0.591884099,-0.20187351
2.665,-0.591886004,-0.33739397
2.666,-0.591887584,-0.45674613
2.667,-0.591888838,-0.48089159
2.668,-0.591889769,-0.533683
2.669,-0.591890377,-0.46446818
2.67,-0.591890664,-0.35457954
2.671,-0.591890631,-0.44672427
2.672,-0.591890278,-0.64436769
2.673,-0.591889607,-0.3588199
2.674,-0.59188862,-0.49322665
2.675,-0.591887317,-0.5748316
2.676,-0.591885699,-0.37136737
2.677,-0.591883768,-0.4813807
2.678,-0.591881524,-0.6308049
2.679,-0.59187897,-0.32902896
2.68,-0.591876105,-0.49421948
2.681,-0.591872932,-0.50900906
2.682,-0.591869451,-0.49699584
2.683,-0.591865664,-0.16816658
2.684,-0.591861571,-0.38754916
2.685,-0.591857174,-0.58682472
2.686,-0.591852474,-0.40111139
2.687,-0.591847473,-0.59128356
2.688,-0.591842171,-0.45849875
2.689,-0.591836569,-0.46538445
2.69,-0.591830669,-0.21785115
2.691,-0.591824472,-0.42947114
2.692,-0.591817979,-0.50106442
2.693,-0.591811191,-0.48864913
2.694,-0.591804109,-0.4193987
2.695,-0.591796735,-0.24306795
2.696,-0.59178907,-0.41170436
2.697,-0.591781115,-0.40533125
2.698,-0.59177287,-0.49302381
2.699,-0.591764338,-0.47837743
2.7,-0.59175552,-0.32783464
2.701,-0.591746416,-0.36506569
2.702,-0.591737028,-0.27258489
2.703,-0.591727357,-0.43720806
2.704,-0.591717403,-0.40370664
2.705,-0.59170717,-0.36786887
2.706,-0.591696657,-0.37259713
2.707,-0.591685865,-0.40563145
2.708,-0.591674796,-0.67519164
2.709,-0.591663452,-0.43574789
2.71,-0.591651833,-0.2844418
2.711,-0.59163994,-0.44192916
2.712,-0.591627775,-0.51869506
2.713,-0.591615338,-0.22099201
2.714,-0.591602632,-0.49333411
2.715,-0.591589657,-0.41173461
2.716,-0.591576414,-0.27793491
2.717,-0.591562905,-0.50989795
2.718,-0.591549131,-0.49286827
2.719,-0.591535093,-0.38252321
2.72,-0.591520792,-0.55156505
2.721,-0.591506229,-0.37540653
2.722,-0.591491406,-0.41716185
2.723,-0.591476324,-0.28190321
2.724,-0.591460984,-0.40734354
2.725,-0.591445387,-0.35530671
2.726,-0.591429534,-0.41822338
2.727,-0.591413427,-0.38760448
2.728,-0.591397067,-0.27714866
2.729,-0.591380455,-0.41838869
2.73,-0.591363592,-0.2895954
2.731,-0.591346479,-0.30845004
2.732,-0.591329118,-0.46038017
2.733,-0.59131151,-0.46637374
2.734,-0.591293656,-0.40863714
2.735,-0.591275557,-0.38252839
2.736,-0.591257215,-0.30408895
2.737,-0.59123863,-0.35610232
2.738,-0.591219804,-0.51320577
2.739,-0.591200738,-0.41665769
2.74,-0.591181434,-0.30047172
2.741,-0.591161892,-0.37136701
2.742,-0.591142114,-0.59657198
2.743,-0.5911221,-0.34646708
2.744,-0.591101853,-0.36911529
2.745,-0.591081374,-0.34866166
2.746,-0.591060663,-0.56239337
2.747,-0.591039721,-0.34553215
2.748,-0.591018551,-0.25405222
2.749,-0.590997153,-0.39307177
2.75,-0.590975528,-0.27066156
2.751,-0.590953678,-0.58589023
2.752,-0.590931604,-0.27403715
2.753,-0.590909308,-0.39437756
2.754,-0.590886789,-0.44718876
2.755,-0.59086405,-0.27985623
2.756,-0.590841092,-0.34245268
2.757,-0.590817916,-0.44102076
2.758,-0.590794523,-0.39267176
2.759,-0.590770914,-0.28774431
2.76,-0.590747092,-0.32097986
2.761,-0.590723056,-0.41238648
2.762,-0.590698808,-0.33173573
2.763,-0.59067435,-0.5228492
2.764,-0.590649682,-0.49473569
2.765,-0.590624806,-0.53438944
2.766,-0.590599723,-0.26169634
2.767,-0.590574434,-0.29477948
2.768,-0.590548941,-0.19402774
2.769,-0.590523245,-0.26648396
2.77,-0.590497346,-0.60041845
2.771,-0.590471247,-0.23908603
2.772,-0.590444948,-0.29190102
2.773,-0.590418451,-0.28729397
2.774,-0.590391756,-0.29924425
2.775,-0.590364866,-0.55946678
2.776,-0.590337781,-0.23444036
2.777,-0.590310503,-0.45109975
2.778,-0.590283032,-0.49770179
2.779,-0.59025537,-0.55621302
2.78,-0.590227519,-0.5389275
2.781,-0.590199479,-0.27516541
2.782,-0.590171252,-0.37378427
2.783,-0.590142839,-0.36070439
2.784,-0.590114241,-0.41130254
2.785,-0.59008546,-0.40215245
2.786,-0.590056496,-0.29359326
2.787,-0.590027351,-0.49417853
2.788,-0.589998026,-0.38209653
2.789,-0.589968523,-0.45534864
2.79,-0.589938842,-0.47535139
2.791,-0.589908985,-0.42021981
2.792,-0.589878954,-0.45467138
2.793,-0.589848748,-0.42655885
2.794,-0.58981837,-0.14914811
2.795,-0.589787821,-0.22754365
2.796,-0.589757102,-0.35570568
2.797,-0.589726214,-0.27560085
2.798,-0.589695159,-0.51829672
2.799,-0.589663937,-0.46642184
2.8,-0.589632551,-0.24195223
2.801,-0.589601,-0.54226661
2.802,-0.589569287,-0.476886
2.803,-0.589537413,-0.29138339
2.804,-0.589505379,-0.478149
2.805,-0.589473186,-0.54430008
2.806,-0.589440835,-0.20514771
2.807,-0.589408328,-0.35648137
2.808,-0.589375666,-0.46030498
2.809,-0.58934285,-0.40882513
2.81,-0.589309882,-0.48993525
2.811,-0.589276762,-0.6007629
2.812,-0.589243492,-0.47112346
2.813,-0.589210073,-0.300327
2.814,-0.589176506,-0.2304519
2.815,-0.589142793,-0.23324127
2.816,-0.589108934,-0.30214134
2.817,-0.589074932,-0.45954227
2.818,-0.589040787,-0.26245114
2.819,-0.589006501,-0.42835602
2.82,-0.588972074,-0.60459495
2.821,-0.588937509,-0.30753273
2.822,-0.588902805,-0.33341193
2.823,-0.588867965,-0.36945906
2.824,-0.58883299,-0.2306723
2.825,-0.588797881,-0.32317904
2.826,-0.588762639,-0.34614319
2.827,-0.588727266,-0.18606503
2.828,-0.588691762,-0.58704364
2.829,-0.588656129,-0.4190439
2.83,-0.588620368,-0.47747916
2.831,-0.588584481,-0.17732286
2.832,-0.588548468,-0.32263419
2.833,-0.588512332,-0.41639295
2.834,-0.588476072,-0.50751173
2.835,-0.588439691,-0.33200547
2.836,-0.588403189,-0.25238499
2.837,-0.588366568,-0.40711805
2.838,-0.58832983,-0.41138005
2.839,-0.588292974,-0.23456268
2.84,-0.588256003,-0.41753086
2.841,-0.588218918,-0.31553096
2.842,-0.58818172,-0.49455628
2.843,-0.588144411,-0.41774467
2.844,-0.588106991,-0.52527744
2.845,-0.588069461,-0.27644783
2.846,-0.588031824,-0.13189028
2.847,-0.587994079,-0.4196021
2.848,-0.58795623,-0.31358787
2.849,-0.587918275,-0.45898342
2.85,-0.587880218,-0.29348499
2.851,-0.587842059,-0.34014264
2.852,-0.5878038,-0.37136486
2.853,-0.587765441,-0.25177509
2.854,-0.587726984,-0.33778745
2.855,-0.58768843,-0.38602605
2.856,-0.58764978,-0.3406893
2.857,-0.587611036,-0.28881297
2.858,-0.587572199,-0.20799583
2.859,-0.587533269,-0.12401772
2.86,-0.587494249,-0.38204774
2.861,-0.58745514,-0.45175868
2.862,-0.587415942,-0.24585162
2.863,-0.587376657,-0.33558366
2.864,-0.587337287,-0.30685651
2.865,-0.587297832,-0.5083133
2.866,-0.587258293,-0.49706605
2.867,-0.587218673,-0.42290029
2.868,-0.587178971,-0.50723016
2.869,-0.58713919,-0.37274748
2.87,-0.587099331,-0.45002446
2.871,-0.587059394,-0.33363354
2.872,-0.587019381,-0.24449225
2.873,-0.586979294,-0.59271604
2.874,-0.586939133,-0.48207021
2.875,-0.586898899,-0.14543258
2.876,-0.586858595,-0.5357849
2.877,-0.586818221,-0.50372046
2.878,-0.586777778,-0.20432957
2.879,-0.586737268,-0.32694253
2.88,-0.586696692,-0.2778337
2.881,-0.58665605,-0.36380619
2.882,-0.586615345,-0.37888816
2.883,-0.586574578,-0.27376139
2.884,-0.586533749,-0.14020289
2.885,-0.58649286,-0.23953228
2.886,-0.586451913,-0.38139775
2.887,-0.586410907,-0.38338116
2.888,-0.586369846,-0.31515428
2.889,-0.586328729,-0.25365722
2.89,-0.586287558,-0.57171488
2.891,-0.586246334,-0.31888559
2.892,-0.586205059,-0.22131921
2.893,-0.586163734,-0.34607777
2.894,-0.586122359,-0.40281165
2.895,-0.586080937,-0.2262311
2.896,-0.586039468,-0.29197243
2.897,-0.585997953,-0.30155411
2.898,-0.585956395,-0.36196393
2.899,-0.585914793,-0.21842112
2.9,-0.585873149,-0.42817202
2.901,-0.585831465,-0.39323249
2.902,-0.585789741,-0.30894533
2.903,-0.585747979,-0.25911149
2.904,-0.58570618,-0.19884054
2.905,-0.585664346,-0.33407548
2.906,-0.585622477,-0.29958743
2.907,-0.585580574,-0.2905719
2.908,-0.585538639,-0.38405889
2.909,-0.585496674,-0.44141588
2.91,-0.585454678,-0.42788079
2.911,-0.585412654,-0.10974564
2.912,-0.585370603,-0.3264879
2.913,-0.585328525,-0.31959206
2.914,-0.585286423,-0.44747797
2.915,-0.585244296,-0.36929187
2.916,-0.585202147,-0.48198399
2.917,-0.585159977,-0.53785622
2.918,-0.585117787,-0.30926368
2.919,-0.585075578,-0.29837555
2.92,-0.58503335,-0.1447736
2.921,-0.584991107,-0.52543646
2.922,-0.584948848,-0.51781976
2.923,-0.584906574,-0.44669914
2.924,-0.584864288,-0.27842951
2.925,-0.58482199,-0.21492457
2.926,-0.584779681,-0.40897194
2.927,-0.584737363,-0.37859413
2.928,-0.584695036,-0.34365168
2.929,-0.584652703,-0.39514148
2.93,-0.584610363,-0.39407879
2.931,-0.584568019,-0.25762165
2.932,-0.584525672,-0.44762343
2.933,-0.584483322,-0.52138931
2.934,-0.58444097,-0.30639121
2.935,-0.584398619,-0.38968471
2.936,-0.584356269,-0.39521968
2.937,-0.584313921,-0.29771623
2.938,-0.584271577,-0.2714403
2.939,-0.584229238,-0.44549048
2.94,-0.584186905,-0.31077063
2.941,-0.584144578,-0.091040134
2.942,-0.58410226,-0.17735554
2.943,-0.584059951,-0.29538766
2.944,-0.584017653,-0.34417987
2.945,-0.583975367,-0.26766965
2.946,-0.583933093,-0.31679815
2.947,-0.583890834,-0.23387507
2.948,-0.583848589,-0.49661517
2.949,-0.583806362,-0.31943461
2.95,-0.583764151,-0.36546162
2.951,-0.58372196,-0.55008316
2.952,-0.583679788,-0.35358655
2.953,-0.583637638,-0.19060813
2.954,-0.583595509,-0.38964775
2.955,-0.583553404,-0.30017149
2.956,-0.583511324,-0.17816934
2.957,-0.583469269,-0.28811285
2.958,-0.583427241,-0.21464807
2.959,-0.583385241,-0.27841112
2.96,-0.58334327,-0.28896531
2.961,-0.583301329,-0.46905151
2.962,-0.58325942,-0.38060051
2.963,-0.583217544,-0.40913177
2.964,-0.583175701,-0.16984221
2.965,-0.583133892,-0.37295991
2.966,-0.58309212,-0.30796561
2.967,-0.583050385,-0.31757826
2.968,-0.583008689,-0.27330258
2.969,-0.582967031,-0.35798511
2.97,-0.582925414,-0.12670997
2.971,-0.582883839,-0.34831569
2.972,-0.582842307,-0.16961704
2.973,-0.582800819,-0.31038135
2.974,-0.582759375,-0.55415606
2.975,-0.582717978,-0.14381063
2.976,-0.582676629,-0.27063194
2.977,-0.582635327,-0.40850356
2.978,-0.582594076,-0.051687125
2.979,-0.582552875,-0.17436178
2.98,-0.582511725,-0.57702965
2.981,-0.582470629,-0.46931571
2.982,-0.582429587,-0.26548162
2.983,-0.5823886,-0.25723127
2.984,-0.582347669,-0.36200443
2.985,-0.582306796,-0.40622488
2.986,-0.582265981,-0.31683537
2.987,-0.582225226,-0.4183006
2.988,-0.582184532,-0.24559157
2.989,-0.582143899,-0.44873586
2.99,-0.58210333,-0.21694131
2.991,-0.582062824,-0.33119124
2.992,-0.582022384,-0.2939699
2.993,-0.58198201,-0.30295068
2.994,-0.581941703,-0.18219747
2.995,-0.581901465,-0.40018409
2.996,-0.581861296,-0.20455584
2.997,-0.581821198,-0.43166602
2.998,-0.581781172,-0.29331583
2.999,-0.581741218,-0.38235235
3,-0.581701339,-0.29501662
3.001,-0.581661534,-0.40569705
3.002,-0.581621806,-0.35062498
3.003,-0.581582154,-0.26400238
3.004,-0.581542582,-0.35833976
3.005,-0.581503088,-0.35007519
3.006,-0.581463675,-0.34724569
3.007,-0.581424343,-0.31235495
3.008,-0.581385094,-0.26054236
3.009,-0.581345929,-0.33668584
3.01,-0.581306848,-0.30270299
3.011,-0.581267853,-0.36532649
3.012,-0.581228945,-0.30430359
3.013,-0.581190125,-0.35051045
3.014,-0.581151394,-0.28062358
3.015,-0.581112753,-0.33665913
3.016,-0.581074203,-0.40722466
3.017,-0.581035746,-0.23675109
3.018,-0.580997381,-0.24128637
3.019,-0.580959111,-0.39489731
3.02,-0.580920937,-0.3142651
3.021,-0.580882858,-0.22248054
3.022,-0.580844877,-0.31075472
3.023,-0.580806995,-0.29652092
3.024,-0.580769212,-0.42265001
3.025,-0.58073153,-0.088773303
3.026,-0.58069395,-0.26685095
3.027,-0.580656472,-0.27438203
3.028,-0.580619098,-0.22633313
3.029,-0.580581829,-0.48202214
3.03,-0.580544665,-0.35900414
3.031,-0.580507608,-0.51268613
3.032,-0.58047066,-0.58965689
3.033,-0.58043382,-0.51521248
3.034,-0.58039709,-0.45445091
3.035,-0.580360471,-0.28622317
3.036,-0.580323964,-0.45928866
3.037,-0.58028757,-0.24564373
3.038,-0.58025129,-0.33027264
3.039,-0.580215124,-0.41135088
3.04,-0.580179076,-0.40424091
3.041,-0.580143144,-0.34024376
3.042,-0.58010733,-0.27880317
3.043,-0.580071635,-0.46774876
3.044,-0.58003606,-0.34529811
3.045,-0.580000607,-0.48343462
3.046,-0.579965275,-0.460951
3.047,-0.579930067,-0.16627154
3.048,-0.579894982,-0.33527792
3.049,-0.579860023,-0.50134116
3.05,-0.57982519,-0.39343449
3.051,-0.579790484,-0.32690498
3.052,-0.579755906,-0.29692772
3.053,-0.579721457,-0.51705003
3.054,-0.579687138,-0.38896674
3.055,-0.57965295,-0.25469452
3.056,-0.579618894,-0.5737974
3.057,-0.579584971,-0.45644528
3.058,-0.579551182,-0.53682685
3.059,-0.579517528,-0.2825937
3.06,-0.57948401,-0.54612672
3.061,-0.579450629,-0.1092976
3.062,-0.579417386,-0.45115802
3.063,-0.579384281,-0.42879209
3.064,-0.579351316,-0.35613585
3.065,-0.579318492,-0.40800846
3.066,-0.57928581,-0.4307082
3.067,-0.57925327,-0.32236218
3.068,-0.579220874,-0.38279054
3.069,-0.579188622,-0.32311127
3.07,-0.579156516,-0.29705626
3.071,-0.579124556,-0.40167072
3.072,-0.579092744,-0.35881886
3.073,-0.57906108,-0.24703194
3.074,-0.579029566,-0.37118924
3.075,-0.578998201,-0.25589719
3.076,-0.578966988,-0.30628023
3.077,-0.578935927,-0.40947413
3.078,-0.578905019,-0.49687764
3.079,-0.578874264,-0.32419699
3.08,-0.578843665,-0.17671975
3.081,-0.578813221,-0.5127185
3.082,-0.578782934,-0.38013989
3.083,-0.578752805,-0.20869453
3.084,-0.578722834,-0.26713338
3.085,-0.578693023,-0.48236734
3.086,-0.578663372,-0.49394035
3.087,-0.578633883,-0.3753781
3.088,-0.578604555,-0.41651279
3.089,-0.578575391,-0.34991476
3.09,-0.578546391,-0.43538526
3.091,-0.578517555,-0.55937928
3.092,-0.578488886,-0.47899461
3.093,-0.578460383,-0.49962834
3.094,-0.578432047,-0.39691669
3.095,-0.57840388,-0.30397496
3.096,-0.578375882,-0.41394103
3.097,-0.578348055,-0.29588619
3.098,-0.578320399,-0.30263475
3.099,-0.578292914,-0.45297202
3.1,-0.578265603,-0.46756285
3.101,-0.578238465,-0.36412552
3.102,-0.578211502,-0.43087888
3.103,-0.578184714,-0.23810218
3.104,-0.578158103,-0.24390581
3.105,-0.578131669,-0.40389621
3.106,-0.578105413,-0.33386874
3.107,-0.578079336,-0.26768687
3.108,-0.578053438,-0.32782394
3.109,-0.578027722,-0.28298512
3.11,-0.578002186,-0.39610034
3.111,-0.577976833,-0.58467358
3.112,-0.577951663,-0.42179564
3.113,-0.577926678,-0.25250691
3.114,-0.577901877,-0.20149352
3.115,-0.577877261,-0.37347504
3.116,-0.577852832,-0.43825716
3.117,-0.577828591,-0.3076283
3.118,-0.577804538,-0.62280315
3.119,-0.577780673,-0.40860417
3.12,-0.577756999,-0.32919705
3.121,-0.577733515,-0.34047142
3.122,-0.577710222,-0.40775982
3.123,-0.577687122,-0.56240779
3.124,-0.577664215,-0.34048879
3.125,-0.577641502,-0.39801219
3.126,-0.577618983,-0.34255433
3.127,-0.57759666,-0.61519682
3.128,-0.577574533,-0.51834255
3.129,-0.577552603,-0.52970052
3.13,-0.577530872,-0.455266
3.131,-0.577509338,-0.33078718
3.132,-0.577488005,-0.39048761
3.133,-0.577466871,-0.39619288
3.134,-0.577445939,-0.43418404
3.135,-0.577425208,-0.5580166
3.136,-0.57740468,-0.37849668
3.137,-0.577384355,-0.47790113
3.138,-0.577364234,-0.50580114
3.139,-0.577344318,-0.70879608
3.14,-0.577324608,-0.28680134
3.141,-0.577305105,-0.42646924
3.142,-0.577285808,-0.36755636
3.143,-0.577266719,-0.39705983
3.144,-0.577247839,-0.25241807
3.145,-0.577229169,-0.49423501
3.146,-0.577210708,-0.37441155
3.147,-0.577192459,-0.53991032
3.148,-0.577174421,-0.49682823
3.149,-0.577156596,-0.57883191
3.15,-0.577138984,-0.58509928
3.151,-0.577121585,-0.49286929
3.152,-0.577104401,-0.5393486
3.153,-0.577087433,-0.55288225
3.154,-0.57707068,-0.22208992
3.155,-0.577054145,-0.60538977
3.156,-0.577037826,-0.35244572
3.157,-0.577021726,-0.39785478
3.158,-0.577005845,-0.37071562
3.159,-0.576990184,-0.65703887
3.16,-0.576974742,-0.49100754
3.161,-0.576959522,-0.23013477
3.162,-0.576944524,-0.4031654
3.163,-0.576929747,-0.69355136
3.164,-0.576915194,-0.63696361
3.165,-0.576900865,-0.44093242
3.166,-0.57688676,-0.39507228
3.167,-0.576872881,-0.50055498
3.168,-0.576859227,-0.43627328
3.169,-0.5768458,-0.5404464
3.17,-0.576832599,-0.2813206
3.171,-0.576819627,-0.40308395
3.172,-0.576806883,-0.39469442
3.173,-0.576794369,-0.50690103
3.174,-0.576782084,-0.50462222
3.175,-0.57677003,-0.54090643
3.176,-0.576758207,-0.41136879
3.177,-0.576746615,-0.52658552
3.178,-0.576735256,-0.43645647
3.179,-0.576724131,-0.57216048
3.18,-0.576713238,-0.38040608
3.181,-0.576702581,-0.30689064
3.182,-0.576692158,-0.49728656
3.183,-0.576681971,-0.47020641
3.184,-0.57667202,-0.62814844
3.185,-0.576662306,-0.40991873
3.186,-0.57665283,-0.49747914
3.187,-0.576643591,-0.34570849
3.188,-0.576634592,-0.53032535
3.189,-0.576625831,-0.63881356
3.19,-0.576617311,-0.30136013
3.191,-0.576609031,-0.18617436
3.192,-0.576600992,-0.48473662
3.193,-0.576593195,-0.32588211
3.194,-0.576585641,-0.6436491
3.195,-0.576578329,-0.45040321
3.196,-0.576571261,-0.50616944
3.197,-0.576564437,-0.60666186
3.198,-0.576557858,-0.46863973
3.199,-0.576551524,-0.40773931
3.2,-0.576545435,-0.40148243
3.201,-0.576539594,-0.53477687
3.202,-0.576533999,-0.7554701
3.203,-0.576528651,-0.15349582
3.204,-0.576523552,-0.48076805
3.205,-0.576518702,-0.44256371
3.206,-0.5765141,-0.33029145
3.207,-0.576509749,-0.37615889
3.208,-0.576505647,-0.35631457
3.209,-0.576501797,-0.45793042
3.21,-0.576498198,-0.40749204
3.211,-0.57649485,-0.47035974
3.212,-0.576491756,-0.52065259
3.213,-0.576488914,-0.5265522
3.214,-0.576486325,-0.51719135
3.215,-0.576483991,-0.42614871
3.216,-0.576481911,-0.49750891
3.217,-0.576480087,-0.42764115
3.218,-0.576478518,-0.49373773
3.219,-0.576477205,-0.4530997
3.22,-0.576476148,-0.6433028
3.221,-0.576475349,-0.45033833
3.222,-0.576474807,-0.70339829
3.223,-0.576474523,-0.40697372
3.224,-0.576474498,-0.44347
3.225,-0.576474732,-0.49155137
3.226,-0.576475225,-0.55862731
3.227,-0.576475978,-0.56652546
3.228,-0.576476992,-0.68711704
3.229,-0.576478267,-0.41746283
3.23,-0.576479803,-0.53352129
3.231,-0.576481601,-0.44211924
3.232,-0.576483661,-0.3905898
3.233,-0.576485985,-0.56114495
3.234,-0.576488571,-0.68595064
3.235,-0.576491421,-0.48438111
3.236,-0.576494535,-0.58562613
3.237,-0.576497914,-0.67040914
3.238,-0.576501558,-0.61725312
3.239,-0.576505468,-0.59651583
3.24,-0.576509643,-0.55004168
3.241,-0.576514084,-0.48088679
3.242,-0.576518793,-0.59998596
3.243,-0.576523768,-0.46122992
3.244,-0.576529011,-0.41289762
3.245,-0.576534522,-0.53463423
3.246,-0.576540302,-0.51648855
3.247,-0.57654635,-0.73827618
3.248,-0.576552667,-0.48364195
3.249,-0.576559254,-0.54479527
3.25,-0.576566111,-0.58935016
3.251,-0.576573239,-0.51290166
3.252,-0.576580637,-0.75624996
3.253,-0.576588306,-0.59660798
3.254,-0.576596247,-0.40734947
3.255,-0.57660446,-0.44875374
3.256,-0.576612945,-0.43688196
3.257,-0.576621703,-0.49197212
3.258,-0.576630734,-0.62339562
3.259,-0.576640038,-0.57321531
3.26,-0.576649616,-0.61489528
3.261,-0.576659468,-0.5953294
3.262,-0.576669594,-0.35899419
3.263,-0.576679995,-0.49985108
3.264,-0.576690672,-0.48261824
3.265,-0.576701623,-0.55546445
3.266,-0.576712851,-0.68533468
3.267,-0.576724355,-0.58969957
3.268,-0.576736135,-0.64263952
3.269,-0.576748192,-0.47046253
3.27,-0.576760525,-0.54265952
3.271,-0.576773137,-0.71746778
3.272,-0.576786026,-0.61531794
3.273,-0.576799193,-0.47623867
3.274,-0.576812638,-0.46422341
3.275,-0.576826362,-0.75040025
3.276,-0.576840365,-0.69112343
3.277,-0.576854647,-0.63501072
3.278,-0.576869209,-0.70713532
3.279,-0.57688405,-0.60546601
3.28,-0.576899171,-0.66479611
3.281,-0.576914573,-0.6365816
3.282,-0.576930255,-0.62711942
3.283,-0.576946218,-0.58786988
3.284,-0.576962463,-0.498853
3.285,-0.576978988,-0.63116103
3.286,-0.576995795,-0.57173496
3.287,-0.577012885,-0.85472888
3.288,-0.577030256,-0.52645439
3.289,-0.577047909,-0.44265661
3.29,-0.577065846,-0.42944974
3.291,-0.577084065,-0.69321853
3.292,-0.577102567,-0.64574432
3.293,-0.577121352,-0.72334796
3.294,-0.577140421,-0.5166921
3.295,-0.577159774,-0.44002932
3.296,-0.577179411,-0.49730015
3.297,-0.577199332,-0.46651414
3.298,-0.577219537,-0.3774673
3.299,-0.577240027,-0.48009422
3.3,-0.577260802,-0.51696652
3.301,-0.577281861,-0.56045824
3.302,-0.577303206,-0.56154722
3.303,-0.577324836,-0.46864489
3.304,-0.577346752,-0.64367259
3.305,-0.577368954,-0.40196651
3.306,-0.577391441,-0.56858706
3.307,-0.577414214,-0.6406821
3.308,-0.577437274,-0.48417684
3.309,-0.57746062,-0.52995729
3.31,-0.577484253,-0.49281955
3.311,-0.577508172,-0.41777822
3.312,-0.577532378,-0.52610368
3.313,-0.577556871,-0.54366517
3.314,-0.577581651,-0.60829151
3.315,-0.577606719,-0.34221703
3.316,-0.577632074,-0.59434032
