Freq,SM1,SM4,SH1,SH4
1.928,-8.753517,163.720375,-9.755469313,165.1357131
1.929,-8.791008,164.256546,-9.761945205,165.1672579
1.93,-8.793045,164.084561,-9.768236059,165.1987074
1.931,-8.476242,163.940067,-9.774343055,165.2300627
1.932,-8.799377,164.032882,-9.780267365,165.2613248
1.933,-8.503731,163.978404,-9.786010149,165.2924947
1.934,-8.781738,164.285126,-9.791572563,165.3235736
1.935,-8.882309,164.151788,-9.796955748,165.3545625
1.936,-8.692375,164.199002,-9.802160841,165.3854623
1.937,-8.801598,164.095924,-9.807188966,165.4162742
1.938,-8.835907,164.228794,-9.81204124,165.4469992
1.939,-8.816398,164.444934,-9.816718772,165.4776381
1.94,-8.949257,164.270446,-9.821222662,165.5081921
1.941,-8.695594,164.290881,-9.825553999,165.5386621
1.942,-9.013741,164.489089,-9.829713866,165.5690491
1.943,-8.894097,164.51091,-9.833703338,165.599354
1.944,-8.783974,164.412444,-9.837523478,165.6295778
1.945,-8.815994,164.534404,-9.841175346,165.6597214
1.946,-8.676834,164.406952,-9.844659988,165.6897858
1.947,-9.131264,164.593039,-9.847978448,165.7197718
1.948,-8.747803,164.477915,-9.851131756,165.7496805
1.949,-8.872383,164.420033,-9.854120938,165.7795127
1.95,-8.958489,164.621329,-9.85694701,165.8092693
1.951,-9.051269,164.624224,-9.859610983,165.8389511
1.952,-8.977081,164.650795,-9.862113856,165.8685592
1.953,-8.913864,164.840434,-9.864456624,165.8980942
1.954,-8.913445,164.938293,-9.866640273,165.9275572
1.955,-8.954262,164.859069,-9.868665781,165.9569489
1.956,-8.919175,164.877285,-9.870534119,165.9862702
1.957,-8.948684,165.06241,-9.872246251,166.0155219
1.958,-8.82457,164.851532,-9.873803133,166.0447048
1.959,-8.749863,164.902825,-9.875205714,166.0738199
1.96,-8.841209,164.932511,-9.876454935,166.1028678
1.961,-8.964066,165.032077,-9.877551732,166.1318493
1.962,-8.942948,165.188937,-9.878497033,166.1607654
1.963,-8.991173,165.241554,-9.879291757,166.1896167
1.964,-9.087494,165.174122,-9.879936819,166.218404
1.965,-9.098534,165.296397,-9.880433126,166.2471282
1.966,-8.81324,165.227477,-9.880781577,166.2757899
1.967,-9.065338,165.094303,-9.880983066,166.3043899
1.968,-9.011101,165.488879,-9.881038479,166.3329291
1.969,-9.154793,165.095699,-9.880948698,166.361408
1.97,-9.034958,165.280732,-9.880714594,166.3898274
1.971,-8.815689,165.378697,-9.880337036,166.4181882
1.972,-9.008286,165.257824,-9.879816884,166.4464909
1.973,-9.020973,165.497449,-9.879154991,166.4747363
1.974,-9.265145,165.580168,-9.878352207,166.5029251
1.975,-8.772674,165.519021,-9.877409373,166.531058
1.976,-9.219162,165.511036,-9.876327323,166.5591356
1.977,-9.034569,165.490543,-9.875106888,166.5871588
1.978,-9.176369,165.679793,-9.873748892,166.615128
1.979,-8.88372,165.596836,-9.87225415,166.6430441
1.98,-9.030365,165.600056,-9.870623474,166.6709077
1.981,-8.886154,165.876769,-9.86885767,166.6987193
1.982,-8.902351,165.586788,-9.866957537,166.7264798
1.983,-8.88636,165.780512,-9.864923869,166.7541896
1.984,-8.903709,165.783995,-9.862757454,166.7818496
1.985,-8.930679,165.748135,-9.860459073,166.8094601
1.986,-9.032654,165.755624,-9.858029504,166.837022
1.987,-9.065499,165.942453,-9.855469518,166.8645358
1.988,-9.026795,165.961684,-9.852779879,166.8920022
1.989,-9.105072,165.670384,-9.849961348,166.9194216
1.99,-8.915443,165.859602,-9.847014679,166.9467948
1.991,-9.077705,166.082233,-9.843940621,166.9741223
1.992,-8.943543,165.958252,-9.840739919,167.0014047
1.993,-8.944435,166.046497,-9.837413309,167.0286426
1.994,-9.090378,166.021955,-9.833961526,167.0558366
1.995,-9.178078,166.050649,-9.830385297,167.0829872
1.996,-8.953484,166.098072,-9.826685345,167.1100949
1.997,-8.973411,166.045251,-9.822862388,167.1371605
1.998,-9.30494,166.076076,-9.818917137,167.1641843
1.999,-9.217971,166.343462,-9.814850302,167.1911669
2,-9.103271,166.502112,-9.810662583,167.218109
2.001,-9.068786,166.371102,-9.806354679,167.2450109
2.002,-9.040901,166.244095,-9.801927283,167.2718734
2.003,-8.835175,166.503112,-9.797381082,167.2986967
2.004,-8.926575,166.447232,-9.792716759,167.3254816
2.005,-9.104172,166.480846,-9.787934992,167.3522284
2.006,-9.010155,166.477547,-9.783036455,167.3789378
2.007,-9.231583,166.35317,-9.778021817,167.4056102
2.008,-8.995834,166.675943,-9.772891742,167.4322461
2.009,-9.160011,166.833591,-9.767646889,167.458846
2.01,-9.05143,166.560742,-9.762287914,167.4854103
2.011,-9.205749,166.712048,-9.756815466,167.5119397
2.012,-9.097405,166.86259,-9.751230193,167.5384345
2.013,-8.880173,166.823324,-9.745532735,167.5648952
2.014,-9.020523,166.684809,-9.739723729,167.5913223
2.015,-8.921921,166.878896,-9.733803809,167.6177162
2.016,-8.831528,166.744872,-9.727773602,167.6440775
2.017,-8.928222,166.573347,-9.721633733,167.6704065
2.018,-8.962204,166.694243,-9.715384821,167.6967037
2.019,-8.857727,167.019868,-9.709027483,167.7229696
2.02,-9.079697,166.751179,-9.70256233,167.7492045
2.021,-8.903229,166.954315,-9.695989968,167.775409
2.022,-9.019127,166.770478,-9.689311002,167.8015834
2.023,-8.908066,166.966307,-9.68252603,167.8277283
2.024,-9.132134,166.829922,-9.675635647,167.8538439
2.025,-8.980385,167.196635,-9.668640445,167.8799308
2.026,-8.966225,167.082799,-9.66154101,167.9059893
2.027,-9.124122,167.148909,-9.654337926,167.9320198
2.028,-9.078896,167.226338,-9.647031771,167.9580228
2.029,-8.825936,167.063593,-9.639623121,167.9839986
2.03,-8.959343,166.806988,-9.632112548,168.0099477
2.031,-9.032257,167.043696,-9.624500619,168.0358704
2.032,-9.168289,167.207786,-9.616787898,168.0617672
2.033,-9.100968,167.171312,-9.608974946,168.0876383
2.034,-8.965973,167.292241,-9.601062318,168.1134843
2.035,-8.845871,167.361537,-9.593050567,168.1393054
2.036,-8.958794,167.431297,-9.584940243,168.165102
2.037,-9.220093,167.446977,-9.576731891,168.1908746
2.038,-8.633469,167.257974,-9.568426053,168.2166234
2.039,-8.973282,167.344341,-9.560023266,168.2423488
2.04,-9.046181,167.357329,-9.551524067,168.2680513
2.041,-9.184822,167.554417,-9.542928986,168.293731
2.042,-8.918709,167.448215,-9.534238551,168.3193885
2.043,-9.14122,167.653714,-9.525453286,168.345024
2.044,-8.928154,167.524659,-9.516573712,168.3706379
2.045,-8.882012,167.637841,-9.507600347,168.3962305
2.046,-8.678413,167.729244,-9.498533705,168.4218021
2.047,-8.745933,167.644379,-9.489374296,168.4473531
2.048,-8.893265,167.563006,-9.480122629,168.4728839
2.049,-9.033287,167.611729,-9.470779208,168.4983946
2.05,-8.890404,167.570823,-9.461344532,168.5238858
2.051,-8.989746,168.067089,-9.451819101,168.5493575
2.052,-8.891281,167.744084,-9.442203409,168.5748103
2.053,-8.788765,167.845062,-9.432497947,168.6002444
2.054,-9.209114,167.825279,-9.422703203,168.6256601
2.055,-8.949516,167.932534,-9.412819663,168.6510577
2.056,-9.103378,167.933712,-9.402847808,168.6764375
2.057,-8.905754,167.831042,-9.392788118,168.7017998
2.058,-8.869026,167.957872,-9.382641068,168.7271449
2.059,-8.822304,167.844316,-9.372407132,168.7524731
2.06,-8.737534,167.779012,-9.362086778,168.7777847
2.061,-8.918396,168.098927,-9.351680475,168.8030799
2.062,-8.587646,167.974028,-9.341188685,168.8283592
2.063,-8.891716,168.054849,-9.33061187,168.8536226
2.064,-8.911255,168.216715,-9.319950489,168.8788705
2.065,-8.803505,168.158814,-9.309204995,168.9041033
2.066,-8.87217,168.2168,-9.298375842,168.929321
2.067,-8.798149,168.268809,-9.28746348,168.9545241
2.068,-8.848183,168.065549,-9.276468354,168.9797128
2.069,-8.692993,168.298824,-9.265390909,169.0048873
2.07,-8.957565,168.346661,-9.254231586,169.030048
2.071,-8.762039,168.438533,-9.242990823,169.0551949
2.072,-8.802559,168.20881,-9.231669057,169.0803285
2.073,-8.765304,168.217491,-9.220266719,169.105449
2.074,-8.683464,168.419224,-9.208784241,169.1305566
2.075,-8.69442,168.6609,-9.19722205,169.1556515
2.076,-8.944709,168.55594,-9.185580571,169.180734
2.077,-8.757088,168.529712,-9.173860227,169.2058044
2.078,-8.802521,168.749767,-9.162061436,169.2308628
2.079,-8.73423,168.507295,-9.150184617,169.2559096
2.08,-8.800293,168.454177,-9.138230184,169.2809448
2.081,-8.64447,168.67387,-9.126198549,169.3059689
2.082,-8.666581,168.345531,-9.114090122,169.330982
2.083,-8.600403,168.531556,-9.10190531,169.3559843
2.084,-8.4141,168.727424,-9.089644517,169.380976
2.085,-8.77845,168.67201,-9.077308146,169.4059574
2.086,-8.526543,168.758388,-9.064896596,169.4309287
2.087,-8.834671,168.78222,-9.052410264,169.45589
2.088,-8.702987,168.78768,-9.039849546,169.4808417
2.089,-8.632096,168.878651,-9.027214834,169.5057839
2.09,-8.710747,168.718083,-9.014506519,169.5307169
2.091,-8.785439,168.961511,-9.001724987,169.5556407
2.092,-8.613861,168.844247,-8.988870624,169.5805557
2.093,-8.593376,168.876445,-8.975943814,169.6054621
2.094,-8.799019,169.087304,-8.962944938,169.6303599
2.095,-8.672173,169.026017,-8.949874373,169.6552495
2.096,-8.490753,169.113867,-8.936732496,169.680131
2.097,-8.667397,169.044523,-8.923519682,169.7050047
2.098,-8.571236,169.187488,-8.910236302,169.7298706
2.099,-8.586075,169.125403,-8.896882726,169.7547291
2.1,-8.535332,169.306073,-8.883459321,169.7795802
2.101,-8.442482,169.148925,-8.869966452,169.8044242
2.102,-8.339722,169.357481,-8.856404483,169.8292612
2.103,-8.491188,169.25665,-8.842773774,169.8540915
2.104,-8.566292,168.933905,-8.829074685,169.8789151
2.105,-8.562485,169.273197,-8.815307572,169.9037323
2.106,-8.547676,169.347424,-8.80147279,169.9285433
2.107,-8.436409,169.29116,-8.78757069,169.9533482
2.108,-8.586746,169.244537,-8.773601625,169.9781472
2.109,-8.353165,169.281321,-8.759565942,170.0029404
2.11,-8.524193,169.30129,-8.745463987,170.0277281
2.111,-8.580193,169.486588,-8.731296106,170.0525103
2.112,-8.422379,169.520755,-8.717062639,170.0772873
2.113,-8.395286,169.586383,-8.702763929,170.1020592
2.114,-8.564057,169.568814,-8.688400313,170.1268261
2.115,-8.626739,169.702698,-8.673972127,170.1515883
2.116,-8.200089,169.507627,-8.659479706,170.1763458
2.117,-8.348266,169.573605,-8.644923384,170.2010989
2.118,-8.107323,169.507123,-8.63030349,170.2258477
2.119,-8.428665,169.258632,-8.615620353,170.2505922
2.12,-8.379303,169.566401,-8.6008743,170.2753328
2.121,-8.206413,169.689973,-8.586065656,170.3000694
2.122,-8.19236,169.919399,-8.571194745,170.3248023
2.123,-8.313332,169.643261,-8.556261887,170.3495316
2.124,-8.277992,169.67274,-8.541267402,170.3742575
2.125,-8.329361,169.821726,-8.526211608,170.39898
2.126,-8.189682,169.88178,-8.511094821,170.4236994
2.127,-8.332611,169.967853,-8.495917354,170.4484156
2.128,-8.3489,169.922177,-8.480679521,170.473129
2.129,-8.213723,169.865597,-8.465381631,170.4978396
2.13,-8.326332,169.884958,-8.450023993,170.5225476
2.131,-8.183265,169.911067,-8.434606915,170.547253
2.132,-8.275604,169.661628,-8.419130701,170.571956
2.133,-8.225403,170.051892,-8.403595655,170.5966567
2.134,-8.142572,170.214924,-8.38800208,170.6213553
2.135,-7.92046,170.128099,-8.372350274,170.6460519
2.136,-8.14066,169.977925,-8.356640538,170.6707465
2.137,-7.924141,170.084222,-8.340873167,170.6954394
2.138,-7.996909,170.34052,-8.325048457,170.7201306
2.139,-8.205326,170.362176,-8.309166702,170.7448202
2.14,-8.132236,170.248577,-8.293228193,170.7695084
2.141,-8.05898,170.191431,-8.27723322,170.7941953
2.142,-8.190351,170.124105,-8.261182073,170.818881
2.143,-8.18906,170.271032,-8.245075039,170.8435655
2.144,-7.873393,170.295482,-8.228912402,170.8682491
2.145,-8.146548,170.468374,-8.212694448,170.8929318
2.146,-8.061478,170.279354,-8.196421457,170.9176137
2.147,-8.132782,170.452891,-8.180093712,170.9422949
2.148,-7.76077,170.354848,-8.163711492,170.9669755
2.149,-8.099801,170.355721,-8.147275073,170.9916557
2.15,-8.044576,170.304161,-8.130784733,171.0163355
2.151,-8.076435,170.470528,-8.114240747,171.0410151
2.152,-7.921145,170.561026,-8.097643387,171.0656945
2.153,-8.025654,170.586115,-8.080992925,171.0903738
2.154,-8.064898,170.571552,-8.064289632,171.1150531
2.155,-7.944973,170.412106,-8.047533776,171.1397326
2.156,-7.943245,170.681,-8.030725626,171.1644123
2.157,-7.790544,170.77723,-8.013865445,171.1890922
2.158,-7.834146,170.607579,-7.996953501,171.2137726
2.159,-7.910719,170.716513,-7.979990054,171.2384534
2.16,-7.986099,170.742269,-7.962975368,171.2631349
2.161,-7.89765,170.889736,-7.945909702,171.2878169
2.162,-7.782471,170.690066,-7.928793315,171.3124998
2.163,-7.578545,170.559909,-7.911626464,171.3371834
2.164,-8.045778,170.842139,-7.894409407,171.361868
2.165,-7.816062,170.825631,-7.877142397,171.3865536
2.166,-7.463118,170.836938,-7.859825688,171.4112402
2.167,-7.79901,170.80837,-7.842459532,171.4359281
2.168,-7.724736,171.088082,-7.825044179,171.4606171
2.169,-7.722797,170.860737,-7.80757988,171.4853075
2.17,-7.643215,170.859714,-7.790066882,171.5099992
2.171,-7.710376,171.02654,-7.772505432,171.5346925
2.172,-7.802981,171.23763,-7.754895775,171.5593872
2.173,-7.680249,171.112639,-7.737238156,171.5840836
2.174,-7.829438,171.02619,-7.719532818,171.6087817
2.175,-7.877449,171.31328,-7.701780002,171.6334816
2.176,-7.919309,170.855015,-7.683979948,171.6581832
2.177,-7.726941,171.273967,-7.666132896,171.6828868
2.178,-7.578327,171.229812,-7.648239083,171.7075924
2.179,-7.787829,171.320096,-7.630298747,171.7323
2.18,-7.526685,171.178692,-7.612312122,171.7570097
2.181,-7.646006,171.164079,-7.594279444,171.7817216
2.182,-7.534356,171.264801,-7.576200943,171.8064357
2.183,-7.633526,171.408365,-7.558076854,171.8311521
2.184,-7.346491,171.36613,-7.539907406,171.8558708
2.185,-7.3454,171.411281,-7.521692828,171.880592
2.186,-7.874142,171.203348,-7.503433349,171.9053157
2.187,-7.549895,171.38679,-7.485129196,171.9300419
2.188,-7.689626,171.443126,-7.466780594,171.9547708
2.189,-7.429131,171.507082,-7.448387769,171.9795023
2.19,-7.565745,171.560997,-7.429950944,172.0042365
2.191,-7.594735,171.690395,-7.411470342,172.0289735
2.192,-7.39722,171.542556,-7.392946184,172.0537133
2.193,-7.440643,171.568661,-7.374378689,172.078456
2.194,-7.270407,171.538688,-7.355768078,172.1032016
2.195,-7.262556,171.769658,-7.337114568,172.1279503
2.196,-7.293587,171.644638,-7.318418376,172.1527019
2.197,-7.364888,171.610357,-7.299679718,172.1774567
2.198,-7.262944,171.531814,-7.280898809,172.2022146
2.199,-7.354789,171.819976,-7.262075862,172.2269758
2.2,-7.334458,171.714428,-7.24321109,172.2517401
2.201,-7.363641,171.894163,-7.224304704,172.2765078
2.202,-7.372731,171.576429,-7.205356915,172.3012787
2.203,-7.108652,171.807536,-7.186367932,172.3260531
2.204,-7.285916,171.774815,-7.167337964,172.3508309
2.205,-7.116857,171.775692,-7.148267217,172.3756122
2.206,-7.196365,171.900024,-7.1291559,172.400397
2.207,-7.298589,171.971691,-7.110004215,172.4251853
2.208,-6.943554,172.066,-7.090812369,172.4499773
2.209,-7.326526,171.931529,-7.071580564,172.4747729
2.21,-7.181209,171.898545,-7.052309002,172.4995722
2.211,-6.946333,172.116572,-7.032997885,172.5243752
2.212,-7.011539,172.065678,-7.013647413,172.5491819
2.213,-7.122394,172.21399,-6.994257786,172.5739925
2.214,-7.490808,172.165748,-6.974829201,172.5988069
2.215,-6.981703,172.143016,-6.955361857,172.6236252
2.216,-7.067594,172.199987,-6.935855949,172.6484474
2.217,-6.969072,172.224707,-6.916311674,172.6732736
2.218,-7.115016,172.282423,-6.896729225,172.6981038
2.219,-6.944635,172.191704,-6.877108797,172.7229379
2.22,-7.014123,172.250549,-6.857450582,172.7477761
2.221,-6.98562,172.63136,-6.837754772,172.7726185
2.222,-6.93702,172.209938,-6.818021557,172.7974649
2.223,-6.80505,172.315291,-6.798251128,172.8223155
2.224,-7.06024,172.311203,-6.778443674,172.8471702
2.225,-6.90688,172.539875,-6.758599383,172.8720292
2.226,-6.92591,172.555856,-6.738718442,172.8968924
2.227,-6.76721,172.446302,-6.718801037,172.9217599
2.228,-6.88703,172.291292,-6.698847355,172.9466317
2.229,-6.85409,172.634174,-6.678857579,172.9715078
2.23,-6.9858,172.477298,-6.658831893,172.9963883
2.231,-7.18275,172.521161,-6.63877048,173.0212731
2.232,-6.70988,172.552736,-6.618673523,173.0461624
2.233,-6.82063,172.441529,-6.598541202,173.0710561
2.234,-6.91881,172.770657,-6.578373698,173.0959543
2.235,-6.80021,172.569858,-6.55817119,173.1208569
2.236,-6.72823,172.551571,-6.537933857,173.1457641
2.237,-6.7643,172.837032,-6.517661876,173.1706757
2.238,-6.80631,172.763234,-6.497355425,173.195592
2.239,-6.78276,172.720399,-6.477014681,173.2205128
2.24,-6.61999,172.828328,-6.456639817,173.2454382
2.241,-6.73125,172.752185,-6.436231009,173.2703682
2.242,-6.70261,172.897774,-6.415788431,173.2953029
2.243,-6.76537,173.168102,-6.395312256,173.3202422
2.244,-6.56789,172.816141,-6.374802655,173.3451862
2.245,-6.60798,173.092605,-6.354259801,173.3701349
2.246,-6.73063,172.753255,-6.333683864,173.3950883
2.247,-6.50742,173.084569,-6.313075013,173.4200464
2.248,-6.32354,173.016995,-6.292433418,173.4450093
2.249,-6.62746,173.15096,-6.271759248,173.4699769
2.25,-6.50572,173.05003,-6.251052669,173.4949494
2.251,-6.50173,173.083584,-6.230313849,173.5199266
2.252,-6.5799,173.103058,-6.209542954,173.5449087
2.253,-6.52977,172.995731,-6.188740149,173.5698955
2.254,-6.53401,172.875345,-6.167905599,173.5948873
2.255,-6.4201,173.234676,-6.147039467,173.6198838
2.256,-6.24771,173.18969,-6.126141917,173.6448853
2.257,-6.43759,173.2095,-6.105213112,173.6698916
2.258,-6.47646,173.36912,-6.084253212,173.6949028
2.259,-6.43771,173.30964,-6.063262379,173.719919
2.26,-6.51926,173.21223,-6.042240774,173.74494
2.261,-6.35207,173.45707,-6.021188556,173.769966
2.262,-6.23759,173.44596,-6.000105883,173.7949969
2.263,-6.30466,173.57357,-5.978992915,173.8200328
2.264,-6.59937,173.58641,-5.957849808,173.8450737
2.265,-6.26736,173.45329,-5.93667672,173.8701195
2.266,-6.24675,173.35888,-5.915473807,173.8951703
2.267,-6.44289,173.61286,-5.894241224,173.920226
2.268,-6.41689,173.52505,-5.872979127,173.9452868
2.269,-6.20867,173.66996,-5.851687669,173.9703526
2.27,-6.18194,173.43316,-5.830367003,173.9954234
2.271,-6.22557,173.73133,-5.809017284,174.0204992
2.272,-6.38266,173.59966,-5.787638663,174.04558
2.273,-6.10108,173.61966,-5.766231291,174.0706659
2.274,-6.2546,173.6554,-5.74479532,174.0957568
2.275,-6.18013,173.85782,-5.7233309,174.1208528
2.276,-6.15699,173.48235,-5.701838181,174.1459538
2.277,-6.20399,173.75571,-5.680317312,174.1710598
2.278,-5.91248,173.69934,-5.658768442,174.1961709
2.279,-6.0936,173.71354,-5.637191717,174.2212871
2.28,-5.97347,173.8697,-5.615587286,174.2464083
2.281,-5.96208,173.91758,-5.593955295,174.2715346
2.282,-5.87045,173.84139,-5.572295891,174.296666
2.283,-5.78433,173.98241,-5.550609217,174.3218024
2.284,-5.96786,173.98369,-5.528895421,174.3469439
2.285,-6.02115,173.7347,-5.507154645,174.3720905
2.286,-5.90589,174.14194,-5.485387034,174.3972422
2.287,-6.10091,174.02389,-5.46359273,174.4223989
2.288,-5.98132,174.03434,-5.441771876,174.4475607
2.289,-5.71814,173.96379,-5.419924615,174.4727276
2.29,-5.83575,173.97993,-5.398051087,174.4978996
2.291,-5.86592,174.27966,-5.376151433,174.5230767
2.292,-5.68829,174.21259,-5.354225794,174.5482588
2.293,-5.84027,174.26835,-5.332274309,174.573446
2.294,-5.97056,174.12927,-5.310297117,174.5986383
2.295,-5.69884,174.24997,-5.288294358,174.6238357
2.296,-5.87677,174.48307,-5.266266169,174.6490382
2.297,-5.83544,174.18339,-5.244212687,174.6742457
2.298,-5.88059,174.37019,-5.22213405,174.6994583
2.299,-5.75071,174.33159,-5.200030395,174.7246759
2.3,-5.67309,174.5102,-5.177901857,174.7498986
2.301,-5.56011,174.37547,-5.155748571,174.7751264
2.302,-5.61557,174.40993,-5.133570673,174.8003592
2.303,-5.63472,174.34514,-5.111368297,174.8255971
2.304,-5.80897,174.7671,-5.089141577,174.8508401
2.305,-5.55589,174.46012,-5.066890646,174.8760881
2.306,-5.70903,174.46261,-5.044615637,174.9013411
2.307,-5.81558,174.43828,-5.022316682,174.9265991
2.308,-5.5233,174.51759,-4.999993914,174.9518622
2.309,-5.28441,174.77881,-4.977647464,174.9771304
2.31,-5.47447,174.74132,-4.955277463,175.0024035
2.311,-5.37366,174.88446,-4.932884041,175.0276816
2.312,-5.58943,174.67725,-4.910467328,175.0529648
2.313,-5.53241,174.5803,-4.888027454,175.0782529
2.314,-5.62762,174.63597,-4.865564547,175.1035461
2.315,-5.32326,174.73265,-4.843078737,175.1288442
2.316,-5.3783,174.79701,-4.82057015,175.1541473
2.317,-5.40256,174.71285,-4.798038916,175.1794554
2.318,-5.33238,174.7229,-4.775485161,175.2047685
2.319,-5.4445,174.8292,-4.752909011,175.2300865
2.32,-5.40198,174.93873,-4.730310594,175.2554094
2.321,-5.31029,175.00847,-4.707690034,175.2807373
2.322,-5.19362,175.09315,-4.685047458,175.3060702
2.323,-5.20296,174.95878,-4.66238299,175.3314079
2.324,-5.30063,174.95375,-4.639696754,175.3567506
2.325,-5.35086,174.88487,-4.616988875,175.3820982
2.326,-5.18211,174.93243,-4.594259477,175.4074506
2.327,-5.28056,175.03025,-4.571508682,175.432808
2.328,-5.24818,175.14211,-4.548736613,175.4581702
2.329,-5.05198,175.08486,-4.525943393,175.4835373
2.33,-5.07662,175.26736,-4.503129144,175.5089093
2.331,-5.05536,175.04852,-4.480293987,175.5342861
2.332,-5.21154,175.12122,-4.457438043,175.5596677
2.333,-5.27103,175.19441,-4.434561434,175.5850542
2.334,-5.0561,175.4264,-4.411664279,175.6104455
2.335,-5.13318,175.30391,-4.388746698,175.6358415
2.336,-5.06843,175.16187,-4.365808812,175.6612424
2.337,-5.16665,175.42191,-4.342850738,175.6866481
2.338,-5.06817,175.46136,-4.319872597,175.7120585
2.339,-5.02889,175.20799,-4.296874505,175.7374737
2.34,-5.04432,175.32187,-4.273856582,175.7628936
2.341,-4.95823,175.18855,-4.250818945,175.7883182
2.342,-4.74712,175.41294,-4.227761711,175.8137476
2.343,-5.01098,175.37238,-4.204684997,175.8391817
2.344,-5.00116,175.44346,-4.181588919,175.8646204
2.345,-4.77073,175.47484,-4.158473595,175.8900639
2.346,-4.93448,175.67105,-4.135339138,175.915512
2.347,-4.82834,175.57831,-4.112185666,175.9409648
2.348,-4.80568,175.46952,-4.089013293,175.9664222
2.349,-4.75803,175.72739,-4.065822133,175.9918842
2.35,-4.67901,175.74048,-4.042612301,176.0173509
2.351,-4.98428,175.65915,-4.019383912,176.0428222
2.352,-4.80319,175.89777,-3.996137079,176.068298
2.353,-4.609,175.74214,-3.972871914,176.0937784
2.354,-4.7966,175.74673,-3.949588532,176.1192634
2.355,-4.59677,175.79815,-3.926287045,176.1447529
2.356,-4.7016,175.92821,-3.902967565,176.170247
2.357,-4.64172,175.88634,-3.879630204,176.1957455
2.358,-4.63884,175.8645,-3.856275075,176.2212486
2.359,-4.51726,175.94313,-3.832902287,176.2467561
2.36,-4.55305,175.92468,-3.809511954,176.2722682
2.361,-4.44479,175.78061,-3.786104184,176.2977846
2.362,-4.73521,175.85825,-3.762679089,176.3233056
2.363,-4.46743,176.06202,-3.739236779,176.3488309
2.364,-4.42332,176.07874,-3.715777363,176.3743606
2.365,-4.53898,176.19387,-3.692300952,176.3998948
2.366,-4.40956,175.99187,-3.668807654,176.4254333
2.367,-4.48196,175.96907,-3.645297578,176.4509762
2.368,-4.19002,176.29305,-3.621770833,176.4765234
2.369,-4.19002,176.14901,-3.598227528,176.502075
2.37,-4.29126,176.1127,-3.57466777,176.5276309
2.371,-4.28174,176.32158,-3.551091667,176.553191
2.372,-4.32794,176.4244,-3.527499327,176.5787555
2.373,-4.53457,176.2047,-3.503890856,176.6043242
2.374,-4.22979,176.40036,-3.480266363,176.6298971
2.375,-4.18377,176.33926,-3.456625952,176.6554743
2.376,-4.13254,176.46953,-3.432969732,176.6810557
2.377,-4.35512,176.16156,-3.409297808,176.7066413
2.378,-4.17422,176.3842,-3.385610286,176.7322311
2.379,-4.14822,176.38738,-3.361907271,176.7578251
2.38,-4.18417,176.46971,-3.338188869,176.7834232
2.381,-4.12812,176.5687,-3.314455184,176.8090254
2.382,-4.22052,176.46733,-3.290706323,176.8346317
2.383,-4.19422,176.54436,-3.266942389,176.8602422
2.384,-4.155,176.40595,-3.243163487,176.8858567
2.385,-3.95921,176.67313,-3.21936972,176.9114752
2.386,-4.02875,176.60977,-3.195561193,176.9370978
2.387,-4.1577,176.57697,-3.17173801,176.9627245
2.388,-4.05176,176.83613,-3.147900273,176.9883551
2.389,-4.10938,176.92979,-3.124048085,177.0139897
2.39,-4.09336,176.72448,-3.100181551,177.0396283
2.391,-4.03519,176.66465,-3.076300772,177.0652709
2.392,-4.00684,176.63524,-3.05240585,177.0909173
2.393,-4.00334,176.63153,-3.028496889,177.1165677
2.394,-4.07937,177.03126,-3.00457399,177.142222
2.395,-4.02008,176.87292,-2.980637254,177.1678802
2.396,-3.953,176.86964,-2.956686785,177.1935423
2.397,-3.76451,176.91803,-2.932722682,177.2192081
2.398,-3.96853,177.04553,-2.908745047,177.2448778
2.399,-3.89797,177.05737,-2.884753981,177.2705513
2.4,-3.58355,176.94089,-2.860749584,177.2962286
2.401,-3.70962,177.14059,-2.836731958,177.3219097
2.402,-3.70314,177.13457,-2.812701203,177.3475945
2.403,-3.66779,177.12307,-2.788657418,177.3732831
2.404,-3.63599,176.90749,-2.764600704,177.3989753
2.405,-3.67522,177.13812,-2.74053116,177.4246713
2.406,-3.73667,177.19725,-2.716448887,177.4503709
2.407,-3.4763,176.92315,-2.692353983,177.4760742
2.408,-3.48977,177.19866,-2.668246548,177.5017811
2.409,-3.68363,177.33905,-2.64412668,177.5274917
2.41,-3.39519,177.24894,-2.619994479,177.5532058
2.411,-3.36719,177.27107,-2.595850043,177.5789235
2.412,-3.46472,177.38196,-2.571693471,177.6046448
2.413,-3.49357,177.35695,-2.54752486,177.6303696
2.414,-3.28553,177.17593,-2.52334431,177.656098
2.415,-3.41746,177.36239,-2.499151919,177.6818298
2.416,-3.45112,177.43926,-2.474947783,177.7075652
2.417,-3.52474,177.64346,-2.450732001,177.733304
2.418,-3.28133,177.32871,-2.42650467,177.7590462
2.419,-3.38951,177.48693,-2.402265888,177.7847919
2.42,-3.2141,177.53589,-2.378015751,177.810541
2.421,-3.24351,177.53433,-2.353754357,177.8362935
2.422,-3.41544,177.63695,-2.329481803,177.8620493
2.423,-3.2603,177.52253,-2.305198185,177.8878085
2.424,-3.37612,177.60325,-2.280903601,177.913571
2.425,-3.25463,177.48319,-2.256598146,177.9393369
2.426,-3.30111,177.65241,-2.232281917,177.965106
2.427,-3.18615,177.58117,-2.20795501,177.9908784
2.428,-3.08909,177.76545,-2.183617521,178.0166541
