Freq,S11M,S22M,S33M,S44M,S11H,S22H,S33H,S44H
1.999,-15.491737,-17.565859,-15.639681,-16.983301,-16.55966972,-18.03534602,-16.64326592,-18.45232681
2,-15.517607,-17.535252,-15.677755,-16.953423,-16.59820693,-18.05530048,-16.68226629,-18.47304436
2.001,-15.535416,-17.560396,-15.706379,-16.996429,-16.6367829,-18.07528992,-16.72130897,-18.49379845
2.002,-15.577326,-17.59964,-15.750528,-17.010189,-16.67539736,-18.09531407,-16.76039372,-18.51458881
2.003,-15.605158,-17.586325,-15.782312,-17.039352,-16.71405004,-18.11537267,-16.7995203,-18.53541517
2.004,-15.614592,-17.638914,-15.776042,-17.027441,-16.75274065,-18.13546546,-16.83868847,-18.55627724
2.005,-15.65653,-17.628344,-15.852052,-17.054258,-16.79146891,-18.15559216,-16.87789797,-18.57717474
2.006,-15.726782,-17.588333,-15.902147,-17.019615,-16.83023452,-18.17575253,-16.91714853,-18.5981074
2.007,-15.725227,-17.610245,-15.903439,-17.057968,-16.86903717,-18.19594628,-16.9564399,-18.61907492
2.008,-15.746498,-17.659237,-15.930703,-17.09111,-16.90787656,-18.21617316,-16.9957718,-18.64007702
2.009,-15.772923,-17.659065,-15.981323,-17.057234,-16.94675237,-18.23643288,-17.03514395,-18.66111342
2.01,-15.811707,-17.601576,-16.001911,-17.041286,-16.98566428,-18.25672518,-17.07455605,-18.68218382
2.011,-15.871618,-17.654419,-16.072577,-17.093046,-17.02461195,-18.27704979,-17.11400782,-18.70328794
2.012,-15.91409,-17.667934,-16.11437,-17.068754,-17.06359505,-18.29740643,-17.15349895,-18.72442548
2.013,-15.909442,-17.657145,-16.134836,-17.073122,-17.10261323,-18.31779482,-17.19302914,-18.74559615
2.014,-15.966516,-17.689627,-16.178476,-17.107561,-17.14166613,-18.3382147,-17.23259807,-18.76679964
2.015,-15.987917,-17.658558,-16.15567,-17.110788,-17.1807534,-18.35866577,-17.2722054,-18.78803568
2.016,-16.040285,-17.68663,-16.231125,-17.131451,-17.21987466,-18.37914777,-17.31185082,-18.80930394
2.017,-16.058222,-17.673557,-16.274652,-17.114111,-17.25902954,-18.3996604,-17.35153397,-18.83060414
2.018,-16.098183,-17.726072,-16.29907,-17.119175,-17.29821765,-18.42020339,-17.39125452,-18.85193596
2.019,-16.15559,-17.734068,-16.37339,-17.175894,-17.33743859,-18.44077645,-17.4310121,-18.87329911
2.02,-16.154797,-17.693764,-16.384781,-17.108364,-17.37669196,-18.4613793,-17.47080635,-18.89469327
2.021,-16.212238,-17.713549,-16.415932,-17.157619,-17.41597736,-18.48201164,-17.51063689,-18.91611813
2.022,-16.233759,-17.688231,-16.453215,-17.10997,-17.45529434,-18.50267319,-17.55050335,-18.9375734
2.023,-16.239866,-17.74571,-16.511349,-17.18409,-17.4946425,-18.52336366,-17.59040532,-18.95905874
2.024,-16.246601,-17.725809,-16.499475,-17.158716,-17.53402139,-18.54408275,-17.63034242,-18.98057384
2.025,-16.340094,-17.721529,-16.567244,-17.193802,-17.57343055,-18.56483017,-17.67031424,-19.0021184
2.026,-16.367128,-17.737015,-16.607313,-17.17528,-17.61286953,-18.58560562,-17.71032034,-19.02369208
2.027,-16.408993,-17.710068,-16.632956,-17.169758,-17.65233787,-18.60640881,-17.75036031,-19.04529457
2.028,-16.417774,-17.725571,-16.661682,-17.20607,-17.69183508,-18.62723943,-17.79043371,-19.06692554
2.029,-16.473448,-17.746546,-16.698345,-17.222231,-17.73136068,-18.64809719,-17.83054008,-19.08858467
2.03,-16.473614,-17.777838,-16.695847,-17.265242,-17.77091416,-18.66898179,-17.87067897,-19.11027162
2.031,-16.500469,-17.769596,-16.750957,-17.218777,-17.81049503,-18.6898929,-17.91084992,-19.13198607
2.032,-16.542782,-17.787401,-16.780443,-17.250071,-17.85010276,-18.71083025,-17.95105244,-19.15372769
2.033,-16.629253,-17.756943,-16.859762,-17.227619,-17.88973681,-18.7317935,-17.99128605,-19.17549614
2.034,-16.644114,-17.787416,-16.884216,-17.267916,-17.92939666,-18.75278235,-18.03155024,-19.19729108
2.035,-16.690104,-17.786064,-16.944565,-17.269817,-17.96908175,-18.7737965,-18.0718445,-19.21911217
2.036,-16.668755,-17.8027,-16.93848,-17.263281,-18.00879151,-18.79483562,-18.11216832,-19.24095908
2.037,-16.773071,-17.801151,-16.996954,-17.269245,-18.04852538,-18.8158994,-18.15252115,-19.26283146
2.038,-16.78315,-17.780901,-17.031286,-17.238482,-18.08828276,-18.83698753,-18.19290246,-19.28472895
2.039,-16.788054,-17.803072,-17.04842,-17.264202,-18.12806306,-18.85809968,-18.23331168,-19.30665122
2.04,-16.829496,-17.817514,-17.096521,-17.299557,-18.16786567,-18.87923553,-18.27374825,-19.32859792
2.041,-16.838648,-17.821085,-17.113644,-17.279213,-18.20768997,-18.90039476,-18.3142116,-19.35056868
2.042,-16.87311,-17.804644,-17.146072,-17.31521,-18.24753533,-18.92157704,-18.35470111,-19.37256315
2.043,-16.913429,-17.780888,-17.168623,-17.249052,-18.28740109,-18.94278205,-18.3952162,-19.39458098
2.044,-16.976286,-17.804251,-17.258581,-17.272844,-18.3272866,-18.96400946,-18.43575624,-19.4166218
2.045,-17.022095,-17.835657,-17.285021,-17.289829,-18.36719118,-18.98525893,-18.47632061,-19.43868525
2.046,-17.013531,-17.818197,-17.295166,-17.304911,-18.40711416,-19.00653013,-18.51690865,-19.46077096
2.047,-17.072382,-17.79565,-17.317261,-17.320566,-18.44705484,-19.02782272,-18.55751971,-19.48287858
2.048,-17.085464,-17.830603,-17.349171,-17.334978,-18.48701249,-19.04913638,-18.59815312,-19.50500771
2.049,-17.135921,-17.825703,-17.399561,-17.317507,-18.52698641,-19.07047075,-18.6388082,-19.527158
2.05,-17.167028,-17.886957,-17.441242,-17.338928,-18.56697584,-19.0918255,-18.67948425,-19.54932906
2.051,-17.204926,-17.862429,-17.474583,-17.348122,-18.60698004,-19.11320029,-18.72018056,-19.57152052
2.052,-17.229609,-17.852516,-17.530207,-17.316654,-18.64699823,-19.13459476,-18.76089639,-19.59373199
2.053,-17.282692,-17.858027,-17.56296,-17.346031,-18.68702965,-19.15600857,-18.80163101,-19.6159631
2.054,-17.343529,-17.857302,-17.602715,-17.346895,-18.72707348,-19.17744137,-18.84238367,-19.63821345
2.055,-17.341749,-17.868877,-17.630999,-17.350418,-18.76712893,-19.1988928,-18.88315358,-19.66048266
2.056,-17.380442,-17.862206,-17.655342,-17.348249,-18.80719515,-19.22036252,-18.92393998,-19.68277033
2.057,-17.413469,-17.868229,-17.713207,-17.379244,-18.84727132,-19.24185016,-18.96474204,-19.70507607
2.058,-17.446363,-17.866655,-17.736355,-17.351446,-18.88735658,-19.26335536,-19.00555897,-19.72739948
2.059,-17.48625,-17.849186,-17.792297,-17.365444,-18.92745005,-19.28487777,-19.04638991,-19.74974016
2.06,-17.533224,-17.928593,-17.794903,-17.395346,-18.96755085,-19.30641702,-19.08723403,-19.77209771
2.061,-17.568121,-17.846676,-17.858318,-17.38711,-19.00765807,-19.32797275,-19.12809046,-19.79447172
2.062,-17.598743,-17.921066,-17.891672,-17.424196,-19.04777079,-19.34954458,-19.16895832,-19.81686179
2.063,-17.622978,-17.935497,-17.938004,-17.453983,-19.08788807,-19.37113215,-19.20983671,-19.8392675
2.064,-17.607189,-17.943523,-17.938015,-17.443653,-19.12800897,-19.39273508,-19.25072471,-19.86168844
2.065,-17.690792,-17.954266,-17.999378,-17.462593,-19.16813251,-19.41435301,-19.29162139,-19.88412419
2.066,-17.712906,-17.896788,-18.024517,-17.414335,-19.2082577,-19.43598554,-19.33252579,-19.90657434
2.067,-17.792652,-17.969957,-18.094376,-17.458805,-19.24838354,-19.45763231,-19.37343696,-19.92903845
2.068,-17.809883,-17.904783,-18.126833,-17.412916,-19.28850901,-19.47929293,-19.41435391,-19.95151611
2.069,-17.845865,-17.910837,-18.142046,-17.428549,-19.32863307,-19.50096701,-19.45527562,-19.97400688
2.07,-17.89852,-17.916771,-18.211296,-17.4662,-19.36875466,-19.52265417,-19.49620108,-19.99651033
2.071,-17.914398,-17.957243,-18.21257,-17.470598,-19.40887271,-19.54435403,-19.53712925,-20.01902604
2.072,-17.935207,-17.964397,-18.254616,-17.454327,-19.44898612,-19.56606618,-19.57805906,-20.04155356
2.073,-17.997366,-17.95858,-18.326183,-17.479836,-19.48909378,-19.58779024,-19.61898945,-20.06409245
2.074,-18.01037,-17.999142,-18.321459,-17.50631,-19.52919456,-19.60952581,-19.6599193,-20.08664227
2.075,-18.074436,-17.972605,-18.404737,-17.472658,-19.56928732,-19.63127249,-19.7008475,-20.10920258
2.076,-18.091526,-17.968555,-18.43886,-17.493925,-19.60937087,-19.65302988,-19.74177292,-20.13177291
2.077,-18.114183,-18.002451,-18.435942,-17.544466,-19.64944404,-19.67479758,-19.78269439,-20.15435283
2.078,-18.120626,-18.01083,-18.472347,-17.524845,-19.68950562,-19.69657518,-19.82361074,-20.17694188
2.079,-18.206318,-18.000641,-18.549814,-17.505665,-19.72955438,-19.71836227,-19.86452076,-20.1995396
2.08,-18.254255,-18.030146,-18.599354,-17.570997,-19.76958907,-19.74015845,-19.90542325,-20.22214553
2.081,-18.270016,-18.059528,-18.635773,-17.562969,-19.80960843,-19.76196329,-19.94631696,-20.24475919
2.082,-18.319521,-18.018959,-18.668255,-17.576687,-19.84961118,-19.78377639,-19.98720063,-20.26738014
2.083,-18.349819,-18.02047,-18.674242,-17.55818,-19.889596,-19.80559733,-20.02807297,-20.2900079
2.084,-18.359526,-18.056839,-18.701349,-17.560736,-19.92956156,-19.82742568,-20.06893269,-20.31264198
2.085,-18.445387,-18.053331,-18.782631,-17.572006,-19.96950653,-19.84926102,-20.10977846,-20.33528193
2.086,-18.429131,-18.054008,-18.799816,-17.598549,-20.00942953,-19.87110293,-20.15060892,-20.35792726
2.087,-18.452339,-18.060867,-18.835077,-17.601252,-20.04932917,-19.89295098,-20.19142272,-20.38057748
2.088,-18.485044,-18.03849,-18.854225,-17.61385,-20.08920404,-19.91480474,-20.23221845,-20.40323211
2.089,-18.505421,-18.059464,-18.898176,-17.614031,-20.12905271,-19.93666378,-20.27299471,-20.42589067
2.09,-18.554224,-18.072895,-18.942331,-17.634899,-20.16887372,-19.95852765,-20.31375005,-20.44855265
2.091,-18.610697,-18.099291,-19.018484,-17.635414,-20.20866561,-19.98039593,-20.35448302,-20.47121758
2.092,-18.657085,-18.124084,-19.012003,-17.667086,-20.24842686,-20.00226818,-20.39519214,-20.49388494
2.093,-18.692146,-18.103922,-19.055489,-17.677528,-20.28815597,-20.02414395,-20.43587589,-20.51655425
2.094,-18.673244,-18.121655,-19.076321,-17.671654,-20.3278514,-20.04602279,-20.47653274,-20.53922499
2.095,-18.755062,-18.126526,-19.143373,-17.724258,-20.36751157,-20.06790426,-20.51716115,-20.56189665
2.096,-18.760828,-18.123894,-19.16717,-17.696564,-20.40713491,-20.08978791,-20.55775953,-20.58456874
2.097,-18.802946,-18.139221,-19.231796,-17.733723,-20.44671981,-20.11167328,-20.59832628,-20.60724073
2.098,-18.850294,-18.160139,-19.22957,-17.737814,-20.48626464,-20.13355993,-20.63885978,-20.62991212
2.099,-18.906059,-18.170671,-19.303604,-17.745853,-20.52576774,-20.15544738,-20.67935837,-20.65258237
2.1,-18.903898,-18.185068,-19.339991,-17.753803,-20.56522744,-20.1773352,-20.71982039,-20.67525097
2.101,-18.958723,-18.160446,-19.372837,-17.745312,-20.60464204,-20.1992229,-20.76024412,-20.6979174
2.102,-18.957973,-18.13352,-19.381319,-17.760818,-20.64400983,-20.22111003,-20.80062786,-20.72058113
2.103,-19.016909,-18.17979,-19.46636,-17.761463,-20.68332905,-20.24299611,-20.84096985,-20.74324162
2.104,-19.085175,-18.158911,-19.469082,-17.762056,-20.72259795,-20.26488069,-20.88126831,-20.76589834
2.105,-19.120235,-18.208708,-19.515333,-17.8486,-20.76181473,-20.28676328,-20.92152145,-20.78855076
2.106,-19.113298,-18.233534,-19.541111,-17.794458,-20.80097758,-20.30864341,-20.96172744,-20.81119833
2.107,-19.136566,-18.203936,-19.574936,-17.811691,-20.84008467,-20.33052061,-21.00188443,-20.83384052
2.108,-19.21306,-18.231949,-19.676746,-17.834106,-20.87913413,-20.3523944,-21.04199056,-20.85647677
2.109,-19.181725,-18.234085,-19.582211,-17.83975,-20.91812408,-20.37426429,-21.08204391,-20.87910654
2.11,-19.287958,-18.28595,-19.72455,-17.876535,-20.95705263,-20.39612979,-21.12204257,-20.90172927
2.111,-19.298815,-18.257887,-19.740477,-17.864338,-20.99591784,-20.41799043,-21.16198458,-20.92434441
2.112,-19.377012,-18.261135,-19.760267,-17.856613,-21.03471777,-20.43984572,-21.20186797,-20.94695141
2.113,-19.375759,-18.290895,-19.830482,-17.881405,-21.07345043,-20.46169516,-21.24169073,-20.9695497
2.114,-19.399082,-18.319044,-19.833084,-17.919325,-21.11211384,-20.48353825,-21.28145084,-20.99213871
2.115,-19.471685,-18.293596,-19.912851,-17.890966,-21.15070597,-20.50537451,-21.32114625,-21.01471789
2.116,-19.487947,-18.287813,-19.93055,-17.91371,-21.18922479,-20.52720343,-21.36077488,-21.03728666
2.117,-19.528364,-18.302677,-19.993134,-17.916203,-21.22766822,-20.54902452,-21.40033462,-21.05984445
2.118,-19.522921,-18.321445,-20.010263,-17.952631,-21.26603418,-20.57083727,-21.43982334,-21.08239069
2.119,-19.583654,-18.326933,-20.044949,-17.933226,-21.30432056,-20.59264117,-21.47923889,-21.1049248
2.12,-19.62492,-18.344418,-20.060537,-17.969177,-21.34252524,-20.61443572,-21.51857909,-21.1274462
2.121,-19.703281,-18.343933,-20.145987,-17.968403,-21.38064604,-20.63622041,-21.55784174,-21.1499543
2.122,-19.755238,-18.397133,-20.163576,-17.996439,-21.41868081,-20.65799473,-21.5970246,-21.17244852
2.123,-19.716105,-18.373419,-20.206461,-17.970732,-21.45662734,-20.67975815,-21.63612542,-21.19492827
2.124,-19.788343,-18.372852,-20.25721,-17.95274,-21.49448341,-20.70151018,-21.67514192,-21.21739296
2.125,-19.829762,-18.366011,-20.298428,-17.99752,-21.53224678,-20.72325028,-21.71407179,-21.239842
2.126,-19.790073,-18.387398,-20.282078,-17.98633,-21.56991519,-20.74497794,-21.75291271,-21.26227478
2.127,-19.827017,-18.406008,-20.331182,-18.037636,-21.60748636,-20.76669263,-21.79166232,-21.28469072
2.128,-19.943722,-18.411272,-20.410391,-18.03931,-21.64495798,-20.78839384,-21.83031824,-21.30708921
2.129,-19.981686,-18.409006,-20.469824,-18.016848,-21.68232773,-20.81008102,-21.86887808,-21.32946964
2.13,-19.949812,-18.430426,-20.454008,-18.018963,-21.71959326,-20.83175366,-21.9073394,-21.35183141
2.131,-20.048178,-18.41696,-20.527136,-18.043055,-21.75675222,-20.85341123,-21.94569976,-21.37417391
2.132,-20.035473,-18.394737,-20.524302,-18.011591,-21.79380221,-20.87505318,-21.98395669,-21.39649653
2.133,-20.11631,-18.446741,-20.633896,-18.081964,-21.83074084,-20.89667899,-22.02210769,-21.41879866
2.134,-20.134586,-18.432783,-20.626528,-18.070751,-21.86756569,-20.91828812,-22.06015025,-21.44107967
2.135,-20.179066,-18.439676,-20.719482,-18.082394,-21.90427431,-20.93988003,-22.09808182,-21.46333895
2.136,-20.220165,-18.443695,-20.726185,-18.077707,-21.94086426,-20.96145418,-22.13589985,-21.48557589
2.137,-20.237873,-18.465611,-20.753563,-18.084381,-21.97733305,-20.98301002,-22.17360175,-21.50778985
2.138,-20.301172,-18.467419,-20.854254,-18.103472,-22.01367819,-21.00454702,-22.21118493,-21.52998022
2.139,-20.397419,-18.47896,-20.889061,-18.123852,-22.04989719,-21.02606463,-22.24864675,-21.55214636
2.14,-20.391045,-18.45966,-20.918453,-18.119251,-22.08598751,-21.0475623,-22.28598458,-21.57428764
2.141,-20.385902,-18.507868,-20.92452,-18.175348,-22.12194661,-21.06903947,-22.32319576,-21.59640345
2.142,-20.423445,-18.465084,-20.955631,-18.119329,-22.15777195,-21.09049561,-22.36027759,-21.61849313
2.143,-20.446451,-18.474901,-21.002205,-18.11795,-22.19346096,-21.11193016,-22.39722739,-21.64055606
2.144,-20.468256,-18.524221,-21.023926,-18.16927,-22.22901104,-21.13334255,-22.43404243,-21.66259161
2.145,-20.512623,-18.517527,-21.081701,-18.18343,-22.26441962,-21.15473225,-22.47071998,-21.68459912
2.146,-20.536888,-18.522276,-21.111317,-18.173845,-22.29968408,-21.17609868,-22.50725729,-21.70657796
2.147,-20.669315,-18.502359,-21.196711,-18.148729,-22.33480181,-21.1974413,-22.54365159,-21.7285275
2.148,-20.636229,-18.503674,-21.228607,-18.1819,-22.36977018,-21.21875954,-22.5799001,-21.75044708
2.149,-20.699249,-18.540014,-21.220331,-18.181103,-22.40458654,-21.24005283,-22.61600002,-21.77233606
2.15,-20.732117,-18.569445,-21.310091,-18.192097,-22.43924824,-21.26132063,-22.65194853,-21.79419379
2.151,-20.766928,-18.562391,-21.328032,-18.216238,-22.47375264,-21.28256235,-22.68774283,-21.81601963
2.152,-20.756674,-18.566349,-21.349255,-18.249048,-22.50809706,-21.30377745,-22.72338006,-21.83781292
2.153,-20.84326,-18.552311,-21.39043,-18.194885,-22.54227883,-21.32496534,-22.75885738,-21.85957301
2.154,-20.877192,-18.58868,-21.472,-18.291773,-22.57629528,-21.34612547,-22.79417193,-21.88129925
2.155,-20.895178,-18.611032,-21.478172,-18.269182,-22.61014371,-21.36725726,-22.82932085,-21.90299099
2.156,-20.912161,-18.637342,-21.487175,-18.273558,-22.64382143,-21.38836015,-22.86430125,-21.92464757
2.157,-20.94096,-18.590454,-21.559406,-18.270573,-22.67732576,-21.40943356,-22.89911026,-21.94626833
2.158,-21.02223,-18.60605,-21.645458,-18.273136,-22.710654,-21.43047692,-22.93374497,-21.96785263
2.159,-21.012333,-18.615734,-21.628305,-18.306318,-22.74380345,-21.45148966,-22.96820249,-21.98939979
2.16,-21.056244,-18.667942,-21.670563,-18.30648,-22.7767714,-21.47247121,-23.00247992,-22.01090916
2.161,-21.12598,-18.695593,-21.698475,-18.34811,-22.80955517,-21.49342098,-23.03657434,-22.03238008
2.162,-21.130503,-18.660219,-21.729839,-18.302458,-22.84215206,-21.51433842,-23.07048285,-22.05381189
2.163,-21.148546,-18.667412,-21.757549,-18.345165,-22.87455936,-21.53522293,-23.10420254,-22.07520393
2.164,-21.214676,-18.688944,-21.826208,-18.346531,-22.90677438,-21.55607394,-23.13773049,-22.09655553
2.165,-21.241848,-18.64488,-21.872864,-18.303442,-22.93879445,-21.57689088,-23.17106378,-22.11786604
2.166,-21.274944,-18.695097,-21.898966,-18.380659,-22.97061687,-21.59767317,-23.20419951,-22.13913479
2.167,-21.403997,-18.737093,-22.037148,-18.391796,-23.00223897,-21.61842023,-23.23713477,-22.16036111
2.168,-21.368439,-18.696985,-21.995029,-18.398684,-23.03365808,-21.63913148,-23.26986664,-22.18154435
2.169,-21.342245,-18.754377,-21.99231,-18.435608,-23.06487154,-21.65980634,-23.30239224,-22.20268383
2.17,-21.392729,-18.767328,-22.059958,-18.429127,-23.09587669,-21.68044424,-23.33470866,-22.2237789
2.171,-21.464424,-18.73657,-22.084063,-18.418215,-23.12667091,-21.70104459,-23.36681302,-22.24482889
2.172,-21.417568,-18.780941,-22.103989,-18.453094,-23.15725156,-21.72160682,-23.39870244,-22.26583314
2.173,-21.53891,-18.73078,-22.190216,-18.419439,-23.18761604,-21.74213034,-23.43037406,-22.28679097
2.174,-21.629478,-18.775448,-22.248585,-18.465233,-23.21776173,-21.76261458,-23.46182501,-22.30770174
2.175,-21.524216,-18.782,-22.157591,-18.461269,-23.24768606,-21.78305896,-23.49305245,-22.32856477
2.176,-21.6518,-18.801596,-22.319845,-18.512415,-23.27738646,-21.80346289,-23.52405356,-22.3493794
2.177,-21.664145,-18.808939,-22.320143,-18.545494,-23.30686039,-21.8238258,-23.55482552,-22.37014496
2.178,-21.692812,-18.826357,-22.319265,-18.519808,-23.33610531,-21.8441471,-23.58536553,-22.39086081
2.179,-21.7283,-18.843245,-22.420008,-18.52495,-23.36511873,-21.86442623,-23.61567081,-22.41152626
2.18,-21.803446,-18.863857,-22.45838,-18.579432,-23.39389815,-21.8846626,-23.64573861,-22.43214067
2.181,-21.795475,-18.842598,-22.476654,-18.535305,-23.42244111,-21.90485563,-23.67556619,-22.45270337
2.182,-21.882441,-18.898891,-22.52121,-18.582169,-23.45074518,-21.92500475,-23.70515082,-22.4732137
2.183,-21.908243,-18.904078,-22.53373,-18.625666,-23.47880795,-21.94510938,-23.73448983,-22.49367101
2.184,-21.916618,-18.882837,-22.585363,-18.590664,-23.50662704,-21.96516894,-23.76358054,-22.51407464
2.185,-22.036606,-18.899851,-22.649878,-18.595926,-23.53420008,-21.98518286,-23.79242032,-22.53442393
2.186,-21.962866,-18.849028,-22.65469,-18.562561,-23.56152477,-22.00515056,-23.82100655,-22.55471822
2.187,-22.068676,-18.91568,-22.682781,-18.614136,-23.5885988,-22.02507147,-23.84933666,-22.57495687
2.188,-22.081728,-18.934538,-22.753967,-18.652775,-23.61541991,-22.04494502,-23.87740809,-22.59513922
2.189,-22.102736,-18.912439,-22.821585,-18.622223,-23.64198588,-22.06477064,-23.90521834,-22.61526462
2.19,-22.139067,-18.936081,-22.856859,-18.651251,-23.66829452,-22.08454775,-23.93276492,-22.63533243
2.191,-22.217518,-18.912388,-22.883005,-18.663559,-23.69434368,-22.10427578,-23.96004538,-22.65534199
2.192,-22.228737,-18.938421,-22.887512,-18.679083,-23.72013122,-22.12395417,-23.98705731,-22.67529266
2.193,-22.271357,-18.975473,-22.969736,-18.731585,-23.74565509,-22.14358235,-24.01379835,-22.6951838
2.194,-22.279222,-18.984741,-22.982967,-18.720953,-23.77091324,-22.16315976,-24.04026617,-22.71501477
2.195,-22.397047,-18.961895,-23.074503,-18.667431,-23.79590368,-22.18268582,-24.06645847,-22.73478492
2.196,-22.393906,-18.985008,-23.10294,-18.73069,-23.82062445,-22.20215999,-24.09237303,-22.75449363
2.197,-22.457838,-18.990671,-23.14793,-18.722113,-23.84507365,-22.22158169,-24.11800762,-22.77414026
2.198,-22.43206,-19.007603,-23.110355,-18.71982,-23.86924941,-22.24095037,-24.14336011,-22.79372417
2.199,-22.526363,-19.017231,-23.231236,-18.751564,-23.89314991,-22.26026548,-24.16842839,-22.81324475
2.2,-22.534288,-19.018404,-23.292738,-18.765301,-23.91677338,-22.27952645,-24.19321039,-22.83270135
2.201,-22.495546,-18.984085,-23.202108,-18.745335,-23.94011811,-22.29873274,-24.21770412,-22.85209337
2.202,-22.635599,-19.067511,-23.375299,-18.829048,-23.96318243,-22.31788378,-24.24190761,-22.87142018
2.203,-22.573664,-19.060108,-23.318064,-18.814983,-23.98596471,-22.33697905,-24.26581896,-22.89068115
2.204,-22.691509,-19.03821,-23.431744,-18.804056,-24.00846338,-22.35601798,-24.28943633,-22.90987569
2.205,-22.714701,-19.110018,-23.49992,-18.854462,-24.03067694,-22.37500003,-24.31275792,-22.92900317
2.206,-22.763865,-19.094093,-23.526957,-18.83507,-24.05260391,-22.39392466,-24.33578199,-22.94806299
2.207,-22.76195,-19.088438,-23.51988,-18.847076,-24.0742429,-22.41279133,-24.35850687,-22.96705454
2.208,-22.752979,-19.095581,-23.490101,-18.829901,-24.09559256,-22.43159951,-24.38093094,-22.98597724
2.209,-22.818172,-19.119957,-23.541786,-18.899168,-24.11665159,-22.45034866,-24.40305263,-23.00483046
2.21,-22.869917,-19.130436,-23.627274,-18.881666,-24.13741875,-22.46903824,-24.42487045,-23.02361364
2.211,-22.875889,-19.153397,-23.596783,-18.908062,-24.15789288,-22.48766774,-24.44638297,-23.04232617
2.212,-22.963129,-19.145561,-23.689215,-18.916441,-24.17807286,-22.50623662,-24.46758881,-23.06096747
2.213,-22.911928,-19.151781,-23.687786,-18.906723,-24.19795763,-22.52474436,-24.48848666,-23.07953697
2.214,-22.967045,-19.174343,-23.735411,-18.941977,-24.21754619,-22.54319044,-24.50907528,-23.09803407
2.215,-22.9946,-19.152842,-23.761978,-18.910614,-24.23683762,-22.56157434,-24.5293535,-23.11645822
2.216,-23.067083,-19.174355,-23.80913,-18.965372,-24.25583104,-22.57989556,-24.54932021,-23.13480884
2.217,-23.078447,-19.158516,-23.856102,-18.95285,-24.27452564,-22.59815357,-24.56897436,-23.15308537
2.218,-23.089844,-19.22843,-23.933167,-18.990517,-24.29292069,-22.61634788,-24.58831499,-23.17128725
2.219,-23.165977,-19.193865,-23.944929,-18.987358,-24.3110155,-22.63447798,-24.60734119,-23.18941393
2.22,-23.226593,-19.214411,-23.959703,-19.00979,-24.32880945,-22.65254337,-24.62605213,-23.20746486
2.221,-23.207066,-19.264362,-24.027493,-19.044754,-24.34630201,-22.67054356,-24.64444704,-23.22543949
2.222,-23.200541,-19.243059,-23.970112,-19.030689,-24.36349268,-22.68847805,-24.66252525,-23.24333729
2.223,-23.331873,-19.250193,-24.102171,-19.033909,-24.38038105,-22.70634635,-24.68028613,-23.26115772
2.224,-23.316448,-19.298828,-24.089445,-19.061283,-24.39696676,-22.72414798,-24.69772913,-23.27890025
2.225,-23.368984,-19.246132,-24.130743,-19.031664,-24.41324954,-22.74188246,-24.71485379,-23.29656436
2.226,-23.396236,-19.243849,-24.168949,-19.027479,-24.42922916,-22.75954931,-24.7316597,-23.31414953
2.227,-23.498907,-19.277636,-24.280062,-19.073395,-24.44490547,-22.77714806,-24.74814654,-23.33165526
2.228,-23.501034,-19.294098,-24.334711,-19.055029,-24.46027839,-22.79467825,-24.76431405,-23.34908102
2.229,-23.466986,-19.26265,-24.233252,-19.051998,-24.47534791,-22.8121394,-24.78016207,-23.36642633
2.23,-23.52286,-19.336061,-24.286476,-19.091099,-24.49011406,-22.82953106,-24.79569048,-23.38369069
2.231,-23.53821,-19.297291,-24.322222,-19.08605,-24.50457698,-22.84685277,-24.81089927,-23.4008736
2.232,-23.550739,-19.344767,-24.314785,-19.103479,-24.51873684,-22.86410408,-24.82578846,-23.41797459
2.233,-23.642942,-19.361832,-24.471764,-19.146467,-24.5325939,-22.88128455,-24.84035819,-23.43499318
2.234,-23.623606,-19.349382,-24.35038,-19.100853,-24.54614847,-22.89839374,-24.85460864,-23.4519289
2.235,-23.639986,-19.384108,-24.386566,-19.145935,-24.55940095,-22.9154312,-24.86854009,-23.46878129
2.236,-23.651121,-19.349224,-24.472908,-19.113874,-24.57235178,-22.93239652,-24.88215288,-23.48554988
2.237,-23.756943,-19.369259,-24.530592,-19.149998,-24.58500148,-22.94928925,-24.89544743,-23.50223424
2.238,-23.785313,-19.371311,-24.568199,-19.137255,-24.59735064,-22.96610898,-24.90842422,-23.5188339
2.239,-23.827917,-19.364828,-24.620745,-19.140972,-24.60939991,-22.98285529,-24.92108381,-23.53534844
2.24,-23.827991,-19.428066,-24.580025,-19.186762,-24.62114999,-22.99952777,-24.93342685,-23.55177743
2.241,-23.822235,-19.421556,-24.51738,-19.178997,-24.63260167,-23.01612602,-24.94545403,-23.56812043
2.242,-23.904852,-19.481001,-24.652809,-19.236059,-24.6437558,-23.03264963,-24.95716615,-23.58437704
2.243,-23.894081,-19.472168,-24.642012,-19.233927,-24.65461327,-23.04909821,-24.96856405,-23.60054685
2.244,-23.925074,-19.480579,-24.702951,-19.25337,-24.66517505,-23.06547136,-24.97964865,-23.61662944
2.245,-23.967262,-19.457682,-24.693909,-19.218515,-24.67544219,-23.08176871,-24.99042094,-23.63262443
2.246,-23.971401,-19.479986,-24.785978,-19.248026,-24.68541576,-23.09798987,-25.00088199,-23.64853144
2.247,-24.042934,-19.480637,-24.822443,-19.250341,-24.69509692,-23.11413446,-25.01103292,-23.66435006
