"Freq [GHz]","dB(S(3,2)) [] - coupler_x_length='18.8mm' coupler_y_length='18.4mm'","dB(S(4,2)) [] - coupler_x_length='18.8mm' coupler_y_length='18.4mm'","dB(S(4,3)) [] - coupler_x_length='18.8mm' coupler_y_length='18.4mm'"
2.034,-10.5015514920159,-3.45545669560547,-6.96886743299472
2.035,-10.5118817651517,-3.45281181436192,-6.96023857429993
2.036,-10.5222584640622,-3.45017587707393,-6.95159630175745
2.037,-10.532681808901,-3.44754892992592,-6.94294075626903
2.038,-10.5431520208565,-3.44493101903695,-6.93427207919239
2.039,-10.5536693221586,-3.44232219045861,-6.9255904123338
2.04,-10.5642339360853,-3.43972249017291,-6.91689589794063
2.041,-10.5748460869698,-3.43713196409016,-6.90818867869403
2.042,-10.5855060002075,-3.43455065804684,-6.89946889770139
2.043,-10.5962139022625,-3.43197861780348,-6.89073669848888
2.044,-10.6069700206752,-3.42941588904247,-6.881992224994
2.045,-10.6177745840695,-3.426862517366,-6.87323562155799
2.046,-10.6286278221596,-3.42431854829378,-6.86446703291834
2.047,-10.6395299657576,-3.42178402726101,-6.85568660420122
2.048,-10.6504812467809,-3.41925899961607,-6.84689448091387
2.049,-10.6614818982599,-3.41674351061845,-6.83809080893704
2.05,-10.6725321543448,-3.41423760543648,-6.82927573451734
2.051,-10.6836322503144,-3.4117413291452,-6.82044940425965
2.052,-10.694782422583,-3.4092547267241,-6.81161196511941
2.053,-10.7059829087083,-3.40677784305497,-6.80276356439501
2.054,-10.7172339473997,-3.40431072291962,-6.79390434972007
2.055,-10.7285357785262,-3.40185341099772,-6.78503446905582
2.056,-10.7398886431242,-3.39940595186451,-6.77615407068327
2.057,-10.751292783406,-3.39696838998862,-6.76726330319563
2.058,-10.762748442768,-3.39454076972981,-6.7583623154905
2.059,-10.7742558657992,-3.39212313533671,-6.74945125676215
2.06,-10.7858152982893,-3.38971553094457,-6.74053027649382
2.061,-10.7974269872379,-3.38731800057303,-6.73159952444989
2.062,-10.8090911808625,-3.38493058812383,-6.72265915066816
2.063,-10.8208081286079,-3.38255333737854,-6.71370930545212
2.064,-10.8325780811546,-3.38018629199631,-6.7047501393631
2.065,-10.8444012904282,-3.37782949551158,-6.69578180321257
2.066,-10.8562780096081,-3.37548299133178,-6.68680444805429
2.067,-10.8682084931371,-3.37314682273508,-6.67781822517659
2.068,-10.8801929967302,-3.37082103286806,-6.66882328609451
2.069,-10.8922317773848,-3.36850566474345,-6.65981978254212
2.07,-10.9043250933894,-3.36620076123778,-6.65080786646461
2.071,-10.9164732043338,-3.36390636508917,-6.6417876900106
2.072,-10.9286763711186,-3.3616225188949,-6.63275940552427
2.073,-10.9409348559655,-3.35934926510921,-6.62372316553767
2.074,-10.9532489224265,-3.35708664604091,-6.61467912276284
2.075,-10.965618835395,-3.35483470385111,-6.60562743008411
2.076,-10.9780448611153,-3.35259348055089,-6.59656824055029
2.077,-10.9905272671934,-3.35036301799895,-6.58750170736689
2.078,-11.0030663226072,-3.34814335789934,-6.57842798388838
2.079,-11.0156622977174,-3.34593454179909,-6.56934722361043
2.08,-11.0283154642782,-3.34373661108588,-6.56025958016214
2.081,-11.041026095448,-3.34154960698575,-6.55116520729835
2.082,-11.0537944658008,-3.33937357056074,-6.54206425889184
2.083,-11.066620851337,-3.33720854270654,-6.53295688892565
2.084,-11.0795055294949,-3.3350545641502,-6.52384325148538
2.085,-11.0924487791621,-3.33291167544777,-6.51472350075146
2.086,-11.105450880687,-3.33077991698194,-6.50559779099146
2.087,-11.1185121158908,-3.32865932895976,-6.49646627655246
2.088,-11.1316327680793,-3.32654995141025,-6.48732911185333
2.089,-11.1448131220545,-3.3244518241821,-6.47818645137713
2.09,-11.1580534641275,-3.3223649869413,-6.46903844966347
2.091,-11.1713540821304,-3.32028947916885,-6.45988526130084
2.092,-11.1847152654287,-3.31822534015835,-6.45072704091911
2.093,-11.1981373049344,-3.31617260901376,-6.44156394318186
2.094,-11.2116204931186,-3.31413132464698,-6.43239612277886
2.095,-11.2251651240241,-3.31210152577556,-6.42322373441852
2.096,-11.2387714932792,-3.31008325092037,-6.41404693282034
2.097,-11.2524398981107,-3.30807653840324,-6.40486587270745
2.098,-11.2661706373574,-3.30608142634466,-6.39568070879908
2.099,-11.2799640114838,-3.30409795266146,-6.38649159580311
2.1,-11.2938203225938,-3.30212615506445,-6.37729868840867
2.101,-11.3077398744452,-3.30016607105611,-6.36810214127864
2.102,-11.3217229724632,-3.29821773792832,-6.35890210904232
2.103,-11.3357699237555,-3.29628119275997,-6.34969874628805
2.104,-11.3498810371263,-3.29435647241469,-6.34049220755583
2.105,-11.3640566230915,-3.29244361353853,-6.33128264733005
2.106,-11.3782969938934,-3.29054265255766,-6.32207022003215
2.107,-11.3926024635162,-3.28865362567609,-6.31285508001337
2.108,-11.4069733477009,-3.2867765688733,-6.30363738154753
2.109,-11.4214099639612,-3.28491151790203,-6.29441727882378
2.11,-11.4359126315993,-3.28305850828596,-6.28519492593944
2.111,-11.4504816717217,-3.28121757531741,-6.27597047689284
2.112,-11.4651174072557,-3.27938875405508,-6.26674408557618
2.113,-11.4798201629653,-3.27757207932178,-6.25751590576848
2.114,-11.4945902654686,-3.27576758570216,-6.24828609112848
2.115,-11.5094280432539,-3.27397530754043,-6.23905479518757
2.116,-11.5243338266973,-3.27219527893814,-6.2298221713429
2.117,-11.53930794808,-3.2704275337519,-6.22058837285029
2.118,-11.5543507416055,-3.26867210559116,-6.21135355281738
2.119,-11.5694625434179,-3.26692902781597,-6.20211786419671
2.12,-11.5846436916196,-3.26519833353472,-6.19288145977881
2.121,-11.5998945262897,-3.26348005560197,-6.18364449218544
2.122,-11.6152153895024,-3.26177422661622,-6.17440711386273
2.123,-11.6306066253462,-3.26008087891768,-6.16516947707447
2.124,-11.6460685799426,-3.2584000445861,-6.15593173389533
2.125,-11.6616016014653,-3.25673175543858,-6.14669403620423
2.126,-11.6772060401604,-3.25507604302737,-6.13745653567767
2.127,-11.6928822483657,-3.25343293863773,-6.1282193837831
2.128,-11.7086305805307,-3.25180247328573,-6.11898273177234
2.129,-11.7244513932378,-3.25018467771613,-6.10974673067511
2.13,-11.7403450452223,-3.24857958240022,-6.10051153129244
2.131,-11.7563118973936,-3.2469872175337,-6.0912772841903
2.132,-11.7723523128564,-3.24540761303453,-6.08204413969313
2.133,-11.7884666569325,-3.24384079854085,-6.07281224787747
2.134,-11.8046552971826,-3.24228680340887,-6.06358175856565
2.135,-11.8209186034284,-3.24074565671075,-6.05435282131948
2.136,-11.8372569477752,-3.23921738723255,-6.04512558543399
2.137,-11.8536707046345,-3.23770202347218,-6.03590019993124
2.138,-11.8701602507477,-3.23619959363728,-6.02667681355417
2.139,-11.8867259652089,-3.23471012564322,-6.0174555747604
2.14,-11.9033682294893,-3.23323364711109,-6.00823663171625
2.141,-11.9200874274609,-3.23177018536561,-5.99902013229063
2.142,-11.9368839454214,-3.23031976743318,-5.98980622404909
2.143,-11.9537581721187,-3.22888242003986,-5.98059505424784
2.144,-11.9707104987765,-3.2274581696094,-5.97138676982787
2.145,-11.9877413191193,-3.22604704226125,-5.96218151740911
2.146,-12.0048510293991,-3.22464906380865,-5.95297944328455
2.147,-12.0220400284211,-3.22326425975663,-5.94378069341456
2.148,-12.0393087175707,-3.22189265530013,-5.93458541342111
2.149,-12.0566575008404,-3.22053427532206,-5.92539374858211
2.15,-12.0740867848578,-3.21918914439142,-5.91620584382581
2.151,-12.0915969789126,-3.21785728676142,-5.90702184372519
2.152,-12.1091884949858,-3.21653872636759,-5.89784189249243
2.153,-12.1268617477779,-3.21523348682594,-5.88866613397346
2.154,-12.144617154738,-3.21394159143113,-5.87949471164248
2.155,-12.1624551360938,-3.21266306315464,-5.87032776859657
2.156,-12.1803761148812,-3.21139792464298,-5.86116544755044
2.157,-12.1983805169749,-3.21014619821586,-5.852007890831
2.158,-12.2164687711192,-3.2089079058645,-5.84285524037222
2.159,-12.2346413089596,-3.20768306924977,-5.83370763770991
2.16,-12.2528985650743,-3.20647170970054,-5.82456522397658
2.161,-12.2712409770068,-3.20527384821191,-5.81542813989632
2.162,-12.2896689852986,-3.20408950544353,-5.80629652577981
2.163,-12.3081830335222,-3.20291870171791,-5.79717052151926
2.164,-12.3267835683154,-3.20176145701874,-5.78805026658355
2.165,-12.3454710394152,-3.20061779098927,-5.77893590001325
2.166,-12.3642458996926,-3.19948772293064,-5.76982756041584
2.167,-12.3831086051883,-3.1983712718003,-5.7607253859609
2.168,-12.402059615148,-3.1972684562104,-5.75162951437537
2.169,-12.4210993920593,-3.19617929442624,-5.74254008293887
2.17,-12.4402284016887,-3.19510380436467,-5.73345722847903
2.171,-12.4594471131185,-3.19404200359261,-5.72438108736698
2.172,-12.4787559987858,-3.19299390932551,-5.71531179551273
2.173,-12.4981555345203,-3.19195953842583,-5.70624948836073
2.174,-12.5176461995845,-3.1909389074016,-5.69719430088545
2.175,-12.5372284767128,-3.18993203240498,-5.688146367587
2.176,-12.5569028521524,-3.18893892923075,-5.67910582248676
2.177,-12.5766698157045,-3.18795961331501,-5.67007279912318
2.178,-12.5965298607659,-3.18699409973368,-5.66104743054751
2.179,-12.6164834843714,-3.18604240320121,-5.65202984931962
2.18,-12.6365311872371,-3.18510453806919,-5.64302018750396
2.181,-12.656673473804,-3.18418051832501,-5.63401857666539
2.182,-12.6769108522825,-3.18327035759061,-5.62502514786525
2.183,-12.6972438346975,-3.18237406912116,-5.6160400316574
2.184,-12.7176729369344,-3.18149166580379,-5.60706335808426
2.185,-12.7381986787855,-3.18062316015638,-5.59809525667302
2.186,-12.7588215839973,-3.17976856432631,-5.58913585643181
2.187,-12.779542180319,-3.17892789008933,-5.58018528584593
2.188,-12.8003609995506,-3.1781011488483,-5.57124367287426
2.189,-12.8212785775932,-3.17728835163214,-5.56231114494545
2.19,-12.8422954544989,-3.17648950909463,-5.55338782895453
2.191,-12.8634121745224,-3.17570463151336,-5.54447385125922
2.192,-12.8846292861728,-3.17493372878862,-5.53556933767653
2.193,-12.9059473422664,-3.17417681044239,-5.52667441347932
2.194,-12.9273668999807,-3.17343388561727,-5.51778920339291
2.195,-12.9488885209087,-3.17270496307551,-5.50891383159177
2.196,-12.9705127711145,-3.17199005119801,-5.50004842169627
2.197,-12.9922402211898,-3.17128915798337,-5.49119309676943
2.198,-13.0140714463109,-3.17060229104699,-5.4823479793138
2.199,-13.0360070262972,-3.16992945762013,-5.47351319126832
2.2,-13.0580475456701,-3.16927066454904,-5.46468885400527
2.201,-13.0801935937135,-3.16862591829411,-5.45587508832727
2.202,-13.1024457645346,-3.16799522492907,-5.44707201446436
2.203,-13.1248046571263,-3.16737859014013,-5.43827975207107
2.204,-13.1472708754301,-3.16677601922525,-5.42949842022357
2.205,-13.1698450284007,-3.16618751709338,-5.4207281374169
2.206,-13.1925277300709,-3.16561308826373,-5.41196902156224
2.207,-13.2153195996182,-3.16505273686506,-5.4032211899842
2.208,-13.2382212614321,-3.16450646663503,-5.39448475941821
2.209,-13.261233345183,-3.16397428091956,-5.3857598460079
2.21,-13.2843564858918,-3.16345618267216,-5.37704656530264
2.211,-13.3075913240007,-3.16295217445341,-5.36834503225498
2.212,-13.3309385054455,-3.16246225843034,-5.35965536121832
2.213,-13.354398681729,-3.16198643637591,-5.35097766594443
2.214,-13.3779725099953,-3.16152470966851,-5.34231205958122
2.215,-13.4016606531062,-3.16107707929145,-5.33365865467044
2.216,-13.4254637797179,-3.16064354583252,-5.32501756314545
2.217,-13.4493825643595,-3.16022410948355,-5.31638889632906
2.218,-13.4734176875132,-3.15981877004003,-5.30777276493145
2.219,-13.4975698356949,-3.15942752690071,-5.29916927904804
2.22,-13.5218397015376,-3.15905037906726,-5.29057854815756
2.221,-13.5462279838747,-3.15868732514393,-5.28200068112
2.222,-13.5707353878258,-3.15833836333733,-5.27343578617479
2.223,-13.5953626248837,-3.15800349145607,-5.26488397093886
2.224,-13.6201104130028,-3.1576827069106,-5.25634534240489
2.225,-13.6449794766891,-3.15737600671294,-5.24782000693951
2.226,-13.6699705470921,-3.15708338747655,-5.23930807028164
2.227,-13.6950843620975,-3.15680484541617,-5.23080963754077
2.228,-13.7203216664227,-3.15654037634767,-5.2223248131954
2.229,-13.7456832117129,-3.15628997568798,-5.21385370109144
2.23,-13.7711697566393,-3.156053638455,-5.20539640444076
2.231,-13.7967820669996,-3.15583135926759,-5.19695302581964
2.232,-13.8225209158194,-3.15562313234553,-5.18852366716746
2.233,-13.8483870834558,-3.15542895150958,-5.18010842978525
2.234,-13.8743813577033,-3.15524881018148,-5.1717074143344
2.235,-13.9005045339005,-3.15508270138405,-5.16332072083546
2.236,-13.9267574150401,-3.15493061774129,-5.15494844866681
2.237,-13.9531408118798,-3.15479255147852,-5.14659069656355
2.238,-13.9796555430556,-3.15466849442252,-5.13824756261641
2.239,-14.0063024351975,-3.15455843800176,-5.12991914427059
2.24,-14.0330823230466,-3.15446237324657,-5.1216055383248
2.241,-14.0599960495752,-3.15438029078942,-5.11330684093026
2.242,-14.0870444661081,-3.15431218086519,-5.10502314758976
2.243,-14.1142284324474,-3.15425803331147,-5.09675455315676
2.244,-14.141548816998,-3.1542178375689,-5.08850115183459
2.245,-14.1690064968973,-3.15419158268153,-5.08026303717559
2.246,-14.1966023581458,-3.1541792572972,-5.07204030208044
2.247,-14.2243372957405,-3.15418084966797,-5.06383303879737
2.248,-14.2522122138119,-3.1541963476506,-5.05564133892158
2.249,-14.2802280257614,-3.15422573870696,-5.04746529339457
2.25,-14.3083856544038,-3.15426900990459,-5.0393049925036
2.251,-14.3366860321104,-3.15432614791721,-5.03116052588113
2.252,-14.365130100956,-3.1543971390253,-5.02303198250441
2.253,-14.3937188128688,-3.15448196911668,-5.01491945069496
2.254,-14.4224531297818,-3.15458062368713,-5.00682301811823
2.255,-14.451334023789,-3.15469308784105,-4.99874277178324
2.256,-14.4803624773031,-3.15481934629212,-4.99067879804226
2.257,-14.5095394832172,-3.15495938336404,-4.98263118259055
2.258,-14.5388660450689,-3.1551131829912,-4.97460001046616
2.259,-14.5683431772082,-3.15528072871953,-4.96658536604973
2.26,-14.5979719049684,-3.15546200370722,-4.95858733306436
2.261,-14.6277532648402,-3.15565699072556,-4.95060599457549
2.262,-14.6576883046497,-3.15586567215981,-4.94264143299091
2.263,-14.6877780837392,-3.15608803001005,-4.93469373006067
2.264,-14.7180236731525,-3.15632404589209,-4.92676296687715
2.265,-14.748426155823,-3.15657370103841,-4.91884922387515
2.266,-14.778986626766,-3.15683697629909,-4.91095258083196
2.267,-14.8097061932748,-3.15711385214285,-4.90307311686748
2.268,-14.8405859751208,-3.15740430865802,-4.8952109104445
2.269,-14.8716271047574,-3.1577083255536,-4.88736603936886
2.27,-14.9028307275284,-3.15802588216031,-4.87953858078971
2.271,-14.93419800188,-3.15835695743173,-4.87172861119987
2.272,-14.9657300995782,-3.15870152994539,-4.86393620643611
2.273,-14.9974282059291,-3.15905957790393,-4.85616144167959
2.274,-15.0292935200055,-3.15943107913627,-4.84840439145622
2.275,-15.0613272548766,-3.15981601109885,-4.84066512963715
2.276,-15.0935306378435,-3.1602143508768,-4.8329437294393
2.277,-15.1259049106792,-3.16062607518529,-4.82524026342579
2.278,-15.1584513298734,-3.16105116037072,-4.81755480350661
2.279,-15.1911711668828,-3.1614895824121,-4.80988742093916
2.28,-15.2240657083866,-3.16194131692235,-4.80223818632891
2.281,-15.2571362565473,-3.16240633914969,-4.79460716963008
2.282,-15.2903841292768,-3.16288462397904,-4.78699444014631
2.283,-15.3238106605087,-3.1633761459334,-4.77940006653147
2.284,-15.3574172004758,-3.16388087917529,-4.77182411679038
2.285,-15.3912051159942,-3.16439879750829,-4.76426665827964
2.286,-15.4251757907527,-3.16492987437846,-4.75672775770849
2.287,-15.4593306256096,-3.16547408287588,-4.74920748113968
2.288,-15.4936710388945,-3.16603139573622,-4.74170589399037
2.289,-15.5281984667179,-3.16660178534225,-4.73422306103309
2.29,-15.5629143632873,-3.16718522372552,-4.72675904639671
2.291,-15.5978202012293,-3.16778168256791,-4.71931391356746
2.292,-15.6329174719203,-3.16839113320329,-4.71188772538996
2.293,-15.6682076858236,-3.16901354661922,-4.7044805440683
2.294,-15.7036923728338,-3.16964889345859,-4.69709243116712
2.295,-15.7393730826299,-3.17029714402138,-4.68972344761281
2.296,-15.775251385035,-3.17095826826638,-4.68237365369457
2.297,-15.8113288703856,-3.17163223581295,-4.67504310906573
2.298,-15.8476071499077,-3.17231901594282,-4.66773187274485
2.299,-15.8840878561025,-3.17301857760191,-4.66044000311707
2.3,-15.9207726431411,-3.17373088940212,-4.65316755793534
2.301,-15.9576631872666,-3.17445591962323,-4.64591459432177
2.302,-15.9947611872079,-3.17519363621476,-4.63868116876892
2.303,-16.0320683646008,-3.17594400679788,-4.63146733714121
2.304,-16.0695864644204,-3.17670699866732,-4.62427315467631
2.305,-16.1073172554227,-3.17748257879332,-4.61709867598654
2.306,-16.1452625305975,-3.17827071382363,-4.60994395506033
2.307,-16.1834241076305,-3.17907137008543,-4.60280904526372
2.308,-16.2218038293777,-3.1798845135874,-4.59569399934183
2.309,-16.2604035643507,-3.18071011002174,-4.58859886942041
2.31,-16.299225207213,-3.18154812476621,-4.58152370700738
2.311,-16.3382706792891,-3.18239852288619,-4.57446856299441
2.312,-16.3775419290848,-3.18326126913682,-4.56743348765854
2.313,-16.4170409328213,-3.18413632796507,-4.56041853066381
2.314,-16.4567696949816,-3.18502366351188,-4.55342374106286
2.315,-16.4967302488697,-3.18592323961435,-4.5464491672987
2.316,-16.5369246571851,-3.18683501980787,-4.53949485720633
2.317,-16.5773550126096,-3.18775896732833,-4.53256085801449
2.318,-16.6180234384103,-3.18869504511434,-4.52564721634742
2.319,-16.6589320890564,-3.18964321580944,-4.5187539782266
2.32,-16.7000831508521,-3.19060344176438,-4.51188118907259
2.321,-16.7414788425852,-3.19157568503934,-4.50502889370679
2.322,-16.7831214161921,-3.19255990740629,-4.49819713635329
2.323,-16.8250131574397,-3.19355607035121,-4.49138596064074
2.324,-16.8671563866246,-3.19456413507647,-4.48459540960422
2.325,-16.9095534592905,-3.19558406250313,-4.47782552568713
2.326,-16.9522067669638,-3.19661581327335,-4.47107635074312
2.327,-16.9951187379081,-3.19765934775269,-4.46434792603799
2.328,-17.0382918378993,-3.19871462603257,-4.4576402922517
2.329,-17.0817285710195,-3.19978160793261,-4.4509534894803
2.33,-17.1254314804732,-3.2008602530031,-4.44428755723797
2.331,-17.1694031494239,-3.20195052052743,-4.43764253445896
2.332,-17.213646201854,-3.20305236952451,-4.43101845949971
2.333,-17.2581633034466,-3.2041657587513,-4.42441537014082
2.334,-17.3029571624922,-3.20529064670523,-4.41783330358916
2.335,-17.3480305308185,-3.20642699162671,-4.41127229647995
2.336,-17.3933862047465,-3.20757475150169,-4.40473238487884
2.337,-17.4390270260724,-3.20873388406414,-4.39821360428404
2.338,-17.4849558830761,-3.20990434679859,-4.39171598962843
2.339,-17.5311757115578,-3.21108609694272,-4.38523957528177
2.34,-17.5776894959035,-3.21227909148989,-4.37878439505279
2.341,-17.6245002701799,-3.21348328719174,-4.37235048219139
2.342,-17.67161111926,-3.21469864056079,-4.36593786939088
2.343,-17.7190251799805,-3.21592510787303,-4.35954658879011
2.344,-17.7667456423322,-3.21716264517053,-4.35317667197575
2.345,-17.8147757506841,-3.21841120826411,-4.34682814998454
2.346,-17.8631188050425,-3.21967075273595,-4.34050105330545
2.347,-17.9117781623467,-3.22094123394223,-4.33419541188204
2.348,-17.960757237802,-3.22222260701585,-4.3279112551147
2.349,-18.0100595062514,-3.22351482686904,-4.32164861186292
2.35,-18.0596885035883,-3.2248178481961,-4.31540751044763
2.351,-18.1096478282099,-3.22613162547606,-4.30918797865346
2.352,-18.1599411425141,-3.2274561129754,-4.30299004373112
2.353,-18.2105721744412,-3.22879126475079,-4.29681373239972
2.354,-18.2615447190621,-3.23013703465176,-4.29065907084908
2.355,-18.3128626402134,-3.23149337632348,-4.28452608474215
2.356,-18.3645298721833,-3.2328602432095,-4.27841479921732
2.357,-18.4165504214484,-3.23423758855449,-4.27232523889085
2.358,-18.4689283684643,-3.23562536540698,-4.26625742785922
2.359,-18.5216678695107,-3.2370235266222,-4.26021138970155
2.36,-18.5747731585952,-3.23843202486476,-4.25418714748199
2.361,-18.6282485494153,-3.23985081261152,-4.24818472375217
2.362,-18.6820984373836,-3.24127984215432,-4.2422041405536
2.363,-18.7363273017157,-3.24271906560282,-4.23624541942008
2.364,-18.790939707586,-3.24416843488727,-4.23030858138022
2.365,-18.8459403083518,-3.24562790176135,-4.22439364695979
2.366,-18.9013338478497,-3.24709741780498,-4.21850063618428
2.367,-18.9571251627661,-3.24857693442711,-4.21262956858127
2.368,-19.013319185086,-3.2500664028686,-4.20678046318298
2.369,-19.0699209446216,-3.25156577420503,-4.20095333852872
2.37,-19.1269355716254,-3.25307499934951,-4.19514821266733
2.371,-19.1843682994899,-3.25459402905558,-4.18936510315977
2.372,-19.242224467538,-3.25612281392002,-4.18360402708153
2.373,-19.3005095239079,-3.25766130438568,-4.17786500102518
2.374,-19.359229028536,-3.25920945074441,-4.17214804110286
2.375,-19.418388656242,-3.26076720313982,-4.16645316294881
2.376,-19.47799419992,-3.26233451157023,-4.16078038172185
2.377,-19.5380515738411,-3.26391132589148,-4.15512971210799
2.378,-19.5985668170705,-3.26549759581981,-4.14950116832286
2.379,-19.6595460970057,-3.26709327093476,-4.14389476411429
2.38,-19.720995713039,-3.26869830068197,-4.13831051276487
2.381,-19.7829221003519,-3.27031263437614,-4.13274842709442
2.382,-19.845331833845,-3.27193622120384,-4.12720851946261
2.383,-19.9082316322099,-3.27356901022641,-4.12169080177147
2.384,-19.9716283621503,-3.27521095038284,-4.11619528546791
2.385,-20.0355290427574,-3.27686199049265,-4.11072198154637
2.386,-20.0999408500468,-3.27852207925875,-4.10527090055125
2.387,-20.1648711216653,-3.28019116527034,-4.09984205257954
2.388,-20.2303273617729,-3.28186919700576,-4.09443544728338
2.389,-20.2963172461103,-3.28355612283541,-4.08905109387261
2.39,-20.3628486272588,-3.28525189102458,-4.08368900111731
2.391,-20.4299295401019,-3.28695644973637,-4.0783491773504
2.392,-20.497568207498,-3.28866974703453,-4.07303163047017
2.393,-20.5657730461733,-3.29039173088634,-4.0677363679429
2.394,-20.6345526728475,-3.29212234916552,-4.06246339680533
2.395,-20.7039159105991,-3.29386154965503,-4.05721272366733
2.396,-20.7738717954864,-3.29560928005,-4.0519843547144
2.397,-20.8444295834333,-3.29736548796057,-4.04677829571027
2.398,-20.9155987573931,-3.29913012091475,-4.04159455199946
2.399,-20.987389034806,-3.30090312636128,-4.03643312850981
2.4,-21.0598103753613,-3.30268445167249,-4.0312940297551
2.401,-21.132872989082,-3.30447404414716,-4.02617725983758
2.402,-21.2065873447476,-3.30627185101334,-4.02108282245053
2.403,-21.2809641786701,-3.30807781943124,-4.01601072088086
2.404,-21.3560145038436,-3.30989189649602,-4.01096095801162
2.405,-21.4317496194853,-3.31171402924068,-4.00593353632458
2.406,-21.5081811209877,-3.31354416463883,-4.00092845790282
2.407,-21.5853209103045,-3.31538224960756,-3.99594572443319
2.408,-21.6631812067919,-3.31722823101027,-3.99098533720899
2.409,-21.7417745585297,-3.31908205565942,-3.9860472971324
2.41,-21.821113854148,-3.32094367031944,-3.98113160471712
2.411,-21.901212335186,-3.32281302170941,-3.97623826009086
2.412,-21.9820836090126,-3.32469005650598,-3.97136726299788
2.413,-22.0637416623381,-3.32657472134608,-3.96651861280157
2.414,-22.1462008753512,-3.32846696282973,-3.96169230848694
2.415,-22.2294760365154,-3.33036672752283,-3.95688834866316
2.416,-22.3135823580601,-3.33227396195989,-3.95210673156613
2.417,-22.3985354922093,-3.33418861264686,-3.94734745506093
2.418,-22.4843515481862,-3.33611062606381,-3.94261051664439
2.419,-22.5710471100407,-3.33803994866772,-3.9378959134476
2.42,-22.6586392553472,-3.33997652689523,-3.93320364223842
2.421,-22.7471455748225,-3.34192030716533,-3.92853369942395
2.422,-22.83658419292,-3.34387123588212,-3.9238860810531
2.423,-22.9269737894583,-3.34582925943751,-3.91926078281899
2.424,-23.0183336223433,-3.34779432421392,-3.91465780006156
2.425,-23.1106835514562,-3.34976637658699,-3.91007712776995
2.426,-23.2040440637735,-3.35174536292825,-3.90551876058504
2.427,-23.2984362997986,-3.3537312296078,-3.90098269280191
2.428,-23.3938820813853,-3.35572392299702,-3.89646891837231
2.429,-23.4904039410435,-3.35772338947113,-3.8919774309071
2.43,-23.588025152818,-3.35972957541196,-3.88750822367877
2.431,-23.6867697648463,-3.36174242721051,-3.88306128962382
2.432,-23.7866626337002,-3.36376189126957,-3.87863662134524
2.433,-23.887729460632,-3.36578791400638,-3.87423421111497
2.434,-23.9899968298499,-3.36782044185521,-3.86985405087629
2.435,-24.0934922489588,-3.36985942126998,-3.86549613224626
2.436,-24.1982441917142,-3.3719047987268,-3.86116044651817
2.437,-24.3042821432457,-3.37395652072657,-3.85684698466391
2.438,-24.4116366479228,-3.37601453379755,-3.8525557373364
2.439,-24.5203393600467,-3.37807878449789,-3.84828669487198
2.44,-24.6304230975667,-3.38014921941815,-3.84403984729279
2.441,-24.7419218990385,-3.38222578518387,-3.83981518430919
2.442,-24.8548710840568,-3.38430842845806,-3.83561269532211
2.443,-24.9693073174157,-3.38639709594368,-3.83143236942541
2.444,-25.0852686772714,-3.38849173438615,-3.82727419540827
2.445,-25.2027947276041,-3.39059229057584,-3.82313816175751
2.446,-25.3219265953025,-3.39269871135047,-3.81902425665998
2.447,-25.4427070522243,-3.39481094359765,-3.81493246800485
2.448,-25.5651806026092,-3.39692893425723,-3.81086278338597
2.449,-25.6893935762666,-3.39905263032376,-3.80681519010417
2.45,-25.8153942279858,-3.4011819788489,-3.80278967516961
2.451,-25.9432328436642,-3.40331692694382,-3.79878622530403
2.452,-26.0729618536913,-3.40545742178155,-3.79480482694312
2.453,-26.2046359541757,-3.40760341059939,-3.79084546623871
2.454,-26.3383122366571,-3.4097548407012,-3.78690812906115
2.455,-26.4740503270061,-3.41191165945984,-3.78299280100151
2.456,-26.6119125342755,-3.41407381431937,-3.77909946737388
2.457,-26.7519640103485,-3.41624125279745,-3.77522811321759
2.458,-26.8942729212999,-3.41841392248762,-3.77137872329948
2.459,-27.0389106314816,-3.42059177106153,-3.76755128211614
2.46,-27.1859519014374,-3.42277474627127,-3.76374577389611
2.461,-27.3354751008621,-3.42496279595159,-3.75996218260211
2.462,-27.4875624379356,-3.42715586802213,-3.75620049193323
2.463,-27.6423002064998,-3.42935391048963,-3.75246068532717
2.464,-27.7997790526789,-3.43155687145018,-3.74874274596238
2.465,-27.9600942627161,-3.43376469909136,-3.74504665676026
2.466,-28.1233460739622,-3.43597734169444,-3.74137240038735
2.467,-28.2896400111487,-3.43819474763653,-3.73771995925743
2.468,-28.459087250284,-3.44041686539272,-3.73408931553374
2.469,-28.631805012742,-3.44264364353821,-3.73048045113107
2.47,-28.8079169923521,-3.4448750307504,-3.72689334771791
2.471,-28.9875538185772,-3.44711097581104,-3.72332798671857
2.472,-29.170853559136,-3.44935142760822,-3.71978434931528
2.473,-29.3579622657434,-3.45159633513851,-3.71626241645031
2.474,-29.5490345669448,-3.45384564750896,-3.71276216882803
2.475,-29.7442343123513,-3.45609931393916,-3.70928358691702
2.476,-29.9437352728989,-3.45835728376322,-3.70582665095211
2.477,-30.1477219020651,-3.46061950643177,-3.7023913409365
2.478,-30.3563901632426,-3.46288593151395,-3.69897763664371
2.479,-30.5699484286791,-3.46515650869939,-3.69558551761972
2.48,-30.7886184554814,-3.46743118780011,-3.69221496318493
2.481,-31.0126364441218,-3.46970991875246,-3.68886595243622
