Freq,S11_HFSS,S22_HFSS,S33_HFSS,S44_HFSS,S11_Milled,S22_Milled,S33_Milled,S44_Milled
1.599,-3.54434524,-3.563575921,-3.528165074,-3.526307316,-5.0314121,-5.1495843,-4.9486604,-5.1337991
1.6,-3.544274572,-3.563509443,-3.528085262,-3.526245479,-5.0265522,-5.1460867,-4.9771981,-5.1412783
1.601,-3.5442079,-3.563446918,-3.528009441,-3.526187612,-5.0455461,-5.1539702,-4.9619274,-5.1318264
1.602,-3.544145224,-3.563388349,-3.527937613,-3.526133717,-5.0372481,-5.1645474,-5.0105443,-5.1047478
1.603,-3.544086549,-3.563333738,-3.527869779,-3.526083796,-5.075191,-5.1840653,-4.9898543,-5.1580453
1.604,-3.544031875,-3.563283087,-3.527805943,-3.526037853,-5.0079322,-5.150209,-4.9698057,-5.1368375
1.605,-3.543981206,-3.563236399,-3.527746107,-3.525995889,-5.0412416,-5.1721125,-5.0136352,-5.1369653
1.606,-3.543934545,-3.563193676,-3.527690273,-3.525957907,-5.0861669,-5.2094312,-5.0272522,-5.1342363
1.607,-3.543891894,-3.56315492,-3.527638445,-3.52592391,-5.0845952,-5.1956234,-4.9923463,-5.1811242
1.608,-3.543853256,-3.563120134,-3.527590624,-3.525893899,-5.0759611,-5.2062893,-5.0260353,-5.1731262
1.609,-3.543818634,-3.563089319,-3.527546814,-3.525867878,-5.0113454,-5.1669679,-4.9737506,-5.1933846
1.61,-3.543788029,-3.563062479,-3.527507016,-3.52584585,-5.0739436,-5.1805615,-4.984777,-5.1726217
1.611,-3.543761445,-3.563039615,-3.527471234,-3.525827815,-5.1040044,-5.2248187,-5.0415192,-5.1822901
1.612,-3.543738885,-3.56302073,-3.52743947,-3.525813778,-5.0727496,-5.197288,-5.0382247,-5.1919026
1.613,-3.543720351,-3.563005827,-3.527411727,-3.52580374,-5.0875421,-5.18506,-5.0089021,-5.1804895
1.614,-3.543705846,-3.562994907,-3.527388007,-3.525797705,-5.1049919,-5.2158785,-5.0503268,-5.2049727
1.615,-3.543695372,-3.562987973,-3.527368313,-3.525795674,-5.0820265,-5.1879449,-5.0510526,-5.1744022
1.616,-3.543688933,-3.562985027,-3.527352648,-3.525797651,-5.0878439,-5.22368,-5.0393567,-5.186605
1.617,-3.543686531,-3.562986073,-3.527341014,-3.525803638,-5.1058455,-5.2213435,-5.0274806,-5.1856155
1.618,-3.543688169,-3.562991111,-3.527333413,-3.525813637,-5.1156449,-5.2122116,-5.0497103,-5.2000909
1.619,-3.543693849,-3.563000146,-3.52732985,-3.525827652,-5.1148453,-5.2416649,-5.0518603,-5.1711421
1.62,-3.543703575,-3.563013178,-3.527330326,-3.525845684,-5.1034245,-5.2214446,-5.0528274,-5.1865664
1.621,-3.543717349,-3.563030211,-3.527334844,-3.525867737,-5.096137,-5.2370548,-5.0612359,-5.2409086
1.622,-3.543735174,-3.563051247,-3.527343406,-3.525893814,-5.1028123,-5.2142105,-5.0468798,-5.2186384
1.623,-3.543757053,-3.563076289,-3.527356017,-3.525923916,-5.0887589,-5.2117839,-5.0564575,-5.2106304
1.624,-3.543782989,-3.563105338,-3.527372677,-3.525958046,-5.0986052,-5.2141399,-5.0626988,-5.2254677
1.625,-3.543812985,-3.563138398,-3.527393391,-3.525996208,-5.1191235,-5.2546406,-5.095531,-5.2178116
1.626,-3.543847043,-3.563175471,-3.52741816,-3.526038404,-5.1466236,-5.2496185,-5.1041331,-5.2238784
1.627,-3.543885166,-3.56321656,-3.527446988,-3.526084636,-5.1542578,-5.2658911,-5.0841732,-5.2246056
1.628,-3.543927357,-3.563261666,-3.527479877,-3.526134908,-5.1401086,-5.2416816,-5.0912132,-5.2376542
1.629,-3.54397362,-3.563310793,-3.527516831,-3.526189222,-5.1239944,-5.30825,-5.1070757,-5.2542672
1.63,-3.544023956,-3.563363943,-3.527557852,-3.526247581,-5.1058064,-5.2389927,-5.0757933,-5.2347627
1.631,-3.54407837,-3.563421119,-3.527602942,-3.526309988,-5.1261158,-5.2223167,-5.0905156,-5.2359815
1.632,-3.544136864,-3.563482323,-3.527652105,-3.526376446,-5.1362047,-5.2492208,-5.0875421,-5.23844
1.633,-3.54419944,-3.563547558,-3.527705344,-3.526446957,-5.1184793,-5.2562852,-5.0892253,-5.2411017
1.634,-3.544266102,-3.563616826,-3.527762661,-3.526521523,-5.1616592,-5.2690082,-5.1147871,-5.2656822
1.635,-3.544336854,-3.56369013,-3.52782406,-3.526600149,-5.1391063,-5.2630229,-5.1308308,-5.2488418
1.636,-3.544411697,-3.563767472,-3.527889543,-3.526682837,-5.1387568,-5.2782192,-5.1127486,-5.2449994
1.637,-3.544490635,-3.563848856,-3.527959113,-3.52676959,-5.122191,-5.2284536,-5.1019769,-5.2687049
1.638,-3.544573671,-3.563934284,-3.528032773,-3.52686041,-5.1581717,-5.2679639,-5.1335697,-5.2536135
1.639,-3.544660808,-3.564023758,-3.528110527,-3.526955301,-5.1403995,-5.2910504,-5.1242318,-5.2345657
1.64,-3.544752049,-3.564117282,-3.528192376,-3.527054265,-5.2201676,-5.307312,-5.1473312,-5.2943611
1.641,-3.544847397,-3.564214857,-3.528278325,-3.527157306,-5.1770878,-5.3067122,-5.1372709,-5.2785139
1.642,-3.544946856,-3.564316487,-3.528368375,-3.527264426,-5.1960926,-5.3027835,-5.1472201,-5.2558417
1.643,-3.545050428,-3.564422175,-3.528462531,-3.527375628,-5.1489272,-5.2798715,-5.1626296,-5.2772317
1.644,-3.545158116,-3.564531922,-3.528560794,-3.527490916,-5.1630807,-5.3038816,-5.1461453,-5.2896876
1.645,-3.545269924,-3.564645732,-3.528663169,-3.527610291,-5.2090616,-5.3267875,-5.1806474,-5.272017
1.646,-3.545385855,-3.564763607,-3.528769658,-3.527733758,-5.2358437,-5.3263326,-5.1910558,-5.3104725
1.647,-3.545505912,-3.564885551,-3.528880264,-3.52786132,-5.2170439,-5.3200092,-5.1555152,-5.2745309
1.648,-3.545630098,-3.565011565,-3.52899499,-3.527992978,-5.206111,-5.3240981,-5.1646295,-5.3032598
1.649,-3.545758417,-3.565141654,-3.52911384,-3.528128737,-5.1966882,-5.3222046,-5.1990089,-5.3078485
1.65,-3.545890871,-3.565275819,-3.529236816,-3.528268599,-5.2093287,-5.3377442,-5.1901627,-5.2853961
1.651,-3.546027464,-3.565414063,-3.529363922,-3.528412568,-5.2255006,-5.3137865,-5.1732488,-5.3042545
1.652,-3.546168199,-3.56555639,-3.52949516,-3.528560646,-5.211235,-5.336339,-5.2064881,-5.315558
1.653,-3.54631308,-3.565702801,-3.529630535,-3.528712837,-5.2712898,-5.3697171,-5.2041802,-5.2987676
1.654,-3.546462109,-3.565853301,-3.529770048,-3.528869144,-5.2207198,-5.3411875,-5.2098255,-5.337235
1.655,-3.546615291,-3.566007891,-3.529913704,-3.52902957,-5.2451434,-5.3503151,-5.2128768,-5.3118057
1.656,-3.546772627,-3.566166575,-3.530061506,-3.529194118,-5.2169275,-5.3387256,-5.1802597,-5.3302817
1.657,-3.546934123,-3.566329355,-3.530213456,-3.529362791,-5.2485294,-5.3578382,-5.2208977,-5.344214
1.658,-3.547099781,-3.566496235,-3.530369558,-3.529535593,-5.2689099,-5.3845453,-5.2326288,-5.3478003
1.659,-3.547269604,-3.566667218,-3.530529815,-3.529712526,-5.2228136,-5.3643966,-5.2161698,-5.359901
1.66,-3.547443596,-3.566842305,-3.530694231,-3.529893594,-5.2663088,-5.3506899,-5.2363367,-5.3670359
1.661,-3.54762176,-3.567021501,-3.530862809,-3.530078801,-5.2888012,-5.4015708,-5.2493343,-5.3406944
1.662,-3.5478041,-3.567204809,-3.531035551,-3.530268149,-5.2427125,-5.3841858,-5.2294626,-5.3697877
1.663,-3.547990619,-3.56739223,-3.531212462,-3.530461642,-5.2879534,-5.3910379,-5.2553349,-5.392899
1.664,-3.548181321,-3.567583769,-3.531393545,-3.530659283,-5.2868352,-5.3671179,-5.2580328,-5.3996787
1.665,-3.548376209,-3.567779428,-3.531578803,-3.530861075,-5.2725153,-5.3868179,-5.2654724,-5.3634148
1.666,-3.548575287,-3.567979211,-3.53176824,-3.531067022,-5.2957506,-5.391211,-5.2680373,-5.3908482
1.667,-3.548778558,-3.568183119,-3.531961858,-3.531277127,-5.2998261,-5.405035,-5.2408972,-5.3693051
1.668,-3.548986025,-3.568391158,-3.532159661,-3.531491393,-5.2987447,-5.4396329,-5.3032937,-5.4050627
1.669,-3.549197694,-3.568603328,-3.532361654,-3.531709824,-5.3066897,-5.4271092,-5.2899652,-5.3667278
1.67,-3.549413566,-3.568819635,-3.532567838,-3.531932424,-5.3225689,-5.3915682,-5.2825618,-5.4066725
1.671,-3.549633645,-3.56904008,-3.532778218,-3.532159195,-5.3085237,-5.4388599,-5.2727833,-5.3761463
1.672,-3.549857936,-3.569264667,-3.532992797,-3.532390141,-5.3182774,-5.4052067,-5.2885838,-5.4254479
1.673,-3.550086442,-3.569493399,-3.533211579,-3.532625265,-5.3479929,-5.4595304,-5.3212061,-5.4074831
1.674,-3.550319166,-3.56972628,-3.533434566,-3.532864572,-5.3192854,-5.4396768,-5.3437638,-5.3937731
1.675,-3.550556112,-3.569963311,-3.533661764,-3.533108064,-5.3192558,-5.4412394,-5.3012605,-5.403091
1.676,-3.550797285,-3.570204498,-3.533893174,-3.533355745,-5.3638015,-5.4645619,-5.3237562,-5.4169173
1.677,-3.551042687,-3.570449842,-3.534128801,-3.533607619,-5.3568645,-5.4748535,-5.3173089,-5.4531827
1.678,-3.551292322,-3.570699347,-3.534368649,-3.533863689,-5.335465,-5.4528985,-5.3239102,-5.4575138
1.679,-3.551546195,-3.570953017,-3.534612721,-3.534123958,-5.3723865,-5.4866428,-5.344182,-5.4662328
1.68,-3.551804308,-3.571210854,-3.53486102,-3.534388431,-5.3697824,-5.4813571,-5.3330421,-5.4506755
1.681,-3.552066667,-3.571472862,-3.53511355,-3.534657111,-5.3312998,-5.4649663,-5.3240156,-5.4839778
1.682,-3.552333274,-3.571739044,-3.535370315,-3.534930001,-5.3551812,-5.4694638,-5.3463492,-5.4682178
1.683,-3.552604133,-3.572009404,-3.535631319,-3.535207105,-5.36303,-5.4793401,-5.3769431,-5.4693174
1.684,-3.552879249,-3.572283944,-3.535896565,-3.535488428,-5.3747582,-5.4921074,-5.3399692,-5.4700122
1.685,-3.553158626,-3.572562669,-3.536166057,-3.535773971,-5.3836508,-5.4885406,-5.3885007,-5.5056052
1.686,-3.553442266,-3.572845582,-3.536439799,-3.53606374,-5.4024229,-5.5047503,-5.3829718,-5.4858251
1.687,-3.553730175,-3.573132685,-3.536717794,-3.536357739,-5.4148002,-5.5217619,-5.3947773,-5.4657254
1.688,-3.554022356,-3.573423983,-3.537000047,-3.536655969,-5.4189401,-5.528307,-5.3908138,-5.4656758
1.689,-3.554318813,-3.573719479,-3.537286561,-3.536958437,-5.4231615,-5.5200357,-5.3931975,-5.5064058
1.69,-3.55461955,-3.574019176,-3.537577339,-3.537265144,-5.4342833,-5.53474,-5.3943009,-5.5150466
1.691,-3.554924571,-3.574323078,-3.537872387,-3.537576096,-5.3972278,-5.5063167,-5.3933988,-5.5308199
1.692,-3.555233881,-3.574631188,-3.538171706,-3.537891296,-5.4000111,-5.5257416,-5.4007096,-5.515101
1.693,-3.555547483,-3.57494351,-3.538475303,-3.538210747,-5.4367089,-5.5347428,-5.4472113,-5.5069981
1.694,-3.555865381,-3.575260047,-3.53878318,-3.538534454,-5.4479532,-5.5526605,-5.4498181,-5.5184603
1.695,-3.55618758,-3.575580804,-3.539095341,-3.538862421,-5.4746113,-5.5573859,-5.4515886,-5.5206008
1.696,-3.556514084,-3.575905783,-3.53941179,-3.539194652,-5.4420733,-5.5231853,-5.430933,-5.5270448
1.697,-3.556844897,-3.576234987,-3.539732532,-3.539531149,-5.4835992,-5.5680108,-5.4613771,-5.5074825
1.698,-3.557180022,-3.576568422,-3.54005757,-3.539871918,-5.4549417,-5.5563393,-5.4421744,-5.5594168
1.699,-3.557519466,-3.57690609,-3.540386908,-3.540216963,-5.4345441,-5.5390806,-5.4151587,-5.5265589
1.7,-3.557863231,-3.577247995,-3.54072055,-3.540566287,-5.4777021,-5.5735898,-5.4728808,-5.5581098
1.701,-3.558211321,-3.577594141,-3.541058501,-3.540919894,-5.4877329,-5.5964327,-5.4631619,-5.5246177
1.702,-3.558563742,-3.577944531,-3.541400764,-3.541277789,-5.4838581,-5.6030807,-5.4772911,-5.607656
1.703,-3.558920498,-3.578299169,-3.541747343,-3.541639976,-5.4950523,-5.5967994,-5.4903178,-5.5783262
1.704,-3.559281592,-3.57865806,-3.542098243,-3.542006458,-5.4976373,-5.5869694,-5.4818406,-5.5700436
1.705,-3.55964703,-3.579021205,-3.542453468,-3.542377239,-5.5192418,-5.6028781,-5.4854984,-5.5776744
1.706,-3.560016816,-3.579388611,-3.542813022,-3.542752325,-5.5021563,-5.5953894,-5.4859347,-5.5485463
1.707,-3.560390953,-3.579760279,-3.543176909,-3.543131719,-5.5295863,-5.6551695,-5.4978061,-5.5837917
1.708,-3.560769447,-3.580136215,-3.543545133,-3.543515425,-5.5009184,-5.5947304,-5.4810333,-5.610425
1.709,-3.561152303,-3.580516421,-3.543917699,-3.543903447,-5.5050998,-5.5990496,-5.5270119,-5.6275177
1.71,-3.561539524,-3.580900903,-3.54429461,-3.54429579,-5.5512824,-5.6312633,-5.5037446,-5.6106067
1.711,-3.561931114,-3.581289663,-3.544675871,-3.544692459,-5.536149,-5.6468153,-5.516633,-5.6075754
1.712,-3.56232708,-3.581682705,-3.545061487,-3.545093456,-5.5258012,-5.643353,-5.5076523,-5.620122
1.713,-3.562727425,-3.582080035,-3.545451462,-3.545498787,-5.547914,-5.6413445,-5.5178714,-5.6434197
1.714,-3.563132154,-3.582481654,-3.545845799,-3.545908455,-5.5573516,-5.645926,-5.536375,-5.6205893
1.715,-3.563541271,-3.582887569,-3.546244504,-3.546322466,-5.5491266,-5.6716204,-5.5704079,-5.6425261
1.716,-3.563954782,-3.583297782,-3.54664758,-3.546740823,-5.5672598,-5.7027116,-5.583375,-5.6381259
1.717,-3.56437269,-3.583712297,-3.547055033,-3.547163532,-5.5289855,-5.6446381,-5.5766258,-5.6334486
1.718,-3.564795001,-3.584131119,-3.547466867,-3.547590595,-5.5734067,-5.6908898,-5.5728149,-5.6431251
1.719,-3.56522172,-3.584554252,-3.547883085,-3.548022019,-5.555223,-5.6455393,-5.5422211,-5.666882
1.72,-3.56565285,-3.5849817,-3.548303693,-3.548457807,-5.5608168,-5.7251143,-5.581183,-5.6520677
1.721,-3.566088398,-3.585413467,-3.548728695,-3.548897963,-5.5676823,-5.6712179,-5.5496678,-5.6461272
1.722,-3.566528367,-3.585849556,-3.549158096,-3.549342493,-5.599936,-5.7104421,-5.5901232,-5.6643071
1.723,-3.566972763,-3.586289974,-3.549591899,-3.549791401,-5.6163559,-5.7002015,-5.5987921,-5.6517801
1.724,-3.567421591,-3.586734722,-3.550030111,-3.550244691,-5.6102738,-5.6915221,-5.620491,-5.6762214
1.725,-3.567874855,-3.587183807,-3.550472735,-3.550702368,-5.5916052,-5.7122378,-5.6108027,-5.7046633
1.726,-3.568332561,-3.587637232,-3.550919776,-3.551164437,-5.5963817,-5.7213244,-5.6162705,-5.6643476
1.727,-3.568794714,-3.588095,-3.551371238,-3.551630902,-5.6345854,-5.71662,-5.6038156,-5.7050018
1.728,-3.569261317,-3.588557118,-3.551827127,-3.552101768,-5.6526198,-5.7437196,-5.6617212,-5.6817918
1.729,-3.569732378,-3.589023588,-3.552287447,-3.55257704,-5.6308327,-5.7292008,-5.6273746,-5.7024126
1.73,-3.5702079,-3.589494416,-3.552752202,-3.553056722,-5.632853,-5.7307096,-5.6264286,-5.7212586
1.731,-3.570687888,-3.589969606,-3.553221398,-3.553540819,-5.6319547,-5.7169561,-5.6478138,-5.6895471
1.732,-3.571172349,-3.590449162,-3.55369504,-3.554029335,-5.6450562,-5.7657008,-5.6635189,-5.7337508
1.733,-3.571661286,-3.590933088,-3.554173131,-3.554522277,-5.6387839,-5.7651391,-5.6861148,-5.7194386
1.734,-3.572154706,-3.591421389,-3.554655678,-3.555019648,-5.6666183,-5.7884388,-5.6952643,-5.7346797
1.735,-3.572652613,-3.59191407,-3.555142684,-3.555521453,-5.6575089,-5.765264,-5.6796679,-5.7332239
1.736,-3.573155013,-3.592411135,-3.555634155,-3.556027698,-5.6430864,-5.7644958,-5.6656203,-5.7240601
1.737,-3.573661911,-3.592912588,-3.556130096,-3.556538386,-5.6764936,-5.7762852,-5.7077613,-5.7435889
1.738,-3.574173313,-3.593418435,-3.556630511,-3.557053524,-5.7000012,-5.7847843,-5.698915,-5.7423568
1.739,-3.574689223,-3.59392868,-3.557135405,-3.557573116,-5.6792407,-5.7819915,-5.6762786,-5.7560773
1.74,-3.575209647,-3.594443326,-3.557644785,-3.558097166,-5.7026744,-5.7831602,-5.7168012,-5.7457433
1.741,-3.575734591,-3.59496238,-3.558158653,-3.558625681,-5.7230163,-5.8089886,-5.7249851,-5.7337065
1.742,-3.57626406,-3.595485846,-3.558677017,-3.559158665,-5.7158036,-5.7920384,-5.7283916,-5.7959967
1.743,-3.576798059,-3.596013728,-3.55919988,-3.559696123,-5.7098136,-5.817709,-5.7333159,-5.7754478
1.744,-3.577336594,-3.596546032,-3.559727247,-3.56023806,-5.7352123,-5.8153582,-5.7450986,-5.7807531
1.745,-3.577879671,-3.597082761,-3.560259125,-3.560784481,-5.7092733,-5.8267331,-5.7366304,-5.8200984
1.746,-3.578427295,-3.597623922,-3.560795518,-3.561335392,-5.7216034,-5.8167663,-5.7699351,-5.8174891
1.747,-3.578979472,-3.598169517,-3.561336431,-3.561890797,-5.699193,-5.8257623,-5.7484741,-5.7985158
1.748,-3.579536207,-3.598719554,-3.561881869,-3.562450702,-5.7429881,-5.8589945,-5.7715268,-5.8198037
1.749,-3.580097507,-3.599274036,-3.562431838,-3.563015113,-5.7482033,-5.8507977,-5.7959514,-5.7930675
1.75,-3.580663376,-3.599832968,-3.562986343,-3.563584033,-5.7343855,-5.8319335,-5.7726021,-5.8122764
1.751,-3.581233821,-3.600396355,-3.563545389,-3.56415747,-5.7421265,-5.8606038,-5.7932172,-5.8621178
1.752,-3.581808847,-3.600964203,-3.564108982,-3.564735427,-5.7480693,-5.8789248,-5.7965159,-5.8480287
1.753,-3.582388461,-3.601536516,-3.564677127,-3.565317911,-5.771419,-5.8599629,-5.7809319,-5.8182397
1.754,-3.582972668,-3.602113299,-3.565249829,-3.565904926,-5.7843881,-5.8939452,-5.8219123,-5.8637948
1.755,-3.583561474,-3.602694557,-3.565827094,-3.566496478,-5.7725277,-5.8838387,-5.7768488,-5.8482695
1.756,-3.584154885,-3.603280296,-3.566408927,-3.567092573,-5.7604265,-5.8766828,-5.8304,-5.8827453
1.757,-3.584752906,-3.603870521,-3.566995334,-3.567693216,-5.7850337,-5.8791599,-5.8242717,-5.8703108
1.758,-3.585355545,-3.604465237,-3.56758632,-3.568298412,-5.808948,-5.8798919,-5.8257742,-5.8706703
1.759,-3.585962807,-3.605064448,-3.568181891,-3.568908168,-5.8052859,-5.9247947,-5.8417583,-5.893569
1.76,-3.586574698,-3.605668161,-3.568782052,-3.569522488,-5.811192,-5.9217925,-5.8584075,-5.8756881
1.761,-3.587191224,-3.60627638,-3.569386808,-3.570141378,-5.8184371,-5.9007025,-5.8467474,-5.8863778
1.762,-3.587812392,-3.606889111,-3.569996167,-3.570764844,-5.8408165,-5.9358797,-5.8551407,-5.879159
1.763,-3.588438207,-3.607506359,-3.570610132,-3.571392891,-5.8834639,-5.9556231,-5.8856659,-5.9206138
1.764,-3.589068676,-3.608128129,-3.57122871,-3.572025526,-5.8391566,-5.9638643,-5.8831916,-5.9238882
1.765,-3.589703805,-3.608754428,-3.571851907,-3.572662753,-5.8685665,-5.950006,-5.8898597,-5.8770013
1.766,-3.590343601,-3.609385259,-3.572479728,-3.573304579,-5.8801713,-5.9661455,-5.9388518,-5.9215832
1.767,-3.590988069,-3.61002063,-3.573112178,-3.573951009,-5.8625693,-5.947454,-5.9096928,-5.935607
1.768,-3.591637217,-3.610660544,-3.573749265,-3.574602049,-5.8544726,-5.9563065,-5.893343,-5.9315095
1.769,-3.59229105,-3.611305009,-3.574390994,-3.575257705,-5.8539658,-6.0000405,-5.9358282,-5.9187431
1.77,-3.592949575,-3.611954029,-3.57503737,-3.575917983,-5.8865051,-5.9881539,-5.8903685,-5.9360466
1.771,-3.593612799,-3.612607609,-3.575688399,-3.576582889,-5.919734,-6.0177641,-5.9436054,-5.9629478
1.772,-3.594280728,-3.613265757,-3.576344088,-3.577252428,-5.8980732,-5.9986281,-5.9315257,-5.925827
1.773,-3.594953369,-3.613928476,-3.577004442,-3.577926607,-5.8669381,-5.987092,-5.933672,-5.9371161
1.774,-3.595630729,-3.614595774,-3.577669467,-3.578605432,-5.9296503,-6.0083647,-5.9768467,-5.9851875
1.775,-3.596312813,-3.615267655,-3.57833917,-3.579288908,-5.8802166,-5.9856744,-5.9287329,-5.9832473
1.776,-3.596999629,-3.615944126,-3.579013556,-3.579977042,-5.9288235,-6.0239978,-5.9551239,-5.9720569
1.777,-3.597691184,-3.616625192,-3.579692632,-3.580669839,-5.9220152,-6.0128655,-5.9874167,-6.0094867
1.778,-3.598387484,-3.617310859,-3.580376403,-3.581367306,-5.959888,-6.0190825,-5.9669847,-5.9791393
1.779,-3.599088536,-3.618001133,-3.581064876,-3.58206945,-5.969389,-6.0604844,-6.0096879,-6.0122013
1.78,-3.599794347,-3.618696021,-3.581758057,-3.582776275,-5.9900241,-6.0725756,-6.0048137,-5.9952016
1.781,-3.600504924,-3.619395527,-3.582455952,-3.583487789,-5.9638462,-6.0638824,-6.0311408,-6.0091224
1.782,-3.601220275,-3.620099658,-3.583158567,-3.584203998,-5.9710813,-6.0699077,-6.0302358,-6.0265145
1.783,-3.601940405,-3.62080842,-3.583865909,-3.584924908,-5.9750996,-6.087039,-6.0288243,-6.0033946
1.784,-3.602665322,-3.621521819,-3.584577985,-3.585650525,-5.9508901,-6.1037974,-6.003408,-6.0620337
1.785,-3.603395033,-3.622239861,-3.585294799,-3.586380855,-5.9722795,-6.077683,-6.0262079,-6.0665383
1.786,-3.604129546,-3.622962553,-3.58601636,-3.587115906,-6.0202479,-6.067687,-6.0415187,-6.0795884
1.787,-3.604868867,-3.623689899,-3.586742672,-3.587855683,-6.0162616,-6.0996623,-6.0487733,-6.0729346
1.788,-3.605613004,-3.624421908,-3.587473744,-3.588600192,-6.0205126,-6.134325,-6.0733647,-6.0646996
1.789,-3.606361963,-3.625158585,-3.58820958,-3.589349442,-6.0158768,-6.1102691,-6.0350075,-6.0598426
1.79,-3.607115753,-3.625899936,-3.588950188,-3.590103437,-6.0125437,-6.1024919,-6.0855265,-6.0658402
1.791,-3.607874381,-3.626645967,-3.589695575,-3.590862184,-6.02002,-6.0842977,-6.0674796,-6.0980864
1.792,-3.608637854,-3.627396686,-3.590445746,-3.591625691,-6.0289793,-6.1145205,-6.0860348,-6.0962663
1.793,-3.609406179,-3.628152098,-3.591200708,-3.592393963,-6.0575948,-6.1306353,-6.1183534,-6.0871544
1.794,-3.610179364,-3.62891221,-3.591960469,-3.593167008,-6.0330787,-6.1395888,-6.1218829,-6.0834737
1.795,-3.610957417,-3.629677028,-3.592725035,-3.593944832,-6.0575829,-6.1462269,-6.1330056,-6.1336145
1.796,-3.611740345,-3.630446559,-3.593494412,-3.594727441,-6.0763884,-6.1677332,-6.1176329,-6.1488385
1.797,-3.612528155,-3.63122081,-3.594268607,-3.595514843,-6.0789428,-6.1655731,-6.1196523,-6.1139379
1.798,-3.613320857,-3.631999787,-3.595047628,-3.596307044,-6.0955601,-6.1930623,-6.1569643,-6.1197553
1.799,-3.614118456,-3.632783497,-3.59583148,-3.597104052,-6.1027102,-6.1854143,-6.1370258,-6.1352553
1.8,-3.614920962,-3.633571947,-3.596620172,-3.597905872,-6.116621,-6.1853132,-6.1327233,-6.1641221
1.801,-3.615728381,-3.634365143,-3.597413709,-3.598712513,-6.1090827,-6.1849499,-6.1607866,-6.1867533
1.802,-3.616540722,-3.635163092,-3.598212099,-3.59952398,-6.1006532,-6.1715469,-6.1725035,-6.1496296
1.803,-3.617357993,-3.635965802,-3.599015349,-3.600340282,-6.1303329,-6.2419109,-6.205111,-6.1847582
1.804,-3.618180202,-3.636773278,-3.599823465,-3.601161424,-6.10853,-6.2024946,-6.1843357,-6.1777711
1.805,-3.619007356,-3.637585528,-3.600636455,-3.601987414,-6.1170444,-6.216815,-6.2316837,-6.1870236
1.806,-3.619839464,-3.638402559,-3.601454326,-3.602818259,-6.1592321,-6.2390895,-6.2332411,-6.1848655
1.807,-3.620676534,-3.639224377,-3.602277085,-3.603653967,-6.1491442,-6.22087,-6.2118297,-6.1924691
1.808,-3.621518574,-3.640050991,-3.60310474,-3.604494544,-6.1696591,-6.242507,-6.2338986,-6.2121229
1.809,-3.622365593,-3.640882407,-3.603937296,-3.605339997,-6.1698465,-6.2781024,-6.2469902,-6.2164884
1.81,-3.623217598,-3.641718632,-3.604774763,-3.606190335,-6.1992893,-6.2872481,-6.2730746,-6.1718559
1.811,-3.624074598,-3.642559673,-3.605617146,-3.607045563,-6.1786237,-6.250917,-6.2529874,-6.2394447
1.812,-3.624936602,-3.643405538,-3.606464454,-3.60790569,-6.1660414,-6.2560234,-6.2408381,-6.2178297
1.813,-3.625803617,-3.644256235,-3.607316693,-3.608770723,-6.1846924,-6.2918978,-6.2789531,-6.2436194
1.814,-3.626675653,-3.645111769,-3.608173872,-3.609640669,-6.2173696,-6.2779527,-6.2683468,-6.2715535
1.815,-3.627552717,-3.645972149,-3.609035997,-3.610515536,-6.1808558,-6.2636685,-6.2568054,-6.2844515
1.816,-3.628434819,-3.646837383,-3.609903076,-3.61139533,-6.2023058,-6.2965641,-6.299015,-6.3006687
1.817,-3.629321967,-3.647707477,-3.610775116,-3.612280061,-6.2415619,-6.3260756,-6.3156114,-6.2635522
1.818,-3.63021417,-3.648582439,-3.611652125,-3.613169734,-6.2308507,-6.3216105,-6.3111806,-6.2611766
1.819,-3.631111437,-3.649462278,-3.612534112,-3.614064358,-6.2747579,-6.3527241,-6.3302674,-6.3134723
1.82,-3.632013776,-3.650346999,-3.613421082,-3.614963941,-6.2642226,-6.3440752,-6.3534193,-6.2850165
1.821,-3.632921196,-3.651236612,-3.614313045,-3.61586849,-6.2585649,-6.3680072,-6.3369217,-6.3228364
1.822,-3.633833707,-3.652131124,-3.615210007,-3.616778013,-6.268445,-6.31422,-6.3551211,-6.3060503
1.823,-3.634751316,-3.653030543,-3.616111977,-3.617692517,-6.2957726,-6.3588409,-6.3881502,-6.3271775
1.824,-3.635674034,-3.653934876,-3.617018962,-3.61861201,-6.2891531,-6.3718834,-6.3685112,-6.3511801
1.825,-3.63660187,-3.654844131,-3.61793097,-3.619536501,-6.2997365,-6.3578677,-6.3872643,-6.3149734
1.826,-3.637534831,-3.655758317,-3.618848009,-3.620465997,-6.306262,-6.3967299,-6.3813262,-6.3480492
1.827,-3.638472929,-3.656677442,-3.619770087,-3.621400505,-6.308332,-6.411437,-6.3899069,-6.3496571
1.828,-3.639416172,-3.657601512,-3.620697212,-3.622340035,-6.345458,-6.4283276,-6.401361,-6.3481903
1.829,-3.640364568,-3.658530538,-3.621629392,-3.623284593,-6.3383598,-6.4373479,-6.4296789,-6.3806753
1.83,-3.641318129,-3.659464526,-3.622566634,-3.624234189,-6.3824835,-6.4562988,-6.4572668,-6.360755
1.831,-3.642276863,-3.660403485,-3.623508948,-3.625188829,-6.3396211,-6.4214835,-6.4497623,-6.3844519
