Freq,Milled,HFSS,Measured
1.597,-5.37642,-33.28888711,-3.6365945
1.598,-5.3662486,-33.31755061,-3.6166041
1.599,-5.3219037,-33.32254783,-3.6281812
1.6,-5.3251028,-33.30348298,-3.5879455
1.601,-5.2924542,-33.26035847,-3.5773418
1.602,-5.2797675,-33.19357478,-3.5280583
1.603,-5.241271,-33.10390871,-3.5059376
1.604,-5.1972084,-32.99247256,-3.5214012
1.605,-5.2031379,-32.86065846,-3.4640243
1.606,-5.1439719,-32.71007352,-3.4673259
1.607,-5.1355543,-32.54247156,-3.4432979
1.608,-5.1121979,-32.35968684,-3.4263475
1.609,-5.0805688,-32.16357383,-3.4074247
1.61,-5.0418139,-31.95595599,-3.3928044
1.611,-5.0248504,-31.73858488,-3.3537652
1.612,-4.9821625,-31.51310982,-3.3235257
1.613,-5.0015273,-31.28105744,-3.3460455
1.614,-4.9616714,-31.04381992,-3.3087189
1.615,-4.9588308,-30.80265033,-3.2999389
1.616,-4.9175873,-30.55866348,-3.2944367
1.617,-4.9088187,-30.31284088,-3.2731311
1.618,-4.8556995,-30.06603847,-3.250448
1.619,-4.8285804,-29.81899608,-3.221159
1.62,-4.7877035,-29.57234776,-3.212261
1.621,-4.8001704,-29.32663233,-3.2140679
1.622,-4.7746906,-29.08230381,-3.1892285
1.623,-4.7614255,-28.83974133,-3.1645939
1.624,-4.7261181,-28.59925833,-3.1624563
1.625,-4.6910939,-28.36111106,-3.1284699
1.626,-4.6768584,-28.1255062,-3.1414671
1.627,-4.651001,-27.89260769,-3.0948837
1.628,-4.6495781,-27.66254277,-3.0932405
1.629,-4.6175842,-27.43540737,-3.0773785
1.63,-4.5783119,-27.21127071,-3.0603983
1.631,-4.5671782,-26.9901794,-3.0275679
1.632,-4.57131,-26.77216094,-3.0361118
1.633,-4.5241899,-26.55722679,-3.0178673
1.634,-4.5362663,-26.34537496,-3.0135612
1.635,-4.4871459,-26.1365923,-2.9711509
1.636,-4.4703588,-25.9308564,-2.9886034
1.637,-4.4218154,-25.72813729,-2.9540327
1.638,-4.4168468,-25.52839879,-2.9325695
1.639,-4.4146199,-25.33159977,-2.9505913
1.64,-4.3498697,-25.13769516,-2.9128571
1.641,-4.3548026,-24.94663677,-2.898241
1.642,-4.3523407,-24.75837413,-2.9108601
1.643,-4.3187623,-24.572855,-2.8725593
1.644,-4.3145361,-24.39002598,-2.8740277
1.645,-4.2839966,-24.20983292,-2.8399205
1.646,-4.3098226,-24.03222126,-2.8897297
1.647,-4.2447553,-23.85713639,-2.8116188
1.648,-4.2365255,-23.6845239,-2.8315787
1.649,-4.2133589,-23.51432976,-2.8117287
1.65,-4.1701555,-23.34650049,-2.7772396
1.651,-4.17664,-23.18098337,-2.790457
1.652,-4.1719027,-23.01772647,-2.7784443
1.653,-4.1618519,-22.85667879,-2.7630103
1.654,-4.143991,-22.69779033,-2.7626412
1.655,-4.1146822,-22.54101212,-2.752238
1.656,-4.0850778,-22.38629627,-2.7145743
1.657,-4.0611234,-22.233596,-2.7021585
1.658,-4.0481725,-22.08286568,-2.7147157
1.659,-4.0294704,-21.93406078,-2.7130139
1.66,-4.0224967,-21.78713795,-2.684273
1.661,-4.0006289,-21.64205495,-2.6764562
1.662,-3.9881675,-21.49877066,-2.6683707
1.663,-3.9889634,-21.3572451,-2.6605282
1.664,-3.9662182,-21.21743936,-2.6627557
1.665,-3.9461973,-21.07931564,-2.6506963
1.666,-3.9188352,-20.94283717,-2.6357639
1.667,-3.9256954,-20.80796824,-2.6293809
1.668,-3.8909376,-20.67467413,-2.6277721
1.669,-3.8724742,-20.54292114,-2.6051219
1.67,-3.8419454,-20.4126765,-2.584286
1.671,-3.8122253,-20.28390839,-2.5749729
1.672,-3.8125198,-20.15658593,-2.5676072
1.673,-3.8039007,-20.03067908,-2.5577774
1.674,-3.7554531,-19.9061587,-2.5470977
1.675,-3.7882354,-19.78299646,-2.5490608
1.676,-3.7554305,-19.66116486,-2.5319407
1.677,-3.7223768,-19.54063718,-2.5364847
1.678,-3.7071266,-19.42138746,-2.5424557
1.679,-3.7149315,-19.30339048,-2.5693247
1.68,-3.6783588,-19.18662173,-2.5193927
1.681,-3.6820602,-19.0710574,-2.4801428
1.682,-3.6746888,-18.95667436,-2.4865921
1.683,-3.6711402,-18.8434501,-2.4957511
1.684,-3.6168613,-18.73136277,-2.4741676
1.685,-3.6405306,-18.6203911,-2.4475718
1.686,-3.5924456,-18.51051444,-2.4636805
1.687,-3.5790603,-18.40171268,-2.419903
1.688,-3.5844958,-18.29396628,-2.4428718
1.689,-3.5725257,-18.18725622,-2.4173081
1.69,-3.56285,-18.08156401,-2.4464519
1.691,-3.5386953,-17.97687164,-2.438693
1.692,-3.5600402,-17.87316161,-2.4435039
1.693,-3.5212619,-17.77041685,-2.4180963
1.694,-3.4870641,-17.66862079,-2.4067707
1.695,-3.5101371,-17.56775725,-2.4033718
1.696,-3.4492702,-17.46781051,-2.369936
1.697,-3.4590008,-17.36876525,-2.3920615
1.698,-3.4456592,-17.27060652,-2.4142747
1.699,-3.4702723,-17.17331981,-2.4190812
1.7,-3.4469528,-17.07689093,-2.4176435
1.701,-3.4122362,-16.98130607,-2.3511662
1.702,-3.419265,-16.88655178,-2.383853
1.703,-3.4182837,-16.79261494,-2.3676851
1.704,-3.386559,-16.69948275,-2.3479779
1.705,-3.3784375,-16.60714273,-2.37731
1.706,-3.3592021,-16.51558273,-2.3442547
1.707,-3.333756,-16.42479087,-2.3315446
1.708,-3.3324544,-16.33475556,-2.3566949
1.709,-3.3309469,-16.24546552,-2.3617449
1.71,-3.3097403,-16.1569097,-2.3360138
1.711,-3.3103762,-16.06907736,-2.3250523
1.712,-3.2825391,-15.98195797,-2.3431566
1.713,-3.2810924,-15.89554128,-2.341337
1.714,-3.323513,-15.80981726,-2.3683665
1.715,-3.2548666,-15.72477614,-2.3148382
1.716,-3.2496328,-15.64040834,-2.3224428
1.717,-3.2619617,-15.55670454,-2.3181982
1.718,-3.2499151,-15.47365559,-2.3464181
1.719,-3.2148435,-15.39125259,-2.3335028
1.72,-3.2065859,-15.3094868,-2.3050768
1.721,-3.193444,-15.22834972,-2.2872469
1.722,-3.2301981,-15.14783301,-2.3287406
1.723,-3.1742239,-15.06792851,-2.3240428
1.724,-3.1793554,-14.98862825,-2.3293777
1.725,-3.1716354,-14.90992445,-2.3155184
1.726,-3.1590905,-14.83180947,-2.3204761
1.727,-3.148417,-14.75427586,-2.3093412
1.728,-3.1242669,-14.6773163,-2.3206491
1.729,-3.1309509,-14.60092365,-2.3006718
1.73,-3.0977986,-14.52509093,-2.3161669
1.731,-3.0961454,-14.44981126,-2.2870533
1.732,-3.1141932,-14.37507796,-2.3140013
1.733,-3.097028,-14.30088446,-2.2945638
1.734,-3.0590489,-14.22722432,-2.2733889
1.735,-3.0465381,-14.15409124,-2.2983775
1.736,-3.0286095,-14.08147905,-2.3104007
1.737,-3.0668519,-14.00938171,-2.2946715
1.738,-3.0263309,-13.93779329,-2.2821279
1.739,-3.0237343,-13.86670798,-2.3082764
1.74,-3.0339005,-13.79612009,-2.2987187
1.741,-3.0131865,-13.72602404,-2.2784526
1.742,-3.0156333,-13.65641437,-2.3069384
1.743,-3.0089099,-13.58728569,-2.2809391
1.744,-2.9723096,-13.51863277,-2.2751524
1.745,-2.9856474,-13.45045043,-2.2800796
1.746,-2.9732156,-13.38273361,-2.3174396
1.747,-2.9675653,-13.31547735,-2.3224773
1.748,-2.9939227,-13.24867678,-2.3252761
1.749,-2.9301248,-13.18232711,-2.2965789
1.75,-2.9366376,-13.11642366,-2.2935691
1.751,-2.9498763,-13.05096181,-2.3135962
1.752,-2.9424899,-12.98593706,-2.3099334
1.753,-2.9451785,-12.92134495,-2.3200631
1.754,-2.9260864,-12.85718114,-2.3193753
1.755,-2.888351,-12.79344134,-2.3001621
1.756,-2.9349153,-12.73012134,-2.3259642
1.757,-2.899935,-12.66721703,-2.3431501
1.758,-2.8604915,-12.60472434,-2.2804384
1.759,-2.8714714,-12.54263929,-2.2925148
1.76,-2.9017344,-12.48095796,-2.3511131
1.761,-2.8870237,-12.41967651,-2.3233402
1.762,-2.8958549,-12.35879116,-2.3691399
1.763,-2.8928983,-12.29829818,-2.3579044
1.764,-2.850322,-12.23819392,-2.313303
1.765,-2.8273947,-12.1784748,-2.3433211
1.766,-2.8505502,-12.11913728,-2.368722
1.767,-2.8292177,-12.06017788,-2.3837445
1.768,-2.8005848,-12.00159318,-2.3782892
1.769,-2.8275561,-11.94337984,-2.3905389
1.77,-2.8249824,-11.88553454,-2.3926828
1.771,-2.8044124,-11.82805402,-2.3750412
1.772,-2.8211758,-11.7709351,-2.3924665
1.773,-2.8301826,-11.71417462,-2.4419119
1.774,-2.8126187,-11.65776948,-2.4021356
1.775,-2.7987657,-11.60171662,-2.4279437
1.776,-2.7904477,-11.54601306,-2.4334631
1.777,-2.7841282,-11.49065583,-2.4422882
1.778,-2.7989974,-11.43564202,-2.4277482
1.779,-2.7453609,-11.38096876,-2.4108031
1.78,-2.7589526,-11.32663324,-2.4501004
1.781,-2.7216704,-11.27263267,-2.4304106
1.782,-2.7362037,-11.21896432,-2.4543009
1.783,-2.7640121,-11.16562548,-2.4589498
1.784,-2.7479079,-11.1126135,-2.4938345
1.785,-2.7266095,-11.05992577,-2.4766273
1.786,-2.7296062,-11.00755969,-2.5001171
1.787,-2.7097151,-10.95551273,-2.486412
1.788,-2.7530019,-10.90378238,-2.5360661
1.789,-2.7206151,-10.85236618,-2.537528
1.79,-2.7256801,-10.80126167,-2.5646083
1.791,-2.7007916,-10.75046647,-2.5550148
1.792,-2.7112651,-10.6999782,-2.5648618
1.793,-2.695426,-10.64979454,-2.5776329
1.794,-2.6937101,-10.59991317,-2.5671477
1.795,-2.6940124,-10.55033182,-2.5751302
1.796,-2.6807735,-10.50104825,-2.6234543
1.797,-2.6870773,-10.45206026,-2.6242278
1.798,-2.6644051,-10.40336566,-2.6315968
1.799,-2.6698165,-10.3549623,-2.6510303
1.8,-2.6728308,-10.30684805,-2.6458054
1.801,-2.6650059,-10.25902083,-2.6932499
1.802,-2.6650836,-10.21147855,-2.6698108
1.803,-2.6731336,-10.16421918,-2.7146966
1.804,-2.685318,-10.1172407,-2.7147155
1.805,-2.6748898,-10.07054111,-2.7782183
1.806,-2.6732981,-10.02411847,-2.7748361
1.807,-2.6755965,-9.977970812,-2.8113067
1.808,-2.6478372,-9.932096233,-2.7754118
1.809,-2.6546791,-9.886492835,-2.8006213
1.81,-2.663506,-9.841158748,-2.8240013
1.811,-2.6472673,-9.796092124,-2.8333771
1.812,-2.6558037,-9.751291137,-2.8647776
1.813,-2.6514721,-9.706753983,-2.9027653
1.814,-2.6660655,-9.66247888,-2.9358211
1.815,-2.6376982,-9.618464066,-2.9303894
1.816,-2.649806,-9.5747078,-2.9422133
1.817,-2.6195838,-9.53120836,-2.9426847
1.818,-2.6183126,-9.487964045,-2.9800928
1.819,-2.6171174,-9.444973173,-3.0042801
1.82,-2.5957484,-9.402234081,-3.0084193
1.821,-2.5932231,-9.359745124,-3.0592227
1.822,-2.6559641,-9.317504677,-3.0862887
1.823,-2.6222637,-9.275511131,-3.0739589
1.824,-2.6450119,-9.233762896,-3.1503005
1.825,-2.6076293,-9.192258397,-3.1154132
1.826,-2.626924,-9.150996079,-3.1870415
1.827,-2.6281421,-9.109974402,-3.1930559
1.828,-2.6131954,-9.069191841,-3.2287214
1.829,-2.6057577,-9.02864689,-3.2534955
1.83,-2.6107669,-8.988338057,-3.2892709
1.831,-2.6007423,-8.948263864,-3.3171847
1.832,-2.6431487,-8.908422852,-3.3498967
1.833,-2.6278379,-8.868813573,-3.3586667
1.834,-2.6427209,-8.829434596,-3.4141746
1.835,-2.6336389,-8.790284504,-3.4655528
1.836,-2.6219766,-8.751361892,-3.4556265
1.837,-2.6364939,-8.712665371,-3.5080805
1.838,-2.6249375,-8.674193566,-3.5430422
1.839,-2.614373,-8.635945114,-3.611553
1.84,-2.6072288,-8.597918666,-3.6217051
1.841,-2.6389837,-8.560112884,-3.6504142
1.842,-2.5957468,-8.522526445,-3.6847172
1.843,-2.6037433,-8.485158037,-3.7303705
1.844,-2.6413634,-8.448006361,-3.7902906
1.845,-2.6066077,-8.411070131,-3.7924049
1.846,-2.6077158,-8.37434807,-3.839937
1.847,-2.6130407,-8.337838915,-3.9305427
1.848,-2.6249976,-8.301541413,-3.94995
1.849,-2.6124675,-8.265454323,-3.9753711
1.85,-2.6166816,-8.229576416,-4.0645604
1.851,-2.6194718,-8.193906472,-4.1313863
1.852,-2.6387591,-8.158443282,-4.1676602
1.853,-2.6368814,-8.123185648,-4.2193828
1.854,-2.6433122,-8.088132384,-4.2667289
1.855,-2.607295,-8.05328231,-4.3076749
1.856,-2.631845,-8.01863426,-4.3686891
1.857,-2.6242993,-7.984187076,-4.4238925
1.858,-2.6545346,-7.949939611,-4.5004888
1.859,-2.6185534,-7.915890725,-4.5288854
1.86,-2.6567841,-7.882039289,-4.6423783
1.861,-2.686394,-7.848384184,-4.6978393
1.862,-2.6563857,-7.8149243,-4.7485681
1.863,-2.6409943,-7.781658533,-4.7817507
1.864,-2.6495361,-7.748585792,-4.8707423
1.865,-2.6621163,-7.715704993,-4.9160857
1.866,-2.6838067,-7.683015059,-5.0364799
1.867,-2.6323814,-7.650514923,-5.079792
1.868,-2.6559324,-7.618203527,-5.1870017
1.869,-2.6714337,-7.586079819,-5.2423902
1.87,-2.6883609,-7.554142758,-5.3132472
1.871,-2.7018206,-7.522391307,-5.4223409
1.872,-2.6942799,-7.490824442,-5.4999924
1.873,-2.6983099,-7.459441141,-5.5721879
1.874,-2.7069404,-7.428240395,-5.6683812
1.875,-2.692853,-7.397221198,-5.7563787
1.876,-2.7215555,-7.366382554,-5.8429461
1.877,-2.6844602,-7.335723474,-5.9366474
1.878,-2.7098851,-7.305242976,-6.0413198
1.879,-2.702414,-7.274940084,-6.1124411
1.88,-2.7076313,-7.244813832,-6.2538781
1.881,-2.7095716,-7.214863256,-6.3427482
1.882,-2.7209632,-7.185087405,-6.4583087
1.883,-2.710505,-7.155485329,-6.5685439
1.884,-2.7133198,-7.126056088,-6.6894946
1.885,-2.7570529,-7.096798748,-6.8248215
1.886,-2.7433996,-7.067712381,-6.921854
1.887,-2.7558382,-7.038796066,-7.0724487
1.888,-2.7479303,-7.010048887,-7.1755419
1.889,-2.7520719,-6.981469935,-7.3066797
1.89,-2.735961,-6.953058309,-7.4449224
1.891,-2.785605,-6.924813111,-7.58634
1.892,-2.7843335,-6.896733451,-7.7287765
1.893,-2.7927625,-6.868818444,-7.8819852
1.894,-2.7833099,-6.841067211,-8.0163364
1.895,-2.7839773,-6.813478881,-8.1292629
1.896,-2.8087077,-6.786052584,-8.341259
1.897,-2.8154905,-6.758787461,-8.4943314
1.898,-2.8006318,-6.731682655,-8.6129665
1.899,-2.8343287,-6.704737316,-8.80513
1.9,-2.8052399,-6.677950599,-8.9633007
1.901,-2.8083639,-6.651321664,-9.1491575
1.902,-2.8460052,-6.624849678,-9.3367844
1.903,-2.8554468,-6.598533813,-9.55056
1.904,-2.8552651,-6.572373244,-9.6851187
1.905,-2.8777225,-6.546367153,-9.914937
1.906,-2.861975,-6.520514729,-10.088428
1.907,-2.8697653,-6.494815161,-10.303718
1.908,-2.8659766,-6.469267649,-10.517313
1.909,-2.889713,-6.443871394,-10.690592
1.91,-2.8838265,-6.418625602,-10.904073
1.911,-2.9584742,-6.393529487,-11.137591
1.912,-2.9418597,-6.368582265,-11.356842
1.913,-2.938693,-6.343783158,-11.53615
1.914,-2.9558711,-6.319131393,-11.788947
1.915,-2.9710443,-6.2946262,-12.018209
1.916,-2.960686,-6.270266815,-12.2513
1.917,-2.9697316,-6.24605248,-12.453726
1.918,-3.0125675,-6.22198244,-12.691459
1.919,-2.9967291,-6.198055944,-12.881357
1.92,-2.9880464,-6.174272247,-13.137373
1.921,-3.0036044,-6.150630607,-13.298526
1.922,-3.0329328,-6.127130289,-13.540187
1.923,-3.0189214,-6.103770559,-13.74506
1.924,-3.0360434,-6.080550689,-13.948879
1.925,-3.0318906,-6.057469958,-14.119639
1.926,-3.0548725,-6.034527644,-14.31728
1.927,-3.0997932,-6.011723034,-14.481788
1.928,-3.1053019,-5.989055417,-14.617959
1.929,-3.0816228,-5.966524086,-14.743225
1.93,-3.1327064,-5.944128339,-14.869391
1.931,-3.1699486,-5.921867478,-14.984335
1.932,-3.1531703,-5.89974081,-15.060785
1.933,-3.125174,-5.877747645,-15.145305
1.934,-3.1989102,-5.855887296,-15.181846
1.935,-3.1998801,-5.834159083,-15.207754
1.936,-3.2379351,-5.812562327,-15.224669
1.937,-3.242208,-5.791096356,-15.207304
1.938,-3.2364509,-5.7697605,-15.157276
1.939,-3.2526708,-5.748554093,-15.097229
1.94,-3.2455935,-5.727476473,-14.994912
1.941,-3.2892499,-5.706526982,-14.954476
1.942,-3.3043311,-5.685704968,-14.819924
1.943,-3.3329988,-5.665009779,-14.726569
1.944,-3.3100605,-5.64444077,-14.580657
1.945,-3.3599541,-5.623997298,-14.431988
1.946,-3.3990307,-5.603678724,-14.299231
1.947,-3.4005232,-5.583484415,-14.163279
1.948,-3.3893979,-5.563413738,-13.971132
1.949,-3.430846,-5.543466066,-13.767989
1.95,-3.4550517,-5.523640777,-13.574932
1.951,-3.4576385,-5.503937249,-13.429207
1.952,-3.5039761,-5.484354868,-13.24263
1.953,-3.4992173,-5.464893019,-13.024226
1.954,-3.5516074,-5.445551096,-12.834321
1.955,-3.5533762,-5.426328491,-12.62708
1.956,-3.5818455,-5.407224604,-12.449367
1.957,-3.5610428,-5.388238836,-12.230992
1.958,-3.6289222,-5.369370593,-12.058364
1.959,-3.6724081,-5.350619284,-11.792254
1.96,-3.6677401,-5.331984322,-11.576308
1.961,-3.6938257,-5.313465123,-11.363944
1.962,-3.7399914,-5.295061107,-11.181134
1.963,-3.7133739,-5.276771696,-10.96476
1.964,-3.7406557,-5.258596317,-10.771489
1.965,-3.8066819,-5.240534401,-10.587741
1.966,-3.8319011,-5.222585382,-10.36629
1.967,-3.8277776,-5.204748695,-10.108616
1.968,-3.8878608,-5.187023782,-9.9191236
1.969,-3.87396,-5.169410087,-9.7177229
1.97,-3.8998003,-5.151907056,-9.4640465
1.971,-3.9500608,-5.134514141,-9.2725344
1.972,-3.9543362,-5.117230796,-9.0882215
1.973,-3.9992838,-5.100056478,-8.8551445
1.974,-4.0186181,-5.082990648,-8.626359
1.975,-4.0686502,-5.06603277,-8.4721079
1.976,-4.0911617,-5.049182312,-8.2586174
1.977,-4.1370807,-5.032438744,-8.0609961
1.978,-4.1399903,-5.015801541,-7.8230567
1.979,-4.200398,-4.99927018,-7.6654263
1.98,-4.2323623,-4.982844141,-7.436203
1.981,-4.2475171,-4.96652291,-7.2288232
1.982,-4.3177371,-4.950305973,-7.0998454
1.983,-4.3277922,-4.934192821,-6.8772597
1.984,-4.374917,-4.918182947,-6.673193
1.985,-4.4367356,-4.90227585,-6.5366316
1.986,-4.4309597,-4.886471028,-6.3247638
1.987,-4.4942431,-4.870767986,-6.1688213
1.988,-4.5248785,-4.855166231,-6.0001311
1.989,-4.5696731,-4.839665272,-5.8296804
1.99,-4.56639,-4.824264623,-5.6379313
1.991,-4.6160512,-4.808963799,-5.5036683
1.992,-4.6899171,-4.793762322,-5.3785515
1.993,-4.7239904,-4.778659713,-5.2095909
1.994,-4.7290936,-4.763655498,-5.0735884
1.995,-4.8259277,-4.748749207,-4.9119844
1.996,-4.8802843,-4.733940372,-4.8194032
1.997,-4.8774953,-4.719228528,-4.6635609
1.998,-4.9433832,-4.704613214,-4.5637426
1.999,-4.9812088,-4.690093971,-4.418879
2,-5.0516648,-4.675670345,-4.3128529
2.001,-5.0918221,-4.661341883,-4.2227221
2.002,-5.1602063,-4.647108136,-4.1080031
2.003,-5.1897483,-4.632968659,-3.9635646
2.004,-5.266963,-4.618923009,-3.8973281
2.005,-5.2991138,-4.604970746,-3.7823839
2.006,-5.389626,-4.591111434,-3.6968007
2.007,-5.3829918,-4.57734464,-3.5945959
2.008,-5.4956326,-4.563669932,-3.5324433
2.009,-5.5024934,-4.550086885,-3.4352472
2.01,-5.5744915,-4.536595073,-3.345885
2.011,-5.6284385,-4.523194075,-3.2634499
2.012,-5.7229061,-4.509883475,-3.1713774
2.013,-5.7641616,-4.496662855,-3.1049237
2.014,-5.8430533,-4.483531805,-3.052932
2.015,-5.9046011,-4.470489916,-2.9982452
2.016,-5.9958768,-4.457536782,-2.9366584
2.017,-6.0355,-4.444671999,-2.8610806
2.018,-6.1148725,-4.431895169,-2.8109941
2.019,-6.1693497,-4.419205894,-2.7023091
2.02,-6.2578545,-4.406603781,-2.6852455
2.021,-6.2996173,-4.394088439,-2.5845828
2.022,-6.4001393,-4.38165948,-2.5620415
2.023,-6.4851871,-4.36931652,-2.5467477
2.024,-6.5702667,-4.357059177,-2.5008647
2.025,-6.6454883,-4.344887072,-2.4371502
2.026,-6.7243834,-4.33279983,-2.3800373
2.027,-6.7957578,-4.320797078,-2.329215
2.028,-6.9032187,-4.308878446,-2.2984505
2.029,-6.9836125,-4.297043567,-2.2571268
2.03,-7.062284,-4.285292079,-2.2378321
2.031,-7.1673689,-4.27362362,-2.2090831
2.032,-7.2267632,-4.262037832,-2.1332262
2.033,-7.3148985,-4.250534361,-2.0781989
2.034,-7.4255233,-4.239112856,-2.0680332
2.035,-7.4932551,-4.227772966,-2.0300832
2.036,-7.6269231,-4.216514347,-1.9826859
2.037,-7.7463832,-4.205336656,-1.9730192
2.038,-7.8122773,-4.194239553,-1.9321477
2.039,-7.8856335,-4.1832227,-1.9229804
2.04,-8.0700788,-4.172285764,-1.9068112
2.041,-8.140357,-4.161428415,-1.8438505
2.042,-8.2876883,-4.150650323,-1.8479016
2.043,-8.3921652,-4.139951165,-1.798916
2.044,-8.4695339,-4.129330617,-1.7963601
2.045,-8.5825834,-4.118788361,-1.7726078
2.046,-8.7493153,-4.108324081,-1.7606651
2.047,-8.7792044,-4.097937463,-1.6882211
2.048,-8.9809456,-4.087628198,-1.6994666
2.049,-9.0721855,-4.077395977,-1.6747661
2.05,-9.2379141,-4.067240497,-1.6577369
2.051,-9.3622589,-4.057161456,-1.6085316
2.052,-9.4501085,-4.047158556,-1.5955049
2.053,-9.5779448,-4.037231502,-1.5439643
2.054,-9.7794657,-4.02738,-1.5820017
2.055,-9.8876095,-4.017603761,-1.5672525
2.056,-10.021975,-4.007902499,-1.5653666
2.057,-10.202308,-3.99827593,-1.5258296
2.058,-10.313319,-3.988723774,-1.4930832
2.059,-10.45933,-3.979245752,-1.4706284
2.06,-10.609219,-3.969841589,-1.430094
2.061,-10.733653,-3.960511015,-1.4616373
2.062,-10.900963,-3.95125376,-1.4621793
2.063,-10.991922,-3.942069559,-1.4240252
2.064,-11.174938,-3.932958147,-1.3970767
2.065,-11.285233,-3.923919266,-1.3624305
2.066,-11.421407,-3.914952659,-1.3985201
2.067,-11.607285,-3.906058071,-1.3621804
2.068,-11.777925,-3.897235251,-1.3643557
2.069,-11.872181,-3.888483951,-1.3436902
2.07,-12.030616,-3.879803927,-1.3212421
2.071,-12.172911,-3.871194936,-1.2950457
2.072,-12.2861,-3.862656738,-1.2752507
2.073,-12.389189,-3.854189099,-1.2905692
2.074,-12.55309,-3.845791784,-1.2709559
2.075,-12.699985,-3.837464563,-1.2477959
2.076,-12.755978,-3.82920721,-1.2366309
2.077,-12.876699,-3.821019499,-1.2232448
2.078,-13.024322,-3.812901211,-1.2563612
2.079,-13.087574,-3.804852126,-1.225001
2.08,-13.207255,-3.79687203,-1.2220403
2.081,-13.266452,-3.78896071,-1.2002199
2.082,-13.345191,-3.781117958,-1.2070882
2.083,-13.407199,-3.773343567,-1.1747735
2.084,-13.458662,-3.765637334,-1.1600842
2.085,-13.516566,-3.757999059,-1.1272188
2.086,-13.490869,-3.750428546,-1.1175022
2.087,-13.548682,-3.7429256,-1.1415501
2.088,-13.582676,-3.73549003,-1.159328
2.089,-13.5813,-3.728121649,-1.0873523
2.09,-13.569064,-3.720820272,-1.1084138
2.091,-13.503334,-3.713585717,-1.0697087
2.092,-13.464088,-3.706417806,-1.0893941
2.093,-13.426227,-3.699316364,-1.0815226
2.094,-13.400541,-3.692281217,-1.096634
2.095,-13.277738,-3.685312197,-1.0529584
2.096,-13.224484,-3.678409137,-1.0356992
2.097,-13.146449,-3.671571874,-1.0747491
2.098,-13.074501,-3.66480025,-1.0477597
2.099,-12.943026,-3.658094106,-1.0660836
2.1,-12.846044,-3.651453289,-1.042748
2.101,-12.753177,-3.644877649,-1.0144365
2.102,-12.591517,-3.638367039,-1.0187581
2.103,-12.513944,-3.631921313,-1.0329182
2.104,-12.412442,-3.625540333,-0.99174041
2.105,-12.2477,-3.619223959,-1.0245552
2.106,-12.097879,-3.612972058,-0.99930388
2.107,-12.009654,-3.606784497,-0.98383123
2.108,-11.856454,-3.60066115,-0.96855718
2.109,-11.736152,-3.594601891,-0.98394036
2.11,-11.622062,-3.588606599,-0.97995335
2.111,-11.533696,-3.582675155,-0.95908141
2.112,-11.360659,-3.576807445,-0.94944906
2.113,-11.225613,-3.571003357,-0.96305877
2.114,-11.079486,-3.565262782,-0.9589361
2.115,-11.005132,-3.559585616,-0.96650517
2.116,-10.816721,-3.553971757,-0.90270787
2.117,-10.743908,-3.548421107,-0.9489544
2.118,-10.570119,-3.542933571,-0.92188483
2.119,-10.463861,-3.537509056,-0.91283172
2.12,-10.325581,-3.532147476,-0.91342932
2.121,-10.231747,-3.526848745,-0.88417262
2.122,-10.076556,-3.521612782,-0.86714303
2.123,-9.9936209,-3.516439509,-0.87804407
2.124,-9.8447113,-3.511328852,-0.84959626
2.125,-9.7639742,-3.50628074,-0.87331134
2.126,-9.6396828,-3.501295106,-0.88028628
2.127,-9.5557919,-3.496371886,-0.8604871
2.128,-9.5052176,-3.491511019,-0.85544676
2.129,-9.303895,-3.486712449,-0.87466073
2.13,-9.1856632,-3.481976123,-0.80778533
2.131,-9.1409779,-3.477301991,-0.84214479
2.132,-9.047842,-3.472690008,-0.81663471
2.133,-8.9835825,-3.468140131,-0.83981657
2.134,-8.8941402,-3.463652322,-0.82121593
2.135,-8.8520098,-3.459226545,-0.83893853
2.136,-8.7269211,-3.45486277,-0.84003949
2.137,-8.6780443,-3.450560969,-0.83596832
2.138,-8.5263062,-3.446321119,-0.79790539
2.139,-8.4637108,-3.4421432,-0.81974119
2.14,-8.4150448,-3.438027196,-0.84663212
2.141,-8.3411427,-3.433973094,-0.82358497
2.142,-8.2961187,-3.429980887,-0.80057007
2.143,-8.2047281,-3.42605057,-0.82629341
2.144,-8.1984577,-3.422182143,-0.80793452
2.145,-8.0908661,-3.418375609,-0.81409246
2.146,-8.0735226,-3.414630975,-0.81582814
2.147,-8.0407076,-3.410948253,-0.80251932
2.148,-7.9664202,-3.407327459,-0.80035353
2.149,-7.9101181,-3.403768613,-0.82733047
2.15,-7.869226,-3.400271737,-0.77970845
2.151,-7.8231869,-3.39683686,-0.79231054
2.152,-7.788496,-3.393464014,-0.7820124
2.153,-7.7859836,-3.390153236,-0.80273777
2.154,-7.7198315,-3.386904565,-0.77323329
2.155,-7.7113876,-3.383718046,-0.77349114
2.156,-7.6930342,-3.380593728,-0.77608222
2.157,-7.6667461,-3.377531666,-0.78367978
2.158,-7.620151,-3.374531916,-0.7881211
2.159,-7.6400461,-3.371594541,-0.79202336
2.16,-7.572402,-3.368719608,-0.73937953
2.161,-7.5773129,-3.365907187,-0.73869085
2.162,-7.5482526,-3.363157355,-0.7159189
2.163,-7.5686173,-3.360470191,-0.75381911
2.164,-7.6148577,-3.357845782,-0.74805844
