Freq [GHz],Phase_Difference,S21 Phase(ç),S31 Phase(Á),S21-S31
1.958,69.81609494,-65.665016,-146.47197,80.806954
1.959,69.89613399,-65.464615,-146.38292,80.918305
1.96,69.9760773,-65.675789,-146.59247,80.916681
1.961,70.05592388,-65.744232,-146.53546,80.791228
1.962,70.13567273,-65.813446,-146.82375,81.010304
1.963,70.21532285,-65.871323,-146.90561,81.034287
1.964,70.29487326,-65.870697,-146.75336,80.882663
1.965,70.37432297,-65.95089,-147.03256,81.08167
1.966,70.45367098,-66.031158,-147.13545,81.104292
1.967,70.53291633,-66.01339,-147.19165,81.17826
1.968,70.61205803,-66.10881,-147.35114,81.24233
1.969,70.6910951,-66.204605,-147.48764,81.283035
1.97,70.77002657,-66.059204,-147.42043,81.361226
1.971,70.84885148,-66.117363,-147.51694,81.399577
1.972,70.92756885,-66.23362,-147.66426,81.43064
1.973,71.00617773,-66.021645,-147.7756,81.753955
1.974,71.08467716,-66.301697,-147.81654,81.514843
1.975,71.16306617,-66.328217,-148.01212,81.683903
1.976,71.24134383,-66.345802,-148.12878,81.782978
1.977,71.31950917,-66.349884,-147.97076,81.620876
1.978,71.39756127,-66.276718,-148.11142,81.834702
1.979,71.47549916,-66.320313,-148.17984,81.859527
1.98,71.55332193,-66.481903,-148.34465,81.862747
1.981,71.63102864,-66.589745,-148.48683,81.897085
1.982,71.70861835,-66.491234,-148.46994,81.978706
1.983,71.78609014,-66.71505,-148.69023,81.97518
1.984,71.86344309,-66.487686,-148.78972,82.302034
1.985,71.94067629,-66.862816,-148.9511,82.088284
1.986,72.01778882,-66.805603,-149.11385,82.308247
1.987,72.09477978,-66.81385,-148.89677,82.08292
1.988,72.17164825,-66.889153,-149.45743,82.568277
1.989,72.24839334,-66.825638,-149.27988,82.454242
1.99,72.32501415,-66.874374,-149.46419,82.589816
1.991,72.4015098,-67.093773,-149.46745,82.373677
1.992,72.47787939,-67.041473,-149.85243,82.810957
1.993,72.55412204,-67.046249,-149.74428,82.698031
1.994,72.63023688,-67.088768,-149.78821,82.699442
1.995,72.70622303,-67.113396,-149.87711,82.763714
1.996,72.78207962,-67.298889,-150.06044,82.761551
1.997,72.85780578,-67.447311,-150.23341,82.786099
1.998,72.93340067,-67.079414,-150.14864,83.069226
1.999,73.00886342,-67.500511,-150.49084,82.990329
2,73.08419319,-67.436531,-150.29787,82.861339
2.001,73.15938912,-67.359474,-150.43105,83.071576
2.002,73.23445039,-67.33989,-150.59004,83.25015
2.003,73.30937615,-67.483459,-150.76068,83.277221
2.004,73.38416557,-67.510559,-150.82951,83.318951
2.005,73.45881784,-67.744064,-151.01598,83.271916
2.006,73.53333212,-67.661819,-151.07721,83.415391
2.007,73.6077076,-67.462646,-150.99171,83.529064
2.008,73.68194348,-67.630966,-151.1468,83.515834
2.009,73.75603895,-67.642838,-151.08231,83.439472
2.01,73.82999321,-67.80851,-151.40297,83.59446
2.011,73.90380546,-67.738426,-151.12193,83.383504
2.012,73.97747492,-67.81086,-151.27542,83.46456
2.013,74.0510008,-67.989792,-151.5815,83.591708
2.014,74.12438232,-67.91349,-151.60167,83.68818
2.015,74.19761871,-67.98893,-151.71265,83.72372
2.016,74.27070921,-68.38752,-151.96675,83.57923
2.017,74.34365305,-68.093193,-152.00894,83.915747
2.018,74.41644947,-68.068481,-152.04057,83.972089
2.019,74.48909772,-68.325546,-152.25052,83.924974
2.02,74.56159706,-68.292694,-152.35172,84.059026
2.021,74.63394675,-68.423843,-152.31584,83.891997
2.022,74.70614604,-68.351868,-152.50375,84.151882
2.023,74.77819422,-68.450661,-152.69272,84.242059
2.024,74.85009056,-68.561714,-152.60405,84.042336
2.025,74.92183434,-68.819962,-152.95964,84.139678
2.026,74.99342485,-68.488579,-153.01311,84.524531
2.027,75.06486138,-68.754341,-153.05377,84.299429
2.028,75.13614324,-68.646019,-153.14127,84.495251
2.029,75.20726972,-68.625481,-153.03571,84.410229
2.03,75.27824014,-68.808784,-153.08936,84.280576
2.031,75.34905382,-68.767342,-153.23196,84.464618
2.032,75.41971007,-68.999084,-153.42622,84.427136
2.033,75.49020823,-68.985428,-153.69176,84.706332
2.034,75.56054763,-68.920403,-153.50739,84.586987
2.035,75.63072761,-68.989319,-153.877,84.887681
2.036,75.70074752,-69.21917,-153.8364,84.61723
2.037,75.77060671,-69.137375,-153.96202,84.824645
2.038,75.84030453,-69.307076,-154.08356,84.776484
2.039,75.90984036,-69.304726,-154.11374,84.809014
2.04,75.97921356,-69.33934,-154.13579,84.79645
2.041,76.0484235,-69.372681,-154.34039,84.967709
2.042,76.11746957,-69.503906,-154.57339,85.069484
2.043,76.18635116,-69.573387,-154.62267,85.049283
2.044,76.25506766,-69.50695,-154.61548,85.10853
2.045,76.32361847,-69.549973,-154.71698,85.167007
2.046,76.392003,-69.664055,-154.89679,85.232735
2.047,76.46022066,-69.714012,-154.88803,85.174018
2.048,76.52827087,-69.749626,-155.04727,85.297644
2.049,76.59615304,-69.96109,-155.28833,85.32724
2.05,76.66386662,-69.982529,-155.28589,85.303361
2.051,76.73141105,-69.899857,-155.27626,85.376403
2.052,76.79878575,-69.988632,-155.57254,85.583908
2.053,76.86599018,-70.035789,-155.41734,85.381551
2.054,76.9330238,-70.182297,-155.81339,85.631093
2.055,76.99988607,-70.084229,-155.72336,85.639131
2.056,77.06657645,-70.100769,-155.80077,85.700001
2.057,77.13309442,-70.408661,-155.98462,85.575959
2.058,77.19943946,-70.338135,-156.15771,85.819575
2.059,77.26561105,-70.747932,-156.35779,85.609858
2.06,77.33160868,-70.521187,-156.1757,85.654513
2.061,77.39743186,-70.391922,-156.25681,85.864888
2.062,77.46308009,-70.608376,-156.32903,85.720654
2.063,77.52855288,-70.425079,-156.33003,85.904951
2.064,77.59384974,-70.705299,-156.66577,85.960471
2.065,77.6589702,-70.612007,-156.73145,86.119443
2.066,77.72391378,-70.808296,-156.76651,85.958214
2.067,77.78868003,-70.780022,-156.86565,86.085628
2.068,77.85326848,-71.084137,-157.18254,86.098403
2.069,77.91767868,-71.008369,-157.05009,86.041721
2.07,77.98191019,-70.926964,-157.19267,86.265706
2.071,78.04596256,-71.19101,-157.17897,85.98796
2.072,78.10983536,-70.947525,-157.19095,86.243425
2.073,78.17352816,-71.272842,-157.47031,86.197468
2.074,78.23704054,-71.137527,-157.39417,86.256643
2.075,78.30037208,-71.279465,-157.70702,86.427555
2.076,78.36352238,-71.616203,-157.81007,86.193867
2.077,78.42649103,-71.543518,-157.90509,86.361572
2.078,78.48927764,-71.464127,-158.02196,86.557833
2.079,78.55188181,-71.572449,-158.20004,86.627591
2.08,78.61430315,-71.741341,-158.22261,86.481269
2.081,78.6765413,-71.863098,-158.26741,86.404312
2.082,78.73859587,-71.653923,-158.33492,86.680997
2.083,78.8004665,-71.947556,-158.41431,86.466754
2.084,78.86215282,-71.956047,-158.68646,86.730413
2.085,78.92365449,-71.934029,-158.68954,86.755511
2.086,78.98497115,-72.004356,-158.69948,86.695124
2.087,79.04610246,-72.201965,-158.99542,86.793455
2.088,79.10704809,-72.107773,-159.06976,86.961987
2.089,79.1678077,-72.017349,-159.0206,87.003251
2.09,79.22838097,-72.290619,-159.32442,87.033801
2.091,79.28876758,-72.426224,-159.33427,86.908046
2.092,79.34896721,-72.372353,-159.44427,87.071917
2.093,79.40897956,-72.448814,-159.27679,86.827976
2.094,79.46880433,-72.526733,-159.5502,87.023467
2.095,79.52844122,-72.831642,-159.70195,86.870308
2.096,79.58788995,-72.647202,-159.81076,87.163558
2.097,79.64715022,-72.70372,-160.00017,87.29645
2.098,79.70622177,-72.7136,-159.92432,87.21072
2.099,79.76510432,-72.887802,-159.98715,87.099348
2.1,79.8237976,-72.924591,-160.20433,87.279739
2.101,79.88230135,-73.059799,-160.40717,87.347371
2.102,79.94061532,-72.898621,-160.32594,87.427319
2.103,79.99873926,-73.179726,-160.62074,87.441014
2.104,80.05667293,-73.107437,-160.59468,87.487243
2.105,80.11441608,-73.213715,-160.50882,87.295105
2.106,80.17196849,-73.188377,-160.60742,87.419043
2.107,80.22932993,-73.516739,-160.58076,87.064021
2.108,80.28650019,-73.413826,-161.03152,87.617694
2.109,80.34347903,-73.259674,-160.94612,87.686446
2.11,80.40026627,-73.646156,-161.12163,87.475474
2.111,80.45686168,-73.635406,-161.25212,87.616714
2.112,80.51326508,-73.656715,-161.31773,87.661015
2.113,80.56947627,-73.77562,-161.39212,87.6165
2.114,80.62549506,-73.930374,-161.41299,87.482616
2.115,80.68132128,-74.033516,-161.73254,87.699024
2.116,80.73695474,-74.091187,-161.6815,87.590313
2.117,80.79239527,-74.110512,-161.75409,87.643578
2.118,80.84764271,-74.137367,-161.93839,87.801023
2.119,80.9026969,-74.080597,-161.95218,87.871583
2.12,80.95755769,-74.062317,-161.93666,87.874343
2.121,81.01222492,-74.341537,-162.16592,87.824383
2.122,81.06669845,-74.324402,-162.15587,87.831468
2.123,81.12097813,-74.479477,-162.51791,88.038433
2.124,81.17506385,-74.611755,-162.54494,87.933185
2.125,81.22895546,-74.657631,-162.62523,87.967599
2.126,81.28265285,-74.787399,-162.77184,87.984441
2.127,81.33615589,-74.730377,-162.68155,87.951173
2.128,81.38946448,-74.625107,-162.79649,88.171383
2.129,81.4425785,-74.861023,-163.06789,88.206867
2.13,81.49549786,-74.939819,-163.1338,88.193981
2.131,81.54822244,-75.127892,-163.17311,88.045218
2.132,81.60075217,-74.950539,-163.1857,88.235161
2.133,81.65308695,-75.116966,-163.29587,88.178904
2.134,81.70522671,-75.326782,-163.66383,88.337048
2.135,81.75717135,-75.164337,-163.57402,88.409683
2.136,81.80892081,-75.452797,-163.59207,88.139273
2.137,81.86047502,-75.483749,-163.78717,88.303421
2.138,81.91183392,-75.316986,-163.99307,88.676084
2.139,81.96299744,-75.695023,-164.08546,88.390437
2.14,82.01396554,-75.63958,-164.08633,88.44675
2.141,82.06473816,-75.622368,-164.11902,88.496652
2.142,82.11531526,-75.690231,-164.11755,88.427319
2.143,82.1656968,-75.906601,-164.52435,88.617749
2.144,82.21588275,-75.84127,-164.43582,88.59455
2.145,82.26587307,-76.011841,-164.63159,88.619749
2.146,82.31566773,-76.122772,-164.69957,88.576798
2.147,82.36526672,-76.135162,-164.78888,88.653718
2.148,82.41467002,-76.034164,-164.78226,88.748096
2.149,82.46387762,-76.253479,-164.87106,88.617581
2.15,82.51288951,-76.234703,-165.13266,88.897957
2.151,82.56170568,-76.464355,-165.39751,88.933155
2.152,82.61032613,-76.528198,-165.26204,88.733842
2.153,82.65875088,-76.626442,-165.25177,88.625328
2.154,82.70697993,-76.836006,-165.349,88.512994
2.155,82.75501329,-76.822433,-165.59389,88.771457
2.156,82.80285098,-76.652596,-165.7244,89.071804
2.157,82.85049303,-76.867256,-165.81642,88.949164
2.158,82.89793946,-76.875748,-165.82129,88.945542
2.159,82.9451903,-76.723007,-165.68626,88.963253
2.16,82.99224558,-77.188774,-166.21786,89.029086
2.161,83.03910535,-77.296082,-166.18159,88.885508
2.162,83.08576965,-77.291351,-166.3636,89.072249
2.163,83.13223853,-77.186592,-166.2565,89.069908
2.164,83.17851203,-77.283257,-166.48436,89.201103
2.165,83.22459022,-77.502357,-166.47717,88.974813
2.166,83.27047314,-77.741608,-166.68008,88.938472
2.167,83.31616087,-77.617218,-166.66652,89.049302
2.168,83.36165347,-77.737961,-166.88428,89.146319
2.169,83.40695101,-77.574097,-166.84645,89.272353
2.17,83.45205357,-77.88488,-167.09587,89.21099
2.171,83.49696122,-77.902527,-167.23918,89.336653
2.172,83.54167405,-78.144264,-167.25693,89.112666
2.173,83.58619215,-78.279907,-167.67307,89.393163
2.174,83.63051559,-78.189751,-167.39166,89.201909
2.175,83.67464448,-78.242767,-167.51004,89.267273
2.176,83.71857892,-78.334541,-167.6041,89.269559
2.177,83.762319,-78.230484,-167.80176,89.571276
2.178,83.80586482,-78.364975,-168.02206,89.657085
2.179,83.84921651,-78.451782,-167.97539,89.523608
2.18,83.89237416,-78.442528,-168.14754,89.705012
2.181,83.93533789,-78.583145,-168.18279,89.599645
2.182,83.97810782,-78.680122,-168.1123,89.432178
2.183,84.02068407,-78.73156,-168.33025,89.59869
2.184,84.06306677,-78.925591,-168.62746,89.701869
2.185,84.10525605,-78.880394,-168.53101,89.650616
2.186,84.14725203,-78.833435,-168.42221,89.588775
2.187,84.18905486,-79.062943,-168.77441,89.711467
2.188,84.23066467,-79.415131,-168.95818,89.543049
2.189,84.2720816,-79.326515,-168.96358,89.637065
2.19,84.3133058,-78.916328,-168.9279,90.011572
2.191,84.35433742,-79.420006,-169.05835,89.638344
2.192,84.39517661,-79.336029,-169.02226,89.686231
2.193,84.43582351,-79.596024,-169.24681,89.650786
2.194,84.4762783,-79.75425,-169.4554,89.70115
2.195,84.51654113,-79.66291,-169.47505,89.81214
2.196,84.55661216,-79.944847,-169.68277,89.737923
2.197,84.59649157,-80.073631,-169.87515,89.801519
2.198,84.63617952,-80.035103,-169.8065,89.771397
2.199,84.67567618,-80.122696,-170.09488,89.972184
2.2,84.71498173,-79.948135,-170.08319,90.135055
2.201,84.75409636,-80.288086,-170.22295,89.934864
2.202,84.79302023,-80.331177,-170.18654,89.855363
2.203,84.83175354,-80.490982,-170.29172,89.800738
2.204,84.87029648,-80.648804,-170.47311,89.824306
2.205,84.90864922,-80.371803,-170.65707,90.285267
2.206,84.94681198,-80.464134,-170.51108,90.046946
2.207,84.98478493,-80.796791,-170.92816,90.131369
2.208,85.02256829,-80.899879,-170.86166,89.961781
2.209,85.06016225,-80.875854,-170.96611,90.090256
2.21,85.09756702,-80.890274,-171.12569,90.235416
2.211,85.1347828,-80.992195,-170.994,90.001805
2.212,85.1718098,-81.05069,-171.19853,90.14784
2.213,85.20864824,-81.065361,-171.1557,90.090339
2.214,85.24529833,-81.230812,-171.50854,90.277728
2.215,85.28176028,-81.311966,-171.52815,90.216184
2.216,85.31803432,-81.323128,-171.56857,90.245442
2.217,85.35412067,-81.647812,-171.71826,90.070448
2.218,85.39001955,-81.598923,-171.82228,90.223357
2.219,85.42573119,-81.700203,-171.99069,90.290487
2.22,85.46125582,-81.807823,-171.93265,90.124827
2.221,85.49659367,-81.809685,-172.02118,90.211495
2.222,85.53174498,-81.784035,-171.99377,90.209735
2.223,85.56670998,-82.084351,-172.3632,90.278849
2.224,85.60148892,-81.996574,-172.34045,90.343876
2.225,85.63608203,-82.001511,-172.34763,90.346119
2.226,85.67048956,-82.101875,-172.36453,90.262655
2.227,85.70471175,-82.266068,-172.7104,90.444332
2.228,85.73874886,-82.381432,-172.82042,90.438988
2.229,85.77260113,-82.617043,-172.94962,90.332577
2.23,85.80626881,-82.712967,-172.95732,90.244353
2.231,85.83975217,-82.818619,-172.98277,90.164151
2.232,85.87305146,-82.777122,-173.03442,90.257298
2.233,85.90616694,-82.958328,-173.31929,90.360962
2.234,85.93909887,-82.676071,-173.23793,90.561859
2.235,85.97184751,-82.960098,-173.5739,90.613802
2.236,86.00441314,-83.038437,-173.42131,90.382873
2.237,86.03679601,-83.255692,-173.67894,90.423248
2.238,86.0689964,-83.210678,-173.71881,90.508132
2.239,86.10101459,-83.333115,-173.93539,90.602275
2.24,86.13285084,-83.27404,-173.96225,90.68821
2.241,86.16450543,-83.356239,-173.96962,90.613381
2.242,86.19597864,-83.456047,-174.01041,90.554363
2.243,86.22727076,-83.268707,-174.07974,90.811033
2.244,86.25838205,-83.666878,-174.3029,90.636022
2.245,86.28931282,-83.618202,-174.34663,90.728428
2.246,86.32006334,-83.688004,-174.3136,90.625596
2.247,86.3506339,-83.974426,-174.5253,90.550874
2.248,86.38102479,-83.898788,-174.87505,90.976262
2.249,86.41123631,-84.048615,-174.68755,90.638935
2.25,86.44126874,-84.262192,-174.82394,90.561748
2.251,86.47112239,-84.270287,-174.98047,90.710183
2.252,86.50079754,-84.454865,-175.05606,90.601195
2.253,86.53029451,-84.273834,-175.04404,90.770206
2.254,86.55961359,-84.430244,-175.25867,90.828426
2.255,86.58875508,-84.483475,-175.40396,90.920485
2.256,86.61771929,-84.640686,-175.46008,90.819394
2.257,86.64650652,-84.67038,-175.4763,90.80592
2.258,86.67511709,-84.806839,-175.67316,90.866321
2.259,86.7035513,-84.961021,-175.86896,90.907939
2.26,86.73180946,-85.032249,-175.94321,90.910961
2.261,86.7598919,-85.008087,-175.80766,90.799573
2.262,86.78779891,-85.075569,-176.1404,91.064831
2.263,86.81553083,-85.219376,-176.11752,90.898144
2.264,86.84308796,-85.173737,-176.22371,91.049973
2.265,86.87047063,-85.340492,-176.27832,90.937828
2.266,86.89767916,-85.602623,-176.25963,90.657007
2.267,86.92471387,-85.697472,-176.47415,90.776678
2.268,86.95157509,-85.643089,-176.70638,91.063291
2.269,86.97826315,-85.723305,-176.37962,90.656315
2.27,87.00477836,-85.85157,-176.65158,90.80001
2.271,87.03112107,-86.026527,-176.86797,90.841443
2.272,87.0572916,-85.977791,-176.88826,90.910469
2.273,87.08329029,-86.096176,-177.1718,91.075624
2.274,87.10911746,-86.195793,-177.04391,90.848117
2.275,87.13477347,-86.152107,-177.15053,90.998423
2.276,87.16025863,-86.386719,-177.31363,90.926911
2.277,87.1855733,-86.491386,-177.52731,91.035924
2.278,87.21071781,-86.552849,-177.41907,90.866221
2.279,87.2356925,-86.418961,-177.52489,91.105929
2.28,87.26049773,-86.761002,-177.75816,90.997158
2.281,87.28513382,-86.771103,-177.87088,91.099777
2.282,87.30960114,-86.967537,-177.98061,91.013073
2.283,87.33390002,-86.917046,-177.94072,91.023674
2.284,87.35803081,-87.056953,-178.05394,90.996987
2.285,87.38199387,-87.229584,-178.31152,91.081936
2.286,87.40578955,-87.591843,-178.64406,91.052217
2.287,87.4294182,-87.391609,-178.48795,91.096341
2.288,87.45288018,-87.318695,-178.46057,91.141875
2.289,87.47617584,-87.329834,-178.63567,91.305836
2.29,87.49930554,-87.447578,-178.72424,91.276662
2.291,87.52226964,-87.732918,-178.82817,91.095252
2.292,87.5450685,-87.539619,-178.60713,91.067511
2.293,87.56770248,-87.986076,-179.16098,91.174904
2.294,87.59017195,-87.931435,-178.99644,91.065005
2.295,87.61247726,-87.877464,-179.09761,91.220146
2.296,87.63461879,-88.304428,-179.50433,91.199902
2.297,87.6565969,-88.06649,-179.4312,91.36471
2.298,87.67841197,-88.348763,-179.33101,90.982247
2.299,87.70006435,-88.302872,-179.47273,91.169858
2.3,87.72155442,-88.395424,-179.5817,91.186276
2.301,87.74288255,-88.659653,-179.726,91.066347
2.302,87.76404913,-88.698692,-179.8847,91.186008
2.303,87.78505451,-88.653328,-179.82558,91.172252
2.304,87.80589908,-88.636482,-179.97844,91.341958
2.305,87.82658322,-88.697395,-179.80562,91.108225
2.306,87.84710731,-88.849251,-180.03362,91.184369
2.307,87.86747171,-89.154648,-180.39565,91.241002
2.308,87.88767683,-88.87664,-180.15094,91.2743
2.309,87.90772303,-89.144516,-180.41794,91.273424
2.31,87.92761071,-89.238678,-180.68175,91.443072
2.311,87.94734024,-89.345818,-180.77249,91.426672
2.312,87.96691202,-89.324646,-180.80579,91.481144
2.313,87.98632642,-89.536369,-181.06474,91.528371
2.314,88.00558385,-89.516792,-180.87701,91.360218
2.315,88.02468469,-89.601807,-181.08424,91.482433
2.316,88.04362933,-89.938354,-181.28798,91.349626
2.317,88.06241816,-89.692398,-181.05548,91.363082
2.318,88.08105158,-89.821663,-181.244,91.422337
2.319,88.09952999,-90.149071,-181.56174,91.412669
2.32,88.11785377,-90.153191,-181.6279,91.474709
2.321,88.13602333,-90.139526,-181.46875,91.329224
2.322,88.15403906,-90.349449,-181.75627,91.406821
2.323,88.17190136,-90.401428,-181.90186,91.500432
2.324,88.18961064,-90.386848,-181.87859,91.491742
2.325,88.2071673,-90.600647,-182.02666,91.426013
2.326,88.22457174,-90.591972,-182.18144,91.589468
2.327,88.24182436,-90.661087,-182.16629,91.505203
2.328,88.25892556,-90.770081,-182.32605,91.555969
2.329,88.27587577,-91.031219,-182.31906,91.287841
2.33,88.29267538,-91.067642,-182.54068,91.473038
2.331,88.3093248,-91.176071,-182.63646,91.460389
2.332,88.32582445,-91.325134,-182.59955,91.274416
2.333,88.34217473,-91.364288,-182.80037,91.436082
2.334,88.35837605,-91.185516,-182.96686,91.781344
2.335,88.37442884,-91.684288,-183.16881,91.484522
2.336,88.3903335,-91.480827,-182.93346,91.452633
2.337,88.40609045,-91.501038,-183.17943,91.678392
2.338,88.42170011,-91.633659,-182.91579,91.282131
2.339,88.4371629,-91.858559,-183.42101,91.562451
2.34,88.45247923,-92.045738,-183.48169,91.435952
2.341,88.46764953,-91.815269,-183.25322,91.437951
2.342,88.48267421,-92.140961,-183.65572,91.514759
2.343,88.4975537,-92.296577,-183.78989,91.493313
2.344,88.51228842,-92.222839,-183.88731,91.664471
2.345,88.5268788,-92.176071,-183.76828,91.592209
2.346,88.54132527,-92.610893,-184.02266,91.411767
2.347,88.55562824,-92.395271,-183.90932,91.514049
2.348,88.56978816,-92.617294,-183.97107,91.353776
2.349,88.58380544,-92.46875,-184.0992,91.63045
2.35,88.59768051,-92.577095,-184.32973,91.752635
2.351,88.61141382,-92.833878,-184.36055,91.526672
2.352,88.62500579,-93.02182,-184.59834,91.57652
2.353,88.63845685,-92.956108,-184.51773,91.561622
2.354,88.65176744,-93.154541,-184.72047,91.565929
2.355,88.664938,-93.211029,-184.69452,91.483491
2.356,88.67796896,-93.344612,-184.88979,91.545178
2.357,88.69086075,-93.188156,-184.92371,91.735554
2.358,88.70361383,-93.398247,-184.95863,91.560383
2.359,88.71622862,-93.662407,-185.2061,91.543693
2.36,88.72870557,-93.717392,-185.28693,91.569538
2.361,88.74104513,-93.588547,-185.10797,91.519423
2.362,88.75324772,-93.74118,-185.26811,91.52693
2.363,88.76531381,-93.688766,-185.41539,91.726624
2.364,88.77724382,-94.028954,-185.66498,91.636026
2.365,88.78903822,-94.084648,-185.69365,91.609002
2.366,88.80069744,-94.131622,-185.82846,91.696838
2.367,88.81222194,-94.215309,-185.81734,91.602031
2.368,88.82361216,-94.210251,-185.8831,91.672849
2.369,88.83486856,-94.45266,-186.02509,91.57243
2.37,88.84599158,-94.481644,-186.15736,91.675716
2.371,88.85698168,-94.403351,-186.16034,91.756989
2.372,88.86783931,-94.759605,-186.36192,91.602315
2.373,88.87856492,-94.84304,-186.56383,91.72079
2.374,88.88915898,-94.853439,-186.48148,91.628041
2.375,88.89962194,-95.053886,-186.81732,91.763434
2.376,88.90995425,-95.182037,-186.59969,91.417653
2.377,88.92015637,-95.220734,-186.85709,91.636356
2.378,88.93022877,-95.343689,-187.12259,91.778901
2.379,88.9401719,-95.354179,-187.10559,91.751411
2.38,88.94998622,-95.495438,-187.1769,91.681462
2.381,88.95967221,-95.578941,-187.30556,91.726619
2.382,88.96923031,-95.450897,-187.14928,91.698383
2.383,88.978661,-95.841667,-187.5358,91.694133
2.384,88.98796474,-95.656357,-187.37839,91.722033
2.385,88.99714199,-95.91864,-187.52878,91.61014
2.386,89.00619323,-96.026794,-187.84294,91.816146
2.387,89.01511893,-96.031433,-187.76419,91.732757
2.388,89.02391954,-96.097977,-187.78075,91.682773
2.389,89.03259555,-96.049934,-187.94728,91.897346
2.39,89.04114742,-96.323845,-187.97983,91.655985
2.391,89.04957562,-96.466545,-188.32072,91.854175
2.392,89.05788064,-96.649979,-188.22536,91.575381
2.393,89.06606294,-96.522293,-188.28139,91.759097
2.394,89.07412299,-96.643082,-188.50853,91.865448
2.395,89.08206128,-96.629784,-188.48203,91.852246
2.396,89.08987828,-96.904633,-188.88403,91.979397
2.397,89.09757447,-96.930443,-188.59801,91.667567
2.398,89.10515032,-97.040016,-188.71323,91.673214
2.399,89.11260633,-97.026672,-188.75484,91.728168
2.4,89.11994296,-97.361595,-189.12851,91.766915
2.401,89.12716069,-97.270004,-188.96161,91.691606
2.402,89.13426002,-97.275208,-189.06451,91.789302
2.403,89.14124143,-97.553978,-189.26691,91.712932
2.404,89.14810539,-97.57608,-189.38608,91.81
2.405,89.1548524,-97.554039,-189.49532,91.941281
2.406,89.16148294,-97.679001,-189.38383,91.704829
2.407,89.1679975,-97.787247,-189.57069,91.783443
2.408,89.17439656,-98.049477,-189.73354,91.684063
2.409,89.18068061,-97.84819,-189.59937,91.75118
2.41,89.18685015,-98.055168,-190.17358,92.118412
2.411,89.19290566,-98.145981,-189.94482,91.798839
2.412,89.19884764,-98.258041,-190.24341,91.985369
2.413,89.20467657,-98.528687,-190.12166,91.592973
2.414,89.21039295,-98.422058,-190.49252,92.070462
2.415,89.21599728,-98.766068,-190.54794,91.781872
2.416,89.22149004,-98.673103,-190.54193,91.868827
2.417,89.22687174,-98.590172,-190.46251,91.872338
2.418,89.23214287,-98.876472,-190.92052,92.044048
2.419,89.23730393,-98.73835,-190.64072,91.90237
2.42,89.24235542,-98.899513,-190.70557,91.806057
2.421,89.24729782,-99.231728,-191.01118,91.779452
2.422,89.25213166,-99.209091,-191.06284,91.853749
2.423,89.25685742,-99.144684,-190.99377,91.849086
2.424,89.2614756,-99.5401,-191.28877,91.74867
2.425,89.26598671,-99.511971,-191.48834,91.976369
2.426,89.27039125,-99.587761,-191.25566,91.667899
2.427,89.27468973,-99.610352,-191.45886,91.848508
2.428,89.27888265,-99.679405,-191.51436,91.834955
2.429,89.28297051,-99.821777,-191.74927,91.927493
2.43,89.28695382,-99.809105,-191.57907,91.769965
2.431,89.29083308,-100.03333,-191.85956,91.82623
2.432,89.29460882,-99.965034,-191.84981,91.884776
2.433,89.29828152,-100.17146,-192.11494,91.94348
2.434,89.3018517,-100.06294,-192.01613,91.95319
2.435,89.30531988,-100.41827,-192.05942,91.64115
2.436,89.30868656,-100.42165,-192.11279,91.69114
2.437,89.31195225,-100.45863,-192.47974,92.02111
2.438,89.31511746,-100.63045,-192.58347,91.95302
2.439,89.31818272,-100.52232,-192.39821,91.87589
2.44,89.32114852,-100.76805,-192.76559,91.99754
2.441,89.32401539,-100.82281,-192.685,91.86219
2.442,89.32678383,-101.14853,-192.68811,91.53958
2.443,89.32945437,-100.79836,-192.6346,91.83624
2.444,89.33202752,-101.14323,-193.20097,92.05774
2.445,89.3345038,-101.2018,-193.23253,92.03073
2.446,89.33688372,-101.2975,-193.0276,91.7301
2.447,89.3391678,-101.57095,-193.32228,91.75133
2.448,89.34135656,-101.60499,-193.53256,91.92757
2.449,89.34345052,-101.67947,-193.53461,91.85514
2.45,89.34545021,-101.62002,-193.71884,92.09882
2.451,89.34735613,-101.65996,-193.64415,91.98419
2.452,89.34916881,-102.02641,-193.86996,91.84355
2.453,89.35088878,-101.80739,-193.91031,92.10292
2.454,89.35251655,-101.9618,-193.7851,91.8233
2.455,89.35405265,-102.11472,-194.21423,92.09951
2.456,89.3554976,-102.14854,-194.19434,92.0458
2.457,89.35685193,-102.42903,-194.10344,91.67441
2.458,89.35811616,-102.46899,-194.35321,91.88422
2.459,89.35929081,-102.57601,-194.46983,91.89382
2.46,89.36037642,-102.65827,-194.50011,91.84184
2.461,89.3613735,-102.57409,-194.75745,92.18336
2.462,89.36228258,-102.8631,-194.76801,91.90491
2.463,89.3631042,-102.9377,-194.98647,92.04877
2.464,89.36383888,-102.94021,-194.95233,92.01212
2.465,89.36448714,-103.00578,-195.03084,92.02506
2.466,89.36504952,-103.02458,-195.12825,92.10367
2.467,89.36552655,-103.22686,-195.18138,91.95452
2.468,89.36591875,-103.33645,-195.18626,91.84981
2.469,89.36622666,-103.47144,-195.50432,92.03288
2.47,89.36645081,-103.63106,-195.38115,91.75009
2.471,89.36659172,-103.65645,-195.59622,91.93977
2.472,89.36664993,-103.68458,-195.62856,91.94398
2.473,89.36662598,-103.70176,-195.75098,92.04922
2.474,89.36652038,-103.97139,-195.8026,91.83121
