"Freq [GHz]","ang_deg(S(4,2)) [deg]","ang_deg(S(3,2)) [deg]","ang_deg(S(4,3)) [deg]"
1.922,96.8522483825499,123.64913490479,163.604633170364
1.923,96.6925282676126,123.485723811987,163.527292125684
1.924,96.532731982512,123.322179978602,163.449815764682
1.925,96.3728595319048,123.158503291428,163.372203058459
1.926,96.2129109219942,122.994693638348,163.294452980177
1.927,96.0528861605396,122.830750908347,163.216564505134
1.928,95.892785256865,122.666674991513,163.138536610834
1.929,95.7326082218688,122.502465779047,163.060368277063
1.93,95.5723550680325,122.33812316327,162.982058485957
1.931,95.4120258094299,122.173647037627,162.903606222078
1.932,95.251620461736,122.009037296696,162.825010472486
1.933,95.0911390422359,121.844293836193,162.746270226812
1.934,94.9305815698343,121.679416552981,162.667384477326
1.935,94.769948065064,121.514405345075,162.588352219017
1.936,94.6092385500949,121.349260111648,162.509172449658
1.937,94.4484530487432,121.18398075304,162.429844169882
1.938,94.28759158648,121.018567170761,162.350366383254
1.939,94.1266541904404,120.853019267502,162.27073809634
1.94,93.9656408894323,120.68733694714,162.190958318783
1.941,93.8045517139448,120.521520114742,162.111026063371
1.942,93.6433866961578,120.355568676577,162.03094034611
1.943,93.4821458699503,120.189482540117,161.950700186295
1.944,93.3208292709089,120.023261614048,161.870304606583
1.945,93.159436936337,119.856905808275,161.78975263306
1.946,92.997968905263,119.690415033928,161.709043295315
1.947,92.8364252184495,119.523789203371,161.628175626509
1.948,92.6748059184013,119.357028230205,161.547148663445
1.949,92.5131110493743,119.190132029277,161.465961446641
1.95,92.351340657384,119.023100516689,161.384613020397
1.951,92.1894947902141,118.855933609799,161.303102432864
1.952,92.0275734974245,118.688631227232,161.221428736115
1.953,91.8655768303601,118.521193288886,161.139590986214
1.954,91.7035048421593,118.353619715936,161.057588243287
1.955,91.5413575877619,118.185910430845,160.975419571583
1.956,91.3791351239176,118.018065357367,160.89308403955
1.957,91.2168375091943,117.850084420554,160.810580719901
1.958,91.0544648039862,117.681967546765,160.727908689679
1.959,90.8920170705221,117.51371466367,160.645067030327
1.96,90.7294943728731,117.345325700257,160.562054827752
1.961,90.5668967769612,117.176800586841,160.478871172394
1.962,90.4042243505667,117.008139255067,160.395515159292
1.963,90.2414771633368,116.839341637918,160.31198588815
1.964,90.0786552867931,116.670407669723,160.228282463399
1.965,89.9157587943394,116.501337286161,160.144403994268
1.966,89.7527877612694,116.332130424269,160.060349594842
1.967,89.5897422647751,116.162787022448,159.976118384132
1.968,89.4266223839536,115.993307020471,159.891709486135
1.969,89.2634281998155,115.823690359486,159.8071220299
1.97,89.1001597952915,115.653936982024,159.722355149588
1.971,88.936817255241,115.484046832008,159.637407984537
1.972,88.7734006664588,115.314019854755,159.552279679324
1.973,88.6099101176827,115.143855996987,159.466969383824
1.974,88.4463456996006,114.973555206831,159.381476253273
1.975,88.2827075048582,114.803117433832,159.29579944833
1.976,88.1189956280657,114.632542628956,159.209938135135
1.977,87.9552101658051,114.461830744596,159.123891485367
1.978,87.7913512166374,114.290981734579,159.037658676307
1.979,87.6274188811093,114.119995554171,158.951238890895
1.98,87.46341326176,113.948872160086,158.864631317787
1.981,87.2993344631287,113.777611510489,158.777835151414
1.982,87.1351825917603,113.606213565004,158.690849592038
1.983,86.9709577562129,113.434678284719,158.603673845808
1.984,86.8066600670644,113.263005632192,158.516307124818
1.985,86.6422896369183,113.09119557146,158.428748647159
1.986,86.4778465804108,112.919248068039,158.340997636978
1.987,86.313331014217,112.747163088935,158.253053324527
1.988,86.148743057057,112.574940602649,158.164914946221
1.989,85.9840828297022,112.402580579182,158.07658174469
1.99,85.8193504549816,112.23008299004,157.988052968827
1.991,85.6545460577875,112.057447808241,157.899327873848
1.992,85.4896697650817,111.884675008322,157.810405721334
1.993,85.3247217059012,111.711764566342,157.721285779287
1.994,85.159702011364,111.538716459888,157.631967322182
1.995,84.9946108146746,111.365530668084,157.542449631007
1.996,84.8294482511301,111.192207171592,157.452731993323
1.997,84.664214458125,111.01874595262,157.362813703303
1.998,84.4989095751571,110.84514699493,157.272694061782
1.999,84.3335337438327,110.671410283835,157.182372376308
2,84.1680871078715,110.497535806216,157.091847961179
2.001,84.0025698131121,110.323523550517,157.001120137497
2.002,83.8369820075167,110.149373506756,156.910188233208
2.003,83.671323841176,109.97508566653,156.819051583144
2.004,83.5055954663146,109.800660023018,156.727709529073
2.005,83.3397970372947,109.626096570986,156.636161419735
2.006,83.1739287106214,109.451395306796,156.544406610885
2.007,83.0079906449471,109.276556228405,156.452444465337
2.008,82.8419830010756,109.101579335377,156.360274353002
2.009,82.6759059419665,108.926464628881,156.267895650926
2.01,82.5097596327397,108.7512121117,156.175307743334
2.011,82.3435442406785,108.575821788235,156.082510021662
2.012,82.1772599352351,108.40029366451,155.9895018846
2.013,82.0109068880328,108.224627748175,155.896282738124
2.014,81.8444852728704,108.048824048512,155.802851995536
2.015,81.6779952657264,107.87288257644,155.709209077496
2.016,81.5114370447614,107.696803344518,155.615353412057
2.017,81.3448107903218,107.52058636695,155.521284434701
2.018,81.1781166849436,107.344231659589,155.427001588371
2.019,81.0113549133549,107.167739239943,155.332504323499
2.02,80.844525662479,106.991109127176,155.237792098044
2.021,80.6776291214375,106.814341342117,155.142864377518
2.022,80.5106654815528,106.637435907256,155.04772063502
2.023,80.3436349363509,106.460392846758,154.952360351259
2.024,80.1765376815639,106.283212186458,154.856783014588
2.025,80.0093739151318,106.10589395387,154.760988121029
2.026,79.842143837206,105.928438178188,154.664975174301
2.027,79.6748476501497,105.750844890293,154.568743685843
2.028,79.5074855585418,105.573114122752,154.472293174845
2.029,79.3400577691769,105.395245909825,154.375623168265
2.03,79.1725644910683,105.217240287467,154.27873320086
2.031,79.0050059354489,105.03909729333,154.181622815203
2.032,78.8373823157729,104.860816966769,154.084291561708
2.033,78.6696938477172,104.682399348843,153.986738998651
2.034,78.5019407491821,104.503844482318,153.888964692192
2.035,78.3341232402928,104.325152411671,153.790968216389
2.036,78.1662415434002,104.146323183093,153.692749153225
2.037,77.9982958830812,103.96735684449,153.594307092618
2.038,77.8302864861399,103.788253445486,153.495641632447
2.039,77.6622135816078,103.609013037426,153.396752378559
2.04,77.4940774007436,103.429635673379,153.297638944793
2.041,77.3258781770344,103.250121408139,153.198300952989
2.042,77.1576161461948,103.070470298229,153.098738033007
2.043,76.9892915461671,102.890682401899,152.998949822736
2.044,76.8209046171211,102.710757779135,152.89893596811
2.045,76.6524556014534,102.530696491652,152.798696123116
2.046,76.483944743787,102.350498602903,152.698229949811
2.047,76.3153722909706,102.170164178077,152.597537118325
2.048,76.1467384920772,101.989693284101,152.496617306874
2.049,75.978043598404,101.809085989643,152.395470201772
2.05,75.8092878634704,101.62834236511,152.29409549743
2.051,75.6404715430164,101.447462482653,152.192492896373
2.052,75.4715948950022,101.266446416164,152.090662109238
2.053,75.3026581796055,101.085294241279,151.988602854785
2.054,75.1336616592199,100.904006035381,151.886314859898
2.055,74.9646055984531,100.722581877596,151.783797859592
2.056,74.7954902641245,100.541021848794,151.681051597013
2.057,74.6263159252632,100.359326031595,151.578075823445
2.058,74.4570828531049,100.177494510361,151.474870298304
2.059,74.2877913210897,99.9955273712027,151.371434789146
2.06,74.1184416048597,99.8134247019757,151.267769071665
2.061,73.9490339822546,99.6311865922814,151.16387292969
2.062,73.7795687333101,99.4488131334665,151.059746155185
2.063,73.6100461402537,99.2663044186225,150.955388548247
2.064,73.4404664875011,99.0836605425848,150.850799917104
2.065,73.2708300616533,98.9008816019321,150.745980078109
2.066,73.1011371514921,98.7179676949853,150.640928855735
2.067,72.9313880479761,98.5349189218059,150.535646082574
2.068,72.761583044237,98.3517353841957,150.430131599326
2.069,72.5917224355749,98.168417185694,150.324385254796
2.07,72.4218065194537,97.9849644315771,150.218406905883
2.071,72.2518355954967,97.8013772288556,150.112196417575
2.072,72.0818099654813,97.6176556862728,150.005753662939
2.073,71.9117299333345,97.4337999143026,149.899078523109
2.074,71.7415958051274,97.2498100251471,149.792170887281
2.075,71.5714078890694,97.0656861327335,149.685030652695
2.076,71.4011664955038,96.8814283527129,149.577657724628
2.077,71.2308719369003,96.6970368024553,149.470052016382
2.078,71.0605245278508,96.5125116010481,149.362213449265
2.079,70.8901245850624,96.3278528692928,149.254141952586
2.08,70.7196724273508,96.1430607297003,149.145837463629
2.081,70.5491683756348,95.9581353064887,149.03729992765
2.082,70.378612752929,95.7730767255786,148.928529297852
2.083,70.2080058843368,95.5878851145892,148.819525535371
2.084,70.0373480970442,95.4025606028344,148.710288609261
2.085,69.8666397203117,95.217103321318,148.600818496471
2.086,69.6958810854676,95.0315134027288,148.491115181833
2.087,69.5250725259001,94.8457909814369,148.381178658035
2.088,69.3542143770496,94.659936193487,148.271008925608
2.089,69.183306976401,94.4739491765943,148.1606059929
2.09,69.0123506634753,94.2878300701387,148.04996987606
2.091,68.8413457798214,94.1015790151587,147.939100599009
2.092,68.6702926690081,93.9151961543462,147.827998193425
2.093,68.4991916766147,93.7286816320394,147.716662698715
2.094,68.3280431502225,93.5420355942168,147.605094161993
2.095,68.1568474394061,93.355258188491,147.493292638055
2.096,67.9856048957235,93.1683495641011,147.381258189354
2.097,67.8143158727075,92.9813098719059,147.268990885974
2.098,67.6429807258557,92.7941392643767,147.156490805607
2.099,67.4715998126205,92.6068378955891,147.043758033522
2.1,67.3001734924001,92.4194059212159,146.930792662538
2.101,67.128702126527,92.2318434985184,146.817594793
2.102,66.9571860782591,92.0441507863382,146.704164532746
2.103,66.7856257127683,91.8563279450888,146.590501997081
2.104,66.6140213971299,91.668375136746,146.476607308746
2.105,66.4423735003124,91.4802925248398,146.362480597888
2.106,66.2706823931656,91.2920802744437,146.248122002029
2.107,66.0989484484101,91.103738552166,146.133531666036
2.108,65.9271720406253,90.9152675261393,146.018709742089
2.109,65.7553535462384,90.7266673660104,145.903656389646
2.11,65.5834933435118,90.5379382429295,145.788371775415
2.111,65.4115918125324,90.3490803295398,145.672856073316
2.112,65.239649335198,90.1600937999654,145.557109464452
2.113,65.0676662952062,89.970978829801,145.441132137068
2.114,64.8956430780412,89.7817355960996,145.324924286524
2.115,64.7235800709612,89.5923642773597,145.208486115255
2.116,64.5514776629861,89.4028650535146,145.091817832737
2.117,64.3793362448834,89.2132381059181,144.974919655447
2.118,64.207156209156,89.023483617332,144.857791806835
2.119,64.0349379500283,88.8336017719136,144.740434517277
2.12,63.8626818634326,88.6435927551999,144.622848024043
2.121,63.6903883469954,88.4534567540964,144.505032571261
2.122,63.5180578000235,88.2631939568601,144.386988409871
2.123,63.3456906234901,88.0728045530868,144.268715797594
2.124,63.17328722002,87.8822887336947,144.15021499889
2.125,63.0008479938752,87.6916466909095,144.031486284916
2.126,62.828373350941,87.5008786182488,143.91252993349
2.127,62.6558636987101,87.3099847105061,143.793346229046
2.128,62.4833194462683,87.1189651637331,143.6739354626
2.129,62.3107410042791,86.9278201752246,143.554297931701
2.13,62.1381287849684,86.7365499434996,143.434433940395
2.131,61.965483202109,86.545154668285,143.314343799181
2.132,61.7928046710049,86.3536345504967,143.19402782497
2.133,61.6200936084751,86.1619897922212,143.07348634104
2.134,61.4473504328384,85.9702205966971,142.952719676994
2.135,61.2745755638963,85.7783271682959,142.831728168721
2.136,61.1017694229169,85.5863097125016,142.710512158345
2.137,60.9289324326188,85.3941684358915,142.589071994187
2.138,60.7560650171542,85.2019035461156,142.467408030717
2.139,60.5831676020913,85.0095152518744,142.345520628514
2.14,60.4102406143984,84.8170037628993,142.223410154215
2.141,60.2372844824261,84.6243692899295,142.101076980477
2.142,60.0642996358896,84.43161204469,141.978521485925
2.143,59.8912865058524,84.2387322398692,141.855744055111
2.144,59.718245524707,84.0457300890948,141.732745078465
2.145,59.5451771261586,83.8526058069113,141.609524952253
2.146,59.372081745206,83.6593596087546,141.486084078525
2.147,59.1989598181239,83.4659917109282,141.362422865075
2.148,59.025811782445,83.2725023305774,141.238541725386
2.149,58.8526380769404,83.0788916856639,141.114441078591
2.15,58.6794391416024,82.8851599949394,140.990121349422
2.151,58.5062154176247,82.6913074779194,140.865582968159
2.152,58.3329673473839,82.4973343548548,140.740826370591
2.153,58.1596953744205,82.3032408467054,140.615851997959
2.154,57.9863999434196,82.1090271751105,140.490660296913
2.155,57.8130815001914,81.9146935623606,140.365251719464
2.156,57.6397404916524,81.7202402313679,140.239626722933
2.157,57.4663773658044,81.5256674056351,140.113785769902
2.158,57.2929925717165,81.3309753092269,139.98772932817
2.159,57.1195865595037,81.1361641667367,139.861457870698
2.16,56.9461597803076,80.9412342032557,139.734971875564
2.161,56.7727126862762,80.7461856443404,139.608271825912
2.162,56.5992457305433,80.5510187159793,139.481358209903
2.163,56.4257593672082,80.355733644559,139.354231520666
2.164,56.2522540513156,80.1603306568307,139.226892256248
2.165,56.0787302388335,79.9648099798733,139.099340919563
2.166,55.9051883866342,79.7691718410599,138.971578018345
2.167,55.7316289524721,79.57341646802,138.843604065095
2.168,55.558052394963,79.3775440886026,138.715419577035
2.169,55.3844591735629,79.1815549308386,138.587025076054
2.17,55.2108497485466,78.9854492229023,138.458421088657
2.171,55.0372245809864,78.7892271930719,138.329608145921
2.172,54.8635841327307,78.5928890696901,138.200586783437
2.173,54.6899288663815,78.3964350811217,138.071357541267
2.174,54.5162592452738,78.1998654557145,137.941920963887
2.175,54.3425757334531,78.0031804217549,137.81227760014
2.176,54.1688787956531,77.806380207426,137.682428003186
2.177,53.9951688972744,77.609465040763,137.55237273045
2.178,53.8214465043614,77.4124351496087,137.422112343571
2.179,53.6477120835808,77.2152907615675,137.291647408353
2.18,53.4739661021989,77.01803210396,137.160978494714
2.181,53.3002090280583,76.8206594037737,137.030106176634
2.182,53.1264413295569,76.623172887617,136.899031032107
2.183,52.9526634756241,76.4255727816683,136.767753643088
2.184,52.7788759356979,76.2278593116264,136.636274595443
2.185,52.6050791797028,76.0300327026601,136.5045944789
2.186,52.4312736780262,75.832093179355,136.372713886995
2.187,52.2574599014956,75.6340409656614,136.240633417027
2.188,52.0836383213556,75.4358762848401,136.108353670002
2.189,51.9098094092442,75.2375993594067,135.975875250584
2.19,51.7359736371701,75.0392104110765,135.843198767049
2.191,51.5621314774892,74.8407096607066,135.710324831229
2.192,51.3882834028807,74.642097328238,135.577254058462
2.193,51.2144298863243,74.443373632636,135.443987067546
2.194,51.040571401076,74.2445387918301,135.310524480688
2.195,50.8667084206449,74.0455930226516,135.176866923448
2.196,50.6928414187694,73.8465365407719,135.043015024699
2.197,50.5189708693931,73.6473695606369,134.908969416566
2.198,50.3450972466414,73.4480922954031,134.774730734386
2.199,50.1712210247975,73.2487049568705,134.640299616653
2.2,49.9973426782783,73.0492077554147,134.505676704968
2.201,49.8234626816106,72.8496008999176,134.370862643992
2.202,49.6495815094069,72.6498845976976,134.235858081398
2.203,49.4756996363415,72.4500590544368,134.100663667814
2.204,49.3018175371264,72.2501244741088,133.965280056785
2.205,49.1279356864866,72.0500810589026,133.829707904714
2.206,48.9540545591367,71.8499290091479,133.69394787082
2.207,48.7801746297558,71.6496685232366,133.558000617085
2.208,48.6062963729644,71.4492997975438,133.421866808206
2.209,48.4324202632986,71.248823026347,133.285547111551
2.21,48.2585467751867,71.0482384017436,133.149042197103
2.211,48.0846763829248,70.8475461135675,133.012352737419
2.212,47.9108095606525,70.6467463493031,132.875479407578
2.213,47.7369467823272,70.4458392939967,132.738422885133
2.214,47.5630885217018,70.2448251301699,132.601183850066
2.215,47.3892352522986,70.0437040377266,132.46376298474
2.216,47.2153874473853,69.8424761938607,132.326160973847
2.217,47.0415455799508,69.641141772962,132.188378504367
2.218,46.8677101226804,69.4397009465191,132.050416265519
2.219,46.6938815479313,69.2381538830209,131.912274948712
2.22,46.5200603277086,69.0365007478566,131.773955247501
2.221,46.3462469336398,68.8347417032118,131.635457857541
2.222,46.1724418369515,68.6328769079652,131.496783476537
2.223,45.9986455084438,68.4309065175805,131.357932804202
2.224,45.8248584184669,68.2288306839985,131.21890654221
2.225,45.6510810368954,68.0266495555239,131.07970539415
2.226,45.4773138331052,67.8243632767135,130.940330065481
2.227,45.3035572759476,67.6219719882583,130.800781263486
2.228,45.1298118337266,67.4194758268666,130.661059697229
2.229,44.9560779741722,67.2168749251405,130.521166077507
2.23,44.7823561644186,67.0141694114551,130.381101116811
2.231,44.6086468709778,66.8113594098297,130.240865529276
2.232,44.4349505597163,66.6084450398,130.100460030639
2.233,44.2612676958303,66.4054264162857,129.959885338198
2.234,44.0875987438219,66.2023036494559,129.819142170763
2.235,43.9139441674744,65.9990768445916,129.678231248618
2.236,43.7403044298288,65.7957461019449,129.537153293475
2.237,43.5666799931582,65.5923115165947,129.395909028432
2.238,43.3930713189457,65.3887731783008,129.25449917793
2.239,43.2194788678586,65.1851311713526,129.112924467713
2.24,43.0459030997253,64.9813855744162,128.971185624781
2.241,42.8723444735113,64.7775364603772,128.829283377353
2.242,42.6988034472946,64.5735838961801,128.687218454825
2.243,42.5252804782428,64.3695279426639,128.544991587724
2.244,42.3517760225888,64.1653686543951,128.402603507674
2.245,42.1782905356068,63.9611060794944,128.26005494735
2.246,42.0048244715891,63.7567402594622,128.11734664044
2.247,41.8313782838227,63.5522712289988,127.974479321602
2.248,41.6579524245649,63.3476990158197,127.831453726431
2.249,41.4845473450206,63.1430236404679,127.688270591408
2.25,41.3111634953187,62.9382451161216,127.544930653874
2.251,41.1378013244886,62.7333634483962,127.401434651979
2.252,40.9644612804376,62.5283786351434,127.25778332465
2.253,40.7911438099265,62.3232906662435,127.113977411553
2.254,40.6178493585481,62.1180995233947,126.970017653048
2.255,40.4445783707029,61.9128051798963,126.825904790161
2.256,40.2713312895774,61.7074076004264,126.681639564537
2.257,40.09810855712,61.5019067408148,126.537222718407
2.258,39.9249106140194,61.2963025478102,126.392654994554
2.259,39.7517378996816,61.0905949588417,126.247937136268
2.26,39.5785908522073,60.8847839017742,126.103069887318
2.261,39.4054699083695,60.6788692946577,125.95805399191
2.262,39.2323755035914,60.4728510454707,125.812890194655
2.263,39.0593080719243,60.2667290518572,125.66757924053
2.264,38.8862680460249,60.060503200856,125.522121874845
2.265,38.7132558571342,59.8541733686253,125.376518843207
2.266,38.540271935055,59.6477394201572,125.230770891487
2.267,38.3673167081302,59.441201208988,125.084878765782
2.268,38.1943906032219,59.2345585768993,124.938843212385
2.269,38.0214940456888,59.027811353611,124.792664977749
2.27,37.8486274593657,58.8209593564672,124.646344808453
2.271,37.6757912665418,58.6140023901145,124.49988345117
2.272,37.5029858879396,58.4069402461696,124.353281652636
2.273,37.3302117426945,58.1997727028804,124.206540159612
2.274,37.1574692483327,57.992499524776,124.059659718858
2.275,36.9847588207517,57.7851204623092,123.912641077095
2.276,36.8120808741994,57.5776352514886,123.765484980978
2.277,36.6394358212529,57.3700436134995,123.618192177065
2.278,36.4668240727992,57.1623452543167,123.470763411782
2.279,36.2942460380142,56.9545398643046,123.323199431393
2.28,36.1217021243434,56.7466271178079,123.175500981974
2.281,35.9491927374818,56.5386066727299,123.027668809379
2.282,35.776718281353,56.3304781700982,122.87970365921
2.283,35.604279158092,56.1222412336217,122.731606276789
2.284,35.4318757680235,55.9138954692303,122.58337740713
2.285,35.2595085096438,55.7054404646047,122.435017794906
2.286,35.0871777796014,55.4968757886922,122.286528184426
2.287,34.9148839726781,55.2882009912078,122.137909319601
2.288,34.7426274817698,55.0794156021215,121.989161943921
2.289,34.5704086978687,54.8705191311304,121.840286800426
2.29,34.3982280100436,54.6615110671151,121.691284631674
2.291,34.2260858054229,54.452390877581,121.542156179723
2.292,34.0539824691755,54.2431580080822,121.392902186097
2.293,33.8819183844933,54.0338118816278,121.243523391761
2.294,33.709893932573,53.8243518980719,121.094020537097
2.295,33.537909492599,53.6147774334835,120.944394361879
2.296,33.3659654417251,53.4050878394986,120.794645605242
2.297,33.1940621550586,53.1952824426521,120.644775005664
2.298,33.0222000056412,52.9853605436877,120.494783300935
2.299,32.8503793644341,52.7753214168498,120.344671228139
2.3,32.6786006002997,52.5651643091494,120.194439523621
2.301,32.506864079986,52.3548884396104,120.044088922972
2.302,32.3351701681098,52.1444929984898,119.893620161001
2.303,32.1635192271403,51.9339771464743,119.74303397171
2.304,31.9919116173834,51.7233400138511,119.592331088275
2.305,31.8203476969662,51.5125806996527,119.441512243022
2.306,31.6488278218201,51.3016982707718,119.290578167404
2.307,31.4773523456669,51.0906917610512,119.139529591976
2.308,31.3059216200023,50.8795601703401,118.988367246381
2.309,31.1345359940817,50.668302463522,118.83709185932
2.31,30.9631958149046,50.4569175695093,118.685704158536
2.311,30.7919014272005,50.2454043802048,118.534204870791
2.312,30.6206531734139,50.0337617494277,118.382594721848
2.313,30.449451393691,49.8219884918051,118.230874436446
2.314,30.2782964258634,49.6100833816225,118.079044738284
2.315,30.1071886054372,49.3980451516401,117.927106350001
2.316,29.9361282655768,49.1858724918631,117.775059993153
2.317,29.7651157370931,48.973564048273,117.622906388199
2.318,29.5941513484287,48.7611184215132,117.470646254477
2.319,29.4232354256462,48.5485341655296,117.31828031019
2.32,29.2523682924144,48.3358097861613,117.165809272386
2.321,29.0815502699964,48.1229437396846,117.013233856938
2.322,28.9107816772357,47.9099344312999,116.860554778528
2.323,28.740062830546,47.6967802135707,116.707772750632
2.324,28.5693940438974,47.4834793847997,116.554888485497
2.325,28.3987756288051,47.2700301873501,116.401902694131
2.326,28.2282078943184,47.0564308059037,116.248816086281
2.327,28.0576911470083,46.8426793656545,116.095629370418
2.328,27.8872256909566,46.628773930435,115.942343253724
2.329,27.7168118277456,46.4147125007744,115.788958442072
2.33,27.5464498564458,46.2004930118798,115.635475640012
2.331,27.3761400736068,45.9861133315452,115.481895550759
2.332,27.2058827732465,45.7715712579775,115.328218876173
2.333,27.0356782468403,45.55686451754,115.174446316746
2.334,26.8655267833118,45.3419907624085,115.02057857159
2.335,26.6954286690231,45.1269475681364,114.86661633842
2.336,26.525384187765,44.9117324311235,114.712560313542
2.337,26.3553936207479,44.6963427659858,114.558411191836
2.338,26.1854572465923,44.4807759028182,114.404169666749
2.339,26.0155753413207,44.2650290843515,114.249836430276
2.34,25.8457481783484,44.0490994629913,114.095412172948
2.341,25.675976028475,43.8329840977374,113.940897583823
2.342,25.5062591598766,43.616679950978,113.78629335047
2.343,25.3365978380974,43.4001838851503,113.631600158958
2.344,25.1669923260425,43.1834926592642,113.476818693846
2.345,24.9974428839698,42.9666029252791,113.321949638168
2.346,24.8279497694823,42.7495112243276,113.166993673424
2.347,24.6585132375223,42.5322139827817,113.011951479569
2.348,24.4891335403633,42.3147075081477,112.856823735
2.349,24.3198109276036,42.0969879847857,112.701611116549
2.35,24.1505456461603,41.8790514694434,112.54631429947
2.351,23.9813379402625,41.6608938865948,112.390933957427
2.352,23.8121880514453,41.4425110235723,112.235470762489
2.353,23.6430962185447,41.2238985254853,112.079925385118
2.354,23.4740626776909,41.0050518899076,111.924298494157
2.355,23.3050876623037,40.7859664613297,111.768590756826
2.356,23.1361714030873,40.5666374253565,111.612802838709
2.357,22.9673141280251,40.3470598026397,111.456935403745
2.358,22.798516062375,40.1272284425314,111.300989114224
2.359,22.6297774286651,39.907138016441,111.144964630773
2.36,22.4610984466891,39.6867830108826,110.988862612351
2.361,22.292479333503,39.4661577201929,110.832683716241
2.362,22.1239203034199,39.2452562389017,110.676428598043
2.363,21.9554215680075,39.0240724537375,110.520097911664
2.364,21.7869833360846,38.8026000352461,110.363692309314
2.365,21.6186058137171,38.5808324289988,110.207212441494
2.366,21.4502892042159,38.3587628463691,110.050658956997
2.367,21.2820337081336,38.1363842548521,109.894032502893
2.368,21.1138395232621,37.9136893678983,109.737333724528
2.369,20.9457068446305,37.6906706342359,109.580563265518
2.37,20.7776358645022,37.4673202266477,109.423721767739
2.371,20.6096267723739,37.2436300301748,109.266809871324
2.372,20.4416797549734,37.0195916297065,109.109828214658
2.373,20.273794996258,36.795196296924,108.952777434369
2.374,20.1059726774137,36.5704349765556,108.795658165328
2.375,19.9382129768537,36.3452982719009,108.638471040639
2.376,19.7705160702175,36.1197764295787,108.481216691639
2.377,19.6028821303706,35.8938593234499,108.323895747888
2.378,19.4353113274038,35.6675364376609,108.166508837169
2.379,19.2678038286328,35.4407968487536,108.009056585482
2.38,19.1003597985987,35.2136292067807,107.851539617039
2.381,18.9329793990676,34.9860217153571,107.693958554261
2.382,18.7656627890312,34.7579621105847,107.536314017774
2.383,18.5984101247075,34.5294376387682,107.378606626408
2.384,18.4312215595414,34.3004350328435,107.220836997187
2.385,18.2640972442059,34.0709404874334,107.063005745334
2.386,18.0970373266027,33.8409396324283,106.905113484262
2.387,17.9300419518645,33.6104175050011,106.747160825572
2.388,17.7631112623557,33.3793585199354,106.589148379054
2.389,17.5962453976749,33.1477464381557,106.431076752679
2.39,17.4294444946565,32.9155643333251,106.2729465526
2.391,17.2627086873727,32.6827945563747,106.114758383151
2.392,17.0960381071363,32.4494186978136,105.95651284684
2.393,16.9294328825033,32.2154175476526,105.798210544351
2.394,16.7628931392748,31.9807710527656,105.639852074541
2.395,16.5964190005012,31.7454582714984,105.48143803444
2.396,16.4300105864844,31.5094573253096,105.322969019246
2.397,16.2636680147814,31.2727453472191,105.164445622326
2.398,16.0973914002085,31.0352984268156,105.005868435215
2.399,15.9311808548435,30.797091551549,104.847238047613
2.4,15.7650364880309,30.5580985440163,104.688555047389
2.401,15.598958406386,30.3182919949155,104.529820020572
2.402,15.4329467137979,30.0776431913148,104.371033551357
2.403,15.2670015114353,29.8361220398525,104.212196222103
2.404,15.1011228977506,29.5936969844452,104.053308613331
2.405,14.9353109684844,29.3503349180375,103.894371303726
2.406,14.7695658166713,29.10600108789,103.735384870134
2.407,14.6038875326443,28.8606589938419,103.576349887565
2.408,14.4382762040402,28.6142702789372,103.417266929191
2.409,14.2727319158058,28.3667946117353,103.258136566348
2.41,14.1072547502027,28.1181895595631,103.098959368533
2.411,13.941844786814,27.8684104518815,102.939735903409
2.412,13.7765021025496,27.6174102328587,102.780466736804
2.413,13.6112267716529,27.3651393021455,102.621152432709
2.414,13.4460188657071,27.1115453427323,102.461793553282
2.415,13.2808784536411,26.8565731346546,102.302390658848
2.416,13.1158056017376,26.6001643531738,102.1429443079
2.417,12.9508003736386,26.3422573498992,101.9834550571
2.418,12.7858628303529,26.0827869151535,101.82392346128
2.419,12.6209930302637,25.8216840196814,101.664350073444
2.42,12.4561910291353,25.5588755335756,101.50473544477
2.421,12.2914568801209,25.2942839200506,101.345080124609
2.422,12.1267906337707,25.0278269014007,101.185384660491
2.423,11.9621923380387,24.7594170941508,101.025649598121
2.424,11.7976620382916,24.488961610052,100.865875481387
2.425,11.6331997773169,24.2163616191256,100.706062852357
2.426,11.4688055953302,23.9415118704964,100.546212251284
2.427,11.3044795299849,23.664300166186,100.386324216607
2.428,11.1402216163799,23.3846067824041,100.226399284954
2.429,10.9760318870687,23.1023038321338,100.066437991143
2.43,10.8119103720685,22.8172545619659,99.9064408681847
2.431,10.6478570988678,22.529312575147,99.7464084472866
2.432,10.483872092438,22.2383209716782,99.5863412578536
2.433,10.3199553752406,21.9441113949663,99.4262398274916
2.434,10.1561069672374,21.6465029730043,99.2661046820099
2.435,9.99232688590007,21.3453011402461,99.1059363454243
2.436,9.82861514621982,21.0402963242511,98.9457353399596
2.437,9.6649717607172,20.7312624786864,98.7855021860526
2.438,9.50139673945227,20.4179554413801,98.6252374023558
2.439,9.33789009003388,20.100111092676,98.4649415057392
2.44,9.17445181763117,19.7774432852776,98.3046150112946
2.441,9.01108192498305,19.4496415119322,98.1442584323384
2.442,8.84778041240864,19.1163682715499,97.9838722804147
2.443,8.68454727781837,18.7772560874668,97.8234570652989
2.444,8.52138251672446,18.431904123287,97.6630132950011
2.445,8.35828612225133,18.0798743317942,97.5025414757694
