"Freq [GHz]","cang_deg(S(2,1)) [deg]","cang_deg(S(3,1)) [deg]"
1.695,-159.845948317972,-311.319190689845
1.696,-159.946644982446,-311.540846358648
1.697,-160.048243166002,-311.762403768917
1.698,-160.150733187791,-311.983862509928
1.699,-160.254105433522,-312.205222178606
1.7,-160.35835035601,-312.426482379494
1.701,-160.463458475676,-312.64764272473
1.702,-160.569420381004,-312.868702834014
1.703,-160.676226728966,-313.089662334576
1.704,-160.783868245399,-313.310520861148
1.705,-160.892335725357,-313.531278055929
1.706,-161.001620033416,-313.751933568556
1.707,-161.111712103954,-313.972487056064
1.708,-161.222602941392,-314.19293818286
1.709,-161.334283620406,-314.413286620682
1.71,-161.446745286104,-314.633532048567
1.711,-161.559979154182,-314.853674152811
1.712,-161.673976511041,-315.073712626937
1.713,-161.788728713882,-315.293647171656
1.714,-161.904227190777,-315.513477494827
1.715,-162.020463440705,-315.733203311421
1.716,-162.137429033575,-315.95282434348
1.717,-162.255115610214,-316.172340320079
1.718,-162.373514882342,-316.391750977286
1.719,-162.492618632519,-316.611056058118
1.72,-162.612418714072,-316.830255312505
1.721,-162.732907051,-317.049348497244
1.722,-162.85407563787,-317.268335375959
1.723,-162.975916539673,-317.487215719056
1.724,-163.09842189169,-317.705989303684
1.725,-163.221583899313,-317.924655913689
1.726,-163.345394837869,-318.143215339567
1.727,-163.469847052423,-318.361667378428
1.728,-163.594932957559,-318.58001183394
1.729,-163.720645037159,-318.798248516296
1.73,-163.846975844154,-319.016377242159
1.731,-163.973918000276,-319.234397834619
1.732,-164.101464195786,-319.452310123149
1.733,-164.229607189198,-319.670113943556
1.734,-164.358339806984,-319.887809137937
1.735,-164.487654943279,-320.105395554627
1.736,-164.61754555956,-320.322873048157
1.737,-164.748004684331,-320.540241479202
1.738,-164.879025412791,-320.757500714536
1.739,-165.01060090649,-320.974650626983
1.74,-165.142724392984,-321.191691095366
1.741,-165.275389165476,-321.408622004464
1.742,-165.408588582454,-321.625443244956
1.743,-165.542316067319,-321.842154713379
1.744,-165.676565108006,-322.058756312072
1.745,-165.811329256601,-322.275247949134
1.746,-165.946602128951,-322.491629538367
1.747,-166.082377404265,-322.707900999231
1.748,-166.218648824719,-322.924062256791
1.749,-166.355410195045,-323.140113241671
1.75,-166.49265538212,-323.356053890001
1.751,-166.630378314557,-323.571884143366
1.752,-166.76857298228,-323.787603948757
1.753,-166.907233436106,-324.003213258522
1.754,-167.046353787317,-324.218712030312
1.755,-167.185928207233,-324.434100227034
1.756,-167.325950926777,-324.649377816798
1.757,-167.466416236048,-324.864544772866
1.758,-167.607318483877,-325.079601073603
1.759,-167.748652077393,-325.294546702428
1.76,-167.890411481581,-325.509381647755
1.761,-168.032591218841,-325.724105902955
1.762,-168.175185868546,-325.938719466292
1.763,-168.318190066595,-326.153222340882
1.764,-168.461598504966,-326.367614534638
1.765,-168.605405931278,-326.581896060219
1.766,-168.749607148334,-326.796066934982
1.767,-168.89419701368,-327.010127180929
1.768,-169.039170439156,-327.224076824656
1.769,-169.184522390446,-327.437915897304
1.77,-169.330247886635,-327.65164443451
1.771,-169.476341999756,-327.865262476353
1.772,-169.622799854347,-328.078770067305
1.773,-169.769616627004,-328.292167256184
1.774,-169.91678754593,-328.505454096097
1.775,-170.064307890497,-328.718630644399
1.776,-170.212172990796,-328.931696962635
1.777,-170.360378227195,-329.144653116495
1.778,-170.508919029898,-329.357499175762
1.779,-170.657790878499,-329.570235214266
1.78,-170.80698930155,-329.78286130983
1.781,-170.956509876113,-329.995377544224
1.782,-171.106348227329,-330.207784003115
1.783,-171.256500027981,-330.420080776018
1.784,-171.406960998058,-330.632267956248
1.785,-171.557726904325,-330.84434564087
1.786,-171.70879355989,-331.056313930654
1.787,-171.860156823779,-331.268172930021
1.788,-172.011812600504,-331.479922747002
1.789,-172.163756839644,-331.691563493185
1.79,-172.315985535418,-331.903095283669
1.791,-172.468494726266,-332.114518237019
1.792,-172.621280494429,-332.325832475215
1.793,-172.774338965537,-332.537038123606
1.794,-172.927666308189,-332.748135310867
1.795,-173.081258733547,-332.959124168947
1.796,-173.235112494923,-333.170004833028
1.797,-173.389223887374,-333.380777441473
1.798,-173.543589247297,-333.591442135786
1.799,-173.698204952027,-333.801999060564
1.8,-173.853067419438,-334.012448363452
1.801,-174.008173107546,-334.222790195097
1.802,-174.163518514114,-334.433024709103
1.803,-174.319100176261,-334.643152061991
1.804,-174.474914670074,-334.853172413147
1.805,-174.63095861022,-335.063085924786
1.806,-174.787228649563,-335.272892761901
1.807,-174.943721478783,-335.482593092225
1.808,-175.100433825998,-335.692187086186
1.809,-175.257362456387,-335.901674916864
1.81,-175.414504171819,-336.111056759946
1.811,-175.571855810483,-336.320332793689
1.812,-175.729414246521,-336.529503198873
1.813,-175.887176389659,-336.738568158762
1.814,-176.045139184854,-336.94752785906
1.815,-176.203299611927,-337.156382487874
1.816,-176.36165468521,-337.365132235668
1.817,-176.520201453195,-337.573777295226
1.818,-176.67893699818,-337.782317861611
1.819,-176.837858435925,-337.990754132124
1.82,-176.996962915303,-338.199086306263
1.821,-177.156247617962,-338.407314585689
1.822,-177.315709757983,-338.61543917418
1.823,-177.475346581546,-338.823460277598
1.824,-177.635155366597,-339.031378103845
1.825,-177.795133422513,-339.239192862831
1.826,-177.95527808978,-339.446904766431
1.827,-178.115586739663,-339.65451402845
1.828,-178.27605677389,-339.862020864584
1.829,-178.436685624325,-340.069425492385
1.83,-178.597470752656,-340.276728131223
1.831,-178.758409650082,-340.48392900225
1.832,-178.919499837001,-340.691028328365
1.833,-179.080738862699,-340.898026334177
1.834,-179.242124305049,-341.104923245969
1.835,-179.403653770206,-341.311719291665
1.836,-179.565324892306,-341.518414700794
1.837,-179.727135333172,-341.725009704455
1.838,-179.889082782017,-341.931504535284
1.839,-180.051164955152,-342.137899427422
1.84,-180.213379595701,-342.344194616475
1.841,-180.375724473307,-342.550390339489
1.842,-180.538197383857,-342.75648683491
1.843,-180.700796149195,-342.962484342559
1.844,-180.863518616846,-343.168383103591
1.845,-181.026362659739,-343.374183360471
1.846,-181.189326175935,-343.579885356937
1.847,-181.352407088358,-343.785489337971
1.848,-181.515603344521,-343.99099554977
1.849,-181.678912916269,-344.196404239709
1.85,-181.842333799511,-344.40171565632
1.851,-182.005864013959,-344.606930049252
1.852,-182.169501602874,-344.812047669248
1.853,-182.333244632809,-345.017068768115
1.854,-182.497091193354,-345.221993598692
1.855,-182.661039396892,-345.426822414824
1.856,-182.825087378344,-345.63155547133
1.857,-182.989233294927,-345.83619302398
1.858,-183.153475325914,-346.040735329463
1.859,-183.317811672387,-346.245182645362
1.86,-183.482240557005,-346.449535230123
1.861,-183.646760223766,-346.653793343034
1.862,-183.811368937771,-346.857957244193
1.863,-183.976064984999,-347.062027194485
1.864,-184.140846672073,-347.266003455552
1.865,-184.305712326035,-347.469886289774
1.866,-184.470660294124,-347.673675960237
1.867,-184.635688943553,-347.877372730711
1.868,-184.800796661288,-348.080976865625
1.869,-184.965981853833,-348.284488630041
1.87,-185.131242947012,-348.487908289633
1.871,-185.296578385762,-348.691236110659
1.872,-185.461986633914,-348.894472359941
1.873,-185.627466173992,-349.097617304838
1.874,-185.793015507003,-349.300671213227
1.875,-185.958633152232,-349.503634353476
1.876,-186.124317647042,-349.706506994425
1.877,-186.290067546674,-349.909289405362
1.878,-186.455881424049,-350.111981856001
1.879,-186.621757869568,-350.314584616462
1.88,-186.787695490926,-350.517097957249
1.881,-186.953692912913,-350.719522149224
1.882,-187.119748777227,-350.921857463597
1.883,-187.285861742289,-351.124104171893
1.884,-187.452030483052,-351.326262545941
1.885,-187.618253690819,-351.528332857851
1.886,-187.784530073065,-351.730315379993
1.887,-187.95085835325,-351.932210384977
1.888,-188.117237270647,-352.134018145638
1.889,-188.283665580162,-352.335738935014
1.89,-188.450142052162,-352.537373026326
1.891,-188.616665472301,-352.738920692962
1.892,-188.78323464135,-352.940382208459
1.893,-188.949848375027,-353.141757846484
1.894,-189.116505503832,-353.343047880816
1.895,-189.283204872881,-353.544252585329
1.896,-189.449945341741,-353.745372233977
1.897,-189.616725784271,-353.946407100772
1.898,-189.783545088459,-354.147357459774
1.899,-189.950402156265,-354.348223585069
1.9,-190.117295903467,-354.549005750755
1.901,-190.2842252595,-354.749704230927
1.902,-190.45118916731,-354.95031929966
1.903,-190.618186583197,-355.150851230994
1.904,-190.785216476666,-355.351300298918
1.905,-190.952277830283,-355.551666777358
1.906,-191.11936963952,-355.751950940157
1.907,-191.28649091262,-355.952153061066
1.908,-191.453640670443,-356.152273413726
1.909,-191.620817946334,-356.352312271657
1.91,-191.788021785975,-356.552269908239
1.911,-191.955251247248,-356.752146596706
1.912,-192.122505400102,-356.951942610124
1.913,-192.289783326409,-357.151658221387
1.914,-192.457084119839,-357.351293703195
1.915,-192.624406885717,-357.550849328048
1.916,-192.7917507409,-357.750325368231
1.917,-192.959114813643,-357.9497220958
1.918,-193.12649824347,-358.149039782574
1.919,-193.293900181048,-358.348278700119
1.92,-193.461319788062,-358.547439119738
1.921,-193.628756237087,-358.746521312461
1.922,-193.79620871147,-358.94552554903
1.923,-193.963676405202,-359.144452099894
1.924,-194.131158522805,-359.343301235188
1.925,-194.298654279207,-359.542073224736
1.926,-194.466162899625,-359.740768338027
1.927,-194.633683619453,-359.939386844213
1.928,-194.801215684141,-360.137929012098
1.929,-194.968758349085,-360.336395110124
1.93,-195.136310879513,-360.534785406365
1.931,-195.303872550373,-360.733100168518
1.932,-195.471442646223,-360.931339663889
1.933,-195.639020461125,-361.129504159389
1.934,-195.806605298533,-361.327593921522
1.935,-195.974196471188,-361.525609216376
1.936,-196.141793301014,-361.723550309615
1.937,-196.309395119012,-361.921417466474
1.938,-196.477001265157,-362.119210951742
1.939,-196.644611088299,-362.316931029764
1.94,-196.812223946057,-362.514577964424
1.941,-196.979839204726,-362.712152019145
1.942,-197.147456239171,-362.909653456875
1.943,-197.315074432735,-363.107082540083
1.944,-197.482693177143,-363.30443953075
1.945,-197.650311872401,-363.501724690365
1.946,-197.817929926709,-363.698938279911
1.947,-197.985546756363,-363.896080559867
1.948,-198.153161785664,-364.093151790194
1.949,-198.320774446827,-364.290152230333
1.95,-198.488384179893,-364.487082139195
1.951,-198.655990432635,-364.683941775159
1.952,-198.823592660476,-364.88073139606
1.953,-198.991190326397,-365.077451259189
1.954,-199.158782900854,-365.274101621284
1.955,-199.326369861691,-365.470682738524
1.956,-199.493950694056,-365.667194866525
1.957,-199.661524890319,-365.863638260332
1.958,-199.82909194999,-366.060013174418
1.959,-199.996651379635,-366.256319862675
1.96,-200.164202692796,-366.45255857841
1.961,-200.331745409916,-366.648729574339
1.962,-200.499279058254,-366.844833102586
1.963,-200.66680317181,-367.040869414675
1.964,-200.834317291251,-367.236838761524
1.965,-201.001820963828,-367.432741393447
1.966,-201.169313743309,-367.628577560141
1.967,-201.336795189897,-367.824347510691
1.968,-201.504264870162,-368.020051493556
1.969,-201.671722356966,-368.215689756576
1.97,-201.839167229393,-368.411262546958
1.971,-202.006599072673,-368.606770111279
1.972,-202.174017478117,-368.802212695481
1.973,-202.341422043048,-368.997590544864
1.974,-202.508812370726,-369.192903904089
1.975,-202.676188070286,-369.388153017167
1.976,-202.843548756671,-369.583338127465
1.977,-203.010894050559,-369.778459477692
1.978,-203.178223578308,-369.973517309907
1.979,-203.345536971879,-370.16851186551
1.98,-203.512833868783,-370.363443385237
1.981,-203.680113912009,-370.558312109166
1.982,-203.847376749967,-370.753118276704
1.983,-204.014622036424,-370.947862126594
1.984,-204.18184943044,-371.142543896906
1.985,-204.349058596313,-371.337163825038
1.986,-204.516249203515,-371.531722147713
1.987,-204.683420926632,-371.726219100976
1.988,-204.850573445311,-371.920654920193
1.989,-205.017706444194,-372.11502984005
1.99,-205.184819612869,-372.30934409455
1.991,-205.351912645807,-372.503597917011
1.992,-205.518985242308,-372.697791540064
1.993,-205.686037106449,-372.891925195655
1.994,-205.853067947024,-373.085999115037
1.995,-206.020077477494,-373.280013528776
1.996,-206.18706541593,-373.473968666743
1.997,-206.354031484965,-373.667864758119
1.998,-206.520975411736,-373.861702031388
1.999,-206.687896927836,-374.055480714339
2,-206.854795769264,-374.249201034068
2.001,-207.02167167637,-374.442863216968
2.002,-207.188524393808,-374.63646748874
2.003,-207.355353670489,-374.83001407438
2.004,-207.522159259526,-375.02350319819
2.005,-207.688940918192,-375.216935083767
2.006,-207.855698407867,-375.41030995401
2.007,-208.022431493995,-375.603628031116
2.008,-208.189139946038,-375.796889536581
2.009,-208.355823537422,-375.990094691196
2.01,-208.522482045503,-376.183243715053
2.011,-208.689115251513,-376.376336827539
2.012,-208.855722940519,-376.569374247339
2.013,-209.022304901379,-376.762356192434
2.014,-209.188860926698,-376.955282880104
2.015,-209.355390812784,-377.148154526924
2.016,-209.521894359609,-377.340971348766
2.017,-209.688371370761,-377.533733560801
2.018,-209.854821653409,-377.726441377494
2.019,-210.021245018256,-377.91909501261
2.02,-210.187641279503,-378.111694679211
2.021,-210.354010254807,-378.304240589657
2.022,-210.52035176524,-378.496732955607
2.023,-210.68666563525,-378.689171988018
2.024,-210.852951692627,-378.881557897146
2.025,-211.019209768456,-379.073890892549
2.026,-211.185439697087,-379.266171183082
2.027,-211.351641316094,-379.458398976906
2.028,-211.517814466237,-379.650574481478
2.029,-211.683958991426,-379.842697903562
2.03,-211.850074738688,-380.034769449224
2.031,-212.016161558125,-380.226789323834
2.032,-212.182219302886,-380.418757732065
2.033,-212.348247829125,-380.610674877899
2.034,-212.51424699597,-380.802540964623
2.035,-212.680216665489,-380.994356194833
2.036,-212.846156702654,-381.186120770431
2.037,-213.012066975311,-381.377834892633
2.038,-213.177947354143,-381.569498761962
2.039,-213.34379771264,-381.761112578256
2.04,-213.509617927066,-381.952676540664
2.041,-213.675407876425,-382.144190847651
2.042,-213.841167442435,-382.335655696998
2.043,-214.006896509489,-382.527071285801
2.044,-214.172594964631,-382.718437810477
2.045,-214.338262697522,-382.90975546676
2.046,-214.503899600409,-383.101024449708
2.047,-214.669505568099,-383.292244953698
2.048,-214.835080497925,-383.483417172434
2.049,-215.000624289722,-383.674541298945
2.05,-215.166136845791,-383.865617525584
2.051,-215.331618070879,-384.056646044036
2.052,-215.497067872143,-384.247627045314
2.053,-215.662486159128,-384.438560719764
2.054,-215.827872843737,-384.629447257065
2.055,-215.993227840203,-384.820286846229
2.056,-216.158551065063,-385.011079675606
2.057,-216.323842437132,-385.201825932886
2.058,-216.489101877477,-385.392525805096
2.059,-216.654329309388,-385.583179478607
2.06,-216.819524658356,-385.773787139132
2.061,-216.984687852046,-385.964348971731
2.062,-217.149818820271,-386.154865160809
2.063,-217.314917494969,-386.345335890122
2.064,-217.479983810178,-386.535761342776
2.065,-217.645017702009,-386.72614170123
2.066,-217.810019108626,-386.916477147297
2.067,-217.974987970221,-387.106767862149
2.068,-218.139924228988,-387.297014026313
2.069,-218.304827829105,-387.487215819679
2.07,-218.469698716704,-387.6773734215
2.071,-218.634536839857,-387.867487010391
2.072,-218.799342148544,-388.057556764337
2.073,-218.964114594639,-388.247582860688
2.074,-219.128854131885,-388.437565476167
2.075,-219.293560715869,-388.62750478687
2.076,-219.458234304008,-388.817400968265
2.077,-219.622874855521,-389.007254195202
2.078,-219.78748233141,-389.197064641904
2.079,-219.952056694443,-389.38683248198
2.08,-220.116597909128,-389.576557888421
2.081,-220.281105941697,-389.766241033602
2.082,-220.445580760083,-389.955882089288
2.083,-220.610022333903,-390.145481226631
2.084,-220.774430634436,-390.335038616179
2.085,-220.938805634605,-390.524554427872
2.086,-221.103147308959,-390.714028831045
2.087,-221.26745563365,-390.903461994435
2.088,-221.43173058642,-391.092854086178
2.089,-221.595972146577,-391.282205273815
2.09,-221.760180294983,-391.47151572429
2.091,-221.92435501403,-391.660785603956
2.092,-222.088496287624,-391.850015078578
2.093,-222.25260410117,-392.03920431333
2.094,-222.41667844155,-392.228353472804
2.095,-222.580719297111,-392.417462721007
2.096,-222.744726657644,-392.606532221365
2.097,-222.908700514369,-392.795562136728
2.098,-223.072640859915,-392.984552629368
2.099,-223.236547688311,-393.173503860983
2.1,-223.400420994962,-393.362415992702
2.101,-223.564260776635,-393.551289185084
2.102,-223.728067031448,-393.74012359812
2.103,-223.891839758845,-393.928919391238
2.104,-224.055578959591,-394.117676723304
2.105,-224.219284635748,-394.306395752626
2.106,-224.382956790663,-394.495076636953
2.107,-224.546595428956,-394.683719533479
2.108,-224.710200556499,-394.872324598848
2.109,-224.873772180407,-395.060891989152
2.11,-225.03731030902,-395.249421859936
2.111,-225.200814951889,-395.4379143662
2.112,-225.364286119764,-395.626369662403
2.113,-225.527723824577,-395.81478790246
2.114,-225.69112807943,-396.003169239752
2.115,-225.854498898582,-396.191513827121
2.116,-226.017836297432,-396.37982181688
2.117,-226.18114029251,-396.568093360808
2.118,-226.34441090146,-396.756328610156
2.119,-226.507648143029,-396.944527715652
2.12,-226.670852037054,-397.132690827497
2.121,-226.834022604448,-397.320818095374
2.122,-226.997159867187,-397.508909668446
2.123,-227.160263848301,-397.696965695359
2.124,-227.323334571856,-397.884986324249
2.125,-227.486372062948,-398.072971702736
2.126,-227.649376347684,-398.260921977934
2.127,-227.812347453177,-398.448837296451
2.128,-227.975285407529,-398.636717804388
2.129,-228.13819023982,-398.824563647349
2.13,-228.301061980101,-399.012374970434
2.131,-228.463900659375,-399.20015191825
2.132,-228.626706309593,-399.387894634907
2.133,-228.789478963637,-399.575603264025
2.134,-228.952218655313,-399.763277948735
2.135,-229.114925419339,-399.950918831678
2.136,-229.277599291331,-400.138526055013
2.137,-229.440240307798,-400.326099760416
2.138,-229.602848506126,-400.513640089083
2.139,-229.765423924571,-400.701147181732
2.14,-229.927966602248,-400.888621178608
2.141,-230.090476579118,-401.076062219481
2.142,-230.252953895984,-401.263470443652
2.143,-230.415398594474,-401.450845989954
2.144,-230.577810717035,-401.638188996754
2.145,-230.740190306922,-401.825499601958
2.146,-230.902537408191,-402.012777943008
2.147,-231.064852065684,-402.20002415689
2.148,-231.227134325026,-402.387238380133
2.149,-231.38938423261,-402.574420748815
2.15,-231.551601835591,-402.761571398558
2.151,-231.713787181875,-402.94869046454
2.152,-231.875940320113,-403.13577808149
2.153,-232.038061299689,-403.322834383693
2.154,-232.200150170711,-403.509859504993
2.155,-232.362206984005,-403.696853578794
2.156,-232.524231791102,-403.883816738063
2.157,-232.686224644237,-404.070749115334
2.158,-232.848185596331,-404.257650842705
2.159,-233.01011470099,-404.444522051846
2.16,-233.172012012492,-404.631362874001
2.161,-233.333877585783,-404.818173439986
2.162,-233.495711476465,-405.004953880194
2.163,-233.657513740791,-405.191704324599
2.164,-233.819284435655,-405.378424902753
2.165,-233.981023618585,-405.565115743797
2.166,-234.142731347735,-405.751776976454
2.167,-234.304407681879,-405.938408729037
2.168,-234.466052680401,-406.125011129448
2.169,-234.627666403287,-406.311584305184
2.17,-234.789248911122,-406.498128383335
2.171,-234.950800265079,-406.684643490592
2.172,-235.112320526909,-406.871129753241
2.173,-235.273809758943,-407.057587297173
2.174,-235.435268024074,-407.244016247883
2.175,-235.59669538576,-407.430416730471
2.176,-235.758091908008,-407.616788869646
2.177,-235.919457655375,-407.80313278973
2.178,-236.080792692954,-407.989448614655
2.179,-236.242097086374,-408.175736467969
2.18,-236.403370901789,-408.36199647284
2.181,-236.564614205873,-408.548228752052
2.182,-236.725827065813,-408.734433428013
2.183,-236.887009549303,-408.920610622756
2.184,-237.048161724537,-409.106760457936
2.185,-237.209283660204,-409.292883054842
2.186,-237.37037542548,-409.478978534388
2.187,-237.531437090024,-409.665047017126
2.188,-237.692468723969,-409.851088623239
2.189,-237.853470397919,-410.037103472548
2.19,-238.014442182942,-410.223091684513
2.191,-238.175384150562,-410.409053378237
2.192,-238.336296372757,-410.594988672463
2.193,-238.497178921951,-410.780897685583
2.194,-238.658031871007,-410.966780535633
2.195,-238.818855293225,-411.152637340303
2.196,-238.979649262332,-411.33846821693
2.197,-239.140413852482,-411.524273282508
2.198,-239.301149138245,-411.710052653686
2.199,-239.461855194604,-411.89580644677
2.2,-239.622532096951,-412.081534777729
2.201,-239.783179921079,-412.26723776219
2.202,-239.943798743179,-412.452915515447
2.203,-240.104388639833,-412.638568152459
2.204,-240.264949688011,-412.824195787853
2.205,-240.425481965065,-413.009798535928
2.206,-240.585985548723,-413.195376510652
2.207,-240.746460517084,-413.380929825671
2.208,-240.906906948615,-413.566458594303
2.209,-241.067324922145,-413.751962929548
2.21,-241.22771451686,-413.937442944085
2.211,-241.3880758123,-414.122898750273
2.212,-241.54840888835,-414.308330460157
2.213,-241.708713825241,-414.49373818547
2.214,-241.868990703541,-414.679122037629
2.215,-242.029239604151,-414.864482127743
2.216,-242.189460608305,-415.049818566613
2.217,-242.34965379756,-415.235131464734
2.218,-242.509819253792,-415.420420932297
2.219,-242.669957059196,-415.605687079189
2.22,-242.830067296278,-415.790930014997
2.221,-242.990150047853,-415.976149849011
2.222,-243.150205397037,-416.161346690224
2.223,-243.310233427248,-416.346520647332
2.224,-243.470234222197,-416.531671828741
2.225,-243.630207865887,-416.716800342564
2.226,-243.790154442609,-416.901906296625
2.227,-243.950074036936,-417.086989798462
2.228,-244.109966733721,-417.272050955327
2.229,-244.269832618091,-417.457089874186
2.23,-244.429671775444,-417.642106661728
2.231,-244.589484291449,-417.827101424356
2.232,-244.749270252033,-418.0120742682
2.233,-244.909029743388,-418.197025299111
2.234,-245.06876285196,-418.381954622666
2.235,-245.228469664447,-418.566862344168
2.236,-245.388150267797,-418.751748568652
2.237,-245.547804749202,-418.936613400879
2.238,-245.707433196098,-419.121456945347
2.239,-245.867035696156,-419.306279306287
2.24,-246.026612337284,-419.491080587664
2.241,-246.18616320762,-419.675860893182
2.242,-246.345688395531,-419.860620326285
2.243,-246.505187989607,-420.045358990158
2.244,-246.66466207866,-420.230076987728
2.245,-246.824110751718,-420.414774421669
2.246,-246.983534098026,-420.599451394397
2.247,-247.142932207039,-420.78410800808
2.248,-247.302305168418,-420.968744364633
2.249,-247.461653072032,-421.153360565726
2.25,-247.620976007949,-421.337956712777
2.251,-247.780274066437,-421.522532906962
2.252,-247.939547337959,-421.707089249213
2.253,-248.098795913169,-421.891625840219
2.254,-248.258019882913,-422.07614278043
2.255,-248.417219338221,-422.260640170056
2.256,-248.576394370307,-422.44511810907
2.257,-248.735545070565,-422.62957669721
2.258,-248.894671530567,-422.814016033981
2.259,-249.053773842059,-422.998436218653
2.26,-249.21285209696,-423.182837350268
2.261,-249.371906387356,-423.367219527637
2.262,-249.5309368055,-423.551582849345
2.263,-249.68994344381,-423.735927413751
2.264,-249.848926394861,-423.920253318988
2.265,-250.007885751389,-424.104560662967
2.266,-250.166821606283,-424.288849543378
2.267,-250.325734052587,-424.473120057692
2.268,-250.484623183493,-424.657372303159
2.269,-250.64348909234,-424.841606376816
2.27,-250.802331872613,-425.025822375483
2.271,-250.961151617939,-425.210020395765
2.272,-251.119948422085,-425.394200534057
2.273,-251.278722378952,-425.578362886543
2.274,-251.43747358258,-425.762507549197
2.275,-251.59620212714,-425.946634617787
2.276,-251.75490810693,-426.130744187871
2.277,-251.913591616378,-426.314836354808
2.278,-252.072252750037,-426.498911213748
2.279,-252.230891602581,-426.682968859643
2.28,-252.389508268806,-426.867009387244
2.281,-252.548102843625,-427.051032891102
2.282,-252.706675422066,-427.235039465572
2.283,-252.865226099273,-427.419029204811
2.284,-253.023754970497,-427.603002202783
2.285,-253.182262131103,-427.786958553258
2.286,-253.340747676557,-427.970898349814
2.287,-253.499211702434,-428.154821685841
2.288,-253.657654304411,-428.338728654536
2.289,-253.816075578261,-428.522619348912
2.29,-253.974475619861,-428.706493861794
2.291,-254.132854525179,-428.890352285821
2.292,-254.291212390281,-429.074194713452
2.293,-254.449549311321,-429.258021236961
2.294,-254.607865384546,-429.441831948442
2.295,-254.766160706288,-429.62562693981
2.296,-254.924435372968,-429.809406302801
2.297,-255.082689481087,-429.993170128975
2.298,-255.240923127231,-430.176918509717
2.299,-255.399136408065,-430.360651536236
2.3,-255.557329420332,-430.544369299571
2.301,-255.715502260849,-430.728071890588
2.302,-255.873655026509,-430.911759399982
2.303,-256.031787814279,-431.09543191828
2.304,-256.189900721192,-431.279089535843
2.305,-256.347993844354,-431.462732342863
2.306,-256.506067280935,-431.646360429368
2.307,-256.664121128171,-431.829973885224
2.308,-256.822155483361,-432.013572800132
2.309,-256.980170443864,-432.197157263632
2.31,-257.138166107102,-432.380727365106
2.311,-257.296142570551,-432.564283193776
2.312,-257.454099931745,-432.747824838706
2.313,-257.612038288274,-432.931352388805
2.314,-257.769957737777,-433.114865932827
2.315,-257.927858377948,-433.298365559371
2.316,-258.085740306528,-433.481851356884
2.317,-258.243603621306,-433.665323413661
2.318,-258.401448420118,-433.848781817849
2.319,-258.559274800844,-434.032226657445
2.32,-258.717082861406,-434.215658020296
2.321,-258.87487269977,-434.399075994106
2.322,-259.032644413939,-434.582480666432
2.323,-259.190398101956,-434.765872124685
2.324,-259.348133861899,-434.949250456137
2.325,-259.505851791884,-435.132615747915
2.326,-259.663551990056,-435.315968087006
2.327,-259.821234554596,-435.499307560258
2.328,-259.978899583715,-435.68263425438
2.329,-260.136547175653,-435.865948255945
2.33,-260.294177428676,-436.049249651388
2.331,-260.451790441078,-436.23253852701
2.332,-260.609386311177,-436.415814968978
2.333,-260.766965137315,-436.599079063328
2.334,-260.924527017856,-436.782330895961
2.335,-261.082072051184,-436.96557055265
2.336,-261.239600335702,-437.148798119038
2.337,-261.397111969832,-437.332013680639
2.338,-261.554607052011,-437.515217322842
2.339,-261.712085680692,-437.698409130907
2.34,-261.869547954341,-437.881589189971
2.341,-262.026993971439,-438.064757585046
2.342,-262.184423830473,-438.247914401021
2.343,-262.341837629946,-438.431059722666
2.344,-262.499235468364,-438.614193634627
2.345,-262.656617444244,-438.79731622143
2.346,-262.813983656107,-438.980427567486
2.347,-262.97133420248,-439.163527757085
2.348,-263.128669181892,-439.346616874403
2.349,-263.285988692877,-439.529695003498
2.35,-263.443292833966,-439.712762228316
2.351,-263.600581703693,-439.895818632688
2.352,-263.757855400589,-440.078864300335
2.353,-263.915114023184,-440.261899314862
2.354,-264.072357670002,-440.444923759768
2.355,-264.229586439564,-440.627937718442
2.356,-264.386800430383,-440.810941274164
2.357,-264.543999740967,-440.993934510105
2.358,-264.701184469815,-441.176917509333
2.359,-264.858354715414,-441.359890354809
2.36,-265.015510576244,-441.54285312939
2.361,-265.17265215077,-441.725805915829
2.362,-265.329779537447,-441.908748796777
2.363,-265.486892834714,-442.091681854785
2.364,-265.643992140995,-442.274605172303
2.365,-265.801077554699,-442.457518831679
2.366,-265.958149174218,-442.640422915166
2.367,-266.115207097924,-442.823317504919
2.368,-266.272251424171,-443.006202682994
2.369,-266.429282251292,-443.189078531354
2.37,-266.586299677599,-443.371945131868
2.371,-266.743303801382,-443.554802566307
2.372,-266.900294720907,-443.737650916355
2.373,-267.057272534416,-443.920490263599
2.374,-267.214237340125,-444.103320689539
2.375,-267.371189236224,-444.286142275584
2.376,-267.528128320876,-444.468955103052
2.377,-267.685054692214,-444.651759253176
2.378,-267.841968448344,-444.834554807099
2.379,-267.99886968734,-445.01734184588
2.38,-268.155758507247,-445.200120450492
2.381,-268.312635006074,-445.382890701823
2.382,-268.4694992818,-445.565652680677
2.383,-268.62635143237,-445.748406467778
2.384,-268.783191555693,-445.931152143765
2.385,-268.940019749642,-446.113889789198
2.386,-269.096836112053,-446.296619484557
2.387,-269.253640740727,-446.479341310242
2.388,-269.410433733423,-446.662055346576
2.389,-269.567215187863,-446.844761673803
2.39,-269.723985201727,-447.027460372093
2.391,-269.880743872656,-447.210151521539
