Freq(Hz),S21(Phase)_milled,S21(Phase)_z0lver
1165000000,-107.71753,-40.26905653
1166000000,-107.85207,-40.30477265
1167000000,-107.98598,-40.3404912
1168000000,-108.00517,-40.3762049
1169000000,-108.12717,-40.41193073
1170000000,-108.20168,-40.44765171
1171000000,-108.4754,-40.48337755
1172000000,-108.28168,-40.51911067
1173000000,-108.45743,-40.55482922
1174000000,-108.40218,-40.5905672
1175000000,-108.66579,-40.62630275
1176000000,-108.75033,-40.66204801
1177000000,-108.91001,-40.69778842
1178000000,-108.9287,-40.7335264
1179000000,-108.94567,-40.76927166
1180000000,-109.07751,-40.80501935
1181000000,-109.11864,-40.84077676
1182000000,-109.56093,-40.87653902
1183000000,-109.52669,-40.91229157
1184000000,-109.50133,-40.94804898
1185000000,-109.62457,-40.98381124
1186000000,-109.62655,-41.0195735
1187000000,-109.93275,-41.05534062
1188000000,-109.84114,-41.09112232
1189000000,-109.95583,-41.12687972
1190000000,-110.09604,-41.16266141
1191000000,-110.11858,-41.1984431
1192000000,-110.26973,-41.23421508
1193000000,-110.25455,-41.26999677
1194000000,-110.38905,-41.30579304
1195000000,-110.50985,-41.34157958
1196000000,-110.57655,-41.37737585
1197000000,-110.86216,-41.4131624
1198000000,-110.86608,-41.4489538
1199000000,-110.96529,-41.48476463
1200000000,-111.0563,-41.52056575
1201000000,-111.11732,-41.55636687
1202000000,-111.12992,-41.59217285
1203000000,-111.40056,-41.62798854
1204000000,-111.38027,-41.66378966
1205000000,-111.5457,-41.69961507
1206000000,-111.54476,-41.7354259
1207000000,-111.54106,-41.77124159
1208000000,-111.79147,-41.80706699
1209000000,-111.65349,-41.84289726
1210000000,-111.97039,-41.87873237
1211000000,-111.84516,-41.91455778
1212000000,-112.13892,-41.95038804
1213000000,-112.30202,-41.98622802
1214000000,-112.34764,-42.02206799
1215000000,-112.43137,-42.05791282
1216000000,-112.37469,-42.09374794
1217000000,-112.50174,-42.12959763
1218000000,-112.84241,-42.16544732
1219000000,-112.67588,-42.20130187
1220000000,-112.71787,-42.2371467
1221000000,-112.83413,-42.27301582
1222000000,-112.96664,-42.30887037
1223000000,-113.21439,-42.34472977
1224000000,-113.10317,-42.3806086
1225000000,-113.22986,-42.41647286
1226000000,-113.51585,-42.45233227
1227000000,-113.4602,-42.4882111
1228000000,-113.71026,-42.52408022
1229000000,-113.69403,-42.55996876
1230000000,-113.86112,-42.5958476
1231000000,-113.97301,-42.63173128
1232000000,-113.93301,-42.66761012
1233000000,-114.10052,-42.70350838
1234000000,-114.18393,-42.73940178
1235000000,-114.21619,-42.77528547
1236000000,-114.40293,-42.81118859
1237000000,-114.32008,-42.84709656
1238000000,-114.60203,-42.88298996
1239000000,-114.62993,-42.91889308
1240000000,-114.6469,-42.95480105
1241000000,-114.60448,-42.99071388
1242000000,-114.9075,-43.02663643
1243000000,-115.05231,-43.06253955
1244000000,-115.1983,-43.09845724
1245000000,-115.20586,-43.13437492
1246000000,-115.31438,-43.17030718
1247000000,-115.44041,-43.20623458
1248000000,-115.51757,-43.24216199
1249000000,-115.63046,-43.27808939
1250000000,-115.7198,-43.31402165
1251000000,-115.64312,-43.34996848
1252000000,-116.02077,-43.38590559
1253000000,-115.96182,-43.42183785
1254000000,-116.03776,-43.45778468
1255000000,-116.05046,-43.49373151
1256000000,-116.41477,-43.5296832
1257000000,-116.24937,-43.56563975
1258000000,-116.49269,-43.60158658
1259000000,-116.63585,-43.63754798
1260000000,-116.42843,-43.67350938
1261000000,-116.43369,-43.70947564
1262000000,-116.81908,-43.74543704
1263000000,-116.85922,-43.78140815
1264000000,-116.81637,-43.81737927
1265000000,-116.83873,-43.85335038
1266000000,-116.97258,-43.88933121
1267000000,-117.29031,-43.92531204
1268000000,-117.34571,-43.96128802
1269000000,-117.37716,-43.9972737
1270000000,-117.45901,-44.03325939
1271000000,-117.6432,-44.06925479
1272000000,-117.74036,-44.10524048
1273000000,-117.8256,-44.14123588
1274000000,-117.89507,-44.17724099
1275000000,-118.10123,-44.21323153
1276000000,-118.07836,-44.24924636
1277000000,-118.05737,-44.28525148
1278000000,-118.22525,-44.32125173
1279000000,-118.40262,-44.35726171
1280000000,-118.5867,-44.39328139
1281000000,-118.45451,-44.42929136
1282000000,-118.68835,-44.46531591
1283000000,-118.77247,-44.50133559
1284000000,-118.81736,-44.53736013
1285000000,-118.90719,-44.57338953
1286000000,-118.8935,-44.60941893
1287000000,-119.00263,-44.64544833
1288000000,-118.9924,-44.68148745
1289000000,-119.29015,-44.7175217
1290000000,-119.43393,-44.75356082
1291000000,-119.40835,-44.78960965
1292000000,-119.84056,-44.82565847
1293000000,-119.5143,-44.86170244
1294000000,-119.6814,-44.89775613
1295000000,-119.75962,-44.93380496
1296000000,-119.75365,-44.96986835
1297000000,-119.96181,-45.0059269
1298000000,-120.36821,-45.04198544
1299000000,-119.87702,-45.07804398
1300000000,-120.34418,-45.11412195
1301000000,-120.42065,-45.15019021
1302000000,-120.48927,-45.18625846
1303000000,-120.61334,-45.22233157
1304000000,-120.58269,-45.25840954
1305000000,-120.76033,-45.29448266
1306000000,-120.75388,-45.33058491
1307000000,-121.11813,-45.36666774
1308000000,-120.88462,-45.40274571
1309000000,-121.0493,-45.43883825
1310000000,-121.1285,-45.47494051
1311000000,-121.32549,-45.51103305
1312000000,-121.45298,-45.5471353
1313000000,-121.63756,-45.5832327
1314000000,-121.79031,-45.61933981
1315000000,-121.87493,-45.65543721
1316000000,-121.68089,-45.69155889
1317000000,-122.04003,-45.72767086
1318000000,-122.00931,-45.76378283
1319000000,-122.23454,-45.79990451
1320000000,-122.16825,-45.8360262
1321000000,-122.40493,-45.87215274
1322000000,-122.35221,-45.90826471
1323000000,-122.49487,-45.94440096
1324000000,-122.35732,-45.9805275
1325000000,-122.44741,-46.01666375
1326000000,-122.72499,-46.05280487
1327000000,-122.74277,-46.08894112
1328000000,-122.89789,-46.12508223
1329000000,-122.97108,-46.16122334
1330000000,-123.05388,-46.19737902
1331000000,-123.0333,-46.23352499
1332000000,-123.15278,-46.26968067
1333000000,-123.45014,-46.3058315
1334000000,-123.51102,-46.34199204
1335000000,-123.59457,-46.37815258
1336000000,-123.82162,-46.41431312
1337000000,-123.74979,-46.45048337
1338000000,-123.84892,-46.48664877
1339000000,-123.88787,-46.52281416
1340000000,-123.96366,-46.55899899
1341000000,-124.04447,-46.59517896
1342000000,-124.32162,-46.63135892
1343000000,-124.38082,-46.66752918
1344000000,-124.36437,-46.70371886
1345000000,-124.61385,-46.73990854
1346000000,-124.63172,-46.77609822
1347000000,-124.77291,-46.8122879
1348000000,-124.84694,-46.84847758
1349000000,-124.9486,-46.88468669
1350000000,-125.08691,-46.92088123
1351000000,-125.00969,-46.95708548
1352000000,-125.28288,-46.99329945
1353000000,-125.4315,-47.0295037
1354000000,-125.47515,-47.06570796
1355000000,-125.294,-47.10193164
1356000000,-125.65853,-47.1381456
1357000000,-125.6897,-47.17435957
1358000000,-125.63261,-47.21058325
1359000000,-125.82034,-47.24681179
1360000000,-125.98718,-47.28303547
1361000000,-126.07996,-47.31926886
1362000000,-126.29245,-47.35549254
1363000000,-126.06498,-47.39174051
1364000000,-126.3419,-47.42797876
1365000000,-126.4104,-47.46422187
1366000000,-126.35256,-47.50046012
1367000000,-126.54006,-47.53670323
1368000000,-126.66186,-47.57295605
1369000000,-126.5918,-47.60920402
1370000000,-126.8216,-47.6454617
1371000000,-126.90844,-47.68171452
1372000000,-127.27498,-47.71797706
1373000000,-127.1852,-47.75423959
1374000000,-127.36728,-47.79049727
1375000000,-127.33054,-47.82677438
1376000000,-127.21252,-47.86304178
1377000000,-127.51978,-47.89931888
1378000000,-127.62616,-47.93559113
1379000000,-127.69614,-47.97185853
1380000000,-127.82064,-48.00814535
1381000000,-127.77699,-48.04443703
1382000000,-128.16508,-48.08071899
1383000000,-127.98305,-48.11701067
1384000000,-128.04247,-48.15329264
1385000000,-128.25012,-48.18958917
1386000000,-128.23071,-48.22590028
1387000000,-128.40692,-48.26219196
1388000000,-128.45335,-48.29849335
1389000000,-128.68634,-48.3347996
1390000000,-128.8685,-48.37111071
1391000000,-128.77141,-48.40741696
1392000000,-128.87808,-48.44372321
1393000000,-128.99445,-48.48004889
1394000000,-129.09517,-48.51635514
1395000000,-129.13142,-48.55268567
1396000000,-129.34514,-48.58901135
1397000000,-129.30762,-48.62532731
1398000000,-129.41197,-48.66166271
1399000000,-129.43738,-48.69800296
1400000000,-129.74181,-48.73433349
1401000000,-129.76457,-48.77067374
1402000000,-129.57735,-48.80700428
1403000000,-130.01648,-48.84335424
1404000000,-130.02489,-48.87969449
1405000000,-130.28088,-48.91604445
1406000000,-130.27368,-48.95239441
1407000000,-130.22676,-48.98874438
1408000000,-130.23628,-49.0250992
1409000000,-130.314,-49.06146373
1410000000,-130.655,-49.09782341
1411000000,-130.59239,-49.13418794
1412000000,-130.88222,-49.17054762
1413000000,-130.88802,-49.20692187
1414000000,-131.05952,-49.24329612
1415000000,-131.06029,-49.27966551
1416000000,-131.20493,-49.31603976
1417000000,-131.27617,-49.35241886
1418000000,-131.26952,-49.38881254
1419000000,-131.52104,-49.42518679
1420000000,-131.37611,-49.46157075
1421000000,-131.66171,-49.497979
1422000000,-131.55911,-49.53436296
1423000000,-131.78346,-49.57076149
1424000000,-131.91191,-49.60716003
1425000000,-131.98293,-49.6435537
1426000000,-131.96194,-49.67996681
1427000000,-132.14076,-49.71636534
1428000000,-132.42123,-49.75277844
1429000000,-132.34241,-49.78919155
1430000000,-132.16298,-49.82560465
1431000000,-132.54974,-49.86201776
1432000000,-132.64064,-49.89843572
1433000000,-132.58862,-49.9348634
1434000000,-132.72243,-49.97128136
1435000000,-132.97636,-50.0077236
1436000000,-132.97406,-50.04414642
1437000000,-133.15955,-50.0805741
1438000000,-133.1955,-50.11701634
1439000000,-133.30283,-50.15345373
1440000000,-133.36488,-50.18989112
1441000000,-133.31763,-50.22633337
1442000000,-133.50101,-50.26278047
1443000000,-133.77197,-50.29922272
1444000000,-133.60728,-50.3356844
1445000000,-133.8734,-50.37214121
1446000000,-134.03333,-50.40859803
1447000000,-134.13811,-50.44504513
1448000000,-134.1295,-50.48151167
1449000000,-134.26384,-50.51797334
1450000000,-134.28629,-50.55444959
1451000000,-134.57097,-50.59092098
1452000000,-134.48576,-50.62739236
1453000000,-134.77283,-50.6638589
1454000000,-134.80287,-50.70034
1455000000,-134.9231,-50.73682596
1456000000,-134.92264,-50.77331192
1457000000,-134.91232,-50.80979302
1458000000,-135.1203,-50.84627898
1459000000,-135.04004,-50.88276008
1460000000,-135.17368,-50.91926547
1461000000,-135.43811,-50.95576115
1462000000,-135.52109,-50.99225682
1463000000,-135.51675,-51.02876221
1464000000,-135.49091,-51.0652676
1465000000,-135.83615,-51.10177784
1466000000,-135.71829,-51.13828323
1467000000,-135.85152,-51.17478862
1468000000,-136.02225,-51.21131343
1469000000,-136.26498,-51.24782853
1470000000,-136.30898,-51.28434364
1471000000,-136.31288,-51.32086845
1472000000,-136.41391,-51.35739327
1473000000,-136.59729,-51.39392294
1474000000,-136.51556,-51.43045261
1475000000,-136.76642,-51.466992
1476000000,-136.60205,-51.50352653
1477000000,-136.72119,-51.54006106
1478000000,-136.88483,-51.57660531
1479000000,-137.12296,-51.61314955
1480000000,-137.21863,-51.64969379
1481000000,-137.36317,-51.68624775
1482000000,-137.51378,-51.72279685
1483000000,-137.48024,-51.75935081
1484000000,-137.47154,-51.79590477
1485000000,-137.67169,-51.83246844
1486000000,-137.60727,-51.86903211
1487000000,-137.85161,-51.90559093
1488000000,-137.75603,-51.94215946
1489000000,-138.00418,-51.97872799
1490000000,-138.04768,-52.01530137
1491000000,-138.30562,-52.05188447
1492000000,-138.2435,-52.088453
1493000000,-138.35258,-52.1250361
1494000000,-138.58868,-52.1616192
1495000000,-138.55592,-52.19820716
1496000000,-138.60646,-52.23479512
1497000000,-138.68164,-52.27138793
1498000000,-138.73808,-52.30798075
1499000000,-138.92754,-52.34457356
1500000000,-139.30983,-52.3811858
1501000000,-139.23262,-52.41779319
1502000000,-139.2606,-52.454386
1503000000,-139.24866,-52.49098853
1504000000,-139.29588,-52.52760563
1505000000,-139.65645,-52.56420816
1506000000,-139.60951,-52.60083497
1507000000,-139.66418,-52.63743265
1508000000,-139.77185,-52.67406432
1509000000,-139.75595,-52.71068627
1510000000,-139.93883,-52.74731309
1511000000,-139.91586,-52.78394476
1512000000,-139.90924,-52.82056671
1513000000,-140.0614,-52.85720324
1514000000,-140.24646,-52.89383977
1515000000,-140.38226,-52.93048115
1516000000,-140.52449,-52.96711768
1517000000,-140.70171,-53.00376392
1518000000,-140.59564,-53.04041502
1519000000,-140.79218,-53.07706126
1520000000,-140.87234,-53.1137075
1521000000,-140.99342,-53.15035375
1522000000,-141.01001,-53.18702427
1523000000,-141.25504,-53.22368023
1524000000,-141.40363,-53.2603459
1525000000,-141.41736,-53.29700185
1526000000,-141.67053,-53.33366752
1527000000,-141.59351,-53.37033805
1528000000,-141.57521,-53.40701829
1529000000,-141.65207,-53.44368882
1530000000,-141.73109,-53.48036906
1531000000,-141.88837,-53.51704444
1532000000,-142.04675,-53.55372468
1533000000,-142.04662,-53.59041464
1534000000,-142.2112,-53.62709974
1535000000,-142.36693,-53.6637994
1536000000,-142.50467,-53.70047965
1537000000,-142.62889,-53.73717931
1538000000,-142.56189,-53.77387898
1539000000,-142.53111,-53.81057865
1540000000,-142.65875,-53.84728318
1541000000,-142.85568,-53.88398285
1542000000,-142.7876,-53.92069709
1543000000,-143.23422,-53.95740647
1544000000,-143.09743,-53.99411585
1545000000,-143.28552,-54.03084466
1546000000,-143.3481,-54.06755405
1547000000,-143.44382,-54.10427314
1548000000,-143.29813,-54.14100195
1549000000,-143.53528,-54.17773562
1550000000,-143.69214,-54.21446443
1551000000,-143.83516,-54.25118353
1552000000,-144.00066,-54.2879172
1553000000,-143.87666,-54.32466544
1554000000,-144.01559,-54.36139911
1555000000,-144.12402,-54.39814735
1556000000,-144.06641,-54.43488101
1557000000,-144.38362,-54.47163411
1558000000,-144.43491,-54.50837263
1559000000,-144.49525,-54.54514516
1560000000,-144.64551,-54.5818934
1561000000,-144.70268,-54.61864649
1562000000,-145.02399,-54.65540445
1563000000,-144.91245,-54.69216726
1564000000,-144.96678,-54.72893007
1565000000,-145.17973,-54.76571231
1566000000,-145.10068,-54.80247512
1567000000,-145.27893,-54.83924278
1568000000,-145.25986,-54.87601531
1569000000,-145.39481,-54.9128024
1570000000,-145.812,-54.9495895
1571000000,-145.63354,-54.98637174
1572000000,-145.57631,-55.02314912
1573000000,-145.93587,-55.05994593
1574000000,-145.89746,-55.09672817
1575000000,-146.00323,-55.13352497
1576000000,-146.14679,-55.17032178
1577000000,-146.41869,-55.20711374
1578000000,-146.29478,-55.24391055
1579000000,-146.45799,-55.28072193
1580000000,-146.45142,-55.31752359
1581000000,-146.44107,-55.35433497
1582000000,-146.58821,-55.3911415
1583000000,-146.79739,-55.42796745
1584000000,-146.88559,-55.46477883
1585000000,-146.95375,-55.50159992
1586000000,-147.27812,-55.53842102
1587000000,-147.02803,-55.5752324
1588000000,-147.24789,-55.61206806
1589000000,-147.30676,-55.64889401
1590000000,-147.4575,-55.68573454
1591000000,-147.55971,-55.72256049
1592000000,-147.74835,-55.75940587
1593000000,-147.79135,-55.79623668
1594000000,-147.77527,-55.83308206
1595000000,-147.86041,-55.86992258
1596000000,-147.94308,-55.90676796
1597000000,-147.96463,-55.94362791
1598000000,-148.21156,-55.98046843
1599000000,-148.34244,-56.01733324
1600000000,-148.39073,-56.05419319
1601000000,-148.52437,-56.09104828
1602000000,-148.63753,-56.12790823
1603000000,-148.54655,-56.16477304
1604000000,-148.81242,-56.20163785
1605000000,-148.74026,-56.23851237
1606000000,-148.87631,-56.27537232
1607000000,-149.12512,-56.3122517
1608000000,-149.03731,-56.34913108
1609000000,-149.41571,-56.38602017
1610000000,-149.37326,-56.42289469
1611000000,-149.49535,-56.45977893
1612000000,-149.49519,-56.49666317
1613000000,-149.56111,-56.53355712
1614000000,-149.70692,-56.57044621
1615000000,-149.61301,-56.6073353
1616000000,-149.85777,-56.64423896
1617000000,-149.76324,-56.68113777
1618000000,-150.05945,-56.71803658
1619000000,-150.21596,-56.75494024
1620000000,-150.3441,-56.79184876
1621000000,-150.36363,-56.82875728
1622000000,-150.31876,-56.86567066
1623000000,-150.53293,-56.90258404
1624000000,-150.59213,-56.93950713
1625000000,-150.6758,-56.97642537
1626000000,-150.72339,-57.01335332
1627000000,-150.82867,-57.05027155
1628000000,-150.96272,-57.0871995
1629000000,-151.07117,-57.12412745
1630000000,-151.30414,-57.16106511
1631000000,-151.35152,-57.19799306
1632000000,-151.38962,-57.23493072
1633000000,-151.5392,-57.27187324
1634000000,-151.59607,-57.30882548
1635000000,-151.44759,-57.34575828
1636000000,-151.94702,-57.38270566
1637000000,-151.62177,-57.4196579
1638000000,-151.91273,-57.45661499
1639000000,-152.14767,-57.49356236
1640000000,-152.18573,-57.53052431
1641000000,-152.1839,-57.56748626
1642000000,-152.49051,-57.60443364
1643000000,-152.37521,-57.64141501
1644000000,-152.59778,-57.6783721
1645000000,-152.53546,-57.71534377
1646000000,-152.74136,-57.75231543
1647000000,-152.78008,-57.78928223
1648000000,-152.75555,-57.82627332
1649000000,-153.03915,-57.86324499
1650000000,-152.98152,-57.90023122
1651000000,-153.19705,-57.93720288
1652000000,-153.41087,-57.97419397
1653000000,-153.39651,-58.01118506
1654000000,-153.29453,-58.04818101
1655000000,-153.53638,-58.0851721
1656000000,-153.521,-58.1221729
1657000000,-153.61436,-58.15916885
1658000000,-153.72284,-58.19616966
1659000000,-153.89185,-58.23318017
1660000000,-154.02898,-58.27018098
1661000000,-153.9164,-58.30718664
1662000000,-154.25328,-58.34420687
1663000000,-154.17543,-58.38121739
1664000000,-154.31947,-58.41823277
1665000000,-154.37616,-58.45525786
1666000000,-154.51007,-58.49227809
1667000000,-154.68811,-58.52929832
1668000000,-154.74652,-58.56631855
1669000000,-154.79576,-58.60334364
1670000000,-155.04272,-58.64037845
1671000000,-155.07381,-58.67740839
1672000000,-155.11816,-58.7144432
1673000000,-155.36186,-58.75148286
1674000000,-155.29785,-58.78851766
1675000000,-155.48778,-58.82557189
1676000000,-155.48346,-58.86261155
1677000000,-155.73061,-58.89965607
1678000000,-155.73553,-58.9367103
1679000000,-155.88966,-58.97376453
1680000000,-155.7995,-59.01080419
1681000000,-155.86368,-59.04787785
1682000000,-156.03847,-59.08493208
1683000000,-156.19843,-59.12200089
1684000000,-156.08815,-59.15905998
1685000000,-156.25688,-59.19613849
1686000000,-156.4476,-59.23320244
1687000000,-156.51106,-59.27027124
1688000000,-156.62836,-59.30734004
1689000000,-156.72934,-59.34442827
1690000000,-156.81049,-59.38150193
1691000000,-156.91995,-59.41859016
1692000000,-157.02043,-59.45566868
1693000000,-157.19998,-59.49275691
1694000000,-157.35056,-59.52984514
1695000000,-157.24767,-59.56693337
1696000000,-157.52876,-59.6040216
1697000000,-157.63492,-59.64112926
1698000000,-157.63947,-59.67821749
1699000000,-157.57271,-59.7153203
1700000000,-157.67928,-59.7524231
1701000000,-157.84653,-59.78952104
1702000000,-158.12143,-59.82664327
1703000000,-158.10919,-59.86375093
1704000000,-157.97736,-59.9008683
1705000000,-158.38354,-59.93797596
1706000000,-158.38065,-59.97509334
1707000000,-158.51727,-60.01220585
1708000000,-158.5751,-60.0493378
1709000000,-158.57907,-60.08646974
1710000000,-158.73178,-60.12358711
1711000000,-158.63062,-60.1607142
1712000000,-158.76057,-60.197851
1713000000,-159.07091,-60.23498294
1714000000,-159.2083,-60.27212946
1715000000,-159.18611,-60.3092614
1716000000,-159.38069,-60.34639335
1717000000,-159.54562,-60.38354958
1718000000,-159.58185,-60.42069123
1719000000,-159.57259,-60.45784261
1720000000,-159.53236,-60.49498426
1721000000,-159.78358,-60.53214049
1722000000,-159.80267,-60.56929672
1723000000,-159.93454,-60.60646267
1724000000,-160.05037,-60.64361889
1725000000,-160.00764,-60.68078484
1726000000,-160.34958,-60.71794107
1727000000,-160.2542,-60.75510701
1728000000,-160.36679,-60.79228267
1729000000,-160.53439,-60.82944861
1730000000,-160.87805,-60.86662912
1731000000,-160.54829,-60.90379992
1732000000,-160.97783,-60.9409853
1733000000,-161.12256,-60.97816581
1734000000,-161.00441,-61.01535118
1735000000,-160.97189,-61.0525317
1736000000,-161.16672,-61.08973164
1737000000,-161.23021,-61.12691215
1738000000,-161.56665,-61.16411209
1739000000,-161.46349,-61.20130718
1740000000,-161.64935,-61.23849255
1741000000,-161.86699,-61.27569735
1742000000,-161.77335,-61.31290215
1743000000,-161.95872,-61.35011181
1744000000,-161.89944,-61.38731661
1745000000,-162.23341,-61.42451169
1746000000,-162.17233,-61.46173592
1747000000,-162.29895,-61.49894072
1748000000,-162.44061,-61.53616494
1749000000,-162.3159,-61.57338432
1750000000,-162.66838,-61.61059397
1751000000,-162.69098,-61.64783277
1752000000,-162.88979,-61.68505214
1753000000,-162.7433,-61.72227637
1754000000,-162.86591,-61.75952002
1755000000,-163.06064,-61.79673939
1756000000,-163.0829,-61.83396848
1757000000,-163.46385,-61.87121213
1758000000,-163.31186,-61.90845093
1759000000,-163.51366,-61.9457043
1760000000,-163.4984,-61.98292853
1761000000,-163.62216,-62.02017218
1762000000,-163.73589,-62.05743041
1763000000,-163.75323,-62.09468864
1764000000,-163.98076,-62.13193715
1765000000,-164.1805,-62.16918566
1766000000,-164.19078,-62.20644875
1767000000,-164.13284,-62.24369726
1768000000,-164.36157,-62.28097006
1769000000,-164.33223,-62.31822828
1770000000,-164.50414,-62.35549622
1771000000,-164.41917,-62.39276902
1772000000,-164.78351,-62.43004182
1773000000,-164.76605,-62.46731947
1774000000,-164.89906,-62.50459713
1775000000,-164.88365,-62.54186507
1776000000,-164.99435,-62.57914272
1777000000,-165.25276,-62.61643009
1778000000,-165.34209,-62.6537126
1779000000,-165.26199,-62.69099997
1780000000,-165.42896,-62.72827763
1781000000,-165.46542,-62.76557957
1782000000,-165.79787,-62.80287665
1783000000,-165.75301,-62.84017373
