"Freq [GHz]","ang_deg(S(2,1)) [deg]"
2.081,-62.5347975068958
2.082,-62.5649921004589
2.083,-62.5951866593349
2.084,-62.6253811840941
2.085,-62.6555756753063
2.086,-62.6857701335407
2.087,-62.7159645593663
2.088,-62.7461589533515
2.089,-62.7763533160639
2.09,-62.8065476480713
2.091,-62.8367419499404
2.092,-62.8669362222376
2.093,-62.8971304655291
2.094,-62.92732468038
2.095,-62.9575188673559
2.096,-62.9877130270209
2.097,-63.0179071599394
2.098,-63.0481012666749
2.099,-63.0782953477905
2.1,-63.1084894038491
2.101,-63.1386834354127
2.102,-63.1688774430432
2.103,-63.199071427302
2.104,-63.2292653887499
2.105,-63.2594593279473
2.106,-63.2896532454541
2.107,-63.3198471418299
2.108,-63.3500410176337
2.109,-63.3802348734241
2.11,-63.4104287097593
2.111,-63.4406225271969
2.112,-63.4708163262943
2.113,-63.5010101076082
2.114,-63.5312038716948
2.115,-63.5613976191102
2.116,-63.5915913504099
2.117,-63.6217850661489
2.118,-63.6519787668817
2.119,-63.6821724531625
2.12,-63.7123661255451
2.121,-63.7425597845828
2.122,-63.7727534308281
2.123,-63.8029470648338
2.124,-63.8331406871516
2.125,-63.8633342983333
2.126,-63.8935278989298
2.127,-63.9237214894918
2.128,-63.9539150705696
2.129,-63.984108642713
2.13,-64.0143022064715
2.131,-64.0444957623938
2.132,-64.0746893110287
2.133,-64.1048828529242
2.134,-64.1350763886279
2.135,-64.1652699186873
2.136,-64.195463443649
2.137,-64.2256569640598
2.138,-64.2558504804652
2.139,-64.2860439934111
2.14,-64.3162375034427
2.141,-64.3464310111045
2.142,-64.3766245169412
2.143,-64.4068180214964
2.144,-64.4370115253137
2.145,-64.4672050289363
2.146,-64.4973985329069
2.147,-64.5275920377676
2.148,-64.5577855440603
2.149,-64.5879790523265
2.15,-64.6181725631072
2.151,-64.6483660769431
2.152,-64.6785595943744
2.153,-64.7087531159409
2.154,-64.738946642182
2.155,-64.7691401736366
2.156,-64.7993337108434
2.157,-64.8295272543407
2.158,-64.8597208046661
2.159,-64.8899143623571
2.16,-64.9201079279506
2.161,-64.9503015019833
2.162,-64.9804950849913
2.163,-65.0106886775104
2.164,-65.0408822800759
2.165,-65.0710758932229
2.166,-65.1012695174858
2.167,-65.1314631533991
2.168,-65.1616568014964
2.169,-65.191850462311
2.17,-65.222044136376
2.171,-65.2522378242241
2.172,-65.2824315263873
2.173,-65.3126252433975
2.174,-65.3428189757862
2.175,-65.3730127240843
2.176,-65.4032064888224
2.177,-65.4334002705309
2.178,-65.4635940697395
2.179,-65.4937878869778
2.18,-65.5239817227747
2.181,-65.5541755776588
2.182,-65.5843694521587
2.183,-65.614563346802
2.184,-65.6447572621164
2.185,-65.674951198629
2.186,-65.7051451568663
2.187,-65.7353391373548
2.188,-65.7655331406206
2.189,-65.795727167189
2.19,-65.8259212175852
2.191,-65.8561152923342
2.192,-65.8863093919602
2.193,-65.9165035169873
2.194,-65.9466976679391
2.195,-65.9768918453389
2.196,-66.0070860497095
2.197,-66.0372802815734
2.198,-66.0674745414528
2.199,-66.0976688298692
2.2,-66.127863147344
2.201,-66.1580574943983
2.202,-66.1882518715525
2.203,-66.2184462793268
2.204,-66.248640718241
2.205,-66.2788351888146
2.206,-66.3090296915665
2.207,-66.3392242270154
2.208,-66.3694187956796
2.209,-66.3996133980769
2.21,-66.4298080347249
2.211,-66.4600027061408
2.212,-66.490197412841
2.213,-66.5203921553423
2.214,-66.5505869341604
2.215,-66.580781749811
2.216,-66.6109766028092
2.217,-66.6411714936701
2.218,-66.671366422908
2.219,-66.7015613910369
2.22,-66.7317563985707
2.221,-66.7619514460227
2.222,-66.7921465339056
2.223,-66.8223416627322
2.224,-66.8525368330146
2.225,-66.8827320452647
2.226,-66.9129272999938
2.227,-66.9431225977131
2.228,-66.9733179389332
2.229,-67.0035133241643
2.23,-67.0337087539164
2.231,-67.0639042286991
2.232,-67.0940997490215
2.233,-67.1242953153924
2.234,-67.1544909283201
2.235,-67.1846865883128
2.236,-67.2148822958779
2.237,-67.245078051523
2.238,-67.2752738557548
2.239,-67.3054697090796
2.24,-67.3356656120039
2.241,-67.3658615650334
2.242,-67.3960575686733
2.243,-67.4262536234286
2.244,-67.456449729804
2.245,-67.4866458883039
2.246,-67.5168420994319
2.247,-67.5470383636915
2.248,-67.577234681586
2.249,-67.607431053618
2.25,-67.6376274802898
2.251,-67.6678239621035
2.252,-67.6980204995604
2.253,-67.7282170931623
2.254,-67.7584137434094
2.255,-67.7886104508025
2.256,-67.8188072158415
2.257,-67.8490040390261
2.258,-67.8792009208559
2.259,-67.9093978618295
2.26,-67.9395948624455
2.261,-67.9697919232022
2.262,-67.9999890445974
2.263,-68.0301862271285
2.264,-68.0603834712923
2.265,-68.0905807775858
2.266,-68.1207781465049
2.267,-68.1509755785458
2.268,-68.181173074204
2.269,-68.2113706339743
2.27,-68.2415682583518
2.271,-68.2717659478307
2.272,-68.301963702905
2.273,-68.3321615240684
2.274,-68.3623594118139
2.275,-68.3925573666346
2.276,-68.4227553890227
2.277,-68.4529534794704
2.278,-68.4831516384694
2.279,-68.513349866511
2.28,-68.5435481640859
2.281,-68.5737465316849
2.282,-68.6039449697983
2.283,-68.6341434789153
2.284,-68.6643420595257
2.285,-68.6945407121185
2.286,-68.7247394371821
2.287,-68.7549382352048
2.288,-68.7851371066745
2.289,-68.8153360520787
2.29,-68.8455350719044
2.291,-68.875734166638
2.292,-68.9059333367661
2.293,-68.9361325827748
2.294,-68.9663319051491
2.295,-68.9965313043746
2.296,-69.0267307809357
2.297,-69.0569303353168
2.298,-69.0871299680022
2.299,-69.1173296794749
2.3,-69.1475294702185
2.301,-69.1777293407157
2.302,-69.2079292914489
2.303,-69.2381293229
2.304,-69.2683294355507
2.305,-69.2985296298823
2.306,-69.3287299063755
2.307,-69.3589302655108
2.308,-69.3891307077683
2.309,-69.4193312336276
2.31,-69.449531843568
2.311,-69.4797325380683
2.312,-69.5099333176071
2.313,-69.5401341826622
2.314,-69.5703351337117
2.315,-69.6005361712326
2.316,-69.6307372957019
2.317,-69.660938507596
2.318,-69.6911398073911
2.319,-69.7213411955628
2.32,-69.7515426725868
2.321,-69.7817442389373
2.322,-69.8119458950895
2.323,-69.8421476415171
2.324,-69.8723494786938
2.325,-69.9025514070933
2.326,-69.9327534271881
2.327,-69.9629555394509
2.328,-69.9931577443539
2.329,-70.0233600423686
2.33,-70.0535624339665
2.331,-70.0837649196184
2.332,-70.1139674997947
2.333,-70.1441701749657
2.334,-70.1743729456011
2.335,-70.2045758121701
2.336,-70.2347787751416
2.337,-70.264981834984
2.338,-70.2951849921657
2.339,-70.3253882471539
2.34,-70.3555916004164
2.341,-70.3857950524196
2.342,-70.4159986036301
2.343,-70.446202254514
2.344,-70.4764060055371
2.345,-70.5066098571643
2.346,-70.5368138098607
2.347,-70.5670178640905
2.348,-70.5972220203177
2.349,-70.6274262790059
2.35,-70.6576306406185
2.351,-70.6878351056181
2.352,-70.7180396744671
2.353,-70.7482443476273
2.354,-70.7784491255603
2.355,-70.8086540087273
2.356,-70.8388589975889
2.357,-70.8690640926054
2.358,-70.8992692942367
2.359,-70.9294746029423
2.36,-70.9596800191811
2.361,-70.9898855434118
2.362,-71.0200911760927
2.363,-71.0502969176814
2.364,-71.0805027686353
2.365,-71.1107087294114
2.366,-71.1409148004662
2.367,-71.1711209822557
2.368,-71.201327275236
2.369,-71.2315336798619
2.37,-71.2617401965882
2.371,-71.2919468258698
2.372,-71.3221535681602
2.373,-71.3523604239133
2.374,-71.382567393582
2.375,-71.4127744776193
2.376,-71.4429816764772
2.377,-71.4731889906077
2.378,-71.5033964204624
2.379,-71.5336039664921
2.38,-71.5638116291476
2.381,-71.5940194088787
2.382,-71.6242273061355
2.383,-71.654435321367
2.384,-71.6846434550225
2.385,-71.7148517075499
2.386,-71.7450600793976
2.387,-71.7752685710131
2.388,-71.8054771828435
2.389,-71.8356859153355
2.39,-71.8658947689354
2.391,-71.8961037440892
2.392,-71.9263128412421
2.393,-71.956522060839
2.394,-71.9867314033248
2.395,-72.0169408691433
2.396,-72.0471504587384
2.397,-72.0773601725531
2.398,-72.1075700110304
2.399,-72.1377799746124
2.4,-72.1679900637414
2.401,-72.1982002788585
2.402,-72.2284106204048
2.403,-72.2586210888211
2.404,-72.2888316845474
2.405,-72.3190424080235
2.406,-72.3492532596886
2.407,-72.3794642399815
2.408,-72.4096753493406
2.409,-72.439886588204
2.41,-72.4700979570089
2.411,-72.5003094561926
2.412,-72.5305210861915
2.413,-72.5607328474419
2.414,-72.5909447403793
2.415,-72.6211567654393
2.416,-72.6513689230564
2.417,-72.681581213665
2.418,-72.7117936376992
2.419,-72.7420061955923
2.42,-72.7722188877774
2.421,-72.8024317146869
2.422,-72.8326446767529
2.423,-72.8628577744072
2.424,-72.893071008081
2.425,-72.9232843782049
2.426,-72.9534978852093
2.427,-72.9837115295238
2.428,-73.0139253115781
2.429,-73.044139231801
2.43,-73.0743532906208
2.431,-73.1045674884657
2.432,-73.1347818257631
2.433,-73.1649963029403
2.434,-73.1952109204236
2.435,-73.2254256786392
2.436,-73.2556405780131
2.437,-73.2858556189703
2.438,-73.3160708019356
2.439,-73.3462861273334
2.44,-73.3765015955875
2.441,-73.4067172071212
2.442,-73.4369329623575
2.443,-73.4671488617191
2.444,-73.4973649056274
2.445,-73.5275810945044
2.446,-73.557797428771
2.447,-73.5880139088478
2.448,-73.6182305351548
2.449,-73.6484473081119
2.45,-73.678664228138
2.451,-73.7088812956521
2.452,-73.7390985110721
2.453,-73.769315874816
2.454,-73.7995333873011
2.455,-73.829751048944
2.456,-73.8599688601614
2.457,-73.8901868213687
2.458,-73.9204049329818
2.459,-73.9506231954152
2.46,-73.9808416090835
2.461,-74.0110601744008
2.462,-74.0412788917805
2.463,-74.0714977616356
2.464,-74.1017167843786
2.465,-74.1319359604215
2.466,-74.162155290176
2.467,-74.192374774053
2.468,-74.2225944124635
2.469,-74.2528142058172
2.47,-74.283034154524
2.471,-74.313254258993
2.472,-74.343474519633
2.473,-74.3736949368519
2.474,-74.4039155110578
2.475,-74.4341362426575
2.476,-74.4643571320581
2.477,-74.4945781796657
2.478,-74.5247993858862
2.479,-74.5550207511246
2.48,-74.585242275786
2.481,-74.6154639602744
2.482,-74.645685804994
2.483,-74.6759078103478
2.484,-74.7061299767387
2.485,-74.7363523045694
2.486,-74.7665747942411
2.487,-74.7967974461555
2.488,-74.8270202607136
2.489,-74.8572432383156
2.49,-74.8874663793614
2.491,-74.9176896842503
2.492,-74.9479131533815
2.493,-74.9781367871531
2.494,-75.0083605859629
2.495,-75.0385845502085
2.496,-75.0688086802868
2.497,-75.0990329765942
2.498,-75.1292574395265
2.499,-75.159482069479
2.5,-75.189706866847
2.501,-75.2199318320246
2.502,-75.2501569654057
2.503,-75.2803822673837
2.504,-75.3106077383515
2.505,-75.3408333787016
2.506,-75.3710591888258
2.507,-75.4012851691154
2.508,-75.4315113199614
2.509,-75.4617376417543
2.51,-75.4919641348836
2.511,-75.522190799739
2.512,-75.5524176367091
2.513,-75.5826446461824
2.514,-75.6128718285466
2.515,-75.6430991841892
2.516,-75.6733267134969
2.517,-75.7035544168561
2.518,-75.7337822946525
2.519,-75.7640103472712
2.52,-75.7942385750974
2.521,-75.8244669785151
2.522,-75.854695557908
2.523,-75.8849243136595
2.524,-75.9151532461521
2.525,-75.9453823557682
2.526,-75.9756116428895
2.527,-76.005841107897
2.528,-76.0360707511715
2.529,-76.0663005730931
2.53,-76.0965305740414
2.531,-76.1267607543955
2.532,-76.156991114534
2.533,-76.1872216548349
2.534,-76.2174523756759
2.535,-76.2476832774338
2.536,-76.2779143604855
2.537,-76.3081456252064
2.538,-76.3383770719725
2.539,-76.3686087011583
2.54,-76.3988405131387
2.541,-76.4290725082871
2.542,-76.4593046869773
2.543,-76.4895370495818
2.544,-76.5197695964733
2.545,-76.5500023280232
2.546,-76.5802352446029
2.547,-76.6104683465831
2.548,-76.6407016343343
2.549,-76.6709351082258
2.55,-76.701168768627
2.551,-76.7314026159064
2.552,-76.7616366504322
2.553,-76.791870872572
2.554,-76.8221052826927
2.555,-76.8523398811608
2.556,-76.8825746683425
2.557,-76.912809644603
2.558,-76.9430448103073
2.559,-76.9732801658199
2.56,-77.0035157115046
2.561,-77.0337514477245
2.562,-77.0639873748425
2.563,-77.0942234932211
2.564,-77.1244598032217
2.565,-77.1546963052056
2.566,-77.1849329995333
2.567,-77.2151698865652
2.568,-77.2454069666606
2.569,-77.2756442401786
2.57,-77.3058817074776
2.571,-77.3361193689158
2.572,-77.3663572248503
2.573,-77.3965952756384
2.574,-77.4268335216359
2.575,-77.4570719631989
2.576,-77.4873106006826
2.577,-77.5175494344418
2.578,-77.5477884648306
2.579,-77.5780276922024
2.58,-77.6082671169107
2.581,-77.6385067393076
2.582,-77.6687465597454
2.583,-77.6989865785755
2.584,-77.7292267961488
2.585,-77.7594672128156
2.586,-77.7897078289256
2.587,-77.8199486448283
2.588,-77.8501896608723
2.589,-77.8804308774059
2.59,-77.9106722947765
2.591,-77.9409139133313
2.592,-77.9711557334171
2.593,-78.0013977553794
2.594,-78.0316399795639
2.595,-78.0618824063154
2.596,-78.0921250359784
2.597,-78.1223678688964
2.598,-78.1526109054129
2.599,-78.1828541458704
2.6,-78.2130975906112
2.601,-78.2433412399767
2.602,-78.273585094308
2.603,-78.3038291539455
2.604,-78.3340734192294
2.605,-78.3643178904988
2.606,-78.3945625680926
2.607,-78.4248074523489
2.608,-78.4550525436057
2.609,-78.4852978421999
2.61,-78.5155433484682
2.611,-78.5457890627465
2.612,-78.5760349853704
2.613,-78.6062811166751
2.614,-78.6365274569944
2.615,-78.6667740066624
2.616,-78.6970207660123
2.617,-78.727267735377
2.618,-78.7575149150884
2.619,-78.787762305478
2.62,-78.818009906877
2.621,-78.8482577196158
2.622,-78.8785057440243
2.623,-78.9087539804319
2.624,-78.9390024291671
2.625,-78.9692510905584
2.626,-78.9994999649333
2.627,-79.0297490526192
2.628,-79.059998353942
2.629,-79.0902478692282
2.63,-79.1204975988029
2.631,-79.1507475429913
2.632,-79.1809977021173
2.633,-79.2112480765046
2.634,-79.2414986664767
2.635,-79.2717494723558
2.636,-79.3020004944641
2.637,-79.3322517331231
2.638,-79.3625031886535
2.639,-79.3927548613759
2.64,-79.4230067516096
2.641,-79.4532588596742
2.642,-79.4835111858882
2.643,-79.5137637305695
2.644,-79.5440164940358
2.645,-79.5742694766039
2.646,-79.6045226785901
2.647,-79.6347761003103
2.648,-79.6650297420796
2.649,-79.6952836042127
2.65,-79.7255376870236
2.651,-79.755791990826
2.652,-79.7860465159325
2.653,-79.8163012626557
2.654,-79.8465562313073
2.655,-79.8768114221986
2.656,-79.9070668356401
2.657,-79.9373224719422
2.658,-79.9675783314139
2.659,-79.9978344143645
2.66,-80.0280907211022
2.661,-80.058347251935
2.662,-80.0886040071698
2.663,-80.1188609871135
2.664,-80.1491181920722
2.665,-80.179375622351
2.666,-80.2096332782552
2.667,-80.2398911600891
2.668,-80.2701492681564
2.669,-80.3004076027603
2.67,-80.3306661642034
2.671,-80.3609249527878
2.672,-80.3911839688149
2.673,-80.4214432125858
2.674,-80.4517026844005
2.675,-80.481962384559
2.676,-80.5122223133604
2.677,-80.5424824711033
2.678,-80.5727428580857
2.679,-80.603003474605
2.68,-80.6332643209581
2.681,-80.6635253974414
2.682,-80.6937867043504
2.683,-80.7240482419804
2.684,-80.7543100106259
2.685,-80.7845720105808
2.686,-80.8148342421387
2.687,-80.8450967055921
2.688,-80.8753594012335
2.689,-80.9056223293545
2.69,-80.9358854902462
2.691,-80.9661488841991
2.692,-80.9964125115031
2.693,-81.0266763724476
2.694,-81.0569404673211
2.695,-81.0872047964121
2.696,-81.1174693600081
2.697,-81.1477341583962
2.698,-81.1779991918627
2.699,-81.2082644606936
2.7,-81.2385299651741
2.701,-81.2687957055889
2.702,-81.2990616822223
2.703,-81.3293278953575
2.704,-81.3595943452777
2.705,-81.3898610322652
2.706,-81.420127956602
2.707,-81.450395118569
2.708,-81.480662518447
2.709,-81.510930156516
2.71,-81.5411980330556
2.711,-81.5714661483445
2.712,-81.6017345026611
2.713,-81.6320030962832
2.714,-81.6622719294878
2.715,-81.6925410025516
2.716,-81.7228103157503
2.717,-81.7530798693596
2.718,-81.7833496636543
2.719,-81.8136196989085
2.72,-81.8438899753956
2.721,-81.8741604933892
2.722,-81.9044312531614
2.723,-81.9347022549841
2.724,-81.9649734991288
2.725,-81.9952449858661
2.726,-82.0255167154663
2.727,-82.0557886881987
2.728,-82.0860609043324
2.729,-82.1163333641359
2.73,-82.1466060678768
2.731,-82.1768790158225
2.732,-82.2071522082394
2.733,-82.2374256453939
2.734,-82.2676993275511
2.735,-82.2979732549763
2.736,-82.3282474279333
2.737,-82.3585218466863
2.738,-82.3887965114981
2.739,-82.4190714226315
2.74,-82.4493465803482
2.741,-82.4796219849098
2.742,-82.5098976365769
2.743,-82.5401735356099
2.744,-82.5704496822683
2.745,-82.6007260768111
2.746,-82.6310027194969
2.747,-82.6612796105835
2.748,-82.6915567503282
2.749,-82.7218341389877
2.75,-82.752111776818
2.751,-82.7823896640748
2.752,-82.812667801013
2.753,-82.8429461878869
2.754,-82.8732248249502
2.755,-82.9035037124564
2.756,-82.9337828506578
2.757,-82.9640622398065
2.758,-82.9943418801541
2.759,-83.0246217719512
2.76,-83.0549019154481
2.761,-83.0851823108948
2.762,-83.1154629585399
2.763,-83.1457438586323
2.764,-83.1760250114198
2.765,-83.2063064171496
2.766,-83.2365880760687
2.767,-83.2668699884232
2.768,-83.2971521544586
2.769,-83.3274345744202
2.77,-83.3577172485519
2.771,-83.3880001770979
2.772,-83.4182833603013
2.773,-83.4485667984048
2.774,-83.4788504916506
2.775,-83.5091344402802
2.776,-83.5394186445342
2.777,-83.5697031046534
2.778,-83.5999878208771
2.779,-83.6302727934447
2.78,-83.6605580225947
2.781,-83.6908435085651
2.782,-83.7211292515934
2.783,-83.7514152519163
2.784,-83.7817015097701
2.785,-83.8119880253905
2.786,-83.8422747990125
2.787,-83.8725618308706
2.788,-83.9028491211986
2.789,-83.9331366702301
2.79,-83.9634244781976
2.791,-83.9937125453334
2.792,-84.0240008718689
2.793,-84.0542894580353
2.794,-84.084578304063
2.795,-84.1148674101815
2.796,-84.1451567766205
2.797,-84.1754464036083
2.798,-84.2057362913731
2.799,-84.2360264401426
2.8,-84.2663168501434
2.801,-84.296607521602
2.802,-84.3268984547441
2.803,-84.3571896497948
2.804,-84.387481106979
2.805,-84.4177728265203
2.806,-84.4480648086422
2.807,-84.4783570535679
2.808,-84.5086495615193
2.809,-84.5389423327181
2.81,-84.5692353673856
2.811,-84.5995286657422
2.812,-84.6298222280078
2.813,-84.6601160544018
2.814,-84.6904101451431
2.815,-84.7207045004498
2.816,-84.7509991205393
2.817,-84.7812940056291
2.818,-84.8115891559353
2.819,-84.8418845716739
2.82,-84.8721802530603
2.821,-84.902476200309
2.822,-84.9327724136344
2.823,-84.9630688932498
2.824,-84.9933656393684
2.825,-85.0236626522026
2.826,-85.0539599319641
2.827,-85.0842574788643
2.828,-85.1145552931138
2.829,-85.1448533749226
2.83,-85.1751517245004
2.831,-85.2054503420562
2.832,-85.2357492277982
2.833,-85.2660483819342
2.834,-85.2963478046715
2.835,-85.3266474962167
2.836,-85.3569474567759
2.837,-85.3872476865545
2.838,-85.4175481857576
2.839,-85.4478489545894
2.84,-85.4781499932536
2.841,-85.5084513019535
2.842,-85.5387528808918
2.843,-85.5690547302704
2.844,-85.5993568502907
2.845,-85.6296592411538
2.846,-85.6599619030599
2.847,-85.6902648362088
2.848,-85.7205680407996
2.849,-85.750871517031
2.85,-85.781175265101
2.851,-85.811479285207
2.852,-85.841783577546
2.853,-85.8720881423141
2.854,-85.9023929797073
2.855,-85.9326980899205
2.856,-85.9630034731488
2.857,-85.9933091295855
2.858,-86.0236150594247
2.859,-86.053921262859
2.86,-86.0842277400807
2.861,-86.1145344912816
2.862,-86.1448415166529
2.863,-86.1751488163853
2.864,-86.2054563906686
2.865,-86.2357642396927
2.866,-86.266072363646
2.867,-86.2963807627171
2.868,-86.3266894370938
2.869,-86.3569983869633
2.87,-86.3873076125122
2.871,-86.4176171139265
2.872,-86.4479268913919
2.873,-86.4782369450931
2.874,-86.5085472752147
2.875,-86.5388578819404
2.876,-86.5691687654533
2.877,-86.5994799259364
2.878,-86.6297913635716
2.879,-86.6601030785406
2.88,-86.6904150710242
2.881,-86.720727341203
2.882,-86.7510398892567
2.883,-86.7813527153648
2.884,-86.8116658197059
2.885,-86.8419792024582
2.886,-86.8722928637993
2.887,-86.9026068039064
2.888,-86.9329210229557
2.889,-86.9632355211233
2.89,-86.9935502985847
2.891,-87.0238653555146
2.892,-87.0541806920872
2.893,-87.0844963084762
2.894,-87.1148122048548
2.895,-87.1451283813957
2.896,-87.1754448382706
2.897,-87.2057615756512
2.898,-87.2360785937084
2.899,-87.2663958926123
2.9,-87.2967134725331
2.901,-87.3270313336398
2.902,-87.357349476101
2.903,-87.387667900085
2.904,-87.4179866057593
2.905,-87.4483055932909
2.906,-87.4786248628462
2.907,-87.5089444145913
2.908,-87.5392642486914
2.909,-87.5695843653113
2.91,-87.5999047646153
2.911,-87.6302254467671
2.912,-87.6605464119298
2.913,-87.690867660266
2.914,-87.7211891919378
2.915,-87.7515110071066
2.916,-87.7818331059335
2.917,-87.8121554885787
2.918,-87.8424781552022
2.919,-87.8728011059632
2.92,-87.9031243410204
2.921,-87.9334478605322
2.922,-87.963771664656
2.923,-87.994095753549
2.924,-88.0244201273679
2.925,-88.0547447862685
2.926,-88.0850697304064
2.927,-88.1153949599364
2.928,-88.145720475013
2.929,-88.1760462757899
2.93,-88.2063723624205
2.931,-88.2366987350574
2.932,-88.267025393853
2.933,-88.2973523389589
2.934,-88.327679570526
2.935,-88.3580070887051
2.936,-88.3883348936461
2.937,-88.4186629854987
2.938,-88.4489913644115
2.939,-88.4793200305331
2.94,-88.5096489840114
2.941,-88.5399782249937
2.942,-88.5703077536269
2.943,-88.600637570057
2.944,-88.6309676744298
2.945,-88.6612980668906
2.946,-88.6916287475839
2.947,-88.7219597166538
2.948,-88.752290974244
2.949,-88.7826225204975
2.95,-88.8129543555567
2.951,-88.8432864795636
2.952,-88.8736188926597
2.953,-88.9039515949858
2.954,-88.9342845866822
2.955,-88.964617867889
2.956,-88.9949514387452
2.957,-89.0252852993898
2.958,-89.0556194499608
2.959,-89.085953890596
2.96,-89.1162886214327
2.961,-89.1466236426074
2.962,-89.1769589542562
2.963,-89.2072945565148
2.964,-89.2376304495182
2.965,-89.2679666334009
2.966,-89.298303108297
2.967,-89.3286398743398
2.968,-89.3589769316624
2.969,-89.3893142803973
2.97,-89.419651920676
2.971,-89.4499898526304
2.972,-89.4803280763911
2.973,-89.5106665920884
2.974,-89.5410053998522
2.975,-89.5713444998116
2.976,-89.6016838920955
2.977,-89.6320235768322
2.978,-89.6623635541492
2.979,-89.692703824174
2.98,-89.7230443870331
2.981,-89.7533852428527
2.982,-89.7837263917584
2.983,-89.8140678338753
2.984,-89.8444095693281
2.985,-89.8747515982408
2.986,-89.905093920737
2.987,-89.9354365369398
2.988,-89.9657794469717
2.989,-89.9961226509547
2.99,-90.0264661490103
2.991,-90.0568099412596
2.992,-90.0871540278229
2.993,-90.1174984088205
2.994,-90.1478430843715
2.995,-90.178188054595
2.996,-90.2085333196094
2.997,-90.2388788795327
2.998,-90.2692247344822
2.999,-90.2995708845749
3,-90.3299173299272
3.001,-90.3602640706549
3.002,-90.3906111068735
3.003,-90.4209584386978
3.004,-90.4513060662421
3.005,-90.4816539896204
3.006,-90.5120022089458
3.007,-90.5423507243316
3.008,-90.5726995358898
3.009,-90.6030486437323
3.01,-90.6333980479704
3.011,-90.6637477487151
3.012,-90.6940977460766
3.013,-90.7244480401647
3.014,-90.7547986310888
3.015,-90.7851495189578
3.016,-90.81550070388
3.017,-90.8458521859631
3.018,-90.8762039653145
3.019,-90.9065560420411
3.02,-90.9369084162493
3.021,-90.9672610880447
3.022,-90.9976140575328
3.023,-91.0279673248185
3.024,-91.0583208900061
3.025,-91.0886747531994
3.026,-91.1190289145018
3.027,-91.1493833740162
3.028,-91.179738131845
3.029,-91.21009318809
3.03,-91.2404485428527
3.031,-91.2708041962339
3.032,-91.3011601483342
3.033,-91.3315163992533
3.034,-91.3618729490908
3.035,-91.3922297979456
3.036,-91.422586945916
3.037,-91.4529443931003
3.038,-91.4833021395957
3.039,-91.5136601854993
3.04,-91.5440185309077
3.041,-91.5743771759168
3.042,-91.6047361206223
3.043,-91.635095365119
3.044,-91.6654549095017
3.045,-91.6958147538645
3.046,-91.726174898301
3.047,-91.7565353429041
3.048,-91.7868960877668
3.049,-91.817257132981
3.05,-91.8476184786386
3.051,-91.8779801248307
3.052,-91.9083420716481
3.053,-91.9387043191809
3.054,-91.9690668675191
3.055,-91.999429716752
3.056,-92.0297928669681
3.057,-92.0601563182563
3.058,-92.090520070704
3.059,-92.1208841243988
3.06,-92.1512484794276
3.061,-92.181613135877
3.062,-92.2119780938329
3.063,-92.2423433533807
3.064,-92.2727089146056
3.065,-92.3030747775921
3.066,-92.3334409424244
3.067,-92.3638074091861
3.068,-92.3941741779603
3.069,-92.4245412488298
3.07,-92.4549086218768
3.071,-92.4852762971831
3.072,-92.5156442748299
3.073,-92.5460125548982
3.074,-92.5763811374683
3.075,-92.6067500226201
3.076,-92.6371192104331
3.077,-92.6674887009863
3.078,-92.6978584943581
3.079,-92.7282285906267
3.08,-92.7585989898697
3.081,-92.7889696921641
3.082,-92.8193406975869
3.083,-92.849712006214
3.084,-92.8800836181213
3.085,-92.9104555333842
3.086,-92.9408277520774
3.087,-92.9712002742754
3.088,-93.0015731000521
3.089,-93.0319462294811
3.09,-93.0623196626353
3.091,-93.0926933995873
3.092,-93.1230674404094
3.093,-93.153441785173
3.094,-93.1838164339497
3.095,-93.2141913868098
3.096,-93.2445666438241
3.097,-93.2749422050622
3.098,-93.3053180705935
3.099,-93.3356942404872
3.1,-93.3660707148117
3.101,-93.3964474936351
3.102,-93.4268245770251
3.103,-93.4572019650488
3.104,-93.4875796577729
3.105,-93.5179576552639
3.106,-93.5483359575876
3.107,-93.5787145648093
3.108,-93.6090934769941
3.109,-93.6394726942065
3.11,-93.6698522165106
3.111,-93.70023204397
3.112,-93.7306121766481
3.113,-93.7609926146075
3.114,-93.7913733579105
3.115,-93.8217544066192
3.116,-93.8521357607948
3.117,-93.8825174204986
3.118,-93.9128993857911
3.119,-93.9432816567323
3.12,-93.9736642333822
3.121,-94.0040471157999
3.122,-94.0344303040443
3.123,-94.0648137981737
3.124,-94.0951975982463
3.125,-94.1255817043197
3.126,-94.1559661164508
3.127,-94.1863508346964
3.128,-94.2167358591128
3.129,-94.2471211897557
3.13,-94.2775068266808
3.131,-94.3078927699429
3.132,-94.3382790195966
3.133,-94.3686655756959
3.134,-94.3990524382949
3.135,-94.4294396074464
3.136,-94.4598270832035
3.137,-94.4902148656187
3.138,-94.5206029547439
3.139,-94.5509913506308
3.14,-94.5813800533305
3.141,-94.6117690628937
3.142,-94.6421583793708
3.143,-94.6725480028118
3.144,-94.7029379332661
3.145,-94.7333281707828
3.146,-94.7637187154105
3.147,-94.7941095671975
3.148,-94.8245007261916
3.149,-94.8548921924403
3.15,-94.8852839659905
3.151,-94.9156760468888
3.152,-94.9460684351815
3.153,-94.9764611309142
3.154,-95.0068541341323
3.155,-95.0372474448807
3.156,-95.067641063204
3.157,-95.0980349891463
3.158,-95.1284292227512
3.159,-95.1588237640621
3.16,-95.1892186131218
3.161,-95.2196137699731
3.162,-95.2500092346576
3.163,-95.2804050072172
