"Freq [GHz]","dB(S(1,1)) []"
1.251,-0.0299648406830464
1.252,-0.0300558543518731
1.253,-0.0301466249972629
1.254,-0.0302371531462474
1.255,-0.0303274393257949
1.256,-0.0304174840628485
1.257,-0.0305072878842762
1.258,-0.0305968513169107
1.259,-0.030686174887526
1.26,-0.0307752591228283
1.261,-0.0308641045494513
1.262,-0.03095271169398
1.263,-0.0310410810829102
1.264,-0.0311292132426635
1.265,-0.0312171086995817
1.266,-0.03130476797993
1.267,-0.0313921916098801
1.268,-0.0314793801155096
1.269,-0.031566334022796
1.27,-0.0316530538576352
1.271,-0.0317395401458094
1.272,-0.0318257934129926
1.273,-0.0319118141847504
1.274,-0.0319976029865392
1.275,-0.0320831603437057
1.276,-0.0321684867814609
1.277,-0.0322535828248903
1.278,-0.0323384489989724
1.279,-0.032423085828537
1.28,-0.0325074938382859
1.281,-0.0325916735527904
1.282,-0.0326756254964618
1.283,-0.0327593501935803
1.284,-0.0328428481682774
1.285,-0.0329261199445332
1.286,-0.033009166046169
1.287,-0.0330919869968523
1.288,-0.0331745833200906
1.289,-0.0332569555392123
1.29,-0.0333391041773904
1.291,-0.0334210297576415
1.292,-0.0335027328027704
1.293,-0.0335842138354388
1.294,-0.0336654733780983
1.295,-0.0337465119530428
1.296,-0.033827330082368
1.297,-0.0339079282879633
1.298,-0.033988307091549
1.299,-0.0340684670146296
1.3,-0.0341484085785279
1.301,-0.0342281323043401
1.302,-0.0343076387129802
1.303,-0.0343869283251286
1.304,-0.0344660016612686
1.305,-0.0345448592416652
1.306,-0.0346235015863668
1.307,-0.0347019292151895
1.308,-0.0347801426477325
1.309,-0.0348581424033644
1.31,-0.0349359290012279
1.311,-0.0350135029602272
1.312,-0.0350908647990216
1.313,-0.0351680150360581
1.314,-0.0352449541895017
1.315,-0.0353216827773007
1.316,-0.0353982013171465
1.317,-0.0354745103264825
1.318,-0.0355506103224796
1.319,-0.0356265018220745
1.32,-0.0357021853419411
1.321,-0.0357776613984677
1.322,-0.0358529305078123
1.323,-0.0359279931858264
1.324,-0.0360028499481186
1.325,-0.0360775013100131
1.326,-0.0361519477865511
1.327,-0.0362261898925047
1.328,-0.0363002281423615
1.329,-0.0363740630503187
1.33,-0.03644769513028
1.331,-0.0365211248958846
1.332,-0.0365943528604466
1.333,-0.0366673795369993
1.334,-0.0367402054382846
1.335,-0.0368128310767297
1.336,-0.0368852569644641
1.337,-0.0369574836133022
1.338,-0.0370295115347687
1.339,-0.0371013412400609
1.34,-0.0371729732400587
1.341,-0.0372444080453455
1.342,-0.037315646166152
1.343,-0.0373866881124278
1.344,-0.0374575343937637
1.345,-0.0375281855194476
1.346,-0.0375986419984223
1.347,-0.0376689043392972
1.348,-0.0377389730503595
1.349,-0.0378088486395532
1.35,-0.0378785316144874
1.351,-0.0379480224824224
1.352,-0.0380173217502732
1.353,-0.0380864299246201
1.354,-0.0381553475116851
1.355,-0.0382240750173372
1.356,-0.0382926129470932
1.357,-0.0383609618061247
1.358,-0.0384291220992296
1.359,-0.0384970943308533
1.36,-0.0385648790050663
1.361,-0.0386324766256059
1.362,-0.0386998876957936
1.363,-0.0387671127186269
1.364,-0.0388341521966972
1.365,-0.0389010066322405
1.366,-0.0389676765271155
1.367,-0.0390341623827837
1.368,-0.0391004647003475
1.369,-0.0391665839805136
1.37,-0.039232520723608
1.371,-0.039298275429568
1.372,-0.0393638485979409
1.373,-0.0394292407278781
1.374,-0.0394944523181353
1.375,-0.0395594838670826
1.376,-0.0396243358726854
1.377,-0.0396890088324942
1.378,-0.0397535032436924
1.379,-0.0398178196030163
1.38,-0.0398819584068318
1.381,-0.0399459201510624
1.382,-0.0400097053312515
1.383,-0.0400733144425016
1.384,-0.040136747979522
1.385,-0.0402000064365902
1.386,-0.0402630903075734
1.387,-0.0403260000859192
1.388,-0.0403887362646351
1.389,-0.0404512993363201
1.39,-0.0405136897931465
1.391,-0.040575908126846
1.392,-0.0406379548287172
1.393,-0.0406998303896435
1.394,-0.0407615353000594
1.395,-0.0408230700499682
1.396,-0.040884435128932
1.397,-0.0409456310260669
1.398,-0.0410066582300516
1.399,-0.0410675172291205
1.4,-0.0411282085110691
1.401,-0.0411887325632272
1.402,-0.041249089872481
1.403,-0.0413092809252765
1.404,-0.0413693062075879
1.405,-0.0414291662049539
1.406,-0.0414888614024382
1.407,-0.0415483922846408
1.408,-0.0416077593357261
1.409,-0.041666963039382
1.41,-0.0417260038788188
1.411,-0.0417848823367984
1.412,-0.0418435988956098
1.413,-0.0419021540370669
1.414,-0.0419605482425263
1.415,-0.0420187819928477
1.416,-0.0420768557684354
1.417,-0.0421347700492083
1.418,-0.0421925253146148
1.419,-0.0422501220436171
1.42,-0.0423075607146872
1.421,-0.042364841805833
1.422,-0.042421965794565
1.423,-0.0424789331579102
1.424,-0.0425357443724078
1.425,-0.0425923999141003
1.426,-0.0426489002585465
1.427,-0.0427052458808101
1.428,-0.042761437255461
1.429,-0.0428174748565713
1.43,-0.0428733591577176
1.431,-0.0429290906319643
1.432,-0.0429846697518959
1.433,-0.0430400969895857
1.434,-0.0430953728165943
1.435,-0.0431504977039926
1.436,-0.0432054721223159
1.437,-0.0432602965416308
1.438,-0.0433149714314646
1.439,-0.0433694972608367
1.44,-0.0434238744982716
1.441,-0.0434781036117481
1.442,-0.0435321850687634
1.443,-0.0435861193362685
1.444,-0.0436399068807145
1.445,-0.0436935481680169
1.446,-0.0437470436635811
1.447,-0.0438003938322924
1.448,-0.0438535991384965
1.449,-0.0439066600460181
1.45,-0.0439595770181626
1.451,-0.0440123505177051
1.452,-0.0440649810068743
1.453,-0.0441174689473877
1.454,-0.0441698148004258
1.455,-0.0442220190266185
1.456,-0.0442740820860793
1.457,-0.0443260044383768
1.458,-0.0443777865425352
1.459,-0.0444294288570528
1.46,-0.0444809318398793
1.461,-0.0445322959484231
1.462,-0.0445835216395388
1.463,-0.0446346093695541
1.464,-0.044685559594238
1.465,-0.0447363727688186
1.466,-0.0447870493479712
1.467,-0.0448375897858171
1.468,-0.0448879945359433
1.469,-0.0449382640513605
1.47,-0.0449883987845484
1.471,-0.0450383991874112
1.472,-0.0450882657113165
1.473,-0.045137998807056
1.474,-0.0451875989248787
1.475,-0.0452370665144616
1.476,-0.045286402024928
1.477,-0.0453356059048341
1.478,-0.0453846786021831
1.479,-0.0454336205643991
1.48,-0.0454824322383532
1.481,-0.0455311140703364
1.482,-0.0455796665060824
1.483,-0.0456280899907604
1.484,-0.0456763849689529
1.485,-0.0457245518846814
1.486,-0.0457725911813964
1.487,-0.0458205033019718
1.488,-0.045868288688707
1.489,-0.0459159477833239
1.49,-0.0459634810269719
1.491,-0.0460108888602174
1.492,-0.0460581717230497
1.493,-0.0461053300548806
1.494,-0.0461523642945398
1.495,-0.0461992748802735
1.496,-0.0462460622497419
1.497,-0.0462927268400311
1.498,-0.0463392690876265
1.499,-0.0463856894284423
1.5,-0.0464319882977945
1.501,-0.0464781661304213
1.502,-0.0465242233604573
1.503,-0.0465701604214613
1.504,-0.0466159777463954
1.505,-0.046661675767619
1.506,-0.0467072549169183
1.507,-0.0467527156254709
1.508,-0.0467980583238614
1.509,-0.0468432834420822
1.51,-0.0468883914095228
1.511,-0.0469333826549875
1.512,-0.0469782576066588
1.513,-0.0470230166921434
1.514,-0.0470676603384343
1.515,-0.0471121889719287
1.516,-0.0471566030184034
1.517,-0.0472009029030655
1.518,-0.047245089050483
1.519,-0.0472891618846423
1.52,-0.0473331218289111
1.521,-0.0473769693060552
1.522,-0.0474207047382357
1.523,-0.0474643285469923
1.524,-0.0475078411532708
1.525,-0.0475512429773916
1.526,-0.0475945344390777
1.527,-0.0476377159574338
1.528,-0.0476807879509408
1.529,-0.047723750837488
1.53,-0.0477666050343354
1.531,-0.0478093509581259
1.532,-0.047851989024892
1.533,-0.0478945196500524
1.534,-0.0479369432483937
1.535,-0.0479792602341039
1.536,-0.0480214710207401
1.537,-0.0480635760212276
1.538,-0.0481055756478963
1.539,-0.0481474703124336
1.54,-0.0481892604259123
1.541,-0.0482309463987865
1.542,-0.048272528640877
1.543,-0.0483140075613899
1.544,-0.0483553835688855
1.545,-0.048396657071332
1.546,-0.0484378284760355
1.547,-0.0484788981896983
1.548,-0.0485198666183777
1.549,-0.0485607341675215
1.55,-0.0486015012419263
1.551,-0.0486421682457686
1.552,-0.0486827355826007
1.553,-0.0487232036553313
1.554,-0.0487635728662391
1.555,-0.0488038436169677
1.556,-0.0488440163085424
1.557,-0.0488840913413317
1.558,-0.0489240691150769
1.559,-0.0489639500288967
1.56,-0.0490037344812482
1.561,-0.0490434228699766
1.562,-0.0490830155922712
1.563,-0.0491225130446917
1.564,-0.0491619156231564
1.565,-0.0492012237229395
1.566,-0.0492404377386891
1.567,-0.0492795580643943
1.568,-0.0493185850934114
1.569,-0.049357519218457
1.57,-0.0493963608315974
1.571,-0.0494351103242707
1.572,-0.0494737680872469
1.573,-0.0495123345106766
1.574,-0.0495508099840479
1.575,-0.0495891948962093
1.576,-0.0496274896353629
1.577,-0.0496656945890672
1.578,-0.0497038101442267
1.579,-0.0497418366871058
1.58,-0.0497797746033197
1.581,-0.0498176242778212
1.582,-0.0498553860949253
1.583,-0.049893060438302
1.584,-0.0499306476909621
1.585,-0.0499681482352664
1.586,-0.050005562452931
1.587,-0.0500428907250004
1.588,-0.0500801334318919
1.589,-0.0501172909533501
1.59,-0.0501543636684845
1.591,-0.0501913519557328
1.592,-0.0502282561928859
1.593,-0.0502650767570821
1.594,-0.0503018140247993
1.595,-0.0503384683718588
1.596,-0.05037504017343
1.597,-0.0504115298040258
1.598,-0.0504479376374974
1.599,-0.0504842640470392
1.6,-0.0505205094051859
1.601,-0.0505566740838143
1.602,-0.050592758454155
1.603,-0.0506287628867562
1.604,-0.0506646877515229
1.605,-0.0507005334176884
1.606,-0.0507363002538385
1.607,-0.0507719886278825
1.608,-0.0508075989070772
1.609,-0.0508431314580184
1.61,-0.0508785866466339
1.611,-0.050913964838195
1.612,-0.0509492663972953
1.613,-0.0509844916878884
1.614,-0.0510196410732433
1.615,-0.0510547149159732
1.616,-0.0510897135780223
1.617,-0.0511246374206771
1.618,-0.0511594868045507
1.619,-0.0511942620895911
1.62,-0.0512289636350872
1.621,-0.0512635917996519
1.622,-0.0512981469412304
1.623,-0.0513326294171226
1.624,-0.0513670395839261
1.625,-0.0514013777975927
1.626,-0.0514356444133999
1.627,-0.0514698397859645
1.628,-0.0515039642692203
1.629,-0.0515380182164358
1.63,-0.0515720019802171
1.631,-0.0516059159124907
1.632,-0.0516397603645279
1.633,-0.0516735356869096
1.634,-0.0517072422295562
1.635,-0.0517408803417234
1.636,-0.0517744503719729
1.637,-0.0518079526682229
1.638,-0.0518413875776981
1.639,-0.0518747554469684
1.64,-0.0519080566219073
1.641,-0.0519412914477422
1.642,-0.0519744602690042
1.643,-0.0520075634295635
1.644,-0.0520406012726171
1.645,-0.0520735741406848
1.646,-0.05210648237561
1.647,-0.0521393263185637
1.648,-0.0521721063100443
1.649,-0.0522048226898682
1.65,-0.0522374757971868
1.651,-0.0522700659704653
1.652,-0.0523025935475012
1.653,-0.0523350588654192
1.654,-0.052367462260649
1.655,-0.0523998040689623
1.656,-0.052432084625449
1.657,-0.0524643042645155
1.658,-0.0524964633199082
1.659,-0.0525285621246799
1.66,-0.0525606010112079
1.661,-0.0525925803111981
1.662,-0.0526245003556749
1.663,-0.0526563614749799
1.664,-0.0526881639987903
1.665,-0.0527199082560918
1.666,-0.052751594575193
1.667,-0.0527832232837305
1.668,-0.0528147947086576
1.669,-0.0528463091762441
1.67,-0.0528777670120862
1.671,-0.052909168541105
1.672,-0.0529405140875297
1.673,-0.0529718039749162
1.674,-0.0530030385261469
1.675,-0.0530342180634135
1.676,-0.0530653429082251
1.677,-0.0530964133814244
1.678,-0.0531274298031669
1.679,-0.053158392492917
1.68,-0.0531893017694789
1.681,-0.0532201579509545
1.682,-0.0532509613547754
1.683,-0.0532817122976939
1.684,-0.0533124110957859
1.685,-0.0533430580644219
1.686,-0.0533736535183166
1.687,-0.0534041977714921
1.688,-0.0534346911372861
1.689,-0.0534651339283604
1.69,-0.0534955264566924
1.691,-0.0535258690335775
1.692,-0.0535561619696304
1.693,-0.0535864055747725
1.694,-0.0536166001582608
1.695,-0.0536467460286636
1.696,-0.053676843493852
1.697,-0.053706892861043
1.698,-0.0537368944367409
1.699,-0.0537668485267817
1.7,-0.0537967554363211
1.701,-0.0538266154698241
1.702,-0.0538564289310847
1.703,-0.0538861961231987
1.704,-0.0539159173485872
1.705,-0.0539455929089868
1.706,-0.0539752231054541
1.707,-0.0540048082383538
1.708,-0.0540343486073771
1.709,-0.0540638445115232
1.71,-0.0540932962491131
1.711,-0.0541227041177824
1.712,-0.0541520684144884
1.713,-0.0541813894354982
1.714,-0.0542106674763957
1.715,-0.0542399028320824
1.716,-0.0542690957967772
1.717,-0.0542982466640196
1.718,-0.0543273557266531
1.719,-0.0543564232768473
1.72,-0.0543854496060991
1.721,-0.0544144350051937
1.722,-0.0544433797642492
1.723,-0.0544722841727002
1.724,-0.0545011485192987
1.725,-0.0545299730921092
1.726,-0.0545587581785124
1.727,-0.0545875040652056
1.728,-0.054616211038205
1.729,-0.0546448793828464
1.73,-0.054673509383766
1.731,-0.0547021013249318
1.732,-0.0547306554896273
1.733,-0.0547591721604451
1.734,-0.0547876516193019
1.735,-0.0548160941474217
1.736,-0.0548445000253535
1.737,-0.0548728695329623
1.738,-0.0549012029494233
1.739,-0.0549295005532386
1.74,-0.0549577626222116
1.741,-0.0549859894334831
1.742,-0.0550141812634828
1.743,-0.0550423383879863
1.744,-0.0550704610820707
1.745,-0.0550985496201338
1.746,-0.0551266042758884
1.747,-0.0551546253223641
1.748,-0.0551826130319092
1.749,-0.0552105676761909
1.75,-0.0552384895261892
1.751,-0.0552663788522017
1.752,-0.0552942359238566
1.753,-0.0553220610100791
1.754,-0.0553498543791221
1.755,-0.0553776162985588
1.756,-0.0554053470352792
1.757,-0.055433046855481
1.758,-0.0554607160247002
1.759,-0.0554883548077667
1.76,-0.0555159634688457
1.761,-0.0555435422714188
1.762,-0.0555710914782802
1.763,-0.0555986113515389
1.764,-0.0556261021526377
1.765,-0.0556535641423203
1.766,-0.0556809975806673
1.767,-0.0557084027270661
1.768,-0.0557357798402145
1.769,-0.055763129178155
1.77,-0.05579045099823
1.771,-0.0558177455571059
1.772,-0.0558450131107685
1.773,-0.0558722539145217
1.774,-0.0558994682229983
1.775,-0.055926656290135
1.776,-0.0559538183692029
1.777,-0.0559809547127839
1.778,-0.0560080655727903
1.779,-0.056035151200443
1.78,-0.0560622118462908
1.781,-0.0560892477602055
1.782,-0.0561162591913671
1.783,-0.0561432463882952
1.784,-0.0561702095988089
1.785,-0.0561971490700745
1.786,-0.0562240650485571
1.787,-0.0562509577800531
1.788,-0.0562778275096897
1.789,-0.0563046744818906
1.79,-0.0563314989404229
1.791,-0.0563583011283801
1.792,-0.0563850812881574
1.793,-0.0564118396614871
1.794,-0.0564385764894224
1.795,-0.0564652920123393
1.796,-0.0564919864699373
1.797,-0.0565186601012358
1.798,-0.0565453131445779
1.799,-0.0565719458376409
1.8,-0.0565985584174044
1.801,-0.0566251511202037
1.802,-0.0566517241816637
1.803,-0.0566782778367647
1.804,-0.0567048123197914
1.805,-0.0567313278643617
1.806,-0.0567578247034149
1.807,-0.0567843030692131
1.808,-0.0568107631933563
1.809,-0.0568372053067611
1.81,-0.0568636296396756
1.811,-0.0568900364216613
1.812,-0.0569164258816219
1.813,-0.0569427982477776
1.814,-0.0569691537476824
1.815,-0.0569954926082094
1.816,-0.0570218150555643
1.817,-0.0570481213152841
1.818,-0.0570744116122273
1.819,-0.0571006861705746
1.82,-0.0571269452138582
1.821,-0.0571531889649045
1.822,-0.0571794176459021
1.823,-0.0572056314783473
1.824,-0.057231830683076
1.825,-0.0572580154802456
1.826,-0.0572841860893502
1.827,-0.0573103427292083
1.828,-0.0573364856179739
1.829,-0.0573626149731312
1.83,-0.0573887310114857
1.831,-0.0574148339491881
1.832,-0.0574409240017087
1.833,-0.0574670013838563
1.834,-0.0574930663097628
1.835,-0.0575191189929114
1.836,-0.0575451596460929
1.837,-0.0575711884814454
1.838,-0.057597205710438
1.839,-0.0576232115438732
1.84,-0.0576492061918768
1.841,-0.0576751898639248
1.842,-0.0577011627688192
1.843,-0.0577271251146934
1.844,-0.0577530771090227
1.845,-0.0577790189586031
1.846,-0.0578049508695732
1.847,-0.0578308730474274
1.848,-0.0578567856969598
1.849,-0.0578826890223205
1.85,-0.0579085832269942
1.851,-0.0579344685138096
1.852,-0.0579603450849071
1.853,-0.0579862131417952
1.854,-0.0580120728852986
1.855,-0.0580379245155854
1.856,-0.0580637682321658
1.857,-0.0580896042338807
1.858,-0.0581154327189218
1.859,-0.0581412538847981
1.86,-0.0581670679283926
1.861,-0.0581928750458907
1.862,-0.0582186754328338
1.863,-0.058244469284114
1.864,-0.0582702567939483
1.865,-0.0582960381558957
1.866,-0.058321813562868
1.867,-0.0583475832071077
1.868,-0.0583733472802051
1.869,-0.058399105973082
1.87,-0.0584248594760206
1.871,-0.0584506079786348
1.872,-0.0584763516698725
1.873,-0.0585020907380482
1.874,-0.058527825370797
1.875,-0.0585535557551155
1.876,-0.0585792820773394
1.877,-0.0586050045231386
1.878,-0.0586307232775426
1.879,-0.0586564385249239
1.88,-0.0586821504490017
1.881,-0.0587078592328249
1.882,-0.0587335650588111
1.883,-0.0587592681087143
1.884,-0.0587849685636374
1.885,-0.0588106666040269
1.886,-0.058836362409686
1.887,-0.0588620561597577
1.888,-0.0588877480327388
1.889,-0.0589134382064775
1.89,-0.0589391268581612
1.891,-0.0589648141643326
1.892,-0.0589905003008976
1.893,-0.0590161854430917
1.894,-0.0590418697655102
1.895,-0.0590675534420984
1.896,-0.0590932366461559
1.897,-0.0591189195503406
1.898,-0.0591446023266476
1.899,-0.0591702851464358
1.9,-0.0591959681804061
1.901,-0.0592216515986362
1.902,-0.0592473355705298
1.903,-0.0592730202648609
1.904,-0.0592987058497594
1.905,-0.0593243924927012
1.906,-0.0593500803605231
1.907,-0.0593757696194204
1.908,-0.0594014604349385
1.909,-0.0594271529719824
1.91,-0.0594528473948169
1.911,-0.0594785438670594
1.912,-0.0595042425516912
1.913,-0.0595299436110462
1.914,-0.0595556472068151
1.915,-0.0595813535000567
1.916,-0.0596070626511803
1.917,-0.0596327748199678
1.918,-0.0596584901655446
1.919,-0.0596842088464049
1.92,-0.0597099310204158
1.921,-0.059735656844778
1.922,-0.0597613864760806
1.923,-0.0597871200702658
1.924,-0.059812857782633
1.925,-0.0598385997678561
1.926,-0.0598643461799613
1.927,-0.0598900971723484
1.928,-0.0599158528977732
1.929,-0.0599416135083702
1.93,-0.0599673791556151
1.931,-0.0599931499903787
1.932,-0.0600189261628793
1.933,-0.0600447078226976
1.934,-0.0600704951188038
1.935,-0.0600962881995163
1.936,-0.0601220872125248
1.937,-0.0601478923048871
1.938,-0.0601737036230507
1.939,-0.0601995213127959
1.94,-0.0602253455192989
1.941,-0.0602511763870938
1.942,-0.0602770140600977
1.943,-0.0603028586815869
1.944,-0.0603287103942207
1.945,-0.0603545693400133
1.946,-0.0603804356603671
1.947,-0.0604063094960501
1.948,-0.0604321909872143
1.949,-0.060458080273359
1.95,-0.0604839774933948
1.951,-0.0605098827855783
1.952,-0.0605357962875563
1.953,-0.0605617181363458
1.954,-0.0605876484683276
1.955,-0.0606135874192899
1.956,-0.0606395351243746
1.957,-0.0606654917181022
1.958,-0.0606914573343825
1.959,-0.0607174321064934
1.96,-0.0607434161670935
1.961,-0.0607694096482245
1.962,-0.0607954126813121
1.963,-0.0608214253971515
1.964,-0.060847447925919
1.965,-0.0608734803971882
1.966,-0.0608995229399013
1.967,-0.0609255756823865
1.968,-0.0609516387523499
1.969,-0.0609777122768875
1.97,-0.0610037963824743
1.971,-0.0610298911949741
1.972,-0.0610559968396356
1.973,-0.0610821134410856
1.974,-0.0611082411233484
1.975,-0.0611343800098281
1.976,-0.0611605302233053
1.977,-0.0611866918859684
1.978,-0.0612128651193811
1.979,-0.0612390500444918
1.98,-0.0612652467816592
1.981,-0.0612914554505965
1.982,-0.0613176761704455
1.983,-0.0613439090596987
1.984,-0.0613701542362783
1.985,-0.0613964118174697
1.986,-0.0614226819199547
1.987,-0.0614489646598245
1.988,-0.061475260152543
1.989,-0.0615015685129784
1.99,-0.0615278898553954
1.991,-0.0615542242934376
1.992,-0.0615805719401565
1.993,-0.0616069329080031
1.994,-0.0616333073088109
1.995,-0.0616596952538246
1.996,-0.0616860968536687
1.997,-0.0617125122183784
1.998,-0.0617389414573903
1.999,-0.0617653846795285
2,-0.0617918419930098
2.001,-0.0618183135054828
2.002,-0.0618447993239568
