Freq,Simulated,Measured,,
1.739,179.5636193,-0.81001139,,
1.74,179.5633506,-0.59386855,,
1.741,179.5630825,-0.6885283,,
1.742,179.562815,-0.70917225,,
1.743,179.5625481,-0.89291281,,
1.744,179.5622817,-0.56140727,,
1.745,179.5620159,-0.70702279,,
1.746,179.5617507,-0.74043566,,
1.747,179.5614861,-0.60699403,,
1.748,179.561222,-0.7886647,,
1.749,179.5609585,-0.83166504,,
1.75,179.5606956,-0.60769111,,
1.751,179.5604332,-0.77397943,,
1.752,179.5601714,-0.7620694,,
1.753,179.5599102,-0.62580007,,
1.754,179.5596496,-0.78991759,,
1.755,179.5593895,-0.84589148,,
1.756,179.5591299,-0.74929285,,
1.757,179.558871,-0.79156041,,
1.758,179.5586126,-0.72232014,,
1.759,179.5583547,-0.59637964,,
1.76,179.5580974,-0.63706023,,
1.761,179.5578407,-0.85200977,,
1.762,179.5575845,-0.81693608,,
1.763,179.5573289,-0.85727727,,
1.764,179.5570738,-0.72880411,,
1.765,179.5568193,-0.78073716,,
1.766,179.5565653,-0.64777887,,
1.767,179.5563119,-0.73764712,,
1.768,179.556059,-0.82228148,,
1.769,179.5558067,-0.77397776,,
1.77,179.5555549,-0.80139256,,
1.771,179.5553037,-0.70520729,,
1.772,179.555053,-0.69098514,,
1.773,179.5548028,-0.68129492,,
1.774,179.5545532,-0.72599667,,
1.775,179.5543041,-0.66607022,,
1.776,179.5540556,-0.78755993,,
1.777,179.5538076,-0.72967011,,
1.778,179.5535601,-0.63055527,,
1.779,179.5533132,-0.57732952,,
1.78,179.5530668,-0.66986096,,
1.781,179.5528209,-0.71483123,,
1.782,179.5525756,-0.63449919,,
1.783,179.5523308,-0.78590614,,
1.784,179.5520865,-0.55223131,,
1.785,179.5518427,-0.87241644,,
1.786,179.5515995,-0.70967525,,
1.787,179.5513568,-0.65170026,,
1.788,179.5511146,-0.56711549,,
1.789,179.550873,-0.71748024,,
1.79,179.5506318,-0.72969967,,
1.791,179.5503912,-0.58762741,,
1.792,179.5501511,-0.62876797,,
1.793,179.5499115,-0.68939584,,
1.794,179.5496724,-0.57960314,,
1.795,179.5494339,-0.71121693,,
1.796,179.5491958,-0.61067772,,
1.797,179.5489583,-0.72526807,,
1.798,179.5487213,-0.78259528,,
1.799,179.5484848,-0.51647884,,
1.8,179.5482488,-0.7183513,,
1.801,179.5480133,-0.80773938,,
1.802,179.5477783,-0.61797178,,
1.803,179.5475438,-0.66509581,,
1.804,179.5473098,-0.77899653,,
1.805,179.5470763,-0.61298907,,
1.806,179.5468433,-0.70952284,,
1.807,179.5466108,-0.87007564,,
1.808,179.5463788,-0.57014215,,
1.809,179.5461474,-0.70781267,,
1.81,179.5459164,-0.65832549,,
1.811,179.5456859,-0.90608704,,
1.812,179.5454559,-0.6916216,,
1.813,179.5452263,-0.59917283,,
1.814,179.5449973,-0.78688157,,
1.815,179.5447688,-0.70195854,,
1.816,179.5445407,-0.58038783,,
1.817,179.5443132,-0.71391064,,
1.818,179.5440861,-0.734519,,
1.819,179.5438595,-0.77718556,,
1.82,179.5436334,-0.66384143,,
1.821,179.5434078,-0.5942592,,
1.822,179.5431826,-0.65472883,,
1.823,179.542958,-0.67567044,,
1.824,179.5427338,-0.80379492,,
1.825,179.5425101,-0.56647128,,
1.826,179.5422868,-0.73528588,,
1.827,179.5420641,-0.59335357,,
1.828,179.5418418,-0.57709169,,
1.829,179.54162,-0.70742923,,
1.83,179.5413986,-0.78048944,,
1.831,179.5411778,-0.58366251,,
1.832,179.5409574,-0.81203306,,
1.833,179.5407374,-0.73982078,,
1.834,179.540518,-0.6604889,,
1.835,179.540299,-0.67767411,,
1.836,179.5400804,-0.79282904,,
1.837,179.5398624,-0.80018508,,
1.838,179.5396447,-0.81395352,,
1.839,179.5394276,-0.72939348,,
1.84,179.5392109,-0.55547035,,
1.841,179.5389947,-0.76554984,,
1.842,179.5387789,-0.67315054,,
1.843,179.5385635,-0.69991535,,
1.844,179.5383487,-0.69876564,,
1.845,179.5381343,-0.55401158,,
1.846,179.5379203,-0.773938,,
1.847,179.5377068,-0.63231689,,
1.848,179.5374937,-0.69864744,,
1.849,179.5372811,-0.73874378,,
1.85,179.5370689,-0.66964984,,
1.851,179.5368572,-0.67527151,,
1.852,179.5366459,-0.55365998,,
1.853,179.5364351,-0.72119373,,
1.854,179.5362247,-0.64926898,,
1.855,179.5360147,-0.67511863,,
1.856,179.5358052,-0.69286227,,
1.857,179.5355961,-0.81679749,,
1.858,179.5353875,-0.81260836,,
1.859,179.5351793,-0.57109445,,
1.86,179.5349715,-0.67630029,,
1.861,179.5347642,-0.64327466,,
1.862,179.5345573,-0.75154972,,
1.863,179.5343508,-0.65619665,,
1.864,179.5341447,-0.896909,,
1.865,179.5339391,-0.54625732,,
1.866,179.5337339,-0.88381642,,
1.867,179.5335292,-0.81805217,,
1.868,179.5333249,-0.64753199,,
1.869,179.5331209,-0.68896061,,
1.87,179.5329175,-0.92594314,,
1.871,179.5327144,-0.62627494,,
1.872,179.5325117,-0.76083702,,
1.873,179.5323095,-0.82409471,,
1.874,179.5321077,-0.89792889,,
1.875,179.5319063,-0.52148247,,
1.876,179.5317054,-0.70549434,,
1.877,179.5315048,-0.79299557,,
1.878,179.5313047,-0.78514552,,
1.879,179.5311049,-0.69028521,,
1.88,179.5309056,-0.73503822,,
1.881,179.5307067,-0.95600933,,
1.882,179.5305082,-0.84993356,,
1.883,179.5303101,-0.78051412,,
1.884,179.5301124,-0.79632705,,
1.885,179.5299151,-0.76032984,,
1.886,179.5297183,-0.68937385,,
1.887,179.5295218,-0.69268495,,
1.888,179.5293257,-0.64529222,,
1.889,179.52913,-0.68189144,,
1.89,179.5289348,-0.65147024,,
1.891,179.5287399,-0.69363576,,
1.892,179.5285454,-0.65938085,,
1.893,179.5283513,-0.70726055,,
1.894,179.5281576,-0.7576043,,
1.895,179.5279643,-0.60822648,,
1.896,179.5277714,-0.71963471,,
1.897,179.5275789,-0.79300755,,
1.898,179.5273868,-0.71481168,,
1.899,179.5271951,-0.71267712,,
1.9,179.5270038,-0.66984737,,
1.901,179.5268128,-0.47351408,,
1.902,179.5266222,-0.66147095,,
1.903,179.526432,-0.56719095,,
1.904,179.5262422,-0.60345179,,
1.905,179.5260528,-0.80478615,,
1.906,179.5258638,-0.51356786,,
1.907,179.5256751,-0.71021932,,
1.908,179.5254868,-0.83316433,,
1.909,179.5252989,-0.55175012,,
1.91,179.5251114,-0.70182317,,
1.911,179.5249243,-0.48268452,,
1.912,179.5247375,-0.68953228,,
1.913,179.5245511,-0.51289612,,
1.914,179.5243651,-0.72717357,,
1.915,179.5241794,-0.79846424,,
1.916,179.5239941,-0.76831001,,
1.917,179.5238092,-0.59179074,,
1.918,179.5236246,-0.79124039,,
1.919,179.5234404,-0.64835942,,
1.92,179.5232566,-0.50273401,,
1.921,179.5230732,-0.66491669,,
1.922,179.5228901,-0.57692319,,
1.923,179.5227073,-0.65446198,,
1.924,179.522525,-0.73385519,,
1.925,179.5223429,-0.67549288,,
1.926,179.5221613,-0.60331118,,
1.927,179.52198,-0.87504065,,
1.928,179.521799,-0.61397314,,
1.929,179.5216185,-0.79247689,,
1.93,179.5214382,-0.82189929,,
1.931,179.5212583,-0.66426367,,
1.932,179.5210788,-0.73815942,,
1.933,179.5208996,-0.58993345,,
1.934,179.5207208,-0.69680387,,
1.935,179.5205423,-0.79745823,,
1.936,179.5203642,-0.82557547,,
1.937,179.5201864,-0.68631589,,
1.938,179.5200089,-0.62504554,,
1.939,179.5198318,-0.73071444,,
1.94,179.5196551,-0.54557115,,
1.941,179.5194787,-0.58839959,,
1.942,179.5193026,-0.64817977,,
1.943,179.5191269,-0.69108403,,
1.944,179.5189515,-0.48982239,,
1.945,179.5187764,-0.55475724,,
1.946,179.5186017,-0.71521991,,
1.947,179.5184273,-0.80795598,,
1.948,179.5182532,-0.72311836,,
1.949,179.5180795,-0.67136246,,
1.95,179.5179061,-0.62880731,,
1.951,179.517733,-0.72910303,,
1.952,179.5175603,-0.71564579,,
1.953,179.5173879,-0.59948826,,
1.954,179.5172158,-0.74821287,,
1.955,179.5170441,-0.9786486,,
1.956,179.5168726,-0.65523231,,
1.957,179.5167015,-0.66654849,,
1.958,179.5165308,-0.54612094,,
1.959,179.5163603,-0.5611316,,
1.96,179.5161902,-0.76558721,,
1.961,179.5160204,-0.77853477,,
1.962,179.5158509,-0.57473737,,
1.963,179.5156817,-0.66233623,,
1.964,179.5155128,-0.74220377,,
1.965,179.5153443,-0.55158353,,
1.966,179.515176,-0.61758888,,
1.967,179.5150081,-0.60589641,,
1.968,179.5148405,-0.70884544,,
1.969,179.5146732,-0.7568574,,
1.97,179.5145062,-0.77013862,,
1.971,179.5143395,-0.59829891,,
1.972,179.5141732,-0.5019927,,
1.973,179.5140071,-0.65924901,,
1.974,179.5138413,-0.59733361,,
1.975,179.5136759,-0.67196739,,
1.976,179.5135107,-0.69572634,,
1.977,179.5133459,-0.62198782,,
1.978,179.5131813,-0.67617548,,
1.979,179.5130171,-0.53363538,,
1.98,179.5128532,-0.50964755,,
1.981,179.5126895,-0.63172966,,
1.982,179.5125262,-0.64189124,,
1.983,179.5123631,-0.70851314,,
1.984,179.5122003,-0.6823585,,
1.985,179.5120379,-0.58417362,,
1.986,179.5118757,-0.64660889,,
1.987,179.5117138,-0.8516072,,
1.988,179.5115522,-0.60802507,,
1.989,179.5113909,-0.4940795,,
1.99,179.5112299,-0.49803281,,
1.991,179.5110692,-0.72935289,,
1.992,179.5109088,-0.64146632,,
1.993,179.5107486,-0.5068959,,
1.994,179.5105888,-0.69741273,,
1.995,179.5104292,-0.65375412,,
1.996,179.5102699,-0.53573948,,
1.997,179.5101109,-0.68080688,,
1.998,179.5099521,-0.52468318,,
1.999,179.5097937,-0.73190111,,
2,179.5096355,-0.70793265,,
2.001,179.5094776,-0.50278026,,
2.002,179.50932,-0.68002629,,
2.003,179.5091626,-0.63023949,,
2.004,179.5090055,-0.65865618,,
2.005,179.5088487,-0.59459555,,
2.006,179.5086922,-0.61701739,,
2.007,179.508536,-0.70373434,,
2.008,179.50838,-0.73746133,,
2.009,179.5082242,-0.64624542,,
2.01,179.5080688,-0.60846543,,
2.011,179.5079136,-0.58792233,,
2.012,179.5077587,-0.85255611,,
2.013,179.5076041,-0.56791365,,
2.014,179.5074497,-0.57110113,,
2.015,179.5072956,-0.71016645,,
2.016,179.5071417,-0.58179706,,
2.017,179.5069881,-0.76003438,,
2.018,179.5068348,-0.68028659,,
2.019,179.5066817,-0.6492151,,
2.02,179.5065289,-0.7224158,,
2.021,179.5063763,-0.56503373,,
2.022,179.506224,-0.83204597,,
2.023,179.5060719,-0.6356734,,
2.024,179.5059201,-0.64101553,,
2.025,179.5057686,-0.69481272,,
2.026,179.5056173,-0.63529533,,
2.027,179.5054663,-0.61228436,,
2.028,179.5053155,-0.32912865,,
2.029,179.5051649,-0.6129716,,
2.03,179.5050147,-0.50412917,,
2.031,179.5048646,-0.69365329,,
2.032,179.5047148,-0.47249281,,
2.033,179.5045653,-0.70011359,,
2.034,179.504416,-0.67887008,,
2.035,179.5042669,-0.76681864,,
2.036,179.5041181,-0.52648234,,
2.037,179.5039695,-0.73497683,,
2.038,179.5038212,-0.62868744,,
2.039,179.5036731,-0.67611057,,
2.04,179.5035252,-0.52349985,,
2.041,179.5033776,-0.58900499,,
2.042,179.5032302,-0.45565233,,
2.043,179.503083,-0.81707919,,
2.044,179.5029361,-0.53603303,,
2.045,179.5027895,-0.52400011,,
2.046,179.502643,-0.58140862,,
2.047,179.5024968,-0.53162098,,
2.048,179.5023508,-0.54356515,,
2.049,179.5022051,-0.37608847,,
2.05,179.5020595,-0.58509582,,
2.051,179.5019142,-0.59546423,,
2.052,179.5017692,-0.73224211,,
2.053,179.5016243,-0.52245021,,
2.054,179.5014797,-0.6080054,,
2.055,179.5013353,-0.67540258,,
2.056,179.5011911,-0.62640709,,
2.057,179.5010472,-0.60876238,,
2.058,179.5009035,-0.72550678,,
2.059,179.50076,-0.55499554,,
2.06,179.5006167,-0.66191596,,
2.061,179.5004736,-0.52007848,,
2.062,179.5003308,-0.62055159,,
2.063,179.5001881,-0.51351768,,
2.064,179.5000457,-0.5711959,,
2.065,179.4999035,-0.47166833,,
2.066,179.4997616,-0.63131893,,
2.067,179.4996198,-0.42002741,,
2.068,179.4994782,-0.61111856,,
2.069,179.4993369,-0.57100236,,
2.07,179.4991957,-0.57351536,,
2.071,179.4990548,-0.59207541,,
2.072,179.4989141,-0.69437593,,
2.073,179.4987736,-0.42921007,,
2.074,179.4986333,-0.71235895,,
2.075,179.4984932,-0.43936154,,
2.076,179.4983533,-0.66349053,,
2.077,179.4982136,-0.55199796,,
2.078,179.4980741,-0.53249508,,
2.079,179.4979348,-0.73236358,,
2.08,179.4977958,-0.34467009,,
2.081,179.4976569,-0.6695472,,
2.082,179.4975182,-0.54067189,,
2.083,179.4973797,-0.69260848,,
2.084,179.4972414,-0.61807251,,
2.085,179.4971033,-0.41458431,,
2.086,179.4969654,-0.79141289,,
2.087,179.4968278,-0.53700376,,
2.088,179.4966902,-0.63472956,,
2.089,179.4965529,-0.46015614,,
2.09,179.4964158,-0.36673304,,
2.091,179.4962789,-0.70981687,,
2.092,179.4961422,-0.64558786,,
2.093,179.4960056,-0.78197563,,
2.094,179.4958693,-0.42213559,,
2.095,179.4957331,-0.72808665,,
2.096,179.4955971,-0.62250686,,
2.097,179.4954613,-0.55519372,,
2.098,179.4953257,-0.47382528,,
2.099,179.4951903,-0.55809319,,
2.1,179.4950551,-0.53092963,,
2.101,179.49492,-0.61801326,,
2.102,179.4947851,-0.64025539,,
2.103,179.4946505,-0.71065986,,
2.104,179.4945159,-0.52033854,,
2.105,179.4943816,-0.46159181,,
2.106,179.4942475,-0.67376733,,
2.107,179.4941135,-0.4674606,,
2.108,179.4939797,-0.80290788,,
2.109,179.4938461,-0.60566127,,
2.11,179.4937126,-0.69309825,,
2.111,179.4935793,-0.64112228,,
2.112,179.4934462,-0.40875387,,
2.113,179.4933133,-0.67521757,,
2.114,179.4931806,-0.48329633,,
2.115,179.493048,-0.56018919,,
2.116,179.4929156,-0.54259062,,
2.117,179.4927833,-0.43371961,,
2.118,179.4926513,-0.45995408,,
2.119,179.4925194,-0.65099561,,
2.12,179.4923876,-0.61537081,,
2.121,179.492256,-0.56878614,,
2.122,179.4921246,-0.47513726,,
2.123,179.4919934,-0.48679003,,
2.124,179.4918623,-0.60977548,,
2.125,179.4917314,-0.69385689,,
2.126,179.4916006,-0.66321295,,
2.127,179.49147,-0.59485298,,
2.128,179.4913396,-0.67356944,,
2.129,179.4912093,-0.7299186,,
2.13,179.4910792,-0.73768336,,
2.131,179.4909493,-0.61333323,,
2.132,179.4908195,-0.62704277,,
2.133,179.4906898,-0.65780288,,
2.134,179.4905603,-0.60628885,,
2.135,179.490431,-0.451195,,
2.136,179.4903018,-0.53915626,,
2.137,179.4901728,-0.65702021,,
2.138,179.4900439,-0.58841717,,
2.139,179.4899152,-0.58646286,,
2.14,179.4897866,-0.67613369,,
2.141,179.4896582,-0.55529451,,
2.142,179.4895299,-0.77463996,,
2.143,179.4894018,-0.69357973,,
2.144,179.4892738,-0.69357455,,
2.145,179.489146,-0.51007652,,
2.146,179.4890183,-0.50554317,,
2.147,179.4888907,-0.61165464,,
2.148,179.4887633,-0.56885535,,
2.149,179.4886361,-0.62214154,,
2.15,179.488509,-0.62052834,,
2.151,179.488382,-0.42232835,,
2.152,179.4882552,-0.58497137,,
2.153,179.4881285,-0.65211022,,
2.154,179.4880019,-0.3475962,,
2.155,179.4878755,-0.66525984,,
2.156,179.4877493,-0.67798907,,
2.157,179.4876231,-0.77222055,,
2.158,179.4874971,-0.48438346,,
2.159,179.4873713,-0.61565161,,
2.16,179.4872456,-0.48177013,,
2.161,179.48712,-0.53229105,,
2.162,179.4869945,-0.83663017,,
2.163,179.4868692,-0.66329199,,
2.164,179.486744,-0.65328187,,
2.165,179.4866189,-0.407547,,
2.166,179.486494,-0.79092628,,
2.167,179.4863692,-0.55966723,,
2.168,179.4862445,-0.58709055,,
2.169,179.48612,-0.63982338,,
2.17,179.4859956,-0.66154039,,
2.171,179.4858713,-0.66000789,,
2.172,179.4857471,-0.71897346,,
2.173,179.4856231,-0.71431065,,
2.174,179.4854992,-0.54344511,,
2.175,179.4853754,-0.68779844,,
2.176,179.4852517,-0.56229949,,
2.177,179.4851282,-0.59844601,,
2.178,179.4850047,-0.53572947,,
2.179,179.4848814,-0.56610042,,
2.18,179.4847583,-0.5221284,,
2.181,179.4846352,-0.49735475,,
2.182,179.4845123,-0.43675539,,
2.183,179.4843894,-0.49039909,,
2.184,179.4842667,-0.55605298,,
2.185,179.4841441,-0.4874886,,
2.186,179.4840217,-0.54129642,,
2.187,179.4838993,-0.47365388,,
2.188,179.4837771,-0.54282796,,
2.189,179.4836549,-0.60109341,,
2.19,179.4835329,-0.75486118,,
2.191,179.483411,-0.72855175,,
2.192,179.4832892,-0.4579269,,
2.193,179.4831675,-0.41632646,,
2.194,179.483046,-0.65438443,,
2.195,179.4829245,-0.47764158,,
2.196,179.4828031,-0.5464372,,
2.197,179.4826819,-0.80085957,,
2.198,179.4825608,-0.61607409,,
2.199,179.4824397,-0.66293859,,
2.2,179.4823188,-0.50876737,,
2.201,179.482198,-0.67972618,,
2.202,179.4820773,-0.54853487,,
2.203,179.4819567,-0.69551158,,
2.204,179.4818362,-0.74797374,,
2.205,179.4817158,-0.47029811,,
2.206,179.4815954,-0.63004822,,
2.207,179.4814752,-0.77913088,,
2.208,179.4813551,-0.55876672,,
2.209,179.4812351,-0.81381673,,
2.21,179.4811152,-0.67677307,,
2.211,179.4809954,-0.56025231,,
2.212,179.4808757,-0.71548921,,
2.213,179.4807561,-0.55457187,,
2.214,179.4806366,-0.71914649,,
2.215,179.4805172,-0.45179856,,
2.216,179.4803979,-0.40651813,,
2.217,179.4802787,-0.66956246,,
2.218,179.4801595,-0.84809005,,
2.219,179.4800405,-0.55566132,,
2.22,179.4799216,-0.58424026,,
2.221,179.4798027,-0.53551358,,
2.222,179.4796839,-0.57986116,,
2.223,179.4795653,-0.43875715,,
2.224,179.4794467,-0.62354797,,
2.225,179.4793282,-0.37755892,,
2.226,179.4792098,-0.68307054,,
2.227,179.4790915,-0.617423,,
2.228,179.4789733,-0.70299047,,
2.229,179.4788551,-0.35265127,,
2.23,179.4787371,-0.58442867,,
2.231,179.4786191,-0.66778398,,
2.232,179.4785012,-0.52767164,,
2.233,179.4783834,-0.6635102,,
2.234,179.4782657,-0.45336613,,
2.235,179.4781481,-0.68903852,,
2.236,179.4780306,-0.6879313,,
2.237,179.4779131,-0.58476204,,
2.238,179.4777957,-0.61162305,,
2.239,179.4776784,-0.71012241,,
2.24,179.4775612,-0.43043309,,
2.241,179.477444,-0.60242963,,
2.242,179.477327,-0.48943648,,
2.243,179.47721,-0.38523278,,
2.244,179.4770931,-0.56505334,,
2.245,179.4769763,-0.55887485,,
2.246,179.4768595,-0.60410583,,
2.247,179.4767428,-0.61542147,,
2.248,179.4766262,-0.62750047,,
2.249,179.4765097,-0.79864478,,
2.25,179.4763932,-0.4682267,,
2.251,179.4762768,-0.40440229,,
2.252,179.4761605,-0.42937663,,
2.253,179.4760443,-0.58502752,,
2.254,179.4759281,-0.71270418,,
2.255,179.475812,-0.67862773,,
2.256,179.475696,-0.39851737,,
2.257,179.4755801,-0.62984556,,
2.258,179.4754642,-0.56501889,,
2.259,179.4753484,-0.62445498,,
2.26,179.4752326,-0.57050866,,
2.261,179.4751169,-0.63615131,,
2.262,179.4750013,-0.71625262,,
2.263,179.4748858,-0.58149326,,
2.264,179.4747703,-0.60728687,,
2.265,179.4746549,-0.68965805,,
2.266,179.4745395,-0.64971358,,
2.267,179.4744243,-0.712035,,
2.268,179.474309,-0.62189388,,
2.269,179.4741939,-0.63942397,,
2.27,179.4740788,-0.48669943,,
2.271,179.4739637,-0.47273836,,
2.272,179.4738488,-0.54328346,,
2.273,179.4737339,-0.62849051,,
2.274,179.473619,-0.79914188,,
2.275,179.4735042,-0.52586025,,
2.276,179.4733895,-0.61427617,,
2.277,179.4732748,-0.36628348,,
2.278,179.4731602,-0.53212452,,
2.279,179.4730456,-0.69127977,,
2.28,179.4729311,-0.54952544,,
2.281,179.4728167,-0.65424281,,
2.282,179.4727023,-0.43079603,,
2.283,179.472588,-0.65573525,,
2.284,179.4724737,-0.53827763,,
2.285,179.4723595,-0.58093679,,
2.286,179.4722453,-0.47144297,,
2.287,179.4721312,-0.58278042,,
2.288,179.4720171,-0.50133079,,
2.289,179.4719031,-0.30284297,,
2.29,179.4717891,-0.75916189,,
2.291,179.4716752,-0.58435005,,
2.292,179.4715614,-0.62819678,,
2.293,179.4714476,-0.60852093,,
2.294,179.4713338,-0.44001877,,
2.295,179.4712201,-0.57169545,,
2.296,179.4711064,-0.7535004,,
2.297,179.4709928,-0.68891805,,
2.298,179.4708792,-0.62844265,,
2.299,179.4707657,-0.58529311,,
2.3,179.4706522,-0.67144805,,
2.301,179.4705388,-0.51963919,,
2.302,179.4704254,-0.52002543,,
2.303,179.4703121,-0.51751584,,
2.304,179.4701988,-0.44858569,,
2.305,179.4700856,-0.58101261,,
2.306,179.4699724,-0.50885111,,
2.307,179.4698592,-0.87328166,,
2.308,179.4697461,-0.65048432,,
2.309,179.469633,-0.51211947,,
2.31,179.46952,-0.58089358,,
2.311,179.469407,-0.62761384,,
2.312,179.469294,-0.5434581,,
2.313,179.4691811,-0.50596505,,
2.314,179.4690682,-0.56452388,,
2.315,179.4689554,-0.52804101,,
2.316,179.4688426,-0.63227439,,
2.317,179.4687298,-0.55388051,,
2.318,179.4686171,-0.40142658,,
2.319,179.4685044,-0.61227393,,
2.32,179.4683918,-0.5386734,,
2.321,179.4682792,-0.50024068,,
2.322,179.4681666,-0.54742795,,
2.323,179.4680541,-0.7707538,,
2.324,179.4679416,-0.56485158,,
2.325,179.4678291,-0.62713975,,
2.326,179.4677167,-0.60795432,,
2.327,179.4676042,-0.67092234,,
2.328,179.4674919,-0.62614918,,
2.329,179.4673795,-0.37067473,,
2.33,179.4672672,-0.55469829,,
2.331,179.467155,-0.39787301,,
2.332,179.4670427,-0.65145302,,
2.333,179.4669305,-0.46127748,,
2.334,179.4668183,-0.48201066,,
2.335,179.4667062,-0.49343097,,
2.336,179.4665941,-0.4281151,,
2.337,179.466482,-0.48873729,,
2.338,179.4663699,-0.43780211,,
2.339,179.4662579,-0.39728558,,
2.34,179.4661459,-0.36753902,,
2.341,179.4660339,-0.4269003,,
2.342,179.4659219,-0.48540261,,
2.343,179.46581,-0.45617932,,
2.344,179.4656981,-0.57548583,,
2.345,179.4655862,-0.4113051,,
2.346,179.4654744,-0.61053866,,
2.347,179.4653626,-0.59139389,,
2.348,179.4652508,-0.41516015,,
2.349,179.465139,-0.70212865,,
2.35,179.4650272,-0.50080895,,
2.351,179.4649155,-0.43886027,,
2.352,179.4648038,-0.65240133,,
2.353,179.4646921,-0.41792047,,
2.354,179.4645804,-0.41706535,,
2.355,179.4644688,-0.49587533,,
2.356,179.4643572,-0.58663213,,
2.357,179.4642456,-0.59259278,,
2.358,179.464134,-0.47672987,,
2.359,179.4640224,-0.3662447,,
2.36,179.4639109,-0.40569386,,
2.361,179.4637994,-0.78641915,,
2.362,179.4636879,-0.72198486,,
2.363,179.4635764,-0.36553013,,
2.364,179.4634649,-0.58061147,,
2.365,179.4633535,-0.51863521,,
2.366,179.463242,-0.69280577,,
2.367,179.4631306,-0.72085536,,
2.368,179.4630192,-0.58796722,,
2.369,179.4629078,-0.56698209,,
2.37,179.4627965,-0.69998014,,
2.371,179.4626851,-0.53135657,,
2.372,179.4625738,-0.48632216,,
2.373,179.4624625,-0.36314294,,
2.374,179.4623511,-0.7751807,,
2.375,179.4622398,-0.34020251,,
2.376,179.4621286,-0.71046853,,
2.377,179.4620173,-0.68428719,,
2.378,179.461906,-0.50582379,,
2.379,179.4617948,-0.40385392,,
2.38,179.4616836,-0.56143552,,
2.381,179.4615723,-0.6164223,,
2.382,179.4614611,-0.68699288,,
2.383,179.4613499,-0.5859462,,
2.384,179.4612387,-0.39465305,,
2.385,179.4611276,-0.37035009,,
2.386,179.4610164,-0.64580226,,
2.387,179.4609052,-0.47978264,,
2.388,179.4607941,-0.52801859,,
2.389,179.4606829,-0.5859046,,
2.39,179.4605718,-0.60717446,,
2.391,179.4604607,-0.54809123,,
2.392,179.4603495,-0.52773225,,
2.393,179.4602384,-0.41457203,,
2.394,179.4601273,-0.42428017,,
2.395,179.4600162,-0.59691018,,
2.396,179.4599051,-0.49965033,,
2.397,179.459794,-0.4275471,,
2.398,179.459683,-0.21106942,,
2.399,179.4595719,-0.7090016,,
2.4,179.4594608,-0.62971848,,
2.401,179.4593498,-0.51211542,,
2.402,179.4592387,-0.47647998,,
2.403,179.4591276,-0.4593693,,
2.404,179.4590166,-0.52248996,,
2.405,179.4589055,-0.5224781,,
2.406,179.4587945,-0.67468506,,
2.407,179.4586834,-0.36028281,,
2.408,179.4585724,-0.32150403,,
2.409,179.4584613,-0.36392888,,
2.41,179.4583503,-0.43065125,,
2.411,179.4582393,-0.39948902,,
2.412,179.4581282,-0.43213829,,
2.413,179.4580172,-0.61623019,,
2.414,179.4579061,-0.52667767,,
2.415,179.4577951,-0.48569369,,
2.416,179.4576841,-0.42261133,,
2.417,179.457573,-0.56583649,,
2.418,179.457462,-0.41163436,,
2.419,179.457351,-0.52447581,,
2.42,179.4572399,-0.42997926,,
2.421,179.4571289,-0.51114321,,
2.422,179.4570178,-0.45614228,,
2.423,179.4569068,-0.37410587,,
2.424,179.4567957,-0.46820959,,
2.425,179.4566847,-0.49668297,,
2.426,179.4565736,-0.49980861,,
2.427,179.4564626,-0.36743459,,
2.428,179.4563515,-0.52127922,,
2.429,179.4562404,-0.43297705,,
2.43,179.4561294,-0.44051075,,
2.431,179.4560183,-0.66468716,,
2.432,179.4559072,-0.50147116,,
2.433,179.4557961,-0.43722084,,
2.434,179.455685,-0.58548045,,
2.435,179.4555739,-0.51854253,,
2.436,179.4554628,-0.43980247,,
2.437,179.4553517,-0.54286307,,
2.438,179.4552406,-0.3837235,,
2.439,179.4551295,-0.42557701,,
2.44,179.4550184,-0.52930832,,
2.441,179.4549072,-0.39892349,,
2.442,179.4547961,-0.52463335,,
2.443,179.4546849,-0.53327644,,
2.444,179.4545738,-0.55535364,,
2.445,179.4544626,-0.53182214,,
2.446,179.4543514,-0.37450275,,
2.447,179.4542403,-0.51891124,,
2.448,179.4541291,-0.42794573,,
2.449,179.4540179,-0.4538196,,
2.45,179.4539066,-0.41515452,,
2.451,179.4537954,-0.38181537,,
2.452,179.4536842,-0.24724816,,
2.453,179.453573,-0.52164513,,
2.454,179.4534617,-0.41027638,,
2.455,179.4533504,-0.39778581,,
2.456,179.4532392,-0.45577383,,
2.457,179.4531279,-0.54676533,,
2.458,179.4530166,-0.42671174,,
2.459,179.4529053,-0.32405195,,
2.46,179.452794,-0.59569657,,
2.461,179.4526826,-0.49477816,,
2.462,179.4525713,-0.36199877,,
2.463,179.4524599,-0.60402209,,
2.464,179.4523485,-0.45647216,,
2.465,179.4522372,-0.54262912,,
2.466,179.4521258,-0.58947146,,
2.467,179.4520144,-0.43429208,,
2.468,179.4519029,-0.72481984,,
2.469,179.4517915,-0.58088708,,
2.47,179.45168,-0.31656486,,
2.471,179.4515686,-0.3417035,,
2.472,179.4514571,-0.20211305,,
2.473,179.4513456,-0.53900808,,
2.474,179.4512341,-0.57021946,,
2.475,179.4511226,-0.34260097,,
2.476,179.451011,-0.59216529,,
2.477,179.4508995,-0.45359516,,
2.478,179.4507879,-0.5249145,,
