Freq [GHz],S11 LPF Tap,S21 LPF Tap,"dB(S(2,1)) []","dB(S(2,2)) []",,S11 LPF T,S21 LPF T,,S11 LPF Milled,S21 LPF Milled
2.829,-7.115980753,-2.905738803,-2.905738803,-7.069615514,,-23.07027815,-1.209642292,,-29.946444,-0.62930214
2.83,-7.09341652,-2.915535768,-2.915535768,-7.047281857,,-23.09532108,-1.210169278,,-29.97714,-0.58280557
2.831,-7.070898275,-2.925375602,-2.925375602,-7.024993476,,-23.12056637,-1.210696746,,-29.976004,-0.59760213
2.832,-7.04842613,-2.935258413,-2.935258413,-7.002750483,,-23.14601544,-1.211224703,,-30.213552,-0.60253966
2.833,-7.026000194,-2.94518431,-2.94518431,-6.980552994,,-23.17166971,-1.211753157,,-30.24127,-0.59891123
2.834,-7.003620577,-2.9551534,-2.9551534,-6.958401123,,-23.19753063,-1.212282117,,-30.122215,-0.5782119
2.835,-6.981287388,-2.96516579,-2.96516579,-6.936294981,,-23.22359967,-1.212811591,,-30.248566,-0.59852636
2.836,-6.959000734,-2.975221587,-2.975221587,-6.914234683,,-23.24987832,-1.213341588,,-30.397215,-0.59543353
2.837,-6.936760725,-2.985320896,-2.985320896,-6.89222034,,-23.27636811,-1.213872114,,-30.268414,-0.5948146
2.838,-6.914567467,-2.995463822,-2.995463822,-6.870252065,,-23.30307058,-1.21440318,,-30.326168,-0.60229588
2.839,-6.892421067,-3.00565047,-3.00565047,-6.848329969,,-23.32998727,-1.214934793,,-30.548336,-0.5989719
2.84,-6.870321631,-3.015880943,-3.015880943,-6.826454163,,-23.3571198,-1.215466961,,-30.623495,-0.60651159
2.841,-6.848269266,-3.026155345,-3.026155345,-6.804624757,,-23.38446975,-1.215999693,,-30.827898,-0.58524698
2.842,-6.826264076,-3.036473777,-3.036473777,-6.782841862,,-23.41203878,-1.216532998,,-30.479855,-0.6252526
2.843,-6.804306165,-3.046836342,-3.046836342,-6.761105586,,-23.43982853,-1.217066884,,-30.547632,-0.60909611
2.844,-6.782395638,-3.05724314,-3.05724314,-6.73941604,,-23.4678407,-1.217601359,,-31.256517,-0.6371606
2.845,-6.760532598,-3.067694271,-3.067694271,-6.71777333,,-23.49607701,-1.218136432,,-30.796921,-0.6464718
2.846,-6.738717149,-3.078189836,-3.078189836,-6.696177566,,-23.52453918,-1.218672112,,-31.199389,-0.6200102
2.847,-6.716949391,-3.088729932,-3.088729932,-6.674628854,,-23.55322899,-1.219208407,,-31.393316,-0.63843095
2.848,-6.695229427,-3.099314659,-3.099314659,-6.653127301,,-23.58214823,-1.219745326,,-31.106409,-0.57697934
2.849,-6.673557357,-3.109944112,-3.109944112,-6.631673013,,-23.61129872,-1.220282877,,-31.695938,-0.61884946
2.85,-6.651933282,-3.12061839,-3.12061839,-6.610266096,,-23.64068232,-1.22082107,,-31.622061,-0.63762826
2.851,-6.630357302,-3.131337587,-3.131337587,-6.588906655,,-23.6703009,-1.221359912,,-31.2048,-0.62878501
2.852,-6.608829515,-3.142101798,-3.142101798,-6.567594795,,-23.70015637,-1.221899413,,-31.621557,-0.62115884
2.853,-6.58735002,-3.152911119,-3.152911119,-6.546330618,,-23.73025067,-1.222439582,,-31.29081,-0.60395753
2.854,-6.565918914,-3.163765641,-3.163765641,-6.525114229,,-23.76058578,-1.222980427,,-31.699633,-0.62856364
2.855,-6.544536295,-3.174665459,-3.174665459,-6.503945729,,-23.7911637,-1.223521958,,-31.786541,-0.62508619
2.856,-6.523202259,-3.185610664,-3.185610664,-6.482825221,,-23.82198646,-1.224064182,,-31.635883,-0.63414574
2.857,-6.501916901,-3.196601347,-3.196601347,-6.461752805,,-23.85305612,-1.22460711,,-31.959047,-0.61099023
2.858,-6.480680316,-3.207637597,-3.207637597,-6.440728583,,-23.8843748,-1.225150749,,-31.964525,-0.66046387
2.859,-6.459492598,-3.218719506,-3.218719506,-6.419752655,,-23.91594461,-1.22569511,,-32.152306,-0.6400187
2.86,-6.438353841,-3.229847161,-3.229847161,-6.398825118,,-23.94776775,-1.2262402,,-32.049099,-0.61755288
2.861,-6.417264138,-3.24102065,-3.24102065,-6.377946072,,-23.9798464,-1.22678603,,-31.859137,-0.62291402
2.862,-6.39622358,-3.252240059,-3.252240059,-6.357115616,,-24.01218281,-1.227332608,,-32.108345,-0.6338464
2.863,-6.375232259,-3.263505476,-3.263505476,-6.336333844,,-24.04477926,-1.227879942,,-32.132675,-0.62533593
2.864,-6.354290265,-3.274816985,-3.274816985,-6.315600855,,-24.07763807,-1.228428044,,-32.125195,-0.61215919
2.865,-6.333397689,-3.28617467,-3.28617467,-6.294916744,,-24.11076158,-1.228976921,,-32.205418,-0.62837416
2.866,-6.312554618,-3.297578616,-3.297578616,-6.274281605,,-24.1441522,-1.229526582,,-32.410862,-0.67102152
2.867,-6.291761141,-3.309028904,-3.309028904,-6.253695533,,-24.17781236,-1.230077038,,-32.546478,-0.62087333
2.868,-6.271017346,-3.320525616,-3.320525616,-6.23315862,,-24.21174452,-1.230628297,,-32.746788,-0.63858885
2.869,-6.250323319,-3.332068833,-3.332068833,-6.212670961,,-24.24595122,-1.231180368,,-32.906471,-0.65424919
2.87,-6.229679145,-3.343658635,-3.343658635,-6.192232646,,-24.280435,-1.231733262,,-32.798168,-0.62177008
2.871,-6.209084911,-3.355295101,-3.355295101,-6.171843766,,-24.31519847,-1.232286986,,-32.939972,-0.64679122
2.872,-6.188540699,-3.366978309,-3.366978309,-6.151504412,,-24.35024428,-1.232841551,,-33.116081,-0.67939132
2.873,-6.168046594,-3.378708336,-3.378708336,-6.131214672,,-24.38557511,-1.233396967,,-33.167007,-0.63006628
2.874,-6.147602677,-3.390485259,-3.390485259,-6.110974637,,-24.42119372,-1.233953241,,-33.058346,-0.63788778
2.875,-6.127209031,-3.402309151,-3.402309151,-6.090784393,,-24.45710289,-1.234510385,,-33.171097,-0.65079933
2.876,-6.106865736,-3.414180089,-3.414180089,-6.070644027,,-24.49330544,-1.235068407,,-33.095398,-0.63067049
2.877,-6.086572872,-3.426098144,-3.426098144,-6.050553625,,-24.52980427,-1.235627317,,-33.063751,-0.64234561
2.878,-6.066330519,-3.43806339,-3.43806339,-6.030513273,,-24.56660232,-1.236187125,,-33.301334,-0.63924128
2.879,-6.046138754,-3.450075898,-3.450075898,-6.010523054,,-24.60370256,-1.23674784,,-33.408009,-0.66724735
2.88,-6.025997654,-3.462135738,-3.462135738,-5.990583053,,-24.64110804,-1.237309471,,-33.346451,-0.64989287
2.881,-6.005907297,-3.47424298,-3.47424298,-5.970693352,,-24.67882186,-1.237872029,,-33.56086,-0.65060079
2.882,-5.985867758,-3.486397693,-3.486397693,-5.950854033,,-24.71684716,-1.238435524,,-33.705132,-0.60894603
2.883,-5.96587911,-3.498599943,-3.498599943,-5.931065175,,-24.75518716,-1.238999964,,-33.860706,-0.65716577
2.884,-5.945941429,-3.510849797,-3.510849797,-5.91132686,,-24.79384511,-1.23956536,,-33.556225,-0.64510089
2.885,-5.926054787,-3.523147321,-3.523147321,-5.891639167,,-24.83282434,-1.240131721,,-33.891193,-0.63531744
2.886,-5.906219256,-3.535492579,-3.535492579,-5.872002172,,-24.87212824,-1.240699057,,-33.789795,-0.68763083
2.887,-5.886434906,-3.547885634,-3.547885634,-5.852415954,,-24.91176026,-1.241267379,,-34.0364,-0.6584571
2.888,-5.866701808,-3.56032655,-3.56032655,-5.832880588,,-24.9517239,-1.241836695,,-33.975235,-0.64955151
2.889,-5.847020031,-3.572815387,-3.572815387,-5.81339615,,-24.99202274,-1.242407017,,-34.195305,-0.67627871
2.89,-5.827389642,-3.585352206,-3.585352206,-5.793962714,,-25.03266043,-1.242978353,,-34.029846,-0.62086242
2.891,-5.80781071,-3.597937066,-3.597937066,-5.774580353,,-25.07364067,-1.243550714,,-33.817287,-0.60128671
2.892,-5.7882833,-3.610570025,-3.610570025,-5.75524914,,-25.11496725,-1.24412411,,-34.289902,-0.64686942
2.893,-5.768807478,-3.623251141,-3.623251141,-5.735969146,,-25.15664401,-1.24469855,,-34.098896,-0.63337064
2.894,-5.749383307,-3.635980469,-3.635980469,-5.71674044,,-25.1986749,-1.245274046,,-34.145565,-0.67156261
2.895,-5.730010851,-3.648758065,-3.648758065,-5.697563094,,-25.2410639,-1.245850606,,-34.661686,-0.65701425
2.896,-5.710690173,-3.661583983,-3.661583983,-5.678437174,,-25.28381511,-1.246428242,,-34.578209,-0.62946695
2.897,-5.691421333,-3.674458275,-3.674458275,-5.659362748,,-25.32693267,-1.247006962,,-34.593418,-0.66324043
2.898,-5.672204391,-3.687380994,-3.687380994,-5.640339882,,-25.37042082,-1.247586778,,-34.834145,-0.65437788
2.899,-5.653039408,-3.70035219,-3.70035219,-5.621368642,,-25.41428389,-1.2481677,,-34.996399,-0.62408423
2.9,-5.633926442,-3.713371914,-3.713371914,-5.602449092,,-25.45852629,-1.248749738,,-34.759087,-0.64312893
2.901,-5.614865549,-3.726440213,-3.726440213,-5.583581295,,-25.50315251,-1.249332901,,-34.854809,-0.65588588
2.902,-5.595856785,-3.739557135,-3.739557135,-5.564765313,,-25.54816713,-1.249917201,,-35.187984,-0.6380738
2.903,-5.576900207,-3.752722726,-3.752722726,-5.546001207,,-25.59357484,-1.250502648,,-34.91972,-0.65310258
2.904,-5.557995867,-3.765937032,-3.765937032,-5.527289038,,-25.6393804,-1.251089252,,-35.218586,-0.6544385
2.905,-5.53914382,-3.779200097,-3.779200097,-5.508628863,,-25.68558869,-1.251677024,,-35.016556,-0.65936899
2.906,-5.520344117,-3.792511964,-3.792511964,-5.490020742,,-25.73220466,-1.252265973,,-35.823212,-0.69633055
2.907,-5.501596809,-3.805872675,-3.805872675,-5.47146473,,-25.7792334,-1.252856111,,-35.1152,-0.63743502
2.908,-5.482901946,-3.81928227,-3.81928227,-5.452960883,,-25.82668008,-1.253447448,,-34.856728,-0.62445396
2.909,-5.464259577,-3.83274079,-3.83274079,-5.434509256,,-25.87454997,-1.254039994,,-35.376911,-0.63838172
2.91,-5.44566975,-3.846248273,-3.846248273,-5.416109903,,-25.92284848,-1.254633761,,-35.642883,-0.68576145
2.911,-5.427132512,-3.859804756,-3.859804756,-5.397762875,,-25.9715811,-1.255228757,,-35.339142,-0.66127378
2.912,-5.408647907,-3.873410275,-3.873410275,-5.379468225,,-26.02075348,-1.255824995,,-35.744797,-0.65847659
2.913,-5.390215981,-3.887064866,-3.887064866,-5.361226001,,-26.07037134,-1.256422485,,-35.812302,-0.6574533
2.914,-5.371836777,-3.900768562,-3.900768562,-5.343036253,,-26.12044057,-1.257021238,,-36.19751,-0.68296736
2.915,-5.353510338,-3.914521397,-3.914521397,-5.324899029,,-26.17096714,-1.257621263,,-36.048512,-0.64989591
2.916,-5.335236704,-3.928323401,-3.928323401,-5.306814375,,-26.2219572,-1.258222573,,-35.903522,-0.66034895
2.917,-5.317015916,-3.942174607,-3.942174607,-5.288782338,,-26.273417,-1.258825177,,-36.078846,-0.63617432
2.918,-5.298848013,-3.956075041,-3.956075041,-5.270802961,,-26.32535294,-1.259429086,,-36.412754,-0.65446484
2.919,-5.280733033,-3.970024734,-3.970024734,-5.252876287,,-26.37777156,-1.260034312,,-36.403744,-0.66828787
2.92,-5.262671013,-3.984023712,-3.984023712,-5.23500236,,-26.43067955,-1.260640866,,-36.608303,-0.66319144
2.921,-5.244661988,-3.998072,-3.998072,-5.217181218,,-26.48408375,-1.261248757,,-36.695801,-0.67112553
2.922,-5.226705993,-4.012169624,-4.012169624,-5.199412904,,-26.53799116,-1.261857997,,-36.349388,-0.64636916
2.923,-5.208803061,-4.026316606,-4.026316606,-5.181697454,,-26.59240892,-1.262468598,,-36.173866,-0.64966148
2.924,-5.190953226,-4.040512969,-4.040512969,-5.164034906,,-26.64734435,-1.263080569,,-36.463848,-0.67924541
2.925,-5.173156517,-4.054758735,-4.054758735,-5.146425297,,-26.70280496,-1.263693922,,-36.354546,-0.6522603
2.926,-5.155412965,-4.069053922,-4.069053922,-5.128868661,,-26.75879839,-1.264308669,,-36.388416,-0.65405768
2.927,-5.137722599,-4.083398551,-4.083398551,-5.111365033,,-26.81533249,-1.264924819,,-36.381016,-0.65495968
2.928,-5.120085447,-4.097792637,-4.097792637,-5.093914444,,-26.87241531,-1.265542385,,-37.021332,-0.67146271
2.929,-5.102501535,-4.112236199,-4.112236199,-5.076516926,,-26.93005505,-1.266161377,,-36.872353,-0.64749265
2.93,-5.084970888,-4.12672925,-4.12672925,-5.05917251,,-26.98826014,-1.266781807,,-36.851563,-0.67562896
2.931,-5.067493532,-4.141271804,-4.141271804,-5.041881224,,-27.0470392,-1.267403685,,-37.078705,-0.67393583
2.932,-5.050069489,-4.155863876,-4.155863876,-5.024643096,,-27.10640108,-1.268027024,,-36.958179,-0.67087883
2.933,-5.032698781,-4.170505475,-4.170505475,-5.007458153,,-27.16635483,-1.268651833,,-37.430828,-0.66766441
2.934,-5.015381429,-4.185196612,-4.185196612,-4.990326419,,-27.22690972,-1.269278126,,-37.048428,-0.66795135
2.935,-4.998117453,-4.199937298,-4.199937298,-4.97324792,,-27.28807527,-1.269905912,,-37.206306,-0.66568887
2.936,-4.980906871,-4.214727538,-4.214727538,-4.956222677,,-27.34986123,-1.270535204,,-37.294132,-0.71243876
2.937,-4.9637497,-4.229567341,-4.229567341,-4.939250712,,-27.4122776,-1.271166012,,-37.275951,-0.66074383
2.938,-4.946645957,-4.244456711,-4.244456711,-4.922332047,,-27.47533463,-1.271798348,,-37.378628,-0.69852859
2.939,-4.929595656,-4.259395654,-4.259395654,-4.905466699,,-27.53904286,-1.272432224,,-37.306087,-0.71262693
2.94,-4.912598812,-4.274384172,-4.274384172,-4.888654687,,-27.60341307,-1.273067652,,-37.363552,-0.66185796
2.941,-4.895655436,-4.289422267,-4.289422267,-4.871896027,,-27.66845635,-1.273704642,,-37.536308,-0.70774984
2.942,-4.878765542,-4.30450994,-4.30450994,-4.855190735,,-27.73418408,-1.274343206,,-37.171745,-0.68757087
2.943,-4.861929137,-4.31964719,-4.31964719,-4.838538825,,-27.80060792,-1.274983356,,-37.420628,-0.69508392
2.944,-4.845146233,-4.334834016,-4.334834016,-4.82194031,,-27.86773989,-1.275625103,,-37.699848,-0.70420682
2.945,-4.828416836,-4.350070414,-4.350070414,-4.805395201,,-27.93559229,-1.27626846,,-37.833237,-0.70162076
2.946,-4.811740953,-4.365356382,-4.365356382,-4.788903509,,-28.00417778,-1.276913437,,-37.886848,-0.68628091
2.947,-4.795118591,-4.380691912,-4.380691912,-4.772465243,,-28.07350939,-1.277560047,,-38.166027,-0.70789343
2.948,-4.778549752,-4.396076999,-4.396076999,-4.756080411,,-28.14360048,-1.278208301,,-37.820076,-0.69307691
2.949,-4.762034441,-4.411511635,-4.411511635,-4.739749019,,-28.2144648,-1.278858212,,-37.900837,-0.69807327
2.95,-4.745572658,-4.426995812,-4.426995812,-4.723471073,,-28.2861165,-1.27950979,,-38.550472,-0.68709123
2.951,-4.729164406,-4.442529518,-4.442529518,-4.707246576,,-28.35857012,-1.280163048,,-37.969334,-0.69933587
2.952,-4.712809684,-4.458112742,-4.458112742,-4.691075532,,-28.43184065,-1.280817998,,-38.374645,-0.68540919
2.953,-4.696508489,-4.473745473,-4.473745473,-4.674957943,,-28.50594348,-1.281474652,,-38.768936,-0.69440335
2.954,-4.680260819,-4.489427696,-4.489427696,-4.658893807,,-28.58089449,-1.282133021,,-37.510067,-0.69326466
2.955,-4.66406667,-4.505159396,-4.505159396,-4.642883125,,-28.65671001,-1.282793118,,-38.056767,-0.67277008
2.956,-4.647926037,-4.520940557,-4.520940557,-4.626925894,,-28.73340688,-1.283454954,,-38.373646,-0.70994228
2.957,-4.631838914,-4.536771161,-4.536771161,-4.611022111,,-28.81100245,-1.284118542,,-38.330086,-0.6799075
2.958,-4.615805292,-4.552651191,-4.552651191,-4.595171771,,-28.88951458,-1.284783894,,-38.265781,-0.67030561
2.959,-4.599825163,-4.568580626,-4.568580626,-4.579374867,,-28.96896172,-1.285451022,,-38.536247,-0.70504916
2.96,-4.583898517,-4.584559445,-4.584559445,-4.563631392,,-29.04936287,-1.286119939,,-37.73851,-0.66933286
2.961,-4.568025344,-4.600587626,-4.600587626,-4.547941338,,-29.13073764,-1.286790655,,-38.349861,-0.69007242
2.962,-4.552205629,-4.616665146,-4.616665146,-4.532304695,,-29.21310629,-1.287463184,,-38.869789,-0.71027064
2.963,-4.536439361,-4.63279198,-4.63279198,-4.516721452,,-29.29648971,-1.288137538,,-38.620201,-0.69395316
2.964,-4.520726523,-4.648968102,-4.648968102,-4.501191596,,-29.38090948,-1.28881373,,-38.65374,-0.72335631
2.965,-4.505067101,-4.665193485,-4.665193485,-4.485715113,,-29.46638789,-1.289491771,,-38.548599,-0.68583816
2.966,-4.489461077,-4.681468102,-4.681468102,-4.470291989,,-29.55294799,-1.290171673,,-38.583923,-0.69035709
2.967,-4.473908432,-4.697791923,-4.697791923,-4.454922207,,-29.64061359,-1.290853451,,-38.111465,-0.70134735
2.968,-4.458409148,-4.714164917,-4.714164917,-4.43960575,,-29.72940932,-1.291537115,,-38.296658,-0.70001835
2.969,-4.442963204,-4.730587053,-4.730587053,-4.424342599,,-29.81936067,-1.292222678,,-38.9137,-0.71794248
2.97,-4.427570577,-4.747058298,-4.747058298,-4.409132734,,-29.91049402,-1.292910153,,-38.837368,-0.69019812
2.971,-4.412231244,-4.763578618,-4.763578618,-4.393976134,,-30.00283666,-1.293599552,,-38.743793,-0.6964801
2.972,-4.396945182,-4.780147978,-4.780147978,-4.378872776,,-30.0964169,-1.294290889,,-38.325615,-0.7031011
2.973,-4.381712365,-4.796766341,-4.796766341,-4.363822637,,-30.19126402,-1.294984175,,-38.393063,-0.69287801
2.974,-4.366532767,-4.813433669,-4.813433669,-4.348825691,,-30.28740841,-1.295679424,,-38.283001,-0.67414898
2.975,-4.351406358,-4.830149925,-4.830149925,-4.333881912,,-30.38488159,-1.296376647,,-38.419224,-0.69086128
2.976,-4.336333112,-4.846915068,-4.846915068,-4.318991272,,-30.48371623,-1.297075859,,-39.100117,-0.75837255
2.977,-4.321312997,-4.863729057,-4.863729057,-4.304153743,,-30.58394628,-1.29777707,,-38.845478,-0.71897149
2.978,-4.306345983,-4.88059185,-4.88059185,-4.289369294,,-30.68560696,-1.298480296,,-38.630035,-0.71406239
2.979,-4.291432036,-4.897503404,-4.897503404,-4.274637895,,-30.7887349,-1.299185547,,-38.723419,-0.7196663
2.98,-4.276571123,-4.914463674,-4.914463674,-4.259959512,,-30.89336815,-1.299892838,,-38.585499,-0.70051152
2.981,-4.26176321,-4.931472615,-4.931472615,-4.245334112,,-30.99954628,-1.300602181,,-38.829201,-0.73213989
2.982,-4.24700826,-4.94853018,-4.94853018,-4.230761659,,-31.10731047,-1.301313588,,-38.810688,-0.72104692
2.983,-4.232306237,-4.965636321,-4.965636321,-4.216242119,,-31.21670361,-1.302027074,,-38.445709,-0.72469985
2.984,-4.217657102,-4.982790989,-4.982790989,-4.201775452,,-31.32777035,-1.302742651,,-38.299522,-0.70781112
2.985,-4.203060815,-4.999994135,-4.999994135,-4.18736162,,-31.44055724,-1.303460332,,-38.614773,-0.73300707
2.986,-4.188517337,-5.017245705,-5.017245705,-4.173000584,,-31.5551128,-1.304180131,,-38.503803,-0.71046084
2.987,-4.174026626,-5.03454565,-5.03454565,-4.158692302,,-31.67148769,-1.30490206,,-38.814293,-0.72216439
2.988,-4.159588638,-5.051893914,-5.051893914,-4.144436731,,-31.78973478,-1.305626132,,-38.517509,-0.71125036
2.989,-4.14520333,-5.069290444,-5.069290444,-4.130233829,,-31.9099093,-1.306352362,,-38.98827,-0.75689113
2.99,-4.130870657,-5.086735183,-5.086735183,-4.11608355,,-32.032069,-1.307080761,,-38.38546,-0.72942173
2.991,-4.116590572,-5.104228076,-5.104228076,-4.101985848,,-32.15627427,-1.307811345,,-38.517059,-0.73839295
2.992,-4.102363029,-5.121769063,-5.121769063,-4.087940675,,-32.28258836,-1.308544125,,-38.744774,-0.73646545
2.993,-4.088187978,-5.139358087,-5.139358087,-4.073947985,,-32.41107747,-1.309279115,,-38.462036,-0.70425367
2.994,-4.074065371,-5.156995087,-5.156995087,-4.060007726,,-32.54181104,-1.31001633,,-38.411064,-0.73026276
2.995,-4.059995156,-5.174680002,-5.174680002,-4.046119848,,-32.67486189,-1.310755781,,-38.654922,-0.7179336
2.996,-4.045977282,-5.192412769,-5.192412769,-4.032284299,,-32.81030647,-1.311497483,,-38.677303,-0.69317544
2.997,-4.032011695,-5.210193327,-5.210193327,-4.018501025,,-32.94822511,-1.31224145,,-38.179886,-0.71830428
2.998,-4.018098343,-5.228021609,-5.228021609,-4.004769973,,-33.08870227,-1.312987694,,-38.286976,-0.71741384
2.999,-4.004237169,-5.245897552,-5.245897552,-3.991091087,,-33.23182682,-1.31373623,,-38.427811,-0.7393595
3,-3.990428117,-5.263821088,-5.263821088,-3.97746431,,-33.37769241,-1.314487072,,-38.000278,-0.72753775
3.001,-3.976671131,-5.28179215,-5.28179215,-3.963889585,,-33.52639773,-1.315240232,,-38.608013,-0.72330827
3.002,-3.962966152,-5.29981067,-5.29981067,-3.950366851,,-33.67804694,-1.315995725,,-38.820549,-0.7213552
3.003,-3.949313121,-5.317876578,-5.317876578,-3.93689605,,-33.83275005,-1.316753565,,-38.949997,-0.719423
3.004,-3.935711976,-5.335989803,-5.335989803,-3.923477119,,-33.99062339,-1.317513765,,-38.149376,-0.72437233
3.005,-3.922162657,-5.354150274,-5.354150274,-3.910109996,,-34.15179007,-1.318276339,,-38.40942,-0.72165936
3.006,-3.908665101,-5.372357919,-5.372357919,-3.896794618,,-34.31638055,-1.319041301,,-37.993965,-0.73249662
3.007,-3.895219244,-5.390612664,-5.390612664,-3.88353092,,-34.48453321,-1.319808666,,-38.083675,-0.72849715
3.008,-3.881825021,-5.408914433,-5.408914433,-3.870318836,,-34.65639499,-1.320578447,,-38.160973,-0.7223475
3.009,-3.868482367,-5.427263153,-5.427263153,-3.857158299,,-34.83212214,-1.321350659,,-37.967541,-0.72389686
3.01,-3.855191215,-5.445658745,-5.445658745,-3.844049241,,-35.011881,-1.322125315,,-37.866848,-0.73343223
3.011,-3.841951497,-5.464101133,-5.464101133,-3.830991592,,-35.19584889,-1.322902429,,-38.273373,-0.71739995
3.012,-3.828763144,-5.482590237,-5.482590237,-3.817985283,,-35.38421511,-1.323682017,,-38.453846,-0.75905502
3.013,-3.815626086,-5.50112598,-5.50112598,-3.805030242,,-35.57718197,-1.324464091,,-37.720757,-0.73821002
3.014,-3.802540253,-5.519708279,-5.519708279,-3.792126396,,-35.77496609,-1.325248667,,-37.889702,-0.73979986
3.015,-3.789505572,-5.538337053,-5.538337053,-3.779273673,,-35.97779973,-1.326035758,,-38.343849,-0.74152076
3.016,-3.77652197,-5.557012221,-5.557012221,-3.766471997,,-36.18593233,-1.32682538,,-38.141953,-0.75565207
3.017,-3.763589374,-5.575733698,-5.575733698,-3.753721293,,-36.39963221,-1.327617546,,-38.004452,-0.73860252
3.018,-3.750707708,-5.594501401,-5.594501401,-3.741021483,,-36.61918858,-1.328412271,,-37.351952,-0.74288195
3.019,-3.737876897,-5.613315244,-5.613315244,-3.728372491,,-36.84491367,-1.329209569,,-38.200188,-0.74066305
3.02,-3.725096864,-5.632175142,-5.632175142,-3.715774237,,-37.07714527,-1.330009456,,-37.801037,-0.7185201
3.021,-3.712367531,-5.651081007,-5.651081007,-3.703226641,,-37.31624956,-1.330811945,,-37.691628,-0.73078632
3.022,-3.699688819,-5.670032751,-5.670032751,-3.690729623,,-37.56262437,-1.331617052,,-38.152382,-0.74905962
3.023,-3.687060648,-5.689030286,-5.689030286,-3.6782831,,-37.81670286,-1.332424791,,-37.504578,-0.72979844
3.024,-3.674482938,-5.708073521,-5.708073521,-3.66588699,,-38.07895785,-1.333235176,,-37.994102,-0.71701092
3.025,-3.661955607,-5.727162367,-5.727162367,-3.653541208,,-38.34990672,-1.334048223,,-37.990051,-0.74820131
3.026,-3.649478571,-5.746296731,-5.746296731,-3.64124567,,-38.63011712,-1.334863947,,-37.700642,-0.76466531
3.027,-3.637051749,-5.765476521,-5.765476521,-3.629000289,,-38.92021365,-1.335682362,,-38.069019,-0.74711686
3.028,-3.624675054,-5.784701645,-5.784701645,-3.61680498,,-39.22088563,-1.336503483,,-37.616798,-0.77183688
3.029,-3.612348403,-5.803972007,-5.803972007,-3.604659652,,-39.53289623,-1.337327326,,-37.742878,-0.75516695
3.03,-3.600071707,-5.823287514,-5.823287514,-3.592564219,,-39.85709322,-1.338153905,,-37.277443,-0.7705828
3.031,-3.587844881,-5.842648069,-5.842648069,-3.580518589,,-40.19442176,-1.338983235,,-37.293354,-0.74662381
3.032,-3.575667835,-5.862053576,-5.862053576,-3.568522673,,-40.54593962,-1.339815332,,-37.882393,-0.73977673
3.033,-3.563540482,-5.881503937,-5.881503937,-3.556576377,,-40.91283543,-1.340650211,,-37.169113,-0.74110073
3.034,-3.551462731,-5.900999055,-5.900999055,-3.544679611,,-41.29645067,-1.341487887,,-37.575539,-0.76020724
3.035,-3.539434491,-5.920538829,-5.920538829,-3.532832279,,-41.69830634,-1.342328376,,-37.510925,-0.76285142
3.036,-3.52745567,-5.940123161,-5.940123161,-3.521034287,,-42.12013555,-1.343171692,,-37.982716,-0.76314223
3.037,-3.515526176,-5.959751949,-5.959751949,-3.50928554,,-42.56392347,-1.344017851,,-37.631649,-0.72108889
3.038,-3.503645916,-5.979425092,-5.979425092,-3.497585942,,-43.03195679,-1.344866869,,-37.500927,-0.74347544
3.039,-3.491814796,-5.999142488,-5.999142488,-3.485935394,,-43.52688514,-1.34571876,,-36.647461,-0.7662406
3.04,-3.480032719,-6.018904035,-6.018904035,-3.474333799,,-44.05179798,-1.346573542,,-37.426956,-0.72268355
3.041,-3.468299591,-6.038709627,-6.038709627,-3.462781058,,-44.61032107,-1.347431229,,-37.511398,-0.76254123
3.042,-3.456615315,-6.058559162,-6.058559162,-3.451277071,,-45.20673806,-1.348291836,,-37.42223,-0.74081886
3.043,-3.444979793,-6.078452533,-6.078452533,-3.439821737,,-45.84614329,-1.34915538,,-37.414261,-0.74878508
3.044,-3.433392926,-6.098389634,-6.098389634,-3.428414954,,-46.53463228,-1.350021877,,-37.057293,-0.7630589
3.045,-3.421854616,-6.11837036,-6.11837036,-3.41705662,,-47.27953378,-1.350891342,,-37.374264,-0.75594765
3.046,-3.410364763,-6.138394602,-6.138394602,-3.405746631,,-48.08967702,-1.351763791,,-37.288937,-0.73798066
3.047,-3.398923265,-6.158462252,-6.158462252,-3.394484883,,-48.97565751,-1.35263924,,-37.794125,-0.74955118
3.048,-3.387530021,-6.178573202,-6.178573202,-3.383271271,,-49.94998045,-1.353517705,,-37.129887,-0.77529824
3.049,-3.37618493,-6.198727342,-6.198727342,-3.37210569,,-51.02673327,-1.354399203,,-37.601105,-0.75324482
3.05,-3.364887887,-6.218924562,-6.218924562,-3.360988032,,-52.2198269,-1.355283748,,-37.297428,-0.76666135
3.051,-3.353638789,-6.239164751,-6.239164751,-3.349918191,,-53.53721388,-1.356171358,,-37.810528,-0.76625776
3.052,-3.342437532,-6.259447798,-6.259447798,-3.338896057,,-54.96439668,-1.357062049,,-37.482742,-0.74042773
3.053,-3.33128401,-6.279773589,-6.279773589,-3.327921522,,-56.42264181,-1.357955836,,-37.58778,-0.75130403
3.054,-3.320178117,-6.300142013,-6.300142013,-3.316994477,,-57.68856804,-1.358852737,,-37.087318,-0.75660795
3.055,-3.309119746,-6.320552956,-6.320552956,-3.30611481,,-58.35153571,-1.359752767,,-37.630554,-0.74254352
3.056,-3.298108791,-6.341006304,-6.341006304,-3.29528241,,-58.07477684,-1.360655944,,-37.396214,-0.75279558
