Time(s),S11 Log Mag(dB)
-8.42E-009,-79.923279
-8.415E-009,-80.296234
-8.41E-009,-80.652664
-8.405E-009,-80.988632
-8.4E-009,-81.298653
-8.395E-009,-81.578354
-8.39E-009,-81.825981
-8.385E-009,-82.039642
-8.38E-009,-82.219124
-8.375E-009,-82.368828
-8.37E-009,-82.490372
-8.365E-009,-82.590309
-8.36E-009,-82.674217
-8.355E-009,-82.749489
-8.35E-009,-82.82251
-8.345E-009,-82.89946
-8.34E-009,-82.987709
-8.335E-009,-83.092926
-8.33E-009,-83.220627
-8.325E-009,-83.37719
-8.32E-009,-83.567879
-8.315E-009,-83.797554
-8.31E-009,-84.072815
-8.305E-009,-84.398247
-8.3E-009,-84.780792
-8.295E-009,-85.228065
-8.29E-009,-85.746414
-8.285E-009,-86.345566
-8.28E-009,-87.033104
-8.275E-009,-87.815483
-8.27E-009,-88.694885
-8.265E-009,-89.656761
-8.26E-009,-90.655121
-8.255E-009,-91.579308
-8.25E-009,-92.217438
-8.245E-009,-92.319267
-8.24E-009,-91.775208
-8.235E-009,-90.728676
-8.23E-009,-89.437012
-8.225E-009,-88.089592
-8.22E-009,-86.788979
-8.215E-009,-85.574066
-8.21E-009,-84.455772
-8.205E-009,-83.43042
-8.2E-009,-82.491615
-8.195E-009,-81.630966
-8.19E-009,-80.84066
-8.185E-009,-80.113503
-8.18E-009,-79.443329
-8.175E-009,-78.82531
-8.17E-009,-78.254204
-8.165E-009,-77.726631
-8.16E-009,-77.239029
-8.155E-009,-76.788528
-8.15E-009,-76.373131
-8.145E-009,-75.990204
-8.14E-009,-75.638
-8.135E-009,-75.315117
-8.13E-009,-75.020149
-8.125E-009,-74.751884
-8.12E-009,-74.5093
-8.115E-009,-74.291512
-8.11E-009,-74.097969
-8.105E-009,-73.927773
-8.1E-009,-73.780579
-8.095E-009,-73.655884
-8.09E-009,-73.553474
-8.085E-009,-73.472961
-8.08E-009,-73.41433
-8.075E-009,-73.37735
-8.07E-009,-73.362389
-8.065E-009,-73.369194
-8.06E-009,-73.398018
-8.055E-009,-73.449219
-8.05E-009,-73.523148
-0.000000008,-73.620277
-0.000000008,-73.741226
-0.000000008,-73.886612
-0.000000008,-74.057487
-0.000000008,-74.254623
-0.000000008,-74.479317
-0.000000008,-74.733299
-0.000000008,-75.017532
-0.000000008,-75.334747
-0.000000008,-75.686836
-0.000000008,-76.076622
-0.000000008,-76.507523
-0.000000008,-76.983246
-0.000000008,-77.508919
-0.000000008,-78.090363
-0.000000008,-78.734848
-0.000000008,-79.45137
-0.000000008,-80.252007
-0.000000008,-81.151596
-0.000000008,-82.169891
-7.945E-009,-83.333076
-7.94E-009,-84.677284
-7.935E-009,-86.248863
-7.93E-009,-88.102516
-7.925E-009,-90.270576
-7.92E-009,-92.589325
-7.915E-009,-94.173019
-7.91E-009,-93.628052
-7.905E-009,-91.548317
-7.9E-009,-89.295128
-7.895E-009,-87.319305
-7.89E-009,-85.650696
-7.885E-009,-84.236565
-7.88E-009,-83.024536
-7.875E-009,-81.973717
-7.87E-009,-81.053642
-7.865E-009,-80.240425
-7.86E-009,-79.516907
-7.855E-009,-78.869415
-7.85E-009,-78.28791
-7.845E-009,-77.763611
-7.84E-009,-77.289566
-7.835E-009,-76.860176
-7.83E-009,-76.471344
-7.825E-009,-76.118408
-7.82E-009,-75.798355
-7.815E-009,-75.508278
-7.81E-009,-75.245644
-7.805E-009,-75.00827
-7.8E-009,-74.793938
-7.795E-009,-74.600891
-7.79E-009,-74.427826
-7.785E-009,-74.272919
-7.78E-009,-74.134911
-7.775E-009,-74.012329
-7.77E-009,-73.90419
-7.765E-009,-73.809052
-7.76E-009,-73.726051
-7.755E-009,-73.653854
-7.75E-009,-73.591797
-7.745E-009,-73.538597
-7.74E-009,-73.493378
-7.735E-009,-73.455421
-7.73E-009,-73.423737
-7.725E-009,-73.397423
-7.72E-009,-73.375984
-7.715E-009,-73.358574
-7.71E-009,-73.344734
-7.705E-009,-73.333832
-7.7E-009,-73.325356
-7.695E-009,-73.31916
-7.69E-009,-73.314827
-7.685E-009,-73.312202
-7.68E-009,-73.311295
-7.675E-009,-73.311966
-7.67E-009,-73.314751
-7.665E-009,-73.319435
-7.66E-009,-73.326584
-7.655E-009,-73.336647
-7.65E-009,-73.34993
-7.645E-009,-73.367111
-7.64E-009,-73.388847
-7.635E-009,-73.415787
-7.63E-009,-73.448746
-7.625E-009,-73.488411
-7.62E-009,-73.535545
-7.615E-009,-73.591263
-7.61E-009,-73.656189
-7.605E-009,-73.731277
-7.6E-009,-73.817657
-7.595E-009,-73.916237
-7.59E-009,-74.027992
-7.585E-009,-74.153816
-7.58E-009,-74.295021
-7.575E-009,-74.452911
-7.57E-009,-74.628288
-7.565E-009,-74.822723
-7.56E-009,-75.037521
-7.555E-009,-75.27433
-7.55E-009,-75.534584
-7.545E-009,-75.820122
-7.54E-009,-76.132835
-7.535E-009,-76.475548
-7.53E-009,-76.849731
-7.525E-009,-77.259109
-7.52E-009,-77.706276
-7.515E-009,-78.195351
-7.51E-009,-78.730247
-7.505E-009,-79.315567
-7.5E-009,-79.957153
-7.495E-009,-80.66114
-7.49E-009,-81.433258
-7.485E-009,-82.28064
-7.48E-009,-83.208626
-7.475E-009,-84.217422
-7.47E-009,-85.296402
-7.465E-009,-86.412437
-7.46E-009,-87.484612
-7.455E-009,-88.365036
-7.45E-009,-88.846992
-7.445E-009,-88.783562
-7.44E-009,-88.202477
-7.435E-009,-87.290565
-7.43E-009,-86.24028
-7.425E-009,-85.179771
-7.42E-009,-84.171143
-7.415E-009,-83.239143
-7.41E-009,-82.391037
-7.405E-009,-81.624062
-7.4E-009,-80.93261
-7.395E-009,-80.310455
-7.39E-009,-79.752136
-7.385E-009,-79.251518
-7.38E-009,-78.804298
-7.375E-009,-78.405739
-7.37E-009,-78.052956
-7.365E-009,-77.742218
-7.36E-009,-77.471725
-7.355E-009,-77.238724
-7.35E-009,-77.041924
-7.345E-009,-76.879501
-7.34E-009,-76.750496
-7.335E-009,-76.653481
-7.33E-009,-76.588181
-7.325E-009,-76.553596
-7.32E-009,-76.549507
-7.315E-009,-76.575539
-7.31E-009,-76.631493
-7.305E-009,-76.71701
-7.3E-009,-76.832207
-7.295E-009,-76.977272
-7.29E-009,-77.151794
-7.285E-009,-77.355392
-7.28E-009,-77.588318
-7.275E-009,-77.849556
-7.27E-009,-78.138023
-7.265E-009,-78.451469
-7.26E-009,-78.787674
-7.255E-009,-79.141891
-7.25E-009,-79.507004
-7.245E-009,-79.874962
-7.24E-009,-80.232956
-7.235E-009,-80.56546
-7.23E-009,-80.853386
-7.225E-009,-81.075409
-7.22E-009,-81.2118
-7.215E-009,-81.24511
-7.21E-009,-81.167091
-7.205E-009,-80.978279
-7.2E-009,-80.688858
-7.195E-009,-80.317047
-7.19E-009,-79.883339
-7.185E-009,-79.408333
-7.18E-009,-78.910217
-7.175E-009,-78.403908
-7.17E-009,-77.900536
-7.165E-009,-77.408394
-7.16E-009,-76.932976
-7.155E-009,-76.478317
-7.15E-009,-76.0466
-7.145E-009,-75.639702
-7.14E-009,-75.257683
-7.135E-009,-74.90107
-7.13E-009,-74.569603
-7.125E-009,-74.263405
-7.12E-009,-73.981674
-7.115E-009,-73.724091
-7.11E-009,-73.490135
-7.105E-009,-73.279152
-7.1E-009,-73.091057
-7.095E-009,-72.924667
-7.09E-009,-72.780174
-7.085E-009,-72.656944
-7.08E-009,-72.554665
-7.075E-009,-72.472992
-7.07E-009,-72.411598
-7.065E-009,-72.370445
-7.06E-009,-72.349174
-7.055E-009,-72.347603
-7.05E-009,-72.365738
-0.000000007,-72.403465
-0.000000007,-72.460625
-0.000000007,-72.537354
-0.000000007,-72.633499
-0.000000007,-72.749336
-0.000000007,-72.884628
-0.000000007,-73.039444
-0.000000007,-73.213905
-0.000000007,-73.408241
-0.000000007,-73.62191
-0.000000007,-73.85524
-0.000000007,-74.108109
-0.000000007,-74.380013
-0.000000007,-74.670731
-0.000000007,-74.979729
-0.000000007,-75.305763
-0.000000007,-75.64785
-0.000000007,-76.004318
-0.000000007,-76.372887
-0.000000007,-76.750504
-6.945E-009,-77.133362
-6.94E-009,-77.516724
-6.935E-009,-77.894562
-6.93E-009,-78.260658
-6.925E-009,-78.606705
-6.92E-009,-78.924599
-6.915E-009,-79.206139
-6.91E-009,-79.443466
-6.905E-009,-79.630157
-6.9E-009,-79.762978
-6.895E-009,-79.840569
-6.89E-009,-79.865311
-6.885E-009,-79.842125
-6.88E-009,-79.77771
-6.875E-009,-79.680733
-6.87E-009,-79.559769
-6.865E-009,-79.423798
-6.86E-009,-79.279945
-6.855E-009,-79.135834
-6.85E-009,-78.996971
-6.845E-009,-78.868881
-6.84E-009,-78.75499
-6.835E-009,-78.658577
-6.83E-009,-78.582687
-6.825E-009,-78.5289
-6.82E-009,-78.499054
-6.815E-009,-78.494507
-6.81E-009,-78.516296
-6.805E-009,-78.564964
-6.8E-009,-78.641556
-6.795E-009,-78.74646
-6.79E-009,-78.879776
-6.785E-009,-79.042007
-6.78E-009,-79.232445
-6.775E-009,-79.450813
-6.77E-009,-79.695793
-6.765E-009,-79.965569
-6.76E-009,-80.257339
-6.755E-009,-80.566078
-6.75E-009,-80.886406
-6.745E-009,-81.208961
-6.74E-009,-81.522858
-6.735E-009,-81.812912
-6.73E-009,-82.062691
-6.725E-009,-82.252846
-6.72E-009,-82.365356
-6.715E-009,-82.385315
-6.71E-009,-82.304016
-6.705E-009,-82.123207
-6.7E-009,-81.849525
-6.695E-009,-81.498718
-6.69E-009,-81.08876
-6.685E-009,-80.638519
-6.68E-009,-80.165215
-6.675E-009,-79.682266
-6.67E-009,-79.201012
-6.665E-009,-78.729988
-6.66E-009,-78.275085
-6.655E-009,-77.840424
-6.65E-009,-77.42878
-6.645E-009,-77.04203
-6.64E-009,-76.68103
-6.635E-009,-76.346336
-6.63E-009,-76.038315
-6.625E-009,-75.756874
-6.62E-009,-75.502144
-6.615E-009,-75.273338
-6.61E-009,-75.070526
-6.605E-009,-74.893654
-6.6E-009,-74.742393
-6.595E-009,-74.616341
-6.59E-009,-74.515503
-6.585E-009,-74.440178
-6.58E-009,-74.390083
-6.575E-009,-74.36541
-6.57E-009,-74.366409
-6.565E-009,-74.393333
-6.56E-009,-74.446869
-6.555E-009,-74.527451
-6.55E-009,-74.635696
-6.545E-009,-74.772896
-6.54E-009,-74.93972
-6.535E-009,-75.137711
-6.53E-009,-75.368378
-6.525E-009,-75.633652
-6.52E-009,-75.93605
-6.515E-009,-76.277756
-6.51E-009,-76.662468
-6.505E-009,-77.093964
-6.5E-009,-77.577324
-6.495E-009,-78.118874
-6.49E-009,-78.725693
-6.485E-009,-79.408112
-6.48E-009,-80.178566
-6.475E-009,-81.054283
-6.47E-009,-82.058426
-6.465E-009,-83.224327
-6.46E-009,-84.602791
-6.455E-009,-86.273056
-6.45E-009,-88.373428
-6.445E-009,-91.183304
-6.44E-009,-95.394836
-6.435E-009,-103.90904
-6.43E-009,-107.18913
-6.425E-009,-96.5243
-6.42E-009,-91.890747
-6.415E-009,-88.910408
-6.41E-009,-86.723404
-6.405E-009,-85.00489
-6.4E-009,-83.599014
-6.395E-009,-82.416924
-6.39E-009,-81.404396
-6.385E-009,-80.525795
-6.38E-009,-79.755493
-6.375E-009,-79.075729
-6.37E-009,-78.472984
-6.365E-009,-77.936958
-6.36E-009,-77.45945
-6.355E-009,-77.033737
-6.35E-009,-76.654793
-6.345E-009,-76.318451
-6.34E-009,-76.020538
-6.335E-009,-75.758316
-6.33E-009,-75.529396
-6.325E-009,-75.331001
-6.32E-009,-75.16153
-6.315E-009,-75.018944
-6.31E-009,-74.901642
-6.305E-009,-74.808205
-6.3E-009,-74.737106
-6.295E-009,-74.686958
-6.29E-009,-74.656578
-6.285E-009,-74.644287
-6.28E-009,-74.648819
-6.275E-009,-74.668625
-6.27E-009,-74.702049
-6.265E-009,-74.747643
-6.26E-009,-74.803123
-6.255E-009,-74.866737
-6.25E-009,-74.936478
-6.245E-009,-75.009598
-6.24E-009,-75.083893
-6.235E-009,-75.156731
-6.23E-009,-75.225235
-6.225E-009,-75.287041
-6.22E-009,-75.339272
-6.215E-009,-75.379593
-6.21E-009,-75.406044
-6.205E-009,-75.416618
-6.2E-009,-75.410515
-6.195E-009,-75.386543
-6.19E-009,-75.345047
-6.185E-009,-75.286606
-6.18E-009,-75.212173
-6.175E-009,-75.123291
-6.17E-009,-75.022491
-6.165E-009,-74.911407
-6.16E-009,-74.793007
-6.155E-009,-74.669846
-6.15E-009,-74.544403
-6.145E-009,-74.41922
-6.14E-009,-74.29673
-6.135E-009,-74.179047
-6.13E-009,-74.068436
-6.125E-009,-73.966553
-6.12E-009,-73.875198
-6.115E-009,-73.795731
-6.11E-009,-73.729836
-6.105E-009,-73.678787
-6.1E-009,-73.643593
-6.095E-009,-73.625427
-6.09E-009,-73.625427
-6.085E-009,-73.644394
-6.08E-009,-73.683525
-6.075E-009,-73.743622
-6.07E-009,-73.825851
-6.065E-009,-73.93116
-6.06E-009,-74.060837
-6.055E-009,-74.215981
-6.05E-009,-74.397995
-0.000000006,-74.608253
-0.000000006,-74.848183
-0.000000006,-75.119904
-0.000000006,-75.425224
-0.000000006,-75.766609
-0.000000006,-76.146408
-0.000000006,-76.567139
-0.000000006,-77.032402
-0.000000006,-77.545166
-0.000000006,-78.108643
-0.000000006,-78.727005
-0.000000006,-79.402229
-0.000000006,-80.13488
-0.000000006,-80.922722
-0.000000006,-81.755089
-0.000000006,-82.609673
-0.000000006,-83.439186
-0.000000006,-84.167671
-0.000000006,-84.688629
-0.000000006,-84.894821
-5.945E-009,-84.731186
-5.94E-009,-84.234512
-5.935E-009,-83.506485
-5.93E-009,-82.656296
-5.925E-009,-81.768425
-5.92E-009,-80.894951
-5.915E-009,-80.0634
-5.91E-009,-79.28479
-5.905E-009,-78.565041
-5.9E-009,-77.902519
-5.895E-009,-77.295715
-5.89E-009,-76.740921
-5.885E-009,-76.235489
-5.88E-009,-75.775566
-5.875E-009,-75.358604
-5.87E-009,-74.981476
-5.865E-009,-74.641899
-5.86E-009,-74.337837
-5.855E-009,-74.067398
-5.85E-009,-73.828873
-5.845E-009,-73.620827
-5.84E-009,-73.442276
-5.835E-009,-73.292
-5.83E-009,-73.169144
-5.825E-009,-73.073219
-5.82E-009,-73.003197
-5.815E-009,-72.959053
-5.81E-009,-72.940094
-5.805E-009,-72.946167
-5.8E-009,-72.977028
-5.795E-009,-73.032768
-5.79E-009,-73.113091
-5.785E-009,-73.218307
-5.78E-009,-73.348511
-5.775E-009,-73.503662
-5.77E-009,-73.683907
-5.765E-009,-73.889626
-5.76E-009,-74.12114
-5.755E-009,-74.378395
-5.75E-009,-74.661247
-5.745E-009,-74.9702
-5.74E-009,-75.304092
-5.735E-009,-75.66291
-5.73E-009,-76.04496
-5.725E-009,-76.448242
-5.72E-009,-76.869766
-5.715E-009,-77.304565
-5.71E-009,-77.746277
-5.705E-009,-78.186012
-5.7E-009,-78.612236
-5.695E-009,-79.009933
-5.69E-009,-79.362709
-5.685E-009,-79.652664
-5.68E-009,-79.862526
-5.675E-009,-79.979637
-5.67E-009,-79.997513
-5.665E-009,-79.918556
-5.66E-009,-79.751518
-5.655E-009,-79.512039
-5.65E-009,-79.217659
-5.645E-009,-78.886482
-5.64E-009,-78.534462
-5.635E-009,-78.175003
-5.63E-009,-77.818489
-5.625E-009,-77.473183
-5.62E-009,-77.144585
-5.615E-009,-76.837036
-5.61E-009,-76.553078
-5.605E-009,-76.294777
-5.6E-009,-76.063263
-5.595E-009,-75.859207
-5.59E-009,-75.683167
-5.585E-009,-75.53521
-5.58E-009,-75.415428
-5.575E-009,-75.323761
-5.57E-009,-75.26049
-5.565E-009,-75.225441
-5.56E-009,-75.218735
-5.555E-009,-75.240372
-5.55E-009,-75.290527
-5.545E-009,-75.369728
-5.54E-009,-75.477699
-5.535E-009,-75.615257
-5.53E-009,-75.782379
-5.525E-009,-75.979675
-5.52E-009,-76.207466
-5.515E-009,-76.466057
-5.51E-009,-76.755554
-5.505E-009,-77.075974
-5.5E-009,-77.426666
-5.495E-009,-77.806816
-5.49E-009,-78.213959
-5.485E-009,-78.644844
-5.48E-009,-79.094009
-5.475E-009,-79.553627
-5.47E-009,-80.011131
-5.465E-009,-80.451202
-5.46E-009,-80.853035
-5.455E-009,-81.1922
-5.45E-009,-81.443306
-5.445E-009,-81.583641
-5.44E-009,-81.598824
-5.435E-009,-81.486961
-5.43E-009,-81.258667
-5.425E-009,-80.934204
-5.42E-009,-80.538574
-5.415E-009,-80.096779
-5.41E-009,-79.631721
-5.405E-009,-79.159836
-5.4E-009,-78.695
-5.395E-009,-78.246338
-5.39E-009,-77.820007
-5.385E-009,-77.420181
-5.38E-009,-77.04966
-5.375E-009,-76.709595
-5.37E-009,-76.400764
-5.365E-009,-76.12365
-5.36E-009,-75.877998
-5.355E-009,-75.663719
-5.35E-009,-75.480873
-5.345E-009,-75.328903
-5.34E-009,-75.207817
-5.335E-009,-75.117653
-5.33E-009,-75.058311
-5.325E-009,-75.029732
-5.32E-009,-75.032623
-5.315E-009,-75.067192
-5.31E-009,-75.134018
-5.305E-009,-75.233986
-5.3E-009,-75.368355
-5.295E-009,-75.538231
-5.29E-009,-75.745224
-5.285E-009,-75.991692
-5.28E-009,-76.279663
-5.275E-009,-76.612373
-5.27E-009,-76.993576
-5.265E-009,-77.427689
-5.26E-009,-77.920029
-5.255E-009,-78.477692
-5.25E-009,-79.109329
-5.245E-009,-79.825455
-5.24E-009,-80.64061
-5.235E-009,-81.572548
-5.23E-009,-82.645218
-5.225E-009,-83.890083
-5.22E-009,-85.346321
-5.215E-009,-87.05619
-5.21E-009,-89.03215
-5.205E-009,-91.11087
-5.2E-009,-92.56131
-5.195E-009,-92.245682
-5.19E-009,-90.444901
-5.185E-009,-88.32003
-5.18E-009,-86.383591
-5.175E-009,-84.717216
-5.17E-009,-83.292847
-5.165E-009,-82.066551
-5.16E-009,-81.001823
-5.155E-009,-80.069908
-5.15E-009,-79.24881
-5.145E-009,-78.521744
-5.14E-009,-77.875237
-5.135E-009,-77.299477
-5.13E-009,-76.786278
-5.125E-009,-76.329185
-5.12E-009,-75.922882
-5.115E-009,-75.563171
-5.11E-009,-75.246506
-5.105E-009,-74.969772
-5.1E-009,-74.730927
-5.095E-009,-74.52784
-5.09E-009,-74.358795
-5.085E-009,-74.222198
-5.08E-009,-74.117256
-5.075E-009,-74.042778
-5.07E-009,-73.998146
-5.065E-009,-73.982735
-5.06E-009,-73.996033
-5.055E-009,-74.037552
-5.05E-009,-74.106956
-0.000000005,-74.204155
-0.000000005,-74.328674
-0.000000005,-74.480453
-0.000000005,-74.658852
-0.000000005,-74.863564
-0.000000005,-75.093773
-0.000000005,-75.34861
-0.000000005,-75.626335
-0.000000005,-75.924538
-0.000000005,-76.240089
-0.000000005,-76.568474
-0.000000005,-76.903938
-0.000000005,-77.238358
-0.000000005,-77.56208
